,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6288772989294538,0.636775491503989
1,2010.0,0.6410905002810567,0.6514085615360402
2,2011.0,0.6628056628056628,0.6700320512820512
3,2012.0,0.6393494897959183,0.6480006957626031
4,2013.0,0.6642125480153649,0.6740128280856091
5,2014.0,0.65,0.6620758161512028
6,2015.0,0.6477516059957173,0.658256044906849
7,2016.0,0.6314924391847468,0.6441383364755012
8,2017.0,0.6372191863995142,0.6450895864722986
9,2018.0,0.6451386451386452,0.652272241231822
10,2019.0,0.6333695258776691,0.6408533937961309
