,winner,loser,score
0,Aaron Laffey,Mariano Rivera,0
1,Adam Ottavino,Chad Billingsley,5
2,Chad Billingsley,Adam Ottavino,5
3,Adam Ottavino,Chris Carpenter,0
4,Adam Ottavino,Doug Davis,0
5,Adam Ottavino,Jeff Suppan,3
6,Adam Wainwright,Andy Pettitte,0
7,Adam Wainwright,Andy Sonnanstine,0
8,Adam Wainwright,Anibal Sanchez,10
9,Adam Wainwright,Barry Zito,18
10,Barry Zito,Adam Wainwright,18
11,Adam Wainwright,Brandon Lyon,48
12,Adam Wainwright,Brian Bannister,8
13,Adam Wainwright,Brian Moehler,6
14,Adam Wainwright,C.J. Wilson,0
15,Adam Wainwright,Carlos Zambrano,1
16,Adam Wainwright,Chad Billingsley,47
17,Adam Wainwright,Chad Durbin,0
18,Adam Wainwright,Chris Carpenter,0
19,Adam Wainwright,Chris Narveson,6
20,Adam Wainwright,Cliff Lee,0
21,Adam Wainwright,Cole Hamels,0
22,Adam Wainwright,D.J. Carrasco,5
23,Adam Wainwright,Dan Haren,0
24,Adam Wainwright,Dave Bush,27
25,Adam Wainwright,David Robertson,5
26,David Robertson,Adam Wainwright,5
27,Adam Wainwright,Derek Lowe,0
28,Adam Wainwright,Doug Davis,0
29,Adam Wainwright,Doug Mathis,0
30,Adam Wainwright,Evan Meek,0
31,Adam Wainwright,Felix Hernandez,5
32,Felix Hernandez,Adam Wainwright,5
33,Adam Wainwright,Francisco Rodriguez,0
34,Adam Wainwright,Gavin Floyd,0
35,Adam Wainwright,J.D. Martin,23
36,Adam Wainwright,Jaime Garcia,6
37,Adam Wainwright,James Shields,0
38,Adam Wainwright,Jamie Moyer,24
39,Adam Wainwright,Jason Motte,0
40,Adam Wainwright,Jason Vargas,8
41,Adam Wainwright,Jeff Suppan,2
42,Adam Wainwright,Jenrry Mejia,23
43,Adam Wainwright,Jesse Chavez,5
44,Adam Wainwright,John Danks,5
45,Adam Wainwright,John Ely,28
46,Adam Wainwright,John Lackey,1
47,Adam Wainwright,Johnny Cueto,18
48,Adam Wainwright,Jon Lester,0
49,Adam Wainwright,Jonathon Niese,0
50,Adam Wainwright,Josh Beckett,0
51,Adam Wainwright,Kenley Jansen,16
52,Adam Wainwright,Kenshin Kawakami,0
53,Adam Wainwright,Kyle Davies,2
54,Adam Wainwright,Kyle Farnsworth,0
55,Adam Wainwright,Kyle Kendrick,0
56,Adam Wainwright,Lance Cormier,4
57,Adam Wainwright,Logan Ondrusek,7
58,Adam Wainwright,Luke Hochevar,0
59,Adam Wainwright,Mariano Rivera,0
60,Adam Wainwright,Mark Buehrle,9
61,Adam Wainwright,Micah Owings,0
62,Adam Wainwright,Mitch Talbot,11
63,Adam Wainwright,Nick Blackburn,4
64,Adam Wainwright,Octavio Dotel,0
65,Adam Wainwright,Phil Hughes,10
66,Adam Wainwright,Randy Wells,3
67,Adam Wainwright,Roy Halladay,0
68,Adam Wainwright,Roy Oswalt,12
69,Adam Wainwright,Ryan Dempster,3
70,Adam Wainwright,Ryan Madson,2
71,Adam Wainwright,Sam Demel,0
72,Adam Wainwright,Scott Feldman,19
73,Adam Wainwright,Shaun Marcum,0
74,Adam Wainwright,Thomas Diamond,0
75,Adam Wainwright,Tim Hudson,0
76,Adam Wainwright,Travis Wood,26
77,Adam Wainwright,Trevor Hoffman,2
78,Adam Wainwright,Tyler Clippard,13
79,Alexi Ogando,Andy Sonnanstine,3
80,Alexi Ogando,Dan Haren,0
81,Alexi Ogando,Mark Buehrle,5
82,Mark Buehrle,Alexi Ogando,5
83,Alexi Ogando,Rich Thompson,5
84,Rich Thompson,Alexi Ogando,5
85,Alexi Ogando,Tommy Hunter,5
86,Tommy Hunter,Alexi Ogando,5
87,Alfredo Aceves,Andrew Bailey,0
88,Alfredo Aceves,Andy Pettitte,3
89,Andy Pettitte,Alfredo Aceves,3
90,Alfredo Aceves,Andy Sonnanstine,0
91,Alfredo Aceves,C.J. Wilson,0
92,Alfredo Aceves,Cliff Lee,1
93,Cliff Lee,Alfredo Aceves,1
94,Alfredo Aceves,Kevin Gregg,0
95,Alfredo Aceves,Kyle Davies,2
96,Alfredo Simon,C.J. Wilson,7
97,Alfredo Simon,Cliff Lee,0
98,Alfredo Simon,J.D. Martin,1
99,J.D. Martin,Alfredo Simon,1
100,Alfredo Simon,James Shields,2
101,Alfredo Simon,Jesse Chavez,1
102,Jesse Chavez,Alfredo Simon,1
103,Alfredo Simon,John Danks,0
104,Alfredo Simon,John Lackey,0
105,Alfredo Simon,Jon Rauch,6
106,Jon Rauch,Alfredo Simon,6
107,Alfredo Simon,Kevin Gregg,9
108,Kevin Gregg,Alfredo Simon,9
109,Alfredo Simon,Kevin Millwood,1
110,Kevin Millwood,Alfredo Simon,1
111,Alfredo Simon,Kyle Davies,1
112,Alfredo Simon,Lance Cormier,3
113,Alfredo Simon,Mariano Rivera,0
114,Alfredo Simon,Mitch Talbot,4
115,Andrew Bailey,Alfredo Aceves,5
116,Andrew Bailey,Andy Pettitte,13
117,Andy Pettitte,Andrew Bailey,13
118,Andrew Bailey,Andy Sonnanstine,2
119,Andrew Bailey,Brian Bannister,3
120,Andrew Bailey,Brian Moehler,1
121,Andrew Bailey,Casey Janssen,4
122,Andrew Bailey,Chad Billingsley,0
123,Andrew Bailey,Clay Buchholz,0
124,Andrew Bailey,Cliff Lee,0
125,Andrew Bailey,D.J. Carrasco,0
126,Andrew Bailey,Dan Haren,5
127,Andrew Bailey,David Robertson,0
128,Andrew Bailey,Dustin Moseley,1
129,Andrew Bailey,Gavin Floyd,0
130,Andrew Bailey,Jason Vargas,2
131,Andrew Bailey,Jhoulys Chacin,0
132,Andrew Bailey,John Danks,0
133,Andrew Bailey,John Ely,3
134,Andrew Bailey,John Lackey,0
135,Andrew Bailey,Jon Lester,0
136,Andrew Bailey,Josh Beckett,0
137,Andrew Bailey,Josh Tomlin,0
138,Andrew Bailey,Kevin Gregg,0
139,Andrew Bailey,Kyle Davies,0
140,Andrew Bailey,Lance Cormier,0
141,Andrew Bailey,Luke Hochevar,0
142,Andrew Bailey,Mariano Rivera,0
143,Andrew Bailey,Mark Buehrle,4
144,Andrew Bailey,Mat Latos,5
145,Mat Latos,Andrew Bailey,5
146,Andrew Bailey,Mitch Talbot,3
147,Andrew Bailey,Nick Blackburn,5
148,Andrew Bailey,Phil Hughes,11
149,Andrew Bailey,Roy Halladay,0
150,Andrew Bailey,Shaun Marcum,5
151,Andy Pettitte,Adam Wainwright,3
152,Andy Pettitte,Alfredo Aceves,3
153,Alfredo Aceves,Andy Pettitte,3
154,Andy Pettitte,Andrew Bailey,13
155,Andrew Bailey,Andy Pettitte,13
156,Andy Pettitte,Andy Sonnanstine,2
157,Andy Pettitte,Barry Zito,0
158,Andy Pettitte,C.J. Wilson,0
159,Andy Pettitte,Chad Billingsley,0
160,Andy Pettitte,Chad Durbin,6
161,Andy Pettitte,Chris Carpenter,9
162,Andy Pettitte,Clay Buchholz,3
163,Andy Pettitte,Cliff Lee,0
164,Andy Pettitte,Daisuke Matsuzaka,5
165,Andy Pettitte,Dan Haren,0
166,Andy Pettitte,David Price,8
167,Andy Pettitte,David Robertson,0
168,Andy Pettitte,Doug Fister,7
169,Andy Pettitte,Gavin Floyd,0
170,Andy Pettitte,J.D. Martin,2
171,Andy Pettitte,Jaime Garcia,1
172,Jaime Garcia,Andy Pettitte,1
173,Andy Pettitte,Jake Peavy,0
174,Andy Pettitte,James Shields,3
175,Andy Pettitte,Jamie Moyer,0
176,Andy Pettitte,Jason Vargas,0
177,Andy Pettitte,Jeff Niemann,2
178,Andy Pettitte,Jhoulys Chacin,2
179,Andy Pettitte,John Danks,0
180,Andy Pettitte,John Lackey,21
181,Andy Pettitte,Jon Lester,0
182,Andy Pettitte,Jon Rauch,0
183,Andy Pettitte,Jonathon Niese,4
184,Andy Pettitte,Josh Beckett,12
185,Andy Pettitte,Kevin Gregg,0
186,Andy Pettitte,Kevin Millwood,10
187,Andy Pettitte,Kyle Davies,30
188,Andy Pettitte,Lance Cormier,10
189,Andy Pettitte,Luke Hochevar,5
190,Andy Pettitte,Mariano Rivera,0
191,Andy Pettitte,Mark Buehrle,1
192,Andy Pettitte,Mat Latos,5
193,Mat Latos,Andy Pettitte,5
194,Andy Pettitte,Matt Guerrier,8
195,Andy Pettitte,Matt Palmer,1
196,Andy Pettitte,Mitch Talbot,8
197,Andy Pettitte,Nick Blackburn,0
198,Andy Pettitte,Phil Hughes,12
199,Andy Pettitte,Rafael Soriano,0
200,Andy Pettitte,Roy Halladay,7
201,Andy Pettitte,Scott Feldman,12
202,Andy Pettitte,Shaun Marcum,1
203,Andy Pettitte,Tim Hudson,0
204,Andy Sonnanstine,Adam Wainwright,3
205,Andy Sonnanstine,Alexi Ogando,0
206,Andy Sonnanstine,Alfredo Aceves,4
207,Andy Sonnanstine,Andrew Bailey,0
208,Andy Sonnanstine,Andy Pettitte,0
209,Andy Sonnanstine,Brandon Lyon,0
210,Andy Sonnanstine,Brian Bannister,16
211,Andy Sonnanstine,Brian Moehler,0
212,Andy Sonnanstine,C.J. Wilson,1
213,Andy Sonnanstine,Casey Janssen,0
214,Andy Sonnanstine,Chad Durbin,0
215,Andy Sonnanstine,Chris Carpenter,0
216,Andy Sonnanstine,Clay Buchholz,0
217,Andy Sonnanstine,Cliff Lee,0
218,Andy Sonnanstine,D.J. Carrasco,0
219,Andy Sonnanstine,Daisuke Matsuzaka,0
220,Andy Sonnanstine,Dan Haren,0
221,Andy Sonnanstine,David Price,0
222,Andy Sonnanstine,David Robertson,0
223,Andy Sonnanstine,Doug Fister,8
224,Andy Sonnanstine,Dustin Moseley,9
225,Andy Sonnanstine,Francisco Rodriguez,0
226,Andy Sonnanstine,Gavin Floyd,0
227,Andy Sonnanstine,Grant Balfour,0
228,Andy Sonnanstine,J.D. Martin,0
229,Andy Sonnanstine,Jake Peavy,0
230,Andy Sonnanstine,James Shields,0
231,Andy Sonnanstine,Jamie Moyer,0
232,Andy Sonnanstine,Jason Vargas,0
233,Andy Sonnanstine,Jeff Niemann,9
234,Andy Sonnanstine,Jenrry Mejia,0
