,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6302400573271228,0.6403219836958568
1,2010.0,0.6207832493214425,0.6303767396485199
2,2011.0,0.6313131313131313,0.6433363023993764
3,2012.0,0.6446610544971201,0.6585656565656565
4,2013.0,0.654627539503386,0.6677547974413645
5,2014.0,0.6224809673085535,0.634016036403312
6,2015.0,0.6279697624190065,0.6363558000917011
7,2016.0,0.6446601941747573,0.6557671992116874
8,2017.0,0.6275752773375595,0.6405574703534872
9,2018.0,0.6102409638554217,0.6252739742895138
10,2019.0,0.6421965317919075,0.6565183029277117
