,winner,loser,score
0,A. j. Ellis,Adrian Gonzalez,1
1,A. j. Ellis,Alex Gonzalez,0
2,A. j. Ellis,Allen Craig,0
3,A. j. Ellis,Andres Torres,0
4,A. j. Ellis,Angel Pagan,3
5,A. j. Ellis,Aubrey Huff,0
6,A. j. Ellis,Austin Kearns,1
7,Austin Kearns,A. j. Ellis,1
8,A. j. Ellis,Carlos Gomez,0
9,A. j. Ellis,Carlos Ruiz,0
10,A. j. Ellis,Casey Blake,0
11,A. j. Ellis,Chase Utley,0
12,A. j. Ellis,Chipper Jones,2
13,A. j. Ellis,Chris Carter,2
14,A. j. Ellis,Chris Young,0
15,A. j. Ellis,Cody Ross,0
16,A. j. Ellis,Colby Rasmus,0
17,A. j. Ellis,Corey Hart,3
18,Corey Hart,A. j. Ellis,3
19,A. j. Ellis,Dan Uggla,5
20,A. j. Ellis,David Eckstein,2
21,A. j. Ellis,David Wright,3
22,David Wright,A. j. Ellis,3
23,A. j. Ellis,Drew Stubbs,1
24,A. j. Ellis,Freddy Sanchez,0
25,A. j. Ellis,Geovany Soto,0
26,A. j. Ellis,Gerardo Parra,3
27,Gerardo Parra,A. j. Ellis,3
28,A. j. Ellis,Ian Desmond,4
29,Ian Desmond,A. j. Ellis,4
30,A. j. Ellis,Ike Davis,0
31,A. j. Ellis,James Loney,0
32,A. j. Ellis,Jamey Carroll,0
33,A. j. Ellis,Jason Heyward,0
34,A. j. Ellis,Jayson Werth,0
35,A. j. Ellis,Jeff Clement,2
36,A. j. Ellis,Jimmy Rollins,0
37,A. j. Ellis,Joe Inglett,1
38,A. j. Ellis,Jon Garland,3
39,A. j. Ellis,Jonathan Lucroy,1
40,A. j. Ellis,Jose Guillen,0
41,A. j. Ellis,Jose Reyes,3
42,Jose Reyes,A. j. Ellis,3
43,A. j. Ellis,Jose Tabata,0
44,A. j. Ellis,Justin Maxwell,1
45,Justin Maxwell,A. j. Ellis,1
46,A. j. Ellis,Justin Upton,0
47,A. j. Ellis,Kelly Johnson,0
48,A. j. Ellis,Luke Scott,0
49,A. j. Ellis,Manny Ramirez,3
50,A. j. Ellis,Martin Prado,0
51,A. j. Ellis,Matt Diaz,2
52,A. j. Ellis,Matt Holliday,0
53,A. j. Ellis,Matt Kemp,0
54,A. j. Ellis,Miguel Cairo,0
55,A. j. Ellis,Miguel Montero,4
56,A. j. Ellis,Miguel Tejada,0
57,A. j. Ellis,Mike Fontenot,0
58,A. j. Ellis,Mitch Maier,0
59,A. j. Ellis,Omar Infante,0
60,A. j. Ellis,Oscar Salazar,0
61,A. j. Ellis,Pablo Sandoval,2
62,A. j. Ellis,Pat Burrell,0
63,A. j. Ellis,Paul Janish,0
64,A. j. Ellis,Pedro Alvarez,2
65,Pedro Alvarez,A. j. Ellis,2
66,A. j. Ellis,Placido Polanco,0
67,A. j. Ellis,Rafael Furcal,1
68,A. j. Ellis,Randy Winn,0
69,A. j. Ellis,Raul Ibanez,0
