,winner,loser,score
0,A. j. Ellis,A. j. Pierzynski,0
1,A. j. Ellis,Aaron Hicks,3
2,A. j. Ellis,Aaron Hill,6
3,A. j. Ellis,Adam Dunn,0
4,A. j. Ellis,Adam Eaton,16
5,A. j. Ellis,Adam Jones,0
6,A. j. Ellis,Adam Laroche,0
7,A. j. Ellis,Adam Lind,0
8,A. j. Ellis,Adeiny Hechavarria,0
9,A. j. Ellis,Adrian Gonzalez,0
10,A. j. Ellis,Aj Pollock,0
11,A. j. Ellis,Alberto Callaspo,2
12,Alberto Callaspo,A. j. Ellis,2
13,A. j. Ellis,Alcides Escobar,5
14,A. j. Ellis,Alex Gordon,0
15,A. j. Ellis,Alex Rios,0
16,A. j. Ellis,Alexei Ramírez,5
17,A. j. Ellis,Alfonso Soriano,0
18,A. j. Ellis,Allen Craig,15
19,A. j. Ellis,Andre Ethier,9
20,A. j. Ellis,Andrelton Simmons,0
21,A. j. Ellis,Andres Torres,0
22,A. j. Ellis,Andrew Lambo,11
23,A. j. Ellis,Andrew Mccutchen,0
24,A. j. Ellis,Andy Dirks,4
25,A. j. Ellis,Angel Pagan,0
26,A. j. Ellis,Anthony Recker,1
27,A. j. Ellis,Anthony Rendon,0
28,A. j. Ellis,Anthony Rizzo,9
29,A. j. Ellis,Aramis Ramirez,13
30,A. j. Ellis,Asdrubal Cabrera,11
31,A. j. Ellis,Austin Jackson,7
32,A. j. Ellis,B. j. Upton,0
33,A. j. Ellis,Ben Revere,9
34,A. j. Ellis,Ben Zobrist,0
35,A. j. Ellis,Brandon Belt,0
36,A. j. Ellis,Brandon Crawford,0
37,A. j. Ellis,Brandon Phillips,0
38,A. j. Ellis,Brett Gardner,2
39,A. j. Ellis,Brett Lawrie,13
40,A. j. Ellis,Brett Pill,8
41,A. j. Ellis,Brian Bogusevic,1
42,Brian Bogusevic,A. j. Ellis,1
43,A. j. Ellis,Brian Mccann,0
44,A. j. Ellis,Brian Roberts,0
45,A. j. Ellis,Bryce Harper,0
46,A. j. Ellis,Buster Posey,0
47,A. j. Ellis,Caleb Gindl,0
48,A. j. Ellis,Carl Crawford,17
49,A. j. Ellis,Carlos Beltran,2
50,A. j. Ellis,Carlos Gomez,18
51,A. j. Ellis,Carlos Gonzalez,0
52,A. j. Ellis,Carlos Quentin,0
53,A. j. Ellis,Carlos Ruiz,0
54,A. j. Ellis,Cesar Hernandez,0
55,A. j. Ellis,Chad Tracy,1
56,Chad Tracy,A. j. Ellis,1
57,A. j. Ellis,Chase Headley,0
58,A. j. Ellis,Chase Utley,0
59,A. j. Ellis,Chris Carter,0
60,A. j. Ellis,Chris Coghlan,4
61,A. j. Ellis,Chris Davis,0
62,A. j. Ellis,Chris Denorfia,24
63,A. j. Ellis,Chris Heisey,4
64,A. j. Ellis,Chris Johnson,8
65,A. j. Ellis,Chris Nelson,6
66,A. j. Ellis,Chris Stewart,6
67,A. j. Ellis,Cliff Pennington,0
68,A. j. Ellis,Clint Barmes,0
69,A. j. Ellis,Cody Ross,4
70,A. j. Ellis,Colby Rasmus,5
71,A. j. Ellis,Corey Dickerson,0
72,A. j. Ellis,Dan Uggla,24
73,A. j. Ellis,Daniel Descalso,4
74,A. j. Ellis,Daniel Murphy,0
75,A. j. Ellis,Daniel Nava,1
76,A. j. Ellis,Danny Espinosa,1
77,A. j. Ellis,Darin Ruf,1
78,A. j. Ellis,Darwin Barney,0
79,A. j. Ellis,David Dejesus,0
80,A. j. Ellis,David Freese,17
81,A. j. Ellis,David Lough,2
82,A. j. Ellis,David Murphy,3
83,A. j. Ellis,David Ortiz,0
84,A. j. Ellis,David Wright,0
85,A. j. Ellis,Delmon Young,0
86,A. j. Ellis,Denard Span,31
87,Denard Span,A. j. Ellis,31
88,A. j. Ellis,Derrick Robinson,7
89,A. j. Ellis,Desmond Jennings,0
90,A. j. Ellis,Devin Mesoraco,0
91,A. j. Ellis,Dexter Fowler,0
92,A. j. Ellis,Didi Gregorius,0
93,A. j. Ellis,Dioner Navarro,0
94,A. j. Ellis,Dj Lemahieu,12
95,A. j. Ellis,Domonic Brown,0
96,A. j. Ellis,Donovan Solano,7
97,Donovan Solano,A. j. Ellis,7
98,A. j. Ellis,Dustin Pedroia,0
99,A. j. Ellis,Ed Lucas,0
100,A. j. Ellis,Eduardo Nunez,7
101,A. j. Ellis,Edwin Encarnacion,0
102,A. j. Ellis,Elvis Andrus,0
103,A. j. Ellis,Eric Chavez,0
104,A. j. Ellis,Eric Young,0
105,A. j. Ellis,Erick Aybar,8
106,A. j. Ellis,Erik Kratz,3
107,Erik Kratz,A. j. Ellis,3
