,Year,SpringRank Levels
0,2019.0,17.476880299054333
1,2018.0,15.961513014759795
2,2017.0,19.394667001770344
3,2016.0,15.362124914133501
4,2015.0,10.090813998101813
5,2014.0,15.623419771361533
6,2013.0,17.112556147430848
7,2012.0,21.04658505534484
8,2011.0,17.5834543401397
9,2010.0,14.0961110909989
10,2009.0,28.453720136002055
