,winner,loser,score
0,A. j. Pierzynski,Chase Headley,0
1,A. j. Pierzynski,Gerardo Parra,0
2,Adam Dunn,Colby Rasmus,0
3,Adam Laroche,Chase Headley,8
4,Adam Laroche,Joey Votto,0
5,Adam Laroche,Michael Bourn,8
6,Adam Laroche,Milton Bradley,6
7,Adrian Gonzalez,David Eckstein,2
8,Adrian Gonzalez,Miguel Montero,23
9,Adrian Gonzalez,Pablo Sandoval,8
10,Adrian Gonzalez,Prince Fielder,11
11,Adrian Gonzalez,Stephen Drew,5
12,Albert Pujols,Brian Mccann,2
13,Alberto Callaspo,Marlon Byrd,4
14,Anderson Hernandez,Garret Anderson,1
15,Anderson Hernandez,Nate Mclouth,1
16,Andre Ethier,Jason Giambi,1
17,Andres Torres,Juan Uribe,0
18,Andres Torres,Randy Winn,3
19,Randy Winn,Andres Torres,3
20,Andrew Mccutchen,Brian Mccann,0
21,Andrew Mccutchen,Chase Headley,0
22,Andrew Mccutchen,Jerry Hairston,3
23,Andrew Mccutchen,Jorge Cantu,3
24,Andrew Mccutchen,Justin Upton,0
25,Andrew Mccutchen,Michael Bourn,0
26,Andrew Mccutchen,Nyjer Morgan,2
27,Andrew Mccutchen,Prince Fielder,0
28,Andrew Mccutchen,Ryan Ludwick,0
29,Andrew Mccutchen,Shane Victorino,0
30,Angel Pagan,Brian Mccann,0
31,Angel Pagan,Jimmy Rollins,0
32,B. j. Upton,Derek Jeter,0
33,Bengie Molina,Justin Upton,1
34,Bengie Molina,Rafael Furcal,3
35,Rafael Furcal,Bengie Molina,3
36,Bobby Scales,Gerardo Parra,0
37,Brad Hawpe,Carlos Gonzalez,0
38,Brad Hawpe,Justin Upton,9
39,Justin Upton,Brad Hawpe,9
40,Brad Hawpe,Pablo Sandoval,3
41,Brad Hawpe,Randy Winn,9
42,Brad Hawpe,Ryan Howard,11
43,Brandon Allen,Ryan Howard,1
44,Ryan Howard,Brandon Allen,1
45,Brandon Allen,Stephen Drew,0
46,Brendan Ryan,Hunter Pence,0
47,Brendan Ryan,Jayson Werth,0
48,Brendan Ryan,Jorge Cantu,2
49,Brendan Ryan,Juan Uribe,0
50,Brendan Ryan,Pedro Feliz,0
51,Brendan Ryan,Rafael Furcal,6
52,Brendan Ryan,Randy Winn,3
53,Randy Winn,Brendan Ryan,3
54,Brendan Ryan,Ryan Braun,4
55,Ryan Braun,Brendan Ryan,4
56,Brendan Ryan,Ryan Ludwick,3
57,Brendan Ryan,Troy Tulowitzki,5
58,Brian Mccann,Albert Pujols,0
59,Brian Mccann,Andrew Mccutchen,3
60,Brian Mccann,Angel Pagan,6
61,Brian Mccann,Chase Headley,11
62,Brian Mccann,Chris Getz,2
63,Brian Mccann,Gerardo Parra,8
64,Brian Mccann,Joey Votto,2
65,Brian Mccann,Michael Bourn,9
66,Brian Schneider,Colby Rasmus,0
67,Carl Crawford,Ichiro Suzuki,0
68,Carl Crawford,Ryan Zimmerman,2
69,Ryan Zimmerman,Carl Crawford,2
70,Carlos Gonzalez,Brad Hawpe,3
71,Chad Tracy,Pablo Sandoval,3
72,Pablo Sandoval,Chad Tracy,3
73,Chase Headley,A. j. Pierzynski,2
74,Chase Headley,Adam Laroche,0
75,Chase Headley,Andrew Mccutchen,6
76,Chase Headley,Brian Mccann,0
77,Chase Headley,Colby Rasmus,0
78,Chase Headley,Garret Anderson,2
79,Chase Headley,Miguel Montero,5
80,Chase Utley,Juan Uribe,0
81,Chase Utley,Michael Bourn,1
82,Chase Utley,Nate Mclouth,0
83,Chase Utley,Prince Fielder,0
84,Chase Utley,Randy Winn,0
85,Chase Utley,Ryan Braun,2
86,Chase Utley,Stephen Drew,2
87,Chris Getz,Brian Mccann,0
88,Chris Getz,Michael Bourn,0
89,Colby Rasmus,Adam Dunn,2
90,Colby Rasmus,Brian Schneider,4
91,Colby Rasmus,Chase Headley,2
92,Colby Rasmus,Delwyn Young,2
93,Colby Rasmus,Gerardo Parra,1
94,Curtis Granderson,Jerry Hairston,9
95,Curtis Granderson,Miguel Cabrera,0
96,Curtis Granderson,Nolan Reimold,0
97,Dan Uggla,Hanley Ramirez,2
98,Dan Uggla,Ryan Zimmerman,0
99,David Eckstein,Adrian Gonzalez,0
100,David Eckstein,Miguel Montero,3
101,Miguel Montero,David Eckstein,3
102,David Ross,Justin Upton,1
103,David Ross,Rafael Furcal,3
104,Rafael Furcal,David Ross,3
105,Delwyn Young,Colby Rasmus,0
106,Delwyn Young,Shane Victorino,0
107,Derek Jeter,B. j. Upton,2
108,Emilio Bonifacio,Justin Upton,0
109,Emilio Bonifacio,Matt Holliday,0
110,Emilio Bonifacio,Milton Bradley,0
111,Emilio Bonifacio,Ryan Ludwick,3
112,Ryan Ludwick,Emilio Bonifacio,3
113,Eric Hinske,Milton Bradley,0
114,Garret Anderson,Anderson Hernandez,0
115,Garret Anderson,Chase Headley,0
116,Garret Anderson,Gerardo Parra,0
117,Garret Anderson,Kelly Johnson,1
118,Kelly Johnson,Garret Anderson,1
119,Garret Anderson,Matt Diaz,1
120,Garret Anderson,Orlando Hudson,2
121,Garret Anderson,Prince Fielder,0
122,Garret Anderson,Ryan Howard,1
123,Gerardo Parra,A. j. Pierzynski,3
124,Gerardo Parra,Bobby Scales,3
125,Gerardo Parra,Brian Mccann,0
126,Gerardo Parra,Colby Rasmus,0
127,Gerardo Parra,Garret Anderson,3
128,Gerardo Parra,Nate Mclouth,0
129,Gerardo Parra,Prince Fielder,0
130,Hanley Ramirez,Dan Uggla,0
131,Hanley Ramirez,Jayson Werth,0
132,Hanley Ramirez,Justin Upton,2
133,Hanley Ramirez,Matt Holliday,0
134,Hanley Ramirez,Pedro Feliz,0
135,Hanley Ramirez,Rafael Furcal,4
136,Hanley Ramirez,Ryan Zimmerman,0
137,Hunter Pence,Brendan Ryan,3
138,Hunter Pence,Jorge Cantu,5
139,Hunter Pence,Rafael Furcal,8
140,Hunter Pence,Ryan Ludwick,2
141,Hunter Pence,Troy Tulowitzki,8
142,Ian Kinsler,Ichiro Suzuki,8
143,Ian Stewart,Michael Bourn,0
144,Ian Stewart,Ryan Howard,0
145,Ichiro Suzuki,Carl Crawford,1
146,Ichiro Suzuki,Ian Kinsler,0
147,Jarrod Saltalamacchia,Robinson Cano,0
148,Jason Giambi,Andre Ethier,0
149,Jason Kubel,Placido Polanco,3
150,Placido Polanco,Jason Kubel,3
151,Jayson Werth,Brendan Ryan,3
152,Jayson Werth,Hanley Ramirez,6
153,Jayson Werth,Jimmy Rollins,3
154,Jerry Hairston,Andrew Mccutchen,0
155,Jerry Hairston,Curtis Granderson,0
156,Jerry Hairston,Joe Mauer,2
157,Jerry Hairston,Kosuke Fukudome,0
158,Jimmy Rollins,Angel Pagan,6
159,Jimmy Rollins,Jayson Werth,0
160,Jimmy Rollins,Juan Uribe,6
161,Joe Mauer,Jerry Hairston,0
162,Joe Mauer,Juan Pierre,1
163,Joe Mauer,Ramon Hernandez,1
164,Joey Votto,Adam Laroche,1
165,Joey Votto,Brian Mccann,0
166,Joey Votto,Michael Cuddyer,6
167,Joey Votto,Ryan Zimmerman,0
168,Jorge Cantu,Andrew Mccutchen,0
169,Jorge Cantu,Brendan Ryan,0
170,Jorge Cantu,Hunter Pence,0
171,Jorge Cantu,Justin Upton,0
172,Jorge Cantu,Ryan Zimmerman,0
173,Juan Pierre,Joe Mauer,0
174,Juan Uribe,Andres Torres,6
175,Juan Uribe,Brendan Ryan,6
176,Juan Uribe,Chase Utley,7
177,Juan Uribe,Jimmy Rollins,0
178,Justin Upton,Andrew Mccutchen,6
179,Justin Upton,Bengie Molina,0
180,Justin Upton,Brad Hawpe,9
181,Brad Hawpe,Justin Upton,9
182,Justin Upton,David Ross,0
183,Justin Upton,Emilio Bonifacio,5
184,Justin Upton,Hanley Ramirez,0
185,Justin Upton,Jorge Cantu,8
186,Justin Upton,Martin Prado,0
187,Justin Upton,Michael Cuddyer,0
188,Justin Upton,Rafael Furcal,2
189,Justin Upton,Ryan Ludwick,8
190,Justin Upton,Ryan Zimmerman,0
191,Kelly Johnson,Garret Anderson,1
192,Garret Anderson,Kelly Johnson,1
193,Kosuke Fukudome,Jerry Hairston,3
194,Mark Teahen,Marlon Byrd,0
195,Marlon Byrd,Alberto Callaspo,0
196,Marlon Byrd,Mark Teahen,3
197,Marlon Byrd,Nick Swisher,5
198,Marlon Byrd,Paul Konerko,2
199,Marlon Byrd,Placido Polanco,8
200,Martin Prado,Justin Upton,7
201,Matt Diaz,Garret Anderson,0
202,Matt Holliday,Emilio Bonifacio,6
203,Matt Holliday,Hanley Ramirez,3
204,Michael Bourn,Adam Laroche,0
205,Michael Bourn,Andrew Mccutchen,9
206,Michael Bourn,Brian Mccann,0
207,Michael Bourn,Chase Utley,0
208,Michael Bourn,Chris Getz,5
209,Michael Bourn,Ian Stewart,5
210,Michael Bourn,Prince Fielder,0
211,Michael Bourn,Stephen Drew,5
212,Michael Cuddyer,Joey Votto,0
213,Michael Cuddyer,Justin Upton,1
214,Michael Cuddyer,Ryan Ludwick,6
215,Miguel Cabrera,Curtis Granderson,3
216,Miguel Cabrera,Nolan Reimold,2
217,Miguel Montero,Adrian Gonzalez,0
218,Miguel Montero,Chase Headley,0
219,Miguel Montero,David Eckstein,3
220,David Eckstein,Miguel Montero,3
221,Miguel Montero,Nate Mclouth,0
222,Miguel Montero,Pablo Sandoval,3
223,Pablo Sandoval,Miguel Montero,3
224,Miguel Montero,Prince Fielder,0
225,Milton Bradley,Adam Laroche,0
226,Milton Bradley,Emilio Bonifacio,8
227,Milton Bradley,Eric Hinske,8
228,Nate Mclouth,Anderson Hernandez,0
229,Nate Mclouth,Chase Utley,1
230,Nate Mclouth,Gerardo Parra,1
231,Nate Mclouth,Miguel Montero,1
232,Nick Swisher,Marlon Byrd,0
233,Nolan Reimold,Curtis Granderson,4
234,Nolan Reimold,Miguel Cabrera,0
235,Nolan Reimold,Placido Polanco,1
236,Nyjer Morgan,Andrew Mccutchen,0
237,Orlando Hudson,Garret Anderson,0
238,Pablo Sandoval,Adrian Gonzalez,0
239,Pablo Sandoval,Brad Hawpe,0
240,Pablo Sandoval,Chad Tracy,3
