,winner,loser,score
0,A. j. Pierzynski,Mike Moustakas,7
1,A. j. Pierzynski,Robinson Cano,0
2,Adam Dunn,Alexi Casilla,0
3,Adam Dunn,Chris Getz,2
4,Adam Dunn,Josh Hamilton,0
5,Adam Dunn,Mike Moustakas,3
6,Adam Dunn,Quintin Berry,2
7,Adam Dunn,Ryan Sweeney,3
8,Ryan Sweeney,Adam Dunn,3
9,Adam Lind,Justin Morneau,0
10,Adam Lind,Matt Wieters,1
11,Adam Lind,Robinson Cano,0
12,Adeiny Hechavarria,Rajai Davis,3
13,Rajai Davis,Adeiny Hechavarria,3
14,Albert Pujols,Jamey Carroll,3
15,Albert Pujols,Josh Hamilton,10
16,Josh Hamilton,Albert Pujols,10
17,Albert Pujols,Mike Trout,2
18,Alberto Callaspo,Jason Castro,3
19,Alex Presley,Dan Uggla,1
20,Alex Presley,Jason Castro,1
21,Alex Presley,Lance Berkman,0
22,Alex Presley,Matt Holliday,0
23,Alex Presley,Scott Hairston,2
24,Alex Presley,Shin-soo Choo,0
25,Alexi Casilla,Adam Dunn,1
26,Alexi Casilla,Josh Hamilton,0
27,Allen Craig,Carlos Gomez,0
28,Andre Ethier,Angel Pagan,3
29,Angel Pagan,Andre Ethier,3
30,Andre Ethier,Danny Espinosa,2
31,Andre Ethier,Ryan Zimmerman,0
32,Andrew Mccutchen,Brandon Crawford,0
33,Andrew Mccutchen,Bryce Harper,0
34,Andrew Mccutchen,David Ortiz,2
35,Andrew Mccutchen,Garrett Jones,0
36,Andrew Mccutchen,George Kottaras,1
37,George Kottaras,Andrew Mccutchen,1
38,Andrew Mccutchen,Greg Dobbs,1
39,Greg Dobbs,Andrew Mccutchen,1
40,Andrew Mccutchen,Lance Berkman,0
41,Andrew Mccutchen,Matt Holliday,0
42,Andrew Mccutchen,Melky Cabrera,1
43,Andrew Mccutchen,Miguel Montero,0
44,Andy Dirks,Prince Fielder,3
45,Angel Pagan,Andre Ethier,3
46,Andre Ethier,Angel Pagan,3
47,Angel Pagan,Dan Uggla,1
48,Angel Pagan,Dee Strange-gordon,0
49,Angel Pagan,Gregor Blanco,0
50,Angel Pagan,Jason Castro,1
51,Angel Pagan,Pablo Sandoval,6
52,Angel Pagan,Raul Ibanez,0
53,Angel Pagan,Shane Victorino,7
54,Asdrubal Cabrera,Raul Ibanez,0
55,Austin Jackson,Josh Reddick,0
56,Ben Revere,Josh Reddick,0
57,Ben Zobrist,Cliff Pennington,2
58,Ben Zobrist,Mike Trout,0
59,Brandon Crawford,Andrew Mccutchen,1
60,Brandon Moss,Paul Konerko,3
61,Paul Konerko,Brandon Moss,3
62,Brandon Phillips,Danny Espinosa,3
63,Danny Espinosa,Brandon Phillips,3
64,Brayan Pena,Mike Moustakas,1
65,Mike Moustakas,Brayan Pena,1
66,Brennan Boesch,Miguel Cabrera,3
67,Miguel Cabrera,Brennan Boesch,3
68,Brennan Boesch,Mike Moustakas,6
69,Brennan Boesch,Quintin Berry,5
70,Brennan Boesch,Ryan Sweeney,3
71,Brett Lawrie,Robinson Cano,0
72,Brett Wallace,Jason Castro,3
73,Jason Castro,Brett Wallace,3
74,Brian Bogusevic,John Baker,1
75,John Baker,Brian Bogusevic,1
76,Brian Bogusevic,Jon Jay,1
77,Jon Jay,Brian Bogusevic,1
78,Bryce Harper,Andrew Mccutchen,7
79,Bryce Harper,Carlos Gomez,0
80,Buster Posey,Dan Uggla,0
81,Buster Posey,Jason Castro,0
82,Buster Posey,Paul Goldschmidt,0
83,Carlos Beltran,Dan Uggla,0
84,Carlos Beltran,Jason Castro,0
85,Carlos Beltran,Paul Goldschmidt,0
86,Carlos Gomez,Allen Craig,6
87,Carlos Gomez,Bryce Harper,3
88,Carlos Lee,Roger Bernadina,1
89,Roger Bernadina,Carlos Lee,1
90,Carlos Pena,Danny Espinosa,0
91,Carlos Pena,Ryan Zimmerman,0
92,Carlos Quentin,Matt Holliday,0
93,Carlos Santana,Casey Kotchman,0
94,Carlos Santana,Lonnie Chisenhall,0
95,Casey Kotchman,Carlos Santana,7
96,Casey Mcgehee,Dan Uggla,0
97,Casey Mcgehee,Jason Castro,0
98,Chad Tracy,Ryan Zimmerman,9
99,Ryan Zimmerman,Chad Tracy,9
100,Chase Headley,Danny Espinosa,0
101,Chase Headley,Melky Cabrera,1
102,Melky Cabrera,Chase Headley,1
103,Chris Getz,Adam Dunn,0
104,Chris Heisey,Greg Dobbs,3
105,Greg Dobbs,Chris Heisey,3
106,Cliff Pennington,Ben Zobrist,0
107,Cliff Pennington,Josh Willingham,1
108,Cody Ross,Matthew Joyce,0
109,Colby Rasmus,Josh Reddick,1
110,Josh Reddick,Colby Rasmus,1
111,Dan Uggla,Alex Presley,0
112,Dan Uggla,Angel Pagan,0
113,Dan Uggla,Buster Posey,1
114,Dan Uggla,Carlos Beltran,2
115,Dan Uggla,Casey Mcgehee,3
116,Dan Uggla,Ian Desmond,2
117,Dan Uggla,Matt Carpenter,0
118,Dan Uggla,Matt Holliday,2
119,Dan Uggla,Paul Goldschmidt,4
120,Paul Goldschmidt,Dan Uggla,4
121,Daniel Nava,Martin Prado,3
122,Danny Espinosa,Andre Ethier,0
123,Danny Espinosa,Brandon Phillips,3
124,Brandon Phillips,Danny Espinosa,3
125,Danny Espinosa,Carlos Pena,3
126,Danny Espinosa,Chase Headley,3
127,Danny Espinosa,Jason Kubel,3
128,Jason Kubel,Danny Espinosa,3
129,Danny Espinosa,Jordany Valdespin,0
130,Danny Espinosa,Matthew Joyce,3
