winner,loser,who_won,score
"Abbott, Andrew",Martín Maldonado,pitcher,2.143163228446591
"Abbott, Andrew",Andrew McCutchen,pitcher,0.8025295535179696
"Abbott, Andrew",Justin Turner,pitcher,1.6050591070359392
"Abbott, Andrew",Carlos Santana,pitcher,4.687591233652167
"Abbott, Andrew",Yuli Gurriel,pitcher,1.3406336749286214
"Abbott, Andrew",Tommy Pham,pitcher,1.7418984516876062
"Abbott, Andrew",Starling Marte,pitcher,0.8025295535179696
"Abbott, Andrew",Marcell Ozuna,pitcher,1.7418984516876062
"Abbott, Andrew",Christian Vázquez,pitcher,0.4012647767589848
"Abbott, Andrew",Ildemaro Vargas,pitcher,0.8025295535179696
"Abbott, Andrew",Bryce Harper,pitcher,1.7418984516876062
"Abbott, Andrew",Elias Díaz,pitcher,1.7764373475315578
"Abbott, Andrew",Nolan Arenado,pitcher,2.006323883794924
"Abbott, Andrew",Michael A. Taylor,pitcher,2.681267349857243
"Abbott, Andrew",Willson Contreras,pitcher,3.3469575587235454
"Abbott, Andrew",Jose Iglesias,pitcher,1.3406336749286214
"Abbott, Andrew",Nick Castellanos,pitcher,0.8394634100479487
"Abbott, Andrew",Manny Machado,pitcher,3.7482223354825304
"Abbott, Andrew",J.T. Realmuto,pitcher,2.143163228446591
"Abbott, Andrew",Christian Yelich,pitcher,6.967593806750425
"Abbott, Andrew",Xander Bogaerts,pitcher,2.143163228446591
"Abbott, Andrew",Jurickson Profar,pitcher,1.2037943302769545
"Abbott, Andrew",Austin Hedges,pitcher,2.143163228446591
"Abbott, Andrew",Francisco Lindor,pitcher,2.143163228446591
"Abbott, Andrew",Gary Sánchez,pitcher,2.681267349857243
"Abbott, Andrew",Ketel Marte,pitcher,1.7418984516876062
"Abbott, Andrew",Eric Haase,pitcher,3.0825321266162273
"Abbott, Andrew",Brandon Nimmo,pitcher,3.0825321266162278
"Abbott, Andrew",Trea Turner,pitcher,2.006323883794924
"Abbott, Andrew",Jacob Stallings,pitcher,1.3406336749286214
"Abbott, Andrew",José Ramírez,pitcher,2.8088534373128935
"Abbott, Andrew",Carson Kelly,pitcher,3.4837969033752123
"Abbott, Andrew",Luis Torrens,pitcher,0.8025295535179696
"Abbott, Andrew",Dansby Swanson,pitcher,3.156399839676186
"Abbott, Andrew",Carlos Correa,pitcher,0.8394634100479487
"Abbott, Andrew",Tyrone Taylor,pitcher,1.3406336749286214
"Abbott, Andrew",Byron Buxton,pitcher,0.43819863328896386
"Abbott, Andrew",Matt Olson,pitcher,1.2037943302769545
"Abbott, Andrew",Jorge Mateo,pitcher,1.7418984516876062
"Abbott, Andrew",Pete Alonso,pitcher,3.0825321266162273
"Abbott, Andrew",Edmundo Sosa,pitcher,0.8025295535179696
"Abbott, Andrew",Jake Cronenworth,pitcher,2.143163228446591
"Abbott, Andrew",Ryan McMahon,pitcher,2.143163228446591
"Abbott, Andrew",Tyler O'Neill,pitcher,4.021901024785864
"Abbott, Andrew",Eli White,pitcher,3.0825321266162273
"Abbott, Andrew",Weston Wilson,pitcher,1.7418984516876062
"Abbott, Andrew",Danny Jansen,pitcher,3.0825321266162278
"Abbott, Andrew",Isiah Kiner-Falefa,pitcher,2.143163228446591
"Abbott, Andrew",Jeff McNeil,pitcher,1.2037943302769545
"Abbott, Andrew",Ozzie Albies,pitcher,0.8025295535179696
"Abbott, Andrew",Luis Arraez,pitcher,4.687591233652167
"Abbott, Andrew",Willi Castro,pitcher,2.143163228446591
"Abbott, Andrew",Yandy Díaz,pitcher,0.4012647767589848
"Abbott, Andrew",Yohel Pozo,pitcher,1.7764373475315578
"Abbott, Andrew",Andruw Monasterio,pitcher,2.9456927819645604
"Abbott, Andrew",Sean Bouchard,pitcher,0.8025295535179696
"Abbott, Andrew",Derek Hill,pitcher,1.2037943302769545
"Abbott, Andrew",Rhys Hoskins,pitcher,1.3406336749286214
"Abbott, Andrew",Cedric Mullins,pitcher,0.4012647767589848
"Abbott, Andrew",Ryan O'Hearn,pitcher,1.2037943302769545
"Abbott, Andrew",Kyle Schwarber,pitcher,2.544428005205576
"Abbott, Andrew",Lane Thomas,pitcher,0.4012647767589848
"Abbott, Andrew",Alex Verdugo,pitcher,2.143163228446591
"Abbott, Andrew",Ramón Laureano,pitcher,0.8025295535179696
"Abbott, Andrew",Gavin Sheets,pitcher,1.2037943302769545
"Abbott, Andrew",William Contreras,pitcher,3.0825321266162278
"Abbott, Andrew",Blake Perkins,pitcher,1.8109762433755092
"Abbott, Andrew",Lars Nootbaar,pitcher,6.165064253232455
"Abbott, Andrew",Nico Hoerner,pitcher,2.407588660553909
"Abbott, Andrew",Austin Riley,pitcher,3.8850616801341973
"Abbott, Andrew",Brandon Lockridge,pitcher,0.8025295535179696
"Abbott, Andrew",Luken Baker,pitcher,0.4012647767589848
"Abbott, Andrew",Trevor Larnach,pitcher,0.4012647767589848
"Abbott, Andrew",Ryan Mountcastle,pitcher,2.681267349857243
"Abbott, Andrew",Ke'Bryan Hayes,pitcher,1.7418984516876062
"Abbott, Andrew",Kyle Tucker,pitcher,1.2037943302769545
"Abbott, Andrew",Daz Cameron,pitcher,0.8025295535179696
"Abbott, Andrew",Nick Fortes,pitcher,0.4012647767589848
"Abbott, Andrew",Jake Mangum,pitcher,0.8370684493619212
"Abbott, Andrew",Ian Happ,pitcher,5.626960131821804
"Abbott, Andrew",Ty France,pitcher,1.7418984516876062
