Player,Rank
Tommy White,1.7458747112752184
Gabriel Martinez,1.361451724499423
Brock Wilken,1.262736867053988
Jakey Josepha,1.2170415282903395
Sebastian Walcott,1.2170165453832686
Eric Yang,1.2014028761000324
Jansel Luis,1.181044176188144
R.J. Yeager,1.1786243740995321
Tommy Sacco Jr.,1.1749349967688167
Parker Chavers,1.1705156496508997
Jared Sprague-Lott,1.1703345874341258
Jesus Ordonez,1.1679438972432619
Jose Torres,1.1679438972432619
Chance Sisco,1.1658132618808277
Wade Stauss,1.1658132618808277
Brock Vradenburg,1.1652830099269464
Sam Praytor,1.1596479032908225
Connor Burns,1.1595436935085792
Yophery Rodriguez,1.1547293556385838
Willy Vasquez,1.1471980042967624
Colin Davis,1.1453862632652065
Ryan Cesarini,1.1421167600269782
Eddie Park,1.1409711277723091
Reginald Preciado,1.1407523483632178
Dasan Brown,1.136443487081243
Luis Durango,1.135639999483806
Jackson Castillo,1.1346065139235209
Brian Serven,1.1325573355354337
Elio Prado,1.1307160531456273
Brewer Hicklen,1.1254480110161302
David García,1.1218507314181894
Carlos Jimenez,1.1203302829342752
Dylan O'Rae,1.11485097814581
Nate Mondou,1.1146485746580248
Esmith Pineda,1.109829879138792
Andy Yerzy,1.087106159093233
Braden Montgomery,1.081831095186685
Luis Peña,1.079341355315961
Slade Caldwell,1.0703311741890764
Émilien Pitre,1.0689466737956872
Charles McAdoo,1.057746099799318
Brandon Butterworth,1.0567506083384228
Ryne Nelson,1.0560265517068075
Diego Cartaya,1.049496940035923
Cristofer Torin,1.0465449052137143
Ryan McCarty,1.0434531177852382
J.T. Arruda,1.040920374325453
Joshua Baez,1.0398897844818158
Carter Cunningham,1.0389648674546665
Cam Clayton,1.0386112891079702
Jake DeLeo,1.0386112891079702
Jax Biggers,1.0361518994515586
Patrick Lee,1.033415873244041
Rob Brantly,1.0292321746084216
Ryan Clifford,1.0261290685648188
Cole Fontenelle,1.0260662641449967
Cole Urman,1.0213711496223212
Brandon Eike,1.0204401830118746
Anthony Scull,1.0202449185206253
Kendall George,1.0164422584019535
Hedbert Perez,1.0161447329313515
Jonah Advincula,1.0149448525448932
Jair Camargo,1.0129465306590897
Nic Kent,1.0090037566642553
Paul McIntosh,1.0009794783909878
Logan Cerny,0.9900535143849611
Walker Janek,0.9900535143849611
Max Holy,0.986804989488959
Nick Raposo,0.9847985602726339
Stephen Paolini,0.9830341164368395
JD Dix,0.9792988177919687
Jake Snider,0.9757860964378513
Ernesto Martinez Jr.,0.9707189187834607
Max Wagner,0.9524288140279328
Dalton Shuffield,0.9473190203069402
Frainyer Chavez,0.9453678336450551
Shane Sasaki,0.9274456529185783
Ryan Waldschmidt,0.9241458735102498
Misael Urbina,0.9203818573316501
Terrell Tatum,0.9200148067916888
Mark Kolozsvary,0.9161870308772182
Dustin Dickerson,0.914853754003955
Ben Ramirez,0.9143422965921605
Jheremy Vargas,0.9080115151939961
Grant Richardson,0.9038286791730274
Juan Baez,0.8965670441241036
Christian Cerda,0.8899775641281523
Aidan Smith,0.88402129566073
Charles Leblanc,0.8803164667578244
Jose Colmenares,0.8672838637897922
Will Holland,0.8672838637897922
Leandro Arias,0.8448000242169518
Michael Arroyo,0.8411547855672424
Aroon Escobar,0.8408415642843011
Maddux Houghton,0.8361562740181797
RJ Schreck,0.8361562740181797
Matthew Etzel,0.8320403734116523
Tanner Schobel,0.8314500950606214
John Wimmer,0.8305331065057472
Yassel Soler,0.8261879586482642
Kevin Sim,0.823866214395125
GJ Hill,0.8189100959381214
Kay-Lan Nicasia,0.81763311668173
Josue De Paula,0.8138235658765741
Austin St. Laurent,0.8105147204763019
Jorge Burgos,0.8088296169114942
Cristian Pache,0.807964084335748
Joe Lampe,0.8055016309973807
Euribiel Angeles,0.8047726840180586
Josh Breaux,0.7986294486176204
Justin Crawford,0.787384627344824
Josh Adamczewski,0.7857682124826225
Justice Bigbie,0.785762049142583
C.J. Stubbs,0.7798024708303593
Jackson Cluff,0.7798024708303593
Jesús Made,0.7797451491635892
Gabriel Rincones Jr.,0.7658963599754921
Jose Suarez,0.7654551436977953
Kevin Kilpatrick Jr.,0.7568563212948765
Cooper Bowman,0.7564808444735261
Óscar Mercado,0.7549966099046262
Henry Bolte,0.75363817150962
Cole Foster,0.7516922821517156
Jack López,0.751570144039818
Brock Jones,0.7513956884439644
Jacob Sharp,0.748320222925458
Francisco Urbaez,0.7468913995120237
Creed Willems,0.743909889618784
Austin Gauthier,0.7413172650487565
Rikuu Nishida,0.7361324249228024
Rodney Green Jr.,0.7243072967808204
Justin Boyd,0.7223968089389963
LuJames Groover,0.7164130614057618
Filippo Di Turi,0.7146223503254182
Jared Oliva,0.7101543931431359
Hayden Cantrelle,0.7029365531003827
Garrett Spain,0.7019653172899679
Anderdson Rojas,0.7013463220769994
Michael Turconi,0.7001313010595863
Riley Unroe,0.6906669040170458
Esmerlyn Valdez,0.6885632299438188
Andy Garriola,0.6834803961626026
Adrian Santana,0.6778699710998952
Dixon Machado,0.672850482777188
Kody Huff,0.6704231259522268
Luis Verdugo,0.6688338456249365
Greg Allen,0.666943408278754
Logan Wagner,0.6585342009985965
Nick Roselli,0.6495265583887504
Connor Caskenette,0.6316245361268642
Brayden Jobert,0.6313712714767328
Julio Carreras,0.6304071032059299
Jordyn Adams,0.6212020273426885
Miguel Andujar,0.6194043617879476
Ariel Almonte,0.6129453880460701
Gavin Conticello,0.6102705987391573
Douglas Hodo III,0.6053496454095887
Jesús Bastidas,0.5920643348938597
Trevor Story,0.5876555851273338
Blaze Jordan,0.5838712336164836
Chandler Pollard,0.5824447950630746
Jacob Wilson,0.5783545983790591
Samuel Zavala,0.5657079015794046
Jacob Jenkins-Cowart,0.5655551504218234
Garrett Martin,0.5610753880018885
Hans Montero,0.5610753880018885
Daniel Vazquez,0.559847887087927
Michael Snyder,0.5566987583818664
Patrick Winkel,0.5504540555833121
Giancarlo Stanton,0.5459502679862642
Adrian Del Castillo,0.5365034828629737
Tyler Rodriguez,0.5354972792517974
Spencer Packard,0.5343657481079757
Ricardo Genovés,0.5320119788973056
Steven Kwan,0.5286886295836758
Gavin Cross,0.5273236943546649
Ryan Mountcastle,0.5262828144961417
Vladimir Guerrero Jr.,0.5257726205617963
Hao-Yu  Lee,0.5251496312879153
Chris Meyers,0.5241554156690188
Ernie Clement,0.5159515784533707
Luis Arraez,0.5127713458356453
Luke Waddell,0.5120265187312425
Bo Bichette,0.5063050160356548
Bligh Madris,0.5010048270649027
Manny Machado,0.5006213132039619
Caleb Hobson,0.4984455713036401
Brandon Drury,0.49569235239765086
Enrique Bradfield Jr.,0.4943355245794827
Christian Yelich,0.49274105208371666
Ke'Bryan Hayes,0.490658403064986
Christian Knapczyk,0.4898205722738853
Stone Russell,0.4844327194088467
Tyler Locklear,0.4831074004762559
Omar Narváez,0.4815194496611527
Bryan Torres,0.48059919318943856
Mookie Betts,0.4799015141148598
Christian Franklin,0.4777837319473768
William Contreras,0.4771117695187047
Riley Greene,0.4753491454424697
Spencer Horwitz,0.4753432107690899
Chris Williams,0.474987256937708
Bobby Witt Jr.,0.4749128012840808
Joe Vetrano,0.47453257982155916
Jakob Christian,0.4739861776093577
Ruben Ibarra,0.47317028950953194
Shea Langeliers,0.47275400463913975
George Springer,0.4705654363051241
Aaron Judge,0.46975328032370317
Paul Goldschmidt,0.4626360764831552
Cody Bellinger,0.45948814440712066
Arjun Nimmala,0.4587216545418852
Freddie Freeman,0.45473233858889445
Teoscar Hernández,0.4517017139819749
Parks Harber,0.4516309841254832
Kyle Karros,0.44584400837563354
Xander Bogaerts,0.44250960617479557
Ethan Anderson,0.4413103194946325
Matt Olson,0.436707636265819
Wilfred Veras,0.4351748272417591
Yohandy Morales,0.4338981620318713
Trea Turner,0.4331664798632465
Kevin McGonigle,0.4325452331061585
Cody Milligan,0.43099153629359555
Carlos Correa,0.4272988693312842
Yandy Díaz,0.421139792419764
Gage Miller,0.41940737029385905
Trent Grisham,0.41899594361764136
Pete Crow-Armstrong,0.4187514076763827
Gavin Sheets,0.41860788901661883
Yanquiel Fernández,0.41712931763444744
Peyton Williams,0.4154571206826894
Julio Rodríguez,0.4131396671747765
Griffin Conine,0.4068090212169687
Amed Rosario,0.4062972496299645
Ryan O'Hearn,0.4057777129229334
Rodolfo Durán,0.4054991638419587
Cooper Johnson,0.4053898041401898
Chase Strumpf,0.40537375680409626
Edmundo Sosa,0.40436130343577564
Michael Chavis,0.40324988423774505
Kerry Carpenter,0.40290440298187885
Shohei Ohtani,0.39921299661139276
Masataka Yoshida,0.39849706671273166
Lars Nootbaar,0.3979391178442147
Jeremy Peña,0.3969758071270079
Omar De Los Santos,0.3965324442205049
Simon Juan,0.3965324442205049
Wyatt Young,0.3965324442205049
Kai Murphy,0.39379238426139984
Sal Frelick,0.39295855638695637
Eric Bitonti,0.39257434480872333
Franklin Arias,0.39182909638845315
Alex Mooney,0.3895735272073096
James McCann,0.3885594046657241
Lawrence Butler,0.3856553873936623
Salvador Perez,0.3850145458774781
Braxton Fulford,0.38446289168688474
Jackson Chourio,0.38373376369343526
Nick Kurtz,0.38228979444887295
Jonathan Aranda,0.38029045989987587
Brent Rooker,0.38009380299821
Carlos Mendoza,0.3777128563323407
J.P. Crawford,0.37636602655761325
Francisco Lindor,0.3729636638904874
Jordan Beck,0.3719379048032428
Maikel Garcia,0.3714996974139244
Starling Marte,0.369396402616793
Gunnar Henderson,0.36861675776461644
Tyler Soderstrom,0.3680942103384104
Brandon Nimmo,0.3680190286327996
Wade Meckler,0.3675276032380358
Eguy Rosario,0.36661911918882734
Ian Happ,0.3665068685442466
Fernando Tatis Jr.,0.36639421615004686
Luke Williams,0.36366630212800155
Brice Turang,0.3625478262281127
Ronald Acuña Jr.,0.3606364629299767
Victor Caratini,0.3602654325622847
Gleyber Torres,0.3598077098866034
Jose Altuve,0.3594789551202111
Jacob Stallings,0.3581450720502095
Travis Jankowski,0.35696605774028084
José Ramírez,0.3569045835822838
Otto Lopez,0.3566160337571098
Cody Thomas,0.35460265593637585
Chandler Simpson,0.35298201093592324
Kala'i Rosario,0.3505365645344696
Jared Sundstrom,0.35000411415918986
Rodolfo Castro,0.34961776076858503
Eric Wagaman,0.34893823175071914
Hunter Goodman,0.34839029524269755
Billy Cook,0.3473752304345284
Cal Raleigh,0.34703981733645056
Pete Alonso,0.34639066759222065
Geraldo Quintero,0.3454940035177673
Alec Bohm,0.3452155564235835
Caleb Durbin,0.34496054342451155
Juan Yepez,0.3426179325212503
Brandon Lowe,0.3421186683263596
Vinnie Pasquantino,0.34043741757956214
Lenyn Sosa,0.3403606192524963
Michael Busch,0.3401810429614693
Junior Caminero,0.3401546501572247
Marcell Ozuna,0.3386330828428035
Matt Chapman,0.3379251207177516
Casey Schmitt,0.33702892261554657
Ronald Hernandez,0.3369680117452585
Jhonkensy Noel,0.3335610733931172
Kristian Robinson,0.3327862401299657
Jasson Domínguez,0.33226008006326907
Rob Refsnyder,0.33117577027007894
Jordan Westburg,0.32939803181443816
Jonathan India,0.32933906957396536
Jorge Polanco,0.32360146770604925
Izaac Pacheco,0.32238902769664113
Jim Jarvis,0.32238902769664113
Josh Smith,0.3210097269942401
Joe Redfield,0.31761582579789355
Hector Osorio,0.31389558468453177
Luis Marquez,0.31389558468453177
T.J. Rumfield,0.3128600794382045
Victor Bericoto,0.31198080694266256
Romy Gonzalez,0.31182430281696
Juan Soto,0.311241508606867
Eddinson Paulino,0.3086667640113522
Brayan Rocchio,0.3033460777182742
Ozzie Albies,0.30184204949223786
Abrahan Gutierrez,0.30114327045799166
Josh Lowe,0.3007879477218561
Jake Meyers,0.2986761974222607
Wilmer Flores,0.2951117132551124
Alex Bregman,0.2950024502216728
Forrest Wall,0.29437688038793636
Xavier Edwards,0.29368055220453354
Marcus Lee Sang,0.29215781701880394
Edgar Quero,0.2900275121415695
Troy Johnston,0.2898403785586909
Lourdes Gurriel Jr.,0.2888853883957762
Aidan Miller,0.28765629790098135
Tucker Barnhart,0.2872460627808511
Heliot Ramos,0.2870659338531351
Miles Mastrobuoni,0.2859340583438387
Nico Hoerner,0.2844330728195458
Bryan De La Cruz,0.28213758301050057
Brendan Donovan,0.28161072958767436
Kevin Parada,0.28046939964055473
Mark Canha,0.28029936786973975
Jamie Westbrook,0.2802465819989182
Alec Burleson,0.27888040799479696
Mike Tauchman,0.27888002348939855
Spencer Torkelson,0.27816968090499056
Tyler Black,0.2780065736006213
Nate Eaton,0.2779338766535286
Connor Wong,0.27677727720118944
Tyler Freeman,0.2761307851645148
Jo Adell,0.2751747780089425
George Valera,0.2740723916546411
Andrew Pintar,0.27082087029259155
Javier Báez,0.27068235041056155
Tyler Callihan,0.2703356263716987
Jose Iglesias,0.26906942869817707
Nick Sogard,0.26590890344669527
Max Kepler,0.26503893995777583
Robert Moore,0.2634638238560246
Willy Adames,0.26335913139315525
Nick Allen,0.26170202761304867
Jackson Holliday,0.25956830082793514
Curtis Mead,0.25940063831348015
Jared Dickey,0.25816869231940776
Oscar Colás,0.25805072160196957
Nelson Velázquez,0.25784535427649496
Andy Pages,0.25649459762371557
Jared Serna,0.25613273866287833
Esteury Ruiz,0.2557629811877976
Jackson Strong,0.25331345202722794
Ketel Marte,0.25252023070822055
Payton Henry,0.2493255304816105
Michael Harris II,0.24872166453708083
Dillon Dingler,0.2484907951903319
Chase Meidroth,0.24793608332796369
Jung Hoo Lee,0.24786822675827458
Maxton Martin,0.24667035371824564
Martín Maldonado,0.2455666196313943
Korey Lee,0.24480212040065058
Miguel Rojas,0.24471981822769845
