,Year,SpringRank Levels
0,2019.0,6.896242003575457
1,2018.0,7.210908972479204
2,2017.0,7.074976671221043
3,2016.0,6.913210814086457
4,2015.0,7.2124159861390975
5,2014.0,7.873646476558018
6,2013.0,6.343439813677257
7,2012.0,6.541424447600559
8,2011.0,7.418340454296031
9,2010.0,6.970489581002778
10,2009.0,6.305733098220478
