,winner,loser,score
0,A.J. Burnett,Aaron Crow,9
1,A.J. Burnett,Aaron Laffey,11
2,A.J. Burnett,Adam Russell,9
3,A.J. Burnett,Anibal Sanchez,0
4,A.J. Burnett,Anthony Vasquez,0
5,A.J. Burnett,Barry Enright,7
6,A.J. Burnett,Blake Wood,0
7,A.J. Burnett,Bobby Cassevah,0
8,A.J. Burnett,Brad Penny,0
9,A.J. Burnett,Brad Ziegler,12
10,A.J. Burnett,Brandon League,11
11,A.J. Burnett,Brandon McCarthy,0
12,A.J. Burnett,Brandon Morrow,6
13,A.J. Burnett,Brett Cecil,6
14,A.J. Burnett,Brian Duensing,0
15,A.J. Burnett,Brian Fuentes,4
16,A.J. Burnett,Bronson Arroyo,10
17,Bronson Arroyo,A.J. Burnett,10
18,A.J. Burnett,Bruce Chen,12
19,Bruce Chen,A.J. Burnett,12
20,A.J. Burnett,Burke Badenhop,13
21,A.J. Burnett,CC Sabathia,0
22,A.J. Burnett,Carl Pavano,0
23,A.J. Burnett,Carlos Zambrano,0
24,A.J. Burnett,Cesar Ramos,7
25,A.J. Burnett,Chad Qualls,21
26,A.J. Burnett,Chien-Ming Wang,1
27,A.J. Burnett,Chris Capuano,0
28,A.J. Burnett,Chris Carpenter,2
29,A.J. Burnett,Chris Volstad,1
30,A.J. Burnett,Clay Hensley,0
31,A.J. Burnett,Daniel Schlereth,0
32,A.J. Burnett,Danys Baez,6
33,A.J. Burnett,David Herndon,3
34,A.J. Burnett,David Pauley,7
35,A.J. Burnett,Derek Holland,0
36,A.J. Burnett,Derek Lowe,10
37,A.J. Burnett,Doug Fister,0
38,A.J. Burnett,Drew Storen,4
39,A.J. Burnett,Dustin Moseley,0
40,A.J. Burnett,Edinson Volquez,4
41,A.J. Burnett,Felix Hernandez,5
42,A.J. Burnett,Freddy Garcia,26
43,A.J. Burnett,Guillermo Mota,0
44,A.J. Burnett,Henry Sosa,8
45,Henry Sosa,A.J. Burnett,8
46,A.J. Burnett,J.C. Romero,5
47,J.C. Romero,A.J. Burnett,5
48,A.J. Burnett,J.P. Howell,0
49,A.J. Burnett,Jake Arrieta,2
50,A.J. Burnett,Jake Westbrook,0
51,A.J. Burnett,Jamey Wright,0
52,A.J. Burnett,Jason Marquis,6
53,A.J. Burnett,Jeanmar Gomez,0
54,A.J. Burnett,Jeff Francis,0
55,A.J. Burnett,Jeff Karstens,0
56,A.J. Burnett,Jeremy Guthrie,0
57,A.J. Burnett,Jerry Blevins,0
58,A.J. Burnett,Jesse Litsch,0
59,A.J. Burnett,Jim Johnson,1
60,A.J. Burnett,Joe Paterson,0
61,A.J. Burnett,Joe Smith,0
