,winner,loser,score
0,A.J. Burnett,Aaron Cook,16
1,A.J. Burnett,Aaron Crow,14
2,A.J. Burnett,Aaron Laffey,22
3,A.J. Burnett,Aaron Loup,0
4,A.J. Burnett,Adam Wainwright,13
5,A.J. Burnett,Alex White,24
6,A.J. Burnett,Andrew Werner,0
7,A.J. Burnett,Anibal Sanchez,0
8,A.J. Burnett,Armando Galarraga,10
9,A.J. Burnett,Barret Browning,11
10,A.J. Burnett,Brad Penny,7
11,A.J. Burnett,Brad Ziegler,94
12,A.J. Burnett,Brandon Kintzler,20
13,A.J. Burnett,Brandon League,8
14,A.J. Burnett,Brandon McCarthy,0
15,A.J. Burnett,Brian Duensing,13
16,A.J. Burnett,Brian Fuentes,0
17,A.J. Burnett,Bronson Arroyo,0
18,A.J. Burnett,Brooks Raley,22
19,A.J. Burnett,Bruce Chen,3
20,A.J. Burnett,C.J. Fick,18
21,A.J. Burnett,CC Sabathia,12
22,A.J. Burnett,Carl Pavano,19
23,A.J. Burnett,Carlos Zambrano,0
24,A.J. Burnett,Cesar Ramos,9
25,A.J. Burnett,Chad Qualls,38
26,A.J. Burnett,Chien-Ming Wang,50
27,A.J. Burnett,Chris Capuano,3
28,A.J. Burnett,Chris Rusin,0
29,A.J. Burnett,Chris Volstad,42
30,A.J. Burnett,Clay Hensley,37
31,A.J. Burnett,Cody Eppley,14
32,A.J. Burnett,Corey Kluber,0
33,A.J. Burnett,Dan Otero,1
34,Dan Otero,A.J. Burnett,1
35,A.J. Burnett,David Carpenter,3
36,A.J. Burnett,Derek Holland,0
37,A.J. Burnett,Derek Lowe,35
38,A.J. Burnett,Doug Fister,0
39,A.J. Burnett,Drew Storen,17
40,A.J. Burnett,Edgar Gonzalez,5
41,A.J. Burnett,Edinson Volquez,67
42,A.J. Burnett,Eric O'Flaherty,30
43,A.J. Burnett,Esmerling Vasquez,0
44,A.J. Burnett,Felix Hernandez,17
45,A.J. Burnett,Guillermo Mota,2
46,A.J. Burnett,Heath Bell,0
47,A.J. Burnett,Hector Santiago,0
48,A.J. Burnett,Hiroki Kuroda,0
49,A.J. Burnett,Hisashi Iwakuma,6
50,A.J. Burnett,J.C. Romero,13
51,A.J. Burnett,Jaime Garcia,89
52,A.J. Burnett,Jake Westbrook,93
53,A.J. Burnett,Jamey Wright,40
54,A.J. Burnett,Jamie Moyer,52
55,A.J. Burnett,Jared Hughes,28
56,A.J. Burnett,Jason Marquis,62
57,A.J. Burnett,Jeanmar Gomez,46
58,A.J. Burnett,Jeff Francis,38
