,Year,SpringRank Levels
0,2019.0,7.517452576803572
1,2018.0,8.667858836324909
2,2017.0,8.198624600836633
3,2016.0,9.442533254097892
4,2015.0,7.9115183879334525
5,2014.0,7.097213317669723
6,2013.0,7.451409957808279
7,2012.0,8.609612575643853
8,2011.0,9.044903729689434
9,2010.0,8.926485753087613
10,2009.0,9.334786847959919
