,winner,loser,score
0,A. j. Ellis,Derrek Lee,0
1,A. j. Ellis,Rickie Weeks,3
2,Rickie Weeks,A. j. Ellis,3
3,A. j. Pierzynski,Alex Rios,3
4,A. j. Pierzynski,Joey Votto,3
5,Joey Votto,A. j. Pierzynski,3
6,A. j. Pierzynski,Jose Bautista,0
7,A. j. Pierzynski,Jose Lopez,0
8,A. j. Pierzynski,Lyle Overbay,5
9,A. j. Pierzynski,Magglio Ordonez,0
10,A. j. Pierzynski,Michael Saunders,6
11,Michael Saunders,A. j. Pierzynski,6
12,A. j. Pierzynski,Robinson Cano,0
13,Aaron Hill,Carlos Gonzalez,0
14,Aaron Hill,David Ortiz,0
15,Aaron Hill,Evan Longoria,7
16,Aaron Hill,Hanley Ramirez,2
17,Hanley Ramirez,Aaron Hill,2
18,Aaron Hill,Hideki Matsui,18
19,Aaron Hill,John Buck,0
20,Aaron Hill,Jorge Cantu,1
21,Aaron Hill,Jose Bautista,8
22,Aaron Hill,Jose Lopez,3
23,Aaron Hill,Miguel Cabrera,0
24,Aaron Hill,Nelson Cruz,3
25,Aaron Hill,Rajai Davis,1
26,Aaron Hill,Shin-soo Choo,3
27,Aaron Hill,Troy Glaus,2
28,Aaron Hill,Ty Wigginton,6
29,Ty Wigginton,Aaron Hill,6
30,Aaron Rowand,Alcides Escobar,10
31,Alcides Escobar,Aaron Rowand,10
32,Aaron Rowand,Andres Torres,9
33,Aaron Rowand,Cameron Maybin,14
34,Aaron Rowand,Carlos Santana,9
35,Aaron Rowand,Chase Utley,8
36,Aaron Rowand,Derrek Lee,4
37,Aaron Rowand,Geovany Soto,0
38,Aaron Rowand,Marlon Byrd,4
39,Aaron Rowand,Melky Cabrera,5
40,Aaron Rowand,Prince Fielder,9
41,Aaron Rowand,Raul Ibanez,3
42,Aaron Rowand,Rickie Weeks,8
43,Aaron Rowand,Shane Victorino,3
44,Aaron Rowand,Troy Glaus,9
45,Aaron Rowand,Wes Helms,2
46,Aaron Rowand,Wilson Valdez,5
47,Aaron Rowand,Yunel Escobar,8
48,Adam Dunn,Adam Kennedy,1
49,Adam Dunn,Adrian Gonzalez,0
50,Adam Dunn,Andre Ethier,0
51,Adam Dunn,Carlos Beltran,0
52,Adam Dunn,Carlos Gonzalez,0
53,Adam Dunn,Chad Tracy,0
54,Adam Dunn,Edgar Renteria,0
55,Adam Dunn,James Loney,0
56,Adam Dunn,Jeff Keppinger,0
57,Adam Dunn,Martin Prado,3
58,Martin Prado,Adam Dunn,3
59,Adam Dunn,Matt Kemp,2
60,Adam Dunn,Ryan Zimmerman,0
61,Adam Dunn,Tyler Colvin,0
62,Adam Everett,Juan Rivera,0
63,Adam Everett,Kelly Johnson,0
64,Adam Jones,Adam Lind,9
65,Adam Jones,Alex Avila,15
66,Adam Jones,Andres Blanco,6
67,Adam Jones,Aubrey Huff,6
68,Aubrey Huff,Adam Jones,6
69,Adam Jones,Austin Kearns,0
70,Adam Jones,B. j. Upton,1
71,Adam Jones,Brandon Inge,12
72,Adam Jones,Brian Roberts,6
73,Adam Jones,Casey Kotchman,0
74,Adam Jones,Chipper Jones,6
75,Adam Jones,Chone Figgins,0
76,Adam Jones,Cliff Pennington,1
77,Adam Jones,David Ortiz,13
78,Adam Jones,Evan Longoria,4
79,Adam Jones,Hanley Ramirez,5
80,Adam Jones,Ichiro Suzuki,3
81,Adam Jones,J. j. Hardy,15
82,Adam Jones,Jason Bartlett,13
83,Adam Jones,Jason Kubel,0
84,Adam Jones,Jayson Werth,6
85,Adam Jones,John Buck,3
86,Adam Jones,Jorge Cantu,6
87,Adam Jones,Jorge Posada,9
88,Adam Jones,Jose Bautista,5
89,Adam Jones,Jose Guillen,0
90,Adam Jones,Josh Hamilton,6
91,Adam Jones,Kurt Suzuki,3
92,Kurt Suzuki,Adam Jones,3
93,Adam Jones,Marlon Byrd,3
94,Adam Jones,Matt Wieters,0
95,Adam Jones,Miguel Cabrera,0
96,Adam Jones,Miguel Tejada,6
97,Miguel Tejada,Adam Jones,6
98,Adam Jones,Mike Napoli,0
99,Adam Jones,Nick Markakis,13
100,Adam Jones,Paul Konerko,0
101,Adam Jones,Rajai Davis,29
102,Adam Jones,Ronnie Belliard,0
103,Adam Jones,Ryan Raburn,7
104,Adam Jones,Torii Hunter,10
105,Adam Jones,Troy Glaus,9
106,Adam Jones,Ty Wigginton,0
107,Adam Jones,Yunel Escobar,0
108,Adam Kennedy,Adam Dunn,0
109,Adam Kennedy,Albert Pujols,0
110,Adam Kennedy,Andres Torres,0
111,Adam Kennedy,Buster Posey,0
112,Adam Kennedy,Carlos Beltran,0
113,Adam Kennedy,Carlos Gonzalez,0
114,Adam Kennedy,Delmon Young,0
115,Adam Kennedy,Garrett Jones,0
116,Adam Kennedy,Jorge Cantu,0
117,Adam Kennedy,Nyjer Morgan,0
118,Adam Kennedy,Rod Barajas,0
119,Adam Laroche,Cody Ross,15
120,Adam Laroche,Colby Rasmus,0
121,Adam Laroche,Dan Uggla,0
122,Adam Laroche,Derrek Lee,5
123,Adam Laroche,Gaby Sanchez,4
124,Adam Laroche,Joey Votto,8
125,Adam Laroche,Juan Uribe,3
126,Adam Laroche,Matt Kemp,4
127,Matt Kemp,Adam Laroche,4
128,Adam Laroche,Nyjer Morgan,0
129,Adam Laroche,Omar Infante,8
130,Adam Laroche,Pat Burrell,2
131,Adam Laroche,Prince Fielder,0
132,Adam Laroche,Starlin Castro,1
133,Starlin Castro,Adam Laroche,1
134,Adam Laroche,Troy Tulowitzki,10
135,Troy Tulowitzki,Adam Laroche,10
136,Adam Laroche,Wes Helms,3
137,Adam Lind,Adam Jones,0
138,Adam Lind,Alex Rios,1
139,Adam Lind,Elvis Andrus,1
140,Adam Lind,Hideki Matsui,0
141,Adam Lind,J. d. Drew,2
142,Adam Lind,Jason Kendall,2
143,Adam Lind,Joe Mauer,0
144,Adam Lind,John Mcdonald,1
145,Adam Lind,Jose Bautista,0
146,Adam Lind,Jose Guillen,0
147,Adam Lind,Jose Lopez,0
148,Adam Lind,Kevin Kouzmanoff,0
149,Adam Lind,Luis Valbuena,0
150,Adam Lind,Lyle Overbay,0
151,Adam Lind,Michael Saunders,0
152,Adam Lind,Mike Aviles,3
153,Mike Aviles,Adam Lind,3
154,Adam Lind,Mike Napoli,1
155,Adam Lind,Nick Markakis,3
156,Adam Lind,Robinson Cano,1
157,Robinson Cano,Adam Lind,1
158,Adam Lind,Russell Branyan,2
159,Adam Lind,Scott Podsednik,0
160,Adam Lind,Travis Hafner,0
161,Adam Lind,Travis Snider,0
162,Adam Lind,Vernon Wells,0
163,Adam Lind,Yuniesky Betancourt,1
164,Adam Rosales,Alexi Casilla,0
165,Adam Rosales,Austin Kearns,0
166,Adam Rosales,Cliff Pennington,7
167,Adam Rosales,Francisco Cervelli,8
168,Adam Rosales,Jose Bautista,1
169,Adam Rosales,Luke Scott,0
170,Adam Rosales,Wes Helms,2
171,Adrian Beltre,Austin Kearns,0
172,Adrian Beltre,Bobby Wilson,6
173,Bobby Wilson,Adrian Beltre,6
174,Adrian Beltre,Brennan Boesch,0
175,Adrian Beltre,Brian Roberts,3
176,Brian Roberts,Adrian Beltre,3
177,Adrian Beltre,Carlos Pena,1
178,Carlos Pena,Adrian Beltre,1
179,Adrian Beltre,Carlos Quentin,2
180,Adrian Beltre,Casey Blake,0
181,Adrian Beltre,Casey Kotchman,0
182,Adrian Beltre,Chase Headley,0
183,Adrian Beltre,Daniel Nava,6
184,Adrian Beltre,David Ortiz,0
185,Adrian Beltre,Delmon Young,0
186,Adrian Beltre,Derek Jeter,6
187,Adrian Beltre,Evan Longoria,0
188,Adrian Beltre,Felix Pie,0
189,Adrian Beltre,Francisco Cervelli,1
190,Adrian Beltre,Hanley Ramirez,2
191,Adrian Beltre,Ian Kinsler,2
192,Adrian Beltre,J. d. Drew,0
193,Adrian Beltre,J. j. Hardy,0
194,Adrian Beltre,Jeremy Hermida,5
195,Adrian Beltre,Joe Mauer,1
196,Adrian Beltre,John Buck,3
197,John Buck,Adrian Beltre,3
198,Adrian Beltre,Jorge Cantu,3
199,Jorge Cantu,Adrian Beltre,3
200,Adrian Beltre,Jose Lopez,0
201,Adrian Beltre,Juan Rivera,3
202,Adrian Beltre,Kevin Youkilis,0
203,Adrian Beltre,Kurt Suzuki,3
204,Kurt Suzuki,Adrian Beltre,3
205,Adrian Beltre,Lyle Overbay,7
206,Adrian Beltre,Marco Scutaro,0
