,winner,loser,score
0,A. j. Ellis,Aaron Hill,0
1,A. j. Ellis,Andre Ethier,7
2,A. j. Ellis,Billy Butler,0
3,A. j. Ellis,Brett Lawrie,1
4,Brett Lawrie,A. j. Ellis,1
5,A. j. Ellis,Carlos Beltran,3
6,Carlos Beltran,A. j. Ellis,3
7,A. j. Ellis,Carlos Lee,7
8,A. j. Ellis,Chris Johnson,6
9,A. j. Ellis,Elvis Andrus,3
10,A. j. Ellis,Jay Bruce,3
11,A. j. Ellis,Joe Mauer,0
12,A. j. Ellis,Mike Napoli,0
13,A. j. Ellis,Will Venable,0
14,Aaron Hill,A. j. Ellis,3
15,Aaron Hill,Alex Presley,3
16,Aaron Hill,Alex Rios,6
17,Alex Rios,Aaron Hill,6
18,Aaron Hill,Andre Ethier,0
19,Aaron Hill,Aramis Ramirez,0
20,Aaron Hill,Brandon Crawford,3
21,Brandon Crawford,Aaron Hill,3
22,Aaron Hill,Buster Posey,0
23,Aaron Hill,Carlos Beltran,1
24,Aaron Hill,Chris Johnson,0
25,Aaron Hill,David Wright,1
26,Aaron Hill,Gerardo Parra,6
27,Aaron Hill,Ian Desmond,9
28,Ian Desmond,Aaron Hill,9
29,Aaron Hill,J. j. Hardy,6
30,Aaron Hill,Jeff Francoeur,3
31,Aaron Hill,Jeff Keppinger,3
32,Aaron Hill,Jon Jay,3
33,Jon Jay,Aaron Hill,3
34,Aaron Hill,Jordan Schafer,0
35,Aaron Hill,Josh Reddick,0
36,Aaron Hill,Justin Ruggiano,0
37,Aaron Hill,Justin Upton,0
38,Aaron Hill,Lorenzo Cain,6
39,Aaron Hill,Matt Holliday,4
40,Aaron Hill,Michael Bourn,0
41,Aaron Hill,Nick Swisher,6
42,Aaron Hill,Ronny Cedeno,0
43,Aaron Hill,Willie Bloomquist,3
44,Willie Bloomquist,Aaron Hill,3
45,Aaron Hill,Wilson Ramos,1
46,Aaron Hill,Yadier Molina,5
47,Adam Dunn,Adam Jones,0
48,Adam Dunn,Alejandro De aza,7
49,Adam Dunn,Alex Rios,4
50,Adam Dunn,Alexei Ramírez,7
51,Adam Dunn,Asdrubal Cabrera,0
52,Adam Dunn,Austin Jackson,6
53,Adam Dunn,B. j. Upton,7
54,Adam Dunn,Brandon Moss,0
55,Adam Dunn,Brent Morel,12
56,Adam Dunn,Carlos Santana,0
57,Adam Dunn,Chris Davis,1
58,Chris Davis,Adam Dunn,1
59,Adam Dunn,Chris Iannetta,0
60,Adam Dunn,Cody Ross,6
61,Adam Dunn,Curtis Granderson,14
62,Curtis Granderson,Adam Dunn,14
63,Adam Dunn,Dayán Viciedo,12
64,Adam Dunn,Denard Span,5
65,Adam Dunn,Dustin Ackley,0
66,Adam Dunn,Dustin Pedroia,10
67,Adam Dunn,Eric Chavez,2
68,Adam Dunn,Jarrod Saltalamacchia,10
69,Adam Dunn,Jason Kipnis,0
70,Adam Dunn,Jeff Keppinger,5
71,Adam Dunn,Jeff Mathis,1
72,Jeff Mathis,Adam Dunn,1
73,Adam Dunn,John Jaso,1
74,Adam Dunn,Josh Willingham,0
75,Adam Dunn,Justin Morneau,1
76,Justin Morneau,Adam Dunn,1
77,Adam Dunn,Kyle Seager,12
78,Kyle Seager,Adam Dunn,12
79,Adam Dunn,Mike Aviles,3
80,Adam Dunn,Yunel Escobar,1
81,Yunel Escobar,Adam Dunn,1
82,Adam Jones,Adam Dunn,3
83,Adam Jones,Adrian Gonzalez,10
84,Adam Jones,Alex Rodriguez,8
85,Adam Jones,Alexei Ramírez,2
86,Adam Jones,Allen Craig,2
87,Adam Jones,Andy Dirks,10
88,Adam Jones,Austin Jackson,6
89,Adam Jones,B. j. Upton,8
90,Adam Jones,Carlos Pena,8
91,Adam Jones,Cody Ross,14
92,Adam Jones,Curtis Granderson,9
93,Adam Jones,Danny Valencia,3
94,Adam Jones,David Murphy,0
95,Adam Jones,Denard Span,0
96,Adam Jones,Desmond Jennings,9
97,Adam Jones,Dexter Fowler,1
98,Dexter Fowler,Adam Jones,1
99,Adam Jones,Elvis Andrus,0
100,Adam Jones,Evan Longoria,17
101,Adam Jones,Giancarlo Stanton,0
102,Adam Jones,Gordon Beckham,2
103,Adam Jones,Hanley Ramirez,6
104,Adam Jones,J. j. Hardy,0
105,Adam Jones,J. p. Arencibia,11
106,Adam Jones,Josh Willingham,0
107,Adam Jones,Justin Morneau,7
108,Adam Jones,Justin Smoak,0
109,Adam Jones,Kelly Johnson,5
110,Adam Jones,Kyle Seager,14
111,Adam Jones,Mark Reynolds,13
112,Adam Jones,Miguel Cabrera,0
113,Adam Jones,Mike Aviles,0
114,Adam Jones,Mike Morse,2
115,Adam Jones,Mike Trout,7
116,Adam Jones,Omar Infante,2
117,Omar Infante,Adam Jones,2
118,Adam Jones,Prince Fielder,3
119,Adam Jones,Robert Andino,8
120,Adam Jones,Will Middlebrooks,0
121,Adam Jones,Will Rhymes,21
122,Adam Kennedy,Alfonso Soriano,7
123,Adam Kennedy,Brandon Crawford,3
124,Adam Kennedy,Brandon Inge,6
125,Adam Kennedy,Brian Mccann,3
126,Adam Kennedy,Buster Posey,1
127,Adam Kennedy,Chipper Jones,0
128,Adam Kennedy,David Wright,0
129,Adam Kennedy,Dee Strange-gordon,6
130,Adam Kennedy,Justin Turner,0
131,Adam Kennedy,Justin Upton,0
132,Adam Kennedy,Tim Hudson,7
133,Adam Laroche,Andrew Mccutchen,1
134,Adam Laroche,Anthony Rizzo,0
135,Adam Laroche,Brian Mccann,0
136,Adam Laroche,Carlos Lee,0
137,Adam Laroche,Carlos Ruiz,0
138,Adam Laroche,Chase Headley,0
139,Adam Laroche,Clint Barmes,0
140,Adam Laroche,Curtis Granderson,0
141,Adam Laroche,David Wright,4
142,Adam Laroche,Freddie Freeman,0
143,Adam Laroche,Gorkys Hernandez,4
144,Gorkys Hernandez,Adam Laroche,4
