,winner,loser,who_won,score
0,A. j. Pierzynski,Brian Bass,batter,3
1,A. j. Pierzynski,David Hernandez,batter,3
2,A. j. Pierzynski,Erik Bedard,batter,3
3,A. j. Pierzynski,Gil Meche,batter,3
4,A. j. Pierzynski,Gio Gonzalez,batter,3
5,A. j. Pierzynski,Jeremy Sowers,batter,3
6,A. j. Pierzynski,John Bale,batter,3
7,A. j. Pierzynski,Justin Verlander,batter,3
8,A. j. Pierzynski,Matt Albers,batter,3
9,A. j. Pierzynski,Nick Blackburn,batter,3
10,A. j. Pierzynski,Sean Marshall,batter,3
11,A. j. Pierzynski,Zach Duke,batter,3
12,A. j. Pierzynski,Zack Greinke,batter,6
13,Aaron Bates,Jamey Wright,batter,3
14,Aaron Cook,Brandon Webb,pitcher,1
15,Aaron Cook,Brian Giles,pitcher,1
16,Aaron Cook,Chad Tracy,pitcher,1
17,Aaron Cook,Chase Headley,pitcher,1
18,Aaron Cook,Edwin Maysonet,pitcher,1
19,Aaron Cook,Eric Milton,batter,3
20,Aaron Cook,Garret Anderson,pitcher,2
21,Aaron Cook,John Baker,pitcher,1
22,Aaron Cook,Juan Uribe,pitcher,1
23,Aaron Cook,Kevin Kouzmanoff,pitcher,6
24,Aaron Cook,Orlando Hudson,pitcher,1
25,Aaron Cook,Prince Fielder,pitcher,6
26,Aaron Cook,Rafael Furcal,pitcher,1
27,Aaron Harang,A. j. Pierzynski,pitcher,1
28,Aaron Harang,Adrian Gonzalez,pitcher,1
29,Aaron Harang,Craig Counsell,pitcher,2
30,Aaron Harang,Cristian Guzman,pitcher,1
31,Aaron Harang,David Eckstein,pitcher,1
32,Aaron Harang,Elijah Dukes,pitcher,1
33,Aaron Harang,Emilio Bonifacio,pitcher,1
34,Aaron Harang,Eugenio Velez,pitcher,4
35,Aaron Harang,Grady Sizemore,pitcher,1
36,Aaron Harang,Ian Snell,pitcher,6
37,Aaron Harang,J. a. Happ,pitcher,1
38,Aaron Harang,Kosuke Fukudome,pitcher,1
39,Aaron Harang,Mike Fontenot,pitcher,1
40,Aaron Harang,Nyjer Morgan,pitcher,2
41,Aaron Harang,Pablo Sandoval,pitcher,2
42,Aaron Harang,Prince Fielder,pitcher,1
43,Aaron Harang,Ryan Zimmerman,pitcher,6
44,Aaron Harang,Shane Victorino,pitcher,1
45,Aaron Harang,Shin-soo Choo,pitcher,1
46,Aaron Harang,Travis Hafner,pitcher,1
47,Aaron Harang,Wandy Rodriguez,pitcher,1
48,Aaron Heilman,Andre Ethier,pitcher,1
49,Aaron Heilman,Brandon Moss,pitcher,1
50,Aaron Heilman,Brandon Phillips,pitcher,1
51,Aaron Heilman,Carlos Lee,pitcher,3
52,Aaron Heilman,Daniel Murphy,pitcher,1
53,Aaron Heilman,Dave Bush,pitcher,6
54,Aaron Heilman,Delmon Young,pitcher,1
55,Aaron Heilman,Edwin Encarnacion,pitcher,1
56,Aaron Heilman,Eric Bruntlett,pitcher,1
57,Aaron Heilman,Felipe Lopez,pitcher,1
58,Aaron Heilman,Hunter Pence,pitcher,2
59,Aaron Heilman,J. j. Hardy,pitcher,1
60,Aaron Heilman,Jack Wilson,pitcher,1
61,Aaron Heilman,Jeff Francoeur,pitcher,1
62,Aaron Heilman,Joey Votto,pitcher,6
63,Aaron Heilman,Jorge Cantu,pitcher,6
64,Aaron Heilman,Kelly Shoppach,pitcher,6
65,Aaron Heilman,Rusty Ryal,pitcher,6
66,Aaron Heilman,Ryan Braun,pitcher,1
67,Aaron Heilman,Ryan Howard,pitcher,1
68,Aaron Heilman,Yovani Gallardo,pitcher,6
69,Aaron Hill,Brandon Lyon,batter,12
70,Aaron Hill,Dennis Sarfate,batter,6
71,Aaron Hill,Jamie Moyer,batter,12
72,Aaron Hill,Jon Lester,batter,3
73,Aaron Hill,Josh Beckett,batter,15
74,Aaron Hill,Kevin Millwood,batter,6
75,Aaron Hill,Kyle Davies,batter,12
76,Aaron Hill,Mark Hendrickson,batter,3
77,Aaron Hill,Matt Guerrier,batter,3
78,Aaron Miles,Mike Hampton,batter,6
79,Aaron Rowand,Billy Buckner,batter,3
80,Aaron Rowand,Chris Volstad,batter,6
81,Aaron Rowand,Cliff Lee,batter,6
82,Aaron Rowand,Doug Davis,batter,5
83,Aaron Rowand,Jason Hammel,batter,1
84,Aaron Rowand,Kenshin Kawakami,batter,6
85,Aaron Rowand,Kevin Correia,batter,3
86,Aaron Rowand,Kevin Mulvey,batter,1
87,Aaron Rowand,Ricky Nolasco,batter,3
88,Adam Dunn,Adam Wainwright,batter,3
89,Adam Dunn,Brian Tallet,batter,3
90,Adam Dunn,Carlos Villanueva,batter,2
91,Adam Dunn,Chris Volstad,batter,2
92,Adam Dunn,Cliff Lee,batter,6
93,Adam Dunn,Felipe Paulino,batter,3
94,Adam Dunn,Hideki Okajima,batter,2
95,Adam Dunn,Joe Blanton,batter,2
96,Adam Dunn,Kenshin Kawakami,batter,2
97,Adam Dunn,Kevin Gregg,batter,2
98,Adam Dunn,Logan Kensing,batter,2
99,Adam Dunn,Manny Parra,batter,12
100,Adam Dunn,Matt Garza,batter,2
101,Adam Dunn,Rich Hill,batter,2
102,Adam Dunn,Ricky Romero,batter,2
103,Adam Dunn,Roy Oswalt,batter,6
104,Adam Dunn,Tim Hudson,batter,3
105,Adam Dunn,Tommy Hanson,batter,2
106,Adam Eaton,Brian Anderson,pitcher,6
107,Adam Eaton,Carl Crawford,pitcher,1
108,Adam Eaton,Chris Coghlan,pitcher,6
109,Adam Eaton,Chris Getz,pitcher,1
110,Adam Eaton,Delwyn Young,pitcher,1
111,Adam Eaton,Dioner Navarro,pitcher,8
112,Adam Eaton,Erick Aybar,pitcher,3
113,Adam Eaton,Hideki Matsui,pitcher,1
114,Adam Eaton,J. d. Drew,pitcher,7
115,Adam Eaton,Jacoby Ellsbury,pitcher,1
116,Adam Eaton,Juan Rivera,pitcher,1
117,Adam Eaton,Kendrys Morales,pitcher,1
118,Adam Eaton,Mike Jacobs,pitcher,6
119,Adam Eaton,Mike Napoli,pitcher,6
120,Adam Eaton,Willy Aybar,pitcher,1
121,Adam Everett,Jose Ascanio,batter,3
122,Adam Everett,Scott Downs,batter,1
123,Adam Everett,Ted Lilly,batter,3
124,Adam Jones,Andy Sonnanstine,batter,24
125,Adam Jones,Brandon McCarthy,batter,3
126,Adam Jones,Bruce Chen,batter,12
