,winner,loser,who_won,score
0,A.J. Cole,Billy Hamilton,pitcher,6
1,A.J. Cole,Danny Santana,pitcher,1
2,A.J. Cole,Dwight Smith,pitcher,1
3,A.J. Cole,Luis Arraez,pitcher,1
4,A.J. Cole,Nicky Lopez,pitcher,1
5,A.J. Cole,Rougned Odor,pitcher,1
6,A.J. Cole,Shin-soo Choo,pitcher,1
7,A.J. Cole,Victor Reyes,pitcher,6
8,A.J. Puk,Cheslor Cuthbert,pitcher,1
9,A.J. Puk,David Fletcher,pitcher,1
10,Aaron Altherr,Jakob Junis,batter,1
11,Aaron Altherr,Jose Quijada,batter,6
12,Aaron Barrett,Greg Allen,pitcher,1
13,Aaron Civale,Carlos Sanchez,pitcher,6
14,Aaron Civale,Danny Santana,pitcher,1
15,Aaron Civale,Didi Gregorius,pitcher,6
16,Aaron Civale,Dj Lemahieu,pitcher,1
17,Aaron Civale,Harold Castro,pitcher,1
18,Aaron Civale,Jeff Mathis,pitcher,6
19,Aaron Civale,Jorge Polanco,pitcher,6
20,Aaron Civale,Max Kepler,pitcher,12
21,Aaron Civale,Miguel Cabrera,pitcher,1
22,Aaron Civale,Victor Reyes,pitcher,6
23,Aaron Civale,Willi Castro,pitcher,13
24,Aaron Civale,Yoan Moncada,pitcher,6
25,Aaron Hicks,Blake Snell,batter,3
26,Aaron Hicks,Charlie Morton,batter,2
27,Aaron Hicks,Zack Greinke,batter,3
28,Aaron Judge,Blake Parker,batter,6
29,Aaron Judge,Charlie Morton,batter,2
30,Aaron Judge,Clayton Kershaw,batter,12
31,Aaron Judge,Devin Smeltzer,batter,5
32,Aaron Judge,Jordan Zimmermann,batter,3
33,Aaron Judge,Justin Verlander,batter,2
34,Aaron Judge,Kyle Gibson,batter,3
35,Aaron Judge,Randy Dobnak,batter,2
36,Aaron Judge,Ryan Pressly,batter,3
37,Aaron Judge,Will Harris,batter,5
38,Aaron Sanchez,Aaron Hicks,pitcher,6
39,Aaron Sanchez,Andrelton Simmons,pitcher,1
40,Aaron Sanchez,Andrew Benintendi,pitcher,6
41,Aaron Sanchez,Anthony Santander,pitcher,1
42,Aaron Sanchez,Austin Meadows,pitcher,6
43,Aaron Sanchez,Avisail Garcia,pitcher,1
44,Aaron Sanchez,Byron Buxton,pitcher,7
45,Aaron Sanchez,Carlos Sanchez,pitcher,6
46,Aaron Sanchez,Carlos Santana,pitcher,6
47,Aaron Sanchez,Charlie Tilson,pitcher,6
48,Aaron Sanchez,Chris Davis,pitcher,6
49,Aaron Sanchez,Chris Herrmann,pitcher,6
50,Aaron Sanchez,Christian Walker,pitcher,1
51,Aaron Sanchez,Daniel Murphy,pitcher,2
52,Aaron Sanchez,David Peralta,pitcher,1
53,Aaron Sanchez,Didi Gregorius,pitcher,6
54,Aaron Sanchez,Domingo Santana,pitcher,6
55,Aaron Sanchez,Dustin Pedroia,pitcher,6
56,Aaron Sanchez,Eddie Rosario,pitcher,6
57,Aaron Sanchez,Ehire Adrianza,pitcher,7
58,Aaron Sanchez,Eric Stamets,pitcher,6
59,Aaron Sanchez,Gary Sanchez,pitcher,6
60,Aaron Sanchez,Giancarlo Stanton,pitcher,1
61,Aaron Sanchez,Guillermo Heredia,pitcher,12
62,Aaron Sanchez,Hanser Alberto,pitcher,1
63,Aaron Sanchez,Jace Peterson,pitcher,6
64,Aaron Sanchez,Jackie Bradley,pitcher,1
65,Aaron Sanchez,Jake Bauers,pitcher,12
66,Aaron Sanchez,Jake Rogers,pitcher,1
67,Aaron Sanchez,James Mccann,pitcher,7
68,Aaron Sanchez,Jason Castro,pitcher,6
69,Aaron Sanchez,Ji-man Choi,pitcher,12
70,Aaron Sanchez,Jonathan Villar,pitcher,8
71,Aaron Sanchez,Jorge Polanco,pitcher,6
72,Aaron Sanchez,Jorge Soler,pitcher,6
73,Aaron Sanchez,Jose Rondon,pitcher,6
74,Aaron Sanchez,Josh Harrison,pitcher,2
75,Aaron Sanchez,José Abreu,pitcher,6
76,Aaron Sanchez,Justin Bour,pitcher,3
77,Aaron Sanchez,Justin Upton,pitcher,1
78,Aaron Sanchez,Keon Broxton,pitcher,6
79,Aaron Sanchez,Kevan Smith,pitcher,1
80,Aaron Sanchez,Lucas Duda,pitcher,6
81,Aaron Sanchez,Luke Voit,pitcher,1
82,Aaron Sanchez,Mallex Smith,pitcher,6
83,Aaron Sanchez,Marcus Semien,pitcher,1
84,Aaron Sanchez,Mark Reynolds,pitcher,1
85,Aaron Sanchez,Martin Maldonado,pitcher,1
86,Aaron Sanchez,Marwin Gonzalez,pitcher,14
87,Aaron Sanchez,Matt Chapman,pitcher,6
88,Aaron Sanchez,Matt Duffy,pitcher,6
89,Aaron Sanchez,Max Kepler,pitcher,1
90,Aaron Sanchez,Michael Chavis,pitcher,1
91,Aaron Sanchez,Miguel Cabrera,pitcher,6
92,Aaron Sanchez,Mitch Moreland,pitcher,9
93,Aaron Sanchez,Mookie Betts,pitcher,6
94,Aaron Sanchez,Nelson Cruz,pitcher,6
95,Aaron Sanchez,Nick Castellanos,pitcher,6
96,Aaron Sanchez,Nick Delmonico,pitcher,6
97,Aaron Sanchez,Niko Goodrum,pitcher,6
98,Aaron Sanchez,Nolan Arenado,pitcher,1
99,Aaron Sanchez,Omar Narvaez,pitcher,1
100,Aaron Sanchez,Oscar Mercado,pitcher,6
101,Aaron Sanchez,Rafael Devers,pitcher,2
102,Aaron Sanchez,Raimel Tapia,pitcher,1
103,Aaron Sanchez,Renato Nunez,pitcher,1
104,Aaron Sanchez,Roberto Perez,pitcher,1
105,Aaron Sanchez,Robinson Chirinos,pitcher,6
106,Aaron Sanchez,Ryan Court,pitcher,2
107,Aaron Sanchez,Ryan Mcmahon,pitcher,12
