Player,Rank
"Morgan, Reid",1.5453284387559232
"Murphy, John",1.2493809812463692
"Grosz, Josh",1.2129628793613214
"Lopez, Nicky",1.198272669982149
"Denoyer, Noah",1.1923576872907027
"Maile, Luke",1.1903382544024672
"Gilbert, Geoffrey",1.1877384361246393
"Young, Jared",1.1834170933257842
"Stasiowski, Tyler",1.1790373655167525
"Castro, Willi",1.1684314519219139
"Hunt, K.C.",1.1631231434052105
"Merda, Hayden",1.1625186691930092
"Vega, Alfred",1.156955475601035
"Southard, Jared",1.152806618668977
"Morris, Kade",1.1517069904031936
"Lavallee, Johnathan",1.1475754300034813
"Hejka, Josh",1.1439136318704897
"Mondak, Nick",1.1438645369530864
"Vasquez, Samuel",1.1365214295306247
"Ford, Grant",1.133702857437581
"Torrens, Luis",1.1321797379233896
"Jiménez, Dany",1.1312281799552297
"Missaki, Daniel",1.12571807554799
"McKendry, Evan",1.1212370017367714
"Morillo, Alfred",1.1179921047950627
"Adames, Jose",1.1155581007682873
"Stanavich, Dale",1.1148037804120925
"Simon, Ben",1.114658342607793
"Victor, Najer",1.1081420775271482
"Beilenson, Charlie",1.1073239980590428
"Scott, Kyle",1.0912584444868672
"Bergner, Austin",1.087494126406604
"Mendez, Juan",1.087494126406604
"Blanchard, Jason",1.0811324037792636
"Kean, Chris",1.0807953834263904
"Walsh, Michael",1.06494856010679
"Shawver, Evan",1.0644266886137383
"Shreve, Ryan",1.0541122210208331
"Gomez, Henry",1.051891489253627
"Murphy, Shane",1.0508970188641438
"Woods, Jaden",1.04577467328541
"Boyer, Logan",1.0439933008654108
"Burleson, Alec",1.0437009720230892
"Reyes, Jimmy",1.0411348717545272
"Lancaster, Jackson",1.03406471241307
"Barnhart, Zane",1.0297771452930335
"Paulino, Anderson",1.0256107194862556
"Moore, Andrew",1.0135142941241773
"Plymell, Chase",1.007083760139654
"Harbin, Ryan",0.9898007453143107
"Briceno, Endrys",0.9897163953593864
"Denholm, Trenton",0.9889481528703861
"Geraldo, José",0.9728546136059371
"Clark, Derek",0.9720618753820409
"Espinosa, Carlos",0.9720618753820409
"Leigh, Zac",0.971193549232608
"Hughes, Brandon",0.9608205664402822
"Romero, Carlos",0.9582969325557278
"Alcantara, Raúl",0.9398291796249101
"Yan, Jefry",0.9370508906626638
"Overton, Connor",0.9323461218584446
"Young, Jack",0.9121247041535365
"Barnes, Zach",0.908291008691577
"Workman, Logan",0.9046478957972937
"Pérez, Steven",0.8960861008567295
"Del Bonta-Smith, Fineas",0.8868442755176057
"Young, Alex",0.8807017984244103
"Fujinami, Shintaro",0.880042173060572
"Harris, Ben",0.8441400427440403
"Hjerpe, Cooper",0.8382280605238634
"Arguelles, Anthony",0.8253756773235172
"Griswold, Rob",0.8146490719322015
"Amalfi, Alex",0.8111086167897004
"Nittoli, Vinny",0.8108309365835362
"Harper, Landon",0.7977153227483256
"Petit, RJ",0.7844288914930724
"Miller, Simon",0.7798597219172421
"Fausnaught, Braeden",0.7780623838512108
"Justice, Evan",0.7737893251704862
"Lockhart, Lael",0.7724553179625668
"Pardinho, Eric",0.7691333844260497
"Collins, Bryce",0.7662397376768812
"Vargas, Luis",0.7556230540961535
"Pestana, Leonardo",0.7546275836876739
"Ríos, Yacksel",0.753209380648562
"Dalquist, Andrew",0.7382516576712281
"Bash, Andrew",0.7355643290991745
"Cellucci, Brendan",0.7321019531141257
"Kelly, Casey",0.7173767576367969
"Lunsford-Shenkman, Wyatt",0.7144762091259882
"Heid, Dylan",0.7024251385464451
"Danner, Hagen",0.7008710949572172
"Perez, Samuel",0.7008089207603875
"Nastrini, Nick",0.692629496384476
"Naughton, Tim",0.6901326089650368
"Bielak, Brandon",0.6872632237425818
"Schultz, Noah",0.6871642219517574
"Crochet, Garrett",0.6855362910533989
"Jones, Stephen",0.6611954334817541
"Torres, Alejandro",0.6411766758956625
"Jensen, Ryan",0.6387983218200137
"Domingo, Vicarte",0.6383923340085145
"Leftwich, Jack",0.6329868749109011
"Fried, Max",0.632879534893713
"Parrish, Drew",0.6302015267576828
"Stoudt, Levi",0.6276119103149748
"Frías, Luis",0.6235865054792773
"Jasiak, Jack",0.6208927390317883
"Farmer, Kyle",0.6180450703353424
"Morgan, Tyler",0.6146609704646003
"Sears, Ben",0.6143002139689822
"Dodson, Tanner",0.6109939597467162
"Cabrera, Jean",0.6105666837135061
"Sims, Landon",0.610469753873339
"Scalzo Jr., Frankie",0.6096212947189371
"Coffey, Adisyn",0.6056613418200498
"Craig, Luke",0.6044809670140261
"McLean, Nolan",0.6042438146358056
"Thompson, Paxton",0.6039162569606531
"Gibson, Trey",0.6028675833456649
"Alvarez, Nelson L.",0.5979087498637405
"Sale, Chris",0.5856211931659591
"Plassmeyer, Michael",0.5804121087573065
"Sánchez, Cristopher",0.5730851856404225
"Weiss, Zack",0.569020064651508
"Strider, Spencer",0.5641896783327224
"Robberse, Sem",0.5640878010772169
"Watson, Troy",0.5589324351618516
"Gore, MacKenzie",0.5588949751002454
"Rodriguez, Julio",0.5559672655648931
"De León, José",0.5539097305959958
"Nuñez, Edwin",0.5509676431519543
"Rustad, Carter",0.5506003905161301
"Faherty, Jake",0.5494108993665898
"Imanaga, Shota",0.5458808837051515
"Gomez, Michael",0.5457829652505327
"Joyce, Jimmy",0.5452172952482931
"Luzardo, Jesús",0.5428804323893412
"Ventura, Jordany",0.5423688926303137
"Sheehan, Emmet",0.5391745446031442
"Rogers, Trevor",0.538450679489399
"Wosinski, Jacob",0.5374418806467829
"Feigl, Brady",0.5372846378661865
"Castillo, Diego",0.533300291538593
"Cooper, Riley",0.5328991002359188
"Bibee, Tanner",0.5273660957993904
"Ramos, Wilkin",0.522393039844677
"Ryan, Joe",0.518658607163436
"Mushinski, Parker",0.5152729369035526
"Boyd, Matthew",0.5131039918681449
"Cruz, Yovanny",0.5124712374213316
"Skenes, Paul",0.5064715964071868
"Schlittler, Cam",0.506004502638766
"Brown, Hunter",0.5048604766325523
"Miller, Tyson",0.49922751117333236
"Bradish, Kyle",0.49829775000295057
"Sellinger, Jack",0.49630665922630635
"Gambrell, Grant",0.49492409345964794
"Yean, Eddy",0.49467849338154624
"deGrom, Jacob",0.49431060765081114
"Ober, Bailey",0.49338112976308535
"Fleming, Josh",0.49256737289829666
"Pfaadt, Brandon",0.4917415408776853
"Pivetta, Nick",0.49126196076702805
"Glasnow, Tyler",0.48874406816282734
"Gausman, Kevin",0.48793128495594634
"Ullola, Miguel",0.4862208892856963
"Angelo, Roman",0.48545901427184585
"Berríos, José",0.4809536488798055
"Woo, Bryan",0.4794296949173297
"Armstrong, Sam",0.478786587236004
"Alcantara, Sandy",0.4785661323598991
"Webb, Logan",0.47841030220033787
"Yamamoto, Yoshinobu",0.4769454518776526
"Smith, Hagen",0.4726317449102839
"Choban, Brady",0.46867528917015217
"Diekman, Jake",0.46671386771632994
"Boyle, Joe",0.46548795994824577
"Wiles, Nathan",0.46538114263147196
"Kremer, Dean",0.4637409650804561
"Leiter, Jack",0.46327748355271686
"Brown, Ben",0.46097180639275936
"Abbott, Andrew",0.4605712315664615
"Cameron, Noah",0.45954636746130506
"Ray, Robbie",0.4568852316315172
"Gilbert, Logan",0.45600988282622484
"Littell, Zack",0.45523221344167975
"Flaherty, Jack",0.4543102686752017
"Suárez, Ranger",0.453742233027027
"Snell, Blake",0.4491793072106235
"Weatherly, Sam",0.4443373974136559
"Kuhnel, Joel",0.4432464934936075
"Morehouse, Zane",0.43851243748639174
"Nola, Aaron",0.4381672505806704
"Anderson, Tyler",0.4364917386797241
"Singer, Brady",0.4354415453792092
"Houck, Tanner",0.43404111568891635
"Lugo, Alejandro",0.4325457655072649
"Hawkins, Dakota",0.42603323644876456
"Wheeler, Zack",0.4252588431681115
"Rodriguez, Eduardo",0.4238922068600263
"Pepiot, Ryan",0.4233083664025552
"Lopez, Jacob",0.421576311130318
"Bickford, Phil",0.4200711712004329
"Irvin, Jake",0.41871933142487067
"Diamond, Derek",0.41819432204084367
"Senga, Kodai",0.41480248661450086
"Giolito, Lucas",0.41460029777748847
"Smith, Shane",0.41455319636501015
