,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6486572890025576,0.6594522329816448
1,2010.0,0.648502230720204,0.6581941789438301
2,2011.0,0.6415159944367177,0.651667083335874
3,2012.0,0.6411362819129809,0.6488121353938154
4,2013.0,0.6261813090654532,0.6372371822144652
5,2014.0,0.6511875221552641,0.6610189327770167
6,2015.0,0.6502793296089385,0.6615361369280555
7,2016.0,0.6387071950750288,0.6463225858196984
8,2017.0,0.6258205689277899,0.6351367213701202
9,2018.0,0.6303883909517712,0.6383066981381725
10,2019.0,0.6193415637860082,0.6274826688299902
