,winner,loser,score
0,A.J. Griffin,Alfredo Aceves,0
1,A.J. Griffin,Barry Zito,14
2,A.J. Griffin,Brad Lincoln,19
3,Brad Lincoln,A.J. Griffin,19
4,A.J. Griffin,Brandon Lyon,0
5,A.J. Griffin,Brandon McCarthy,13
6,Brandon McCarthy,A.J. Griffin,13
7,A.J. Griffin,Brett Cecil,0
8,A.J. Griffin,Brian Omogrosso,3
9,A.J. Griffin,Bronson Arroyo,1
10,A.J. Griffin,Bruce Chen,0
11,A.J. Griffin,C.J. Wilson,0
12,A.J. Griffin,Carlos Villanueva,6
13,A.J. Griffin,Casey Janssen,0
14,A.J. Griffin,Charlie Furbush,11
15,A.J. Griffin,Chris Resop,5
16,Chris Resop,A.J. Griffin,5
17,A.J. Griffin,Clay Buchholz,16
18,A.J. Griffin,Cole De Vries,7
19,A.J. Griffin,Collin Balester,7
20,A.J. Griffin,Corey Kluber,0
21,A.J. Griffin,Donnie Veal,0
22,A.J. Griffin,Doug Fister,0
23,A.J. Griffin,Dylan Axelrod,11
24,A.J. Griffin,Evan Scribner,0
25,A.J. Griffin,Everett Teaford,11
26,A.J. Griffin,Felix Doubront,0
27,A.J. Griffin,Felix Hernandez,34
28,A.J. Griffin,Franklin Morales,10
29,A.J. Griffin,Gavin Floyd,1
30,A.J. Griffin,Graham Godfrey,5
31,Graham Godfrey,A.J. Griffin,5
32,A.J. Griffin,Hisashi Iwakuma,1
33,A.J. Griffin,Ivan Nova,0
34,A.J. Griffin,J.A. Happ,0
35,A.J. Griffin,Jake Arrieta,15
36,A.J. Griffin,Jake Peavy,0
37,A.J. Griffin,James McDonald,5
38,James McDonald,A.J. Griffin,5
39,A.J. Griffin,Jason Hammel,3
40,A.J. Griffin,Jason Isringhausen,0
41,A.J. Griffin,Jeff Manship,2
42,A.J. Griffin,Jeff Niemann,8
43,A.J. Griffin,Jered Weaver,5
44,Jered Weaver,A.J. Griffin,5
45,A.J. Griffin,Jeremy Hellickson,0
46,A.J. Griffin,Jerome Williams,3
47,A.J. Griffin,Jerry Blevins,0
48,A.J. Griffin,Jim Johnson,7
49,A.J. Griffin,Joe Blanton,2
50,A.J. Griffin,Joe Nathan,10
51,A.J. Griffin,Joe Saunders,0
52,A.J. Griffin,Jon Lester,45
53,A.J. Griffin,Jordan Zimmermann,3
54,A.J. Griffin,Jose Quintana,15
55,A.J. Griffin,Josh Beckett,0
56,A.J. Griffin,Josh Kinney,0
57,A.J. Griffin,Josh Tomlin,3
58,A.J. Griffin,Justin Verlander,0
59,A.J. Griffin,Kevin Millwood,1
60,Kevin Millwood,A.J. Griffin,1
61,A.J. Griffin,Kyle Drabek,0
62,A.J. Griffin,Liam Hendriks,5
63,A.J. Griffin,Matt Harrison,2
64,A.J. Griffin,Miguel Gonzalez,13
65,A.J. Griffin,Mike Adams,5
66,A.J. Griffin,Paul Maholm,4
67,A.J. Griffin,Philip Humber,18
68,A.J. Griffin,Randy Wolf,17
69,A.J. Griffin,Rich Hill,4
70,A.J. Griffin,Rick Porcello,5
71,A.J. Griffin,Ricky Romero,0
72,A.J. Griffin,Roy Oswalt,8
73,A.J. Griffin,Ryan Vogelsong,17
74,A.J. Griffin,Samuel Deduno,0
75,A.J. Griffin,Scott Atchison,0
76,A.J. Griffin,Scott Diamond,0
77,A.J. Griffin,Scott Feldman,5
78,A.J. Griffin,Sean Marshall,6
79,A.J. Griffin,Tim Collins,0
80,A.J. Griffin,Tim Hudson,0
81,A.J. Griffin,Tom Wilhelmsen,3
82,A.J. Griffin,Tommy Hunter,14
83,A.J. Griffin,Tommy Milone,0
84,A.J. Griffin,Travis Blackley,6
85,Travis Blackley,A.J. Griffin,6
86,A.J. Griffin,Troy Patton,4
87,A.J. Griffin,Ubaldo Jimenez,13
88,A.J. Griffin,Wei-Yin Chen,10
89,A.J. Griffin,Yu Darvish,1
90,A.J. Griffin,Zach McAllister,2
91,A.J. Griffin,Zack Greinke,9
92,AJ Ramos,Adam Wainwright,0
93,AJ Ramos,Ben Sheets,0
94,AJ Ramos,Gio Gonzalez,0
