,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6233370732489181,0.6356680483727055
1,2010.0,0.6478254043020882,0.6572705188759005
2,2011.0,0.6483155299917831,0.6586527217938205
3,2012.0,0.6434329065908013,0.6530956837749677
4,2013.0,0.6330170157068062,0.6432927613743924
5,2014.0,0.6380267886311662,0.6483717778962005
6,2015.0,0.6277577843842904,0.6416305065664379
7,2016.0,0.6432803242906143,0.6548803547641622
8,2017.0,0.6329488317065957,0.6421036545626976
9,2018.0,0.6265370317414927,0.6428678949903661
10,2019.0,0.6140475851260864,0.6276800372135113
