,winner,loser,who_won,score
0,A. j. Reed,Chris Bassitt,batter,2
1,A.J. Cole,Cam Gallagher,pitcher,1
2,A.J. Cole,Nicky Lopez,pitcher,1
3,A.J. Cole,Whit Merrifield,pitcher,6
4,A.J. Puk,Delino Deshields,pitcher,6
5,A.J. Puk,Jose Trevino,pitcher,1
6,A.J. Puk,Willie Calhoun,pitcher,1
7,Aaron Brooks,Adalberto Mondesi,pitcher,6
8,Aaron Brooks,Andrew Benintendi,pitcher,2
9,Aaron Brooks,Asdrubal Cabrera,pitcher,1
10,Aaron Brooks,Austin Nola,pitcher,1
11,Aaron Brooks,Brandon Drury,pitcher,1
12,Aaron Brooks,Carlos Correa,pitcher,1
13,Aaron Brooks,Carlos Santana,pitcher,1
14,Aaron Brooks,Chris Davis,pitcher,1
15,Aaron Brooks,Christian Vazquez,pitcher,6
16,Aaron Brooks,Christin Stewart,pitcher,1
17,Aaron Brooks,Dan Vogelbach,pitcher,1
18,Aaron Brooks,Danny Jansen,pitcher,6
19,Aaron Brooks,Dawel Lugo,pitcher,1
20,Aaron Brooks,Delino Deshields,pitcher,1
21,Aaron Brooks,Derek Fisher,pitcher,6
22,Aaron Brooks,Eric Sogard,pitcher,6
23,Aaron Brooks,Freddy Galvis,pitcher,1
24,Aaron Brooks,J. d. Martinez,pitcher,1
25,Aaron Brooks,Jackie Bradley,pitcher,1
26,Aaron Brooks,Jake Bauers,pitcher,6
27,Aaron Brooks,Jarrod Dyson,pitcher,1
28,Aaron Brooks,Jeff Mathis,pitcher,1
29,Aaron Brooks,Jordan Luplow,pitcher,1
30,Aaron Brooks,Jorge Soler,pitcher,1
31,Aaron Brooks,Josh Reddick,pitcher,1
32,Aaron Brooks,Juan Soto,pitcher,6
33,Aaron Brooks,Ketel Marte,pitcher,1
34,Aaron Brooks,Kevan Smith,pitcher,1
35,Aaron Brooks,Luis Rengifo,pitcher,2
36,Aaron Brooks,Marco Hernandez,pitcher,1
37,Aaron Brooks,Meibrys Viloria,pitcher,1
38,Aaron Brooks,Mike Trout,pitcher,1
39,Aaron Brooks,Omar Narvaez,pitcher,1
40,Aaron Brooks,Patrick Wisdom,pitcher,6
41,Aaron Brooks,Rafael Devers,pitcher,7
42,Aaron Brooks,Renato Nunez,pitcher,6
