winner,loser,who_won,score
A. j. Burnett,Josh Johnson,batter,3
A. j. Ellis,Jason Marquis,batter,3
A. j. Pierzynski,A.J. Burnett,batter,6
A. j. Pierzynski,Aaron Harang,batter,3
A. j. Pierzynski,Alfredo Aceves,batter,6
A. j. Pierzynski,Andy Pettitte,batter,3
A. j. Pierzynski,Armando Galarraga,batter,15
A. j. Pierzynski,Brad Bergesen,batter,6
A. j. Pierzynski,Brad Kilby,batter,3
A. j. Pierzynski,Braden Looper,batter,6
A. j. Pierzynski,Brandon McCarthy,batter,3
A. j. Pierzynski,Brett Anderson,batter,3
A. j. Pierzynski,Brett Cecil,batter,3
A. j. Pierzynski,Brett Tomko,batter,4
A. j. Pierzynski,Brian Bannister,batter,27
A. j. Pierzynski,Brian Bass,batter,3
A. j. Pierzynski,Brian Duensing,batter,3
A. j. Pierzynski,Brian Fuentes,batter,3
A. j. Pierzynski,Brian Tallet,batter,2
A. j. Pierzynski,Bruce Chen,batter,3
A. j. Pierzynski,C.J. Wilson,batter,3
A. j. Pierzynski,Carl Pavano,batter,18
A. j. Pierzynski,Carlos Zambrano,batter,3
A. j. Pierzynski,Casey Fien,batter,2
A. j. Pierzynski,Chad Billingsley,batter,12
A. j. Pierzynski,Clay Buchholz,batter,9
A. j. Pierzynski,Cliff Lee,batter,3
A. j. Pierzynski,Cory Wade,batter,3
A. j. Pierzynski,Daniel Bard,batter,6
A. j. Pierzynski,Darren Oliver,batter,3
A. j. Pierzynski,David Aardsma,batter,5
A. j. Pierzynski,David Hernandez,batter,5
A. j. Pierzynski,David Huff,batter,33
A. j. Pierzynski,David Patton,batter,3
A. j. Pierzynski,David Price,batter,3
A. j. Pierzynski,David Robertson,batter,3
A. j. Pierzynski,Dennis Sarfate,batter,3
A. j. Pierzynski,Dusty Hughes,batter,3
A. j. Pierzynski,Edgar Gonzalez,batter,9
A. j. Pierzynski,Edwin Jackson,batter,21
A. j. Pierzynski,Erik Bedard,batter,15
A. j. Pierzynski,Felix Hernandez,batter,5
A. j. Pierzynski,Fu-Te Ni,batter,3
A. j. Pierzynski,Gil Meche,batter,14
A. j. Pierzynski,Gio Gonzalez,batter,5
A. j. Pierzynski,Ian Snell,batter,3
A. j. Pierzynski,J.P. Howell,batter,3
A. j. Pierzynski,James Shields,batter,6
A. j. Pierzynski,Jamey Wright,batter,9
A. j. Pierzynski,Jeff Manship,batter,3
A. j. Pierzynski,Jeff Niemann,batter,15
A. j. Pierzynski,Jeff Suppan,batter,9
A. j. Pierzynski,Jeff Weaver,batter,3
A. j. Pierzynski,Jered Weaver,batter,3
A. j. Pierzynski,Jeremy Guthrie,batter,6
A. j. Pierzynski,Jeremy Sowers,batter,9
A. j. Pierzynski,Joe Nathan,batter,3
A. j. Pierzynski,Joe Saunders,batter,3
A. j. Pierzynski,Joel Zumaya,batter,2
A. j. Pierzynski,John Bale,batter,3
A. j. Pierzynski,Johnny Cueto,batter,12
A. j. Pierzynski,Jose Arredondo,batter,3
A. j. Pierzynski,Jose Mijares,batter,3
A. j. Pierzynski,Juan Cruz,batter,2
A. j. Pierzynski,Junichi Tazawa,batter,12
A. j. Pierzynski,Justin Masterson,batter,3
A. j. Pierzynski,Justin Speier,batter,3
A. j. Pierzynski,Justin Verlander,batter,9
A. j. Pierzynski,Kevin Cameron,batter,3
A. j. Pierzynski,Kevin Millwood,batter,2
A. j. Pierzynski,Kyle Davies,batter,3
A. j. Pierzynski,Kyle Farnsworth,batter,6
A. j. Pierzynski,Luis Mendoza,batter,12
A. j. Pierzynski,Manny Delcarmen,batter,3
A. j. Pierzynski,Mariano Rivera,batter,2
A. j. Pierzynski,Mark Lowe,batter,3
A. j. Pierzynski,Mark Melancon,batter,3
A. j. Pierzynski,Matt Albers,batter,3
A. j. Pierzynski,Matt Garza,batter,17
A. j. Pierzynski,Miguel Batista,batter,5
A. j. Pierzynski,Mike Gosling,batter,6
A. j. Pierzynski,Nate Robertson,batter,12
A. j. Pierzynski,Nick Blackburn,batter,24
A. j. Pierzynski,Paul Byrd,batter,3
A. j. Pierzynski,Phil Coke,batter,3
A. j. Pierzynski,Rafael Rodriguez,batter,3
A. j. Pierzynski,Randy Wolf,batter,3
A. j. Pierzynski,Robinson Tejeda,batter,6
A. j. Pierzynski,Roman Colon,batter,6
A. j. Pierzynski,Ron Mahay,batter,9
A. j. Pierzynski,Ross Ohlendorf,batter,6
A. j. Pierzynski,Ryan Dempster,batter,11
A. j. Pierzynski,Ryan Rowland-Smith,batter,3
A. j. Pierzynski,Scott Baker,batter,9
A. j. Pierzynski,Sean Marshall,batter,3
A. j. Pierzynski,Sean O'Sullivan,batter,6
A. j. Pierzynski,Sergio Mitre,batter,6
A. j. Pierzynski,Tim Wakefield,batter,8
A. j. Pierzynski,Tomo Ohka,batter,3
A. j. Pierzynski,Trevor Cahill,batter,20
A. j. Pierzynski,Trevor Hoffman,batter,3
A. j. Pierzynski,Victor Marte,batter,2
A. j. Pierzynski,Vin Mazzaro,batter,2
A. j. Pierzynski,Zach Duke,batter,3
A. j. Pierzynski,Zach Miner,batter,3
A. j. Pierzynski,Zack Greinke,batter,33
A.J. Burnett,A. j. Pierzynski,pitcher,1
A.J. Burnett,Aaron Hill,pitcher,24
A.J. Burnett,Adam Everett,pitcher,3
A.J. Burnett,Adam Jones,pitcher,22
A.J. Burnett,Adam Kennedy,pitcher,8
A.J. Burnett,Adam Lind,pitcher,16
A.J. Burnett,Adrian Beltre,pitcher,3
A.J. Burnett,Akinori Iwamura,pitcher,12
A.J. Burnett,Alberto Callaspo,pitcher,1
A.J. Burnett,Alex Cora,pitcher,20
A.J. Burnett,Alex Gonzalez,pitcher,1
A.J. Burnett,Alex Gordon,pitcher,12
A.J. Burnett,Alex Rios,pitcher,4
A.J. Burnett,Andruw Jones,pitcher,7
A.J. Burnett,Argenis Reyes,pitcher,8
A.J. Burnett,Asdrubal Cabrera,pitcher,2
A.J. Burnett,Aubrey Huff,pitcher,22
A.J. Burnett,B. j. Upton,pitcher,47
A.J. Burnett,Ben Zobrist,pitcher,17
A.J. Burnett,Bill Hall,pitcher,7
A.J. Burnett,Billy Butler,pitcher,2
A.J. Burnett,Bobby Abreu,pitcher,25
A.J. Burnett,Bobby Crosby,pitcher,7
A.J. Burnett,Brandon Inge,pitcher,8
A.J. Burnett,Brendan Harris,pitcher,3
A.J. Burnett,Brian Buscher,pitcher,2
A.J. Burnett,Brian Roberts,pitcher,20
A.J. Burnett,Brian Schneider,pitcher,3
A.J. Burnett,Carl Crawford,pitcher,12
A.J. Burnett,Carlos Beltran,pitcher,7
A.J. Burnett,Carlos Gomez,pitcher,12
A.J. Burnett,Carlos Pena,pitcher,22
A.J. Burnett,Carlos Quentin,pitcher,2
A.J. Burnett,Carlos Ruiz,pitcher,7
A.J. Burnett,Casey Kotchman,pitcher,6
A.J. Burnett,Cesar Izturis,pitcher,9
A.J. Burnett,Chase Utley,pitcher,14
A.J. Burnett,Chone Figgins,pitcher,19
A.J. Burnett,Chris Coghlan,pitcher,8
A.J. Burnett,Chris Davis,pitcher,38
A.J. Burnett,Chris Getz,pitcher,1
A.J. Burnett,Clete Thomas,pitcher,1
A.J. Burnett,Cliff Lee,pitcher,1
A.J. Burnett,Cliff Pennington,pitcher,2
A.J. Burnett,Cody Ross,pitcher,7
A.J. Burnett,Dan Uggla,pitcher,7
A.J. Burnett,Daniel Murphy,pitcher,5
A.J. Burnett,David Dellucci,pitcher,6
A.J. Burnett,David Murphy,pitcher,10
A.J. Burnett,David Ortiz,pitcher,14
A.J. Burnett,David Wright,pitcher,21
A.J. Burnett,Delmon Young,pitcher,6
A.J. Burnett,Denard Span,pitcher,30
A.J. Burnett,Dioner Navarro,pitcher,19
A.J. Burnett,Dustin Pedroia,pitcher,4
A.J. Burnett,Edwin Encarnacion,pitcher,2
A.J. Burnett,Elvis Andrus,pitcher,11
A.J. Burnett,Emilio Bonifacio,pitcher,7
A.J. Burnett,Erick Aybar,pitcher,18
A.J. Burnett,Evan Longoria,pitcher,28
A.J. Burnett,Felix Pie,pitcher,7
A.J. Burnett,Fernando Martinez,pitcher,8
A.J. Burnett,Fernando Perez,pitcher,7
A.J. Burnett,Franklin Gutierrez,pitcher,2
A.J. Burnett,Gabe Gross,pitcher,23
A.J. Burnett,Gabe Kapler,pitcher,2
A.J. Burnett,Gary Matthews,pitcher,6
A.J. Burnett,Gary Sheffield,pitcher,18
A.J. Burnett,Gerald Laird,pitcher,2
A.J. Burnett,Gordon Beckham,pitcher,7
A.J. Burnett,Grady Sizemore,pitcher,2
A.J. Burnett,Gregg Zaun,pitcher,9
A.J. Burnett,Hank Blalock,pitcher,8
A.J. Burnett,Howie Kendrick,pitcher,18
A.J. Burnett,Ian Kinsler,pitcher,17
A.J. Burnett,Ichiro Suzuki,pitcher,1
A.J. Burnett,J. d. Drew,pitcher,18
A.J. Burnett,Jack Cust,pitcher,13
A.J. Burnett,Jack Hannahan,pitcher,18
A.J. Burnett,Jacoby Ellsbury,pitcher,6
A.J. Burnett,Jarrod Saltalamacchia,pitcher,24
A.J. Burnett,Jason Bartlett,pitcher,17
A.J. Burnett,Jason Bay,pitcher,9
A.J. Burnett,Jason Kubel,pitcher,17
A.J. Burnett,Jason Varitek,pitcher,33
A.J. Burnett,Jayson Werth,pitcher,15
A.J. Burnett,Jeff Fiorentino,pitcher,9
A.J. Burnett,Jeremy Hermida,pitcher,6
A.J. Burnett,Jeremy Reed,pitcher,14
A.J. Burnett,Jermaine Dye,pitcher,12
A.J. Burnett,Jhonny Peralta,pitcher,7
A.J. Burnett,Jim Thome,pitcher,8
A.J. Burnett,Jimmy Rollins,pitcher,13
A.J. Burnett,Joe Crede,pitcher,2
A.J. Burnett,Joe Inglett,pitcher,7
A.J. Burnett,Joe Mauer,pitcher,14
A.J. Burnett,John Baker,pitcher,3
A.J. Burnett,John Buck,pitcher,3
A.J. Burnett,Jorge Cantu,pitcher,7
A.J. Burnett,Jose Lopez,pitcher,4
A.J. Burnett,Josh Anderson,pitcher,2
A.J. Burnett,Josh Hamilton,pitcher,15
A.J. Burnett,Josh Johnson,pitcher,12
A.J. Burnett,Josh Reddick,pitcher,8
A.J. Burnett,Josh Wilson,pitcher,10
A.J. Burnett,Juan Rivera,pitcher,18
A.J. Burnett,Julio Borbon,pitcher,18
A.J. Burnett,Justin Morneau,pitcher,3
A.J. Burnett,Kelly Shoppach,pitcher,2
A.J. Burnett,Ken Griffey,pitcher,1
A.J. Burnett,Kendrys Morales,pitcher,44
A.J. Burnett,Kevin Youkilis,pitcher,14
A.J. Burnett,Kurt Suzuki,pitcher,7
A.J. Burnett,Luis Castillo,pitcher,1
A.J. Burnett,Luke Scott,pitcher,11
A.J. Burnett,Lyle Overbay,pitcher,33
A.J. Burnett,Maicer Izturis,pitcher,13
A.J. Burnett,Marco Scutaro,pitcher,14
A.J. Burnett,Marcus Thames,pitcher,1
A.J. Burnett,Mark Derosa,pitcher,3
A.J. Burnett,Mark Ellis,pitcher,1
A.J. Burnett,Mark Teahen,pitcher,7
A.J. Burnett,Marlon Byrd,pitcher,2
A.J. Burnett,Matt Stairs,pitcher,19
A.J. Burnett,Matt Tolbert,pitcher,9
A.J. Burnett,Matt Wieters,pitcher,6
A.J. Burnett,Michael Aubrey,pitcher,7
A.J. Burnett,Michael Cuddyer,pitcher,24
A.J. Burnett,Michael Young,pitcher,11
A.J. Burnett,Michel Hernandez,pitcher,2
A.J. Burnett,Miguel Cabrera,pitcher,2
A.J. Burnett,Mike Jacobs,pitcher,18
A.J. Burnett,Mike Lowell,pitcher,13
A.J. Burnett,Mike Napoli,pitcher,10
A.J. Burnett,Mitch Maier,pitcher,8
A.J. Burnett,Nelson Cruz,pitcher,20
A.J. Burnett,Nick Green,pitcher,8
A.J. Burnett,Nick Markakis,pitcher,18
A.J. Burnett,Nick Punto,pitcher,11
A.J. Burnett,Nolan Reimold,pitcher,6
A.J. Burnett,Orlando Cabrera,pitcher,2
A.J. Burnett,Pat Burrell,pitcher,13
A.J. Burnett,Paul Konerko,pitcher,2
A.J. Burnett,Pedro Feliz,pitcher,13
A.J. Burnett,Placido Polanco,pitcher,2
A.J. Burnett,Rajai Davis,pitcher,3
A.J. Burnett,Randy Ruiz,pitcher,2
A.J. Burnett,Raul Chavez,pitcher,5
A.J. Burnett,Raul Ibanez,pitcher,15
A.J. Burnett,Reid Brignac,pitcher,15
A.J. Burnett,Rob Johnson,pitcher,6
A.J. Burnett,Robert Andino,pitcher,4
A.J. Burnett,Rod Barajas,pitcher,3
A.J. Burnett,Ryan Church,pitcher,21
A.J. Burnett,Ryan Garko,pitcher,1
A.J. Burnett,Ryan Howard,pitcher,27
A.J. Burnett,Ryan Sweeney,pitcher,2
A.J. Burnett,Scott Hairston,pitcher,1
A.J. Burnett,Scott Podsednik,pitcher,1
A.J. Burnett,Scott Rolen,pitcher,3
A.J. Burnett,Shane Victorino,pitcher,11
A.J. Burnett,Shin-soo Choo,pitcher,2
A.J. Burnett,Taylor Teagarden,pitcher,12
A.J. Burnett,Tim Redding,pitcher,7
A.J. Burnett,Tommy Everidge,pitcher,1
A.J. Burnett,Torii Hunter,pitcher,7
A.J. Burnett,Travis Hafner,pitcher,7
A.J. Burnett,Travis Snider,pitcher,12
A.J. Burnett,Ty Wigginton,pitcher,18
A.J. Burnett,Vernon Wells,pitcher,17
A.J. Burnett,Victor Martinez,pitcher,8
A.J. Burnett,Vladimir Guerrero,pitcher,10
A.J. Burnett,Willy Aybar,pitcher,21
A.J. Burnett,Yuniesky Betancourt,pitcher,7
Aaron Bates,Bruce Chen,batter,12
Aaron Bates,Edgar Gonzalez,batter,2
Aaron Bates,Jamey Wright,batter,3
Aaron Bates,Roman Colon,batter,3
Aaron Boone,Tyler Walker,batter,1
Aaron Cook,Aaron Rowand,pitcher,1
Aaron Cook,Adam Kennedy,pitcher,9
Aaron Cook,Adam Rosales,pitcher,12
Aaron Cook,Adrian Gonzalez,pitcher,9
Aaron Cook,Albert Pujols,pitcher,5
Aaron Cook,Alcides Escobar,pitcher,2
Aaron Cook,Alex Gonzalez,pitcher,2
Aaron Cook,Alex Romero,pitcher,1
Aaron Cook,Andre Ethier,pitcher,9
Aaron Cook,Augie Ojeda,pitcher,3
Aaron Cook,B. j. Upton,pitcher,9
Aaron Cook,Ben Zobrist,pitcher,2
Aaron Cook,Bengie Molina,pitcher,1
Aaron Cook,Bill Hall,pitcher,6
Aaron Cook,Blake Dewitt,pitcher,1
Aaron Cook,Bobby Abreu,pitcher,7
Aaron Cook,Brad Ausmus,pitcher,7
Aaron Cook,Brandon Webb,batter,3
Aaron Cook,Brandon Webb,pitcher,1
Aaron Cook,Brendan Ryan,pitcher,2
Aaron Cook,Brian Giles,pitcher,9
Aaron Cook,Brian Mccann,pitcher,10
Aaron Cook,Brooks Conrad,pitcher,2
Aaron Cook,Carl Crawford,pitcher,3
Aaron Cook,Carlos Pena,pitcher,6
Aaron Cook,Carlos Ruiz,pitcher,6
Aaron Cook,Casey Blake,pitcher,11
Aaron Cook,Casey Kotchman,pitcher,5
Aaron Cook,Casey Mcgehee,pitcher,4
Aaron Cook,Chad Billingsley,pitcher,6
Aaron Cook,Chad Gaudin,batter,2
Aaron Cook,Chad Gaudin,pitcher,12
Aaron Cook,Chad Tracy,pitcher,4
Aaron Cook,Chan ho Park,pitcher,1
Aaron Cook,Chase Headley,pitcher,9
Aaron Cook,Chase Utley,pitcher,10
Aaron Cook,Chipper Jones,pitcher,7
Aaron Cook,Chone Figgins,pitcher,3
Aaron Cook,Chris Carpenter,pitcher,7
Aaron Cook,Chris Coghlan,pitcher,8
Aaron Cook,Chris Coste,pitcher,2
Aaron Cook,Chris Duncan,pitcher,8
Aaron Cook,Chris Volstad,batter,2
Aaron Cook,Chris Volstad,pitcher,7
Aaron Cook,Chris Young,pitcher,2
Aaron Cook,Cliff Lee,pitcher,3
Aaron Cook,Cody Ross,pitcher,9
Aaron Cook,Colby Rasmus,pitcher,2
Aaron Cook,Cole Hamels,batter,3
Aaron Cook,Corey Patterson,pitcher,1
Aaron Cook,Craig Counsell,pitcher,7
Aaron Cook,Dan Uggla,pitcher,3
Aaron Cook,David Eckstein,pitcher,3
Aaron Cook,David Price,pitcher,2
Aaron Cook,Delwyn Young,pitcher,1
Aaron Cook,Diory Hernandez,pitcher,2
Aaron Cook,Drew Sutton,pitcher,8
Aaron Cook,Edgar Gonzalez,pitcher,2
Aaron Cook,Edgar Renteria,pitcher,3
Aaron Cook,Edwin Maysonet,pitcher,2
Aaron Cook,Eli Whiteside,pitcher,8
Aaron Cook,Eliezer Alfonzo,pitcher,13
Aaron Cook,Emilio Bonifacio,pitcher,1
Aaron Cook,Eric Byrnes,pitcher,6
Aaron Cook,Eric Milton,batter,3
Aaron Cook,Eric Milton,pitcher,7
Aaron Cook,Erick Aybar,pitcher,2
Aaron Cook,Eugenio Velez,pitcher,2
Aaron Cook,Evan Longoria,pitcher,7
Aaron Cook,Everth Cabrera,pitcher,9
Aaron Cook,Felipe Lopez,pitcher,6
Aaron Cook,Frank Catalanotto,pitcher,8
Aaron Cook,Fred Lewis,pitcher,1
Aaron Cook,Freddy Sanchez,pitcher,1
Aaron Cook,Garret Anderson,pitcher,7
Aaron Cook,Gerardo Parra,pitcher,9
Aaron Cook,Greg Dobbs,pitcher,1
Aaron Cook,Greg Norton,pitcher,1
Aaron Cook,Hanley Ramirez,pitcher,7
Aaron Cook,Henry Blanco,pitcher,2
Aaron Cook,Hunter Pence,pitcher,1
Aaron Cook,Ian Snell,pitcher,1
Aaron Cook,Ivan Rodriguez,pitcher,7
Aaron Cook,Jack Cust,pitcher,14
Aaron Cook,Jack Wilson,pitcher,1
Aaron Cook,James Loney,pitcher,4
Aaron Cook,James Parr,pitcher,6
Aaron Cook,Jason Bartlett,pitcher,2
Aaron Cook,Jason Giambi,pitcher,2
Aaron Cook,Jason Kendall,pitcher,3
Aaron Cook,Jason Larue,pitcher,2
Aaron Cook,Jayson Werth,pitcher,6
Aaron Cook,Jeff Francoeur,pitcher,8
Aaron Cook,Jeff Keppinger,pitcher,5
Aaron Cook,Jeremy Hermida,pitcher,2
Aaron Cook,Jimmy Rollins,pitcher,13
Aaron Cook,Jody Gerut,pitcher,13
Aaron Cook,Joe Thurston,pitcher,8
Aaron Cook,Joey Votto,pitcher,2
Aaron Cook,John Axford,batter,2
Aaron Cook,John Baker,pitcher,8
Aaron Cook,John Bowker,pitcher,3
Aaron Cook,Jonathan Sanchez,pitcher,1
Aaron Cook,Jonny Gomes,pitcher,2
Aaron Cook,Jordan Schafer,pitcher,3
Aaron Cook,Jorge Cantu,pitcher,2
Aaron Cook,Josh Geer,batter,3
Aaron Cook,Josh Geer,pitcher,12
Aaron Cook,Juan Castro,pitcher,3
Aaron Cook,Juan Pierre,pitcher,3
Aaron Cook,Juan Rivera,pitcher,8
Aaron Cook,Juan Uribe,pitcher,4
Aaron Cook,Justin Lehr,pitcher,2
Aaron Cook,Justin Miller,batter,6
Aaron Cook,Justin Upton,pitcher,5
Aaron Cook,Kelly Johnson,pitcher,2
Aaron Cook,Kendrys Morales,pitcher,2
Aaron Cook,Kevin Correia,batter,3
Aaron Cook,Kevin Correia,pitcher,1
Aaron Cook,Kevin Kouzmanoff,pitcher,22
Aaron Cook,Kris Medlen,batter,1
Aaron Cook,Kris Medlen,pitcher,1
Aaron Cook,Kurt Suzuki,pitcher,3
Aaron Cook,Lance Berkman,pitcher,1
Aaron Cook,Landon Powell,pitcher,2
Aaron Cook,Laynce Nix,pitcher,3
Aaron Cook,Luis Rodriguez,pitcher,6
Aaron Cook,Maicer Izturis,pitcher,2
Aaron Cook,Manny Parra,batter,4
Aaron Cook,Manny Parra,pitcher,1
Aaron Cook,Manny Ramirez,pitcher,12
Aaron Cook,Mark Derosa,pitcher,1
Aaron Cook,Mark Ellis,pitcher,7
Aaron Cook,Mark Reynolds,pitcher,19
Aaron Cook,Martin Prado,pitcher,7
Aaron Cook,Mat Gamel,pitcher,13
Aaron Cook,Matt Holliday,pitcher,5
Aaron Cook,Matt Kemp,pitcher,12
Aaron Cook,Max Scherzer,pitcher,2
Aaron Cook,Michael Bourn,pitcher,8
Aaron Cook,Michel Hernandez,pitcher,3
Aaron Cook,Miguel Montero,pitcher,9
Aaron Cook,Miguel Tejada,pitcher,2
Aaron Cook,Mike Cameron,pitcher,2
Aaron Cook,Mike Napoli,pitcher,13
Aaron Cook,Nate Mclouth,pitcher,4
Aaron Cook,Nick Hundley,pitcher,2
Aaron Cook,Nick Johnson,pitcher,1
Aaron Cook,Nick Masset,batter,2
Aaron Cook,Orlando Cabrera,pitcher,2
Aaron Cook,Orlando Hudson,pitcher,3
Aaron Cook,Pablo Sandoval,pitcher,3
Aaron Cook,Pat Burrell,pitcher,2
Aaron Cook,Pedro Feliz,pitcher,11
Aaron Cook,Prince Fielder,pitcher,14
Aaron Cook,Rafael Furcal,pitcher,3
Aaron Cook,Randy Winn,pitcher,4
Aaron Cook,Raul Ibanez,pitcher,6
Aaron Cook,Rick Ankiel,pitcher,1
Aaron Cook,Ross Gload,pitcher,1
Aaron Cook,Roy Oswalt,pitcher,1
Aaron Cook,Ryan Braun,pitcher,9
Aaron Cook,Ryan Hanigan,pitcher,8
Aaron Cook,Ryan Howard,pitcher,15
Aaron Cook,Ryan Ludwick,pitcher,4
Aaron Cook,Ryan Roberts,pitcher,2
Aaron Cook,Ryan Sadowski,pitcher,6
Aaron Cook,Ryan Sweeney,pitcher,2
Aaron Cook,Scott Hairston,pitcher,15
Aaron Cook,Shane Victorino,pitcher,6
Aaron Cook,Skip Schumaker,pitcher,6
Aaron Cook,Stephen Drew,pitcher,2
Aaron Cook,Todd Coffey,batter,2
Aaron Cook,Todd Wellemeyer,pitcher,6
Aaron Cook,Tommy Hanson,pitcher,8
Aaron Cook,Tony Clark,pitcher,7
Aaron Cook,Tony Gwynn,pitcher,2
Aaron Cook,Torii Hunter,pitcher,2
Aaron Cook,Travis Ishikawa,pitcher,1
Aaron Cook,Tyler Greene,pitcher,8
Aaron Cook,Vladimir Guerrero,pitcher,2
Aaron Cook,Will Venable,pitcher,6
Aaron Cook,Wladimir Balentien,pitcher,1
Aaron Cook,Yadier Molina,pitcher,3
Aaron Cook,Yovani Gallardo,pitcher,6
Aaron Cook,Yunel Escobar,pitcher,5
Aaron Cook,Yusmeiro Petit,pitcher,6
Aaron Cunningham,Anthony Swarzak,batter,1
Aaron Cunningham,Bartolo Colon,batter,3
Aaron Cunningham,Clayton Richard,batter,3
Aaron Cunningham,Francisco Liriano,batter,2
Aaron Cunningham,Gavin Floyd,batter,3
Aaron Cunningham,Jason Berken,batter,6
Aaron Cunningham,Jeremy Guthrie,batter,3
Aaron Cunningham,John Danks,batter,3
Aaron Cunningham,Kevin Millwood,batter,2
Aaron Cunningham,Mark Buehrle,batter,2
Aaron Cunningham,Octavio Dotel,batter,12
Aaron Cunningham,Scott Kazmir,batter,6
Aaron Harang,A. j. Pierzynski,pitcher,2
Aaron Harang,Aaron Rowand,pitcher,13
Aaron Harang,Adam Dunn,pitcher,3
Aaron Harang,Adam Laroche,pitcher,8
Aaron Harang,Adrian Gonzalez,pitcher,8
Aaron Harang,Albert Pujols,pitcher,12
Aaron Harang,Alex Romero,pitcher,7
Aaron Harang,Alexei Ramírez,pitcher,3
Aaron Harang,Alfonso Soriano,pitcher,15
Aaron Harang,Andy Laroche,pitcher,7
Aaron Harang,Angel Pagan,pitcher,7
Aaron Harang,Aramis Ramirez,pitcher,10
Aaron Harang,Bengie Molina,pitcher,8
Aaron Harang,Bill Hall,pitcher,7
Aaron Harang,Brandon Moss,pitcher,2
Aaron Harang,Brendan Ryan,pitcher,7
Aaron Harang,Brian Anderson,pitcher,12
Aaron Harang,Brian Giles,pitcher,3
Aaron Harang,Brian Mccann,pitcher,6
Aaron Harang,Brian Schneider,pitcher,3
Aaron Harang,Cameron Maybin,pitcher,12
Aaron Harang,Carlos Beltran,pitcher,1
Aaron Harang,Carlos Delgado,pitcher,1
Aaron Harang,Carlos Lee,pitcher,4
Aaron Harang,Carlos Ruiz,pitcher,7
Aaron Harang,Carlos Zambrano,pitcher,7
Aaron Harang,Casey Mcgehee,pitcher,13
Aaron Harang,Chad Tracy,pitcher,7
Aaron Harang,Chase Headley,pitcher,6
Aaron Harang,Chase Utley,pitcher,4
Aaron Harang,Chris Burke,pitcher,1
Aaron Harang,Chris Carpenter,pitcher,3
Aaron Harang,Chris Coste,pitcher,7
Aaron Harang,Chris Duncan,pitcher,7
Aaron Harang,Chris Getz,pitcher,8
Aaron Harang,Cody Ross,pitcher,1
Aaron Harang,Colby Rasmus,pitcher,15
Aaron Harang,Corey Hart,pitcher,2
Aaron Harang,Craig Counsell,pitcher,4
Aaron Harang,Cristian Guzman,pitcher,6
Aaron Harang,Dan Uggla,pitcher,7
Aaron Harang,Daniel Murphy,pitcher,3
Aaron Harang,Dave Bush,batter,6
Aaron Harang,Dave Bush,pitcher,6
Aaron Harang,David Eckstein,pitcher,5
Aaron Harang,David Wright,pitcher,7
Aaron Harang,Derrek Lee,pitcher,25
Aaron Harang,Dewayne Wise,pitcher,2
Aaron Harang,Doug Davis,pitcher,8
Aaron Harang,Drew Macias,pitcher,1
Aaron Harang,Edgar Renteria,pitcher,4
Aaron Harang,Eli Whiteside,pitcher,7
Aaron Harang,Eliezer Alfonzo,pitcher,8
Aaron Harang,Elijah Dukes,pitcher,3
Aaron Harang,Emilio Bonifacio,pitcher,3
Aaron Harang,Eric Hinske,pitcher,1
Aaron Harang,Eugenio Velez,pitcher,6
Aaron Harang,Everth Cabrera,pitcher,1
Aaron Harang,Felipe Lopez,pitcher,8
Aaron Harang,Frank Catalanotto,pitcher,2
Aaron Harang,Fred Lewis,pitcher,6
Aaron Harang,Freddy Sanchez,pitcher,21
Aaron Harang,Garret Anderson,pitcher,6
Aaron Harang,Garrett Mock,batter,3
Aaron Harang,Garrett Mock,pitcher,12
Aaron Harang,Gary Sheffield,pitcher,1
Aaron Harang,Geoff Blum,pitcher,2
Aaron Harang,Geovany Soto,pitcher,3
Aaron Harang,Gerardo Parra,pitcher,1
Aaron Harang,Gordon Beckham,pitcher,6
Aaron Harang,Grady Sizemore,pitcher,1
Aaron Harang,Greg Dobbs,pitcher,2
Aaron Harang,Hanley Ramirez,pitcher,1
Aaron Harang,Humberto Quintero,pitcher,6
Aaron Harang,Hunter Pence,pitcher,3
Aaron Harang,Ian Snell,batter,2
Aaron Harang,Ian Snell,pitcher,12
Aaron Harang,Ivan Rodriguez,pitcher,8
Aaron Harang,J. a. Happ,pitcher,13
Aaron Harang,J. j. Hardy,pitcher,10
Aaron Harang,J.A. Happ,batter,3
Aaron Harang,Jack Wilson,pitcher,3
Aaron Harang,Jamey Carroll,pitcher,7
Aaron Harang,Jamie Moyer,pitcher,1
Aaron Harang,Jason Smith,pitcher,8
Aaron Harang,Jayson Werth,pitcher,24
Aaron Harang,Jeff Francoeur,pitcher,8
Aaron Harang,Jeremy Hermida,pitcher,7
Aaron Harang,Jhonny Peralta,pitcher,1
Aaron Harang,Jimmy Rollins,pitcher,21
Aaron Harang,Jody Gerut,pitcher,13
Aaron Harang,Joe Thurston,pitcher,15
Aaron Harang,Johan Santana,pitcher,2
Aaron Harang,John Baker,pitcher,14
Aaron Harang,Jorge Cantu,pitcher,9
Aaron Harang,Jorge Padilla,pitcher,6
Aaron Harang,Jose Reyes,pitcher,2
Aaron Harang,Josh Bard,pitcher,2
Aaron Harang,Josh Johnson,pitcher,13
Aaron Harang,Josh Willingham,pitcher,3
Aaron Harang,Juan Uribe,pitcher,3
Aaron Harang,Justin Upton,pitcher,13
Aaron Harang,Kazuo Matsui,pitcher,7
