winner,loser,who_won,score
Elmer Dessens,Oscar Salazar,pitcher,2
Elmer Dessens,Pablo Sandoval,pitcher,6
Elmer Dessens,Pedro Feliz,pitcher,3
Elmer Dessens,Prince Fielder,pitcher,1
Elmer Dessens,Ramiro Pena,pitcher,1
Elmer Dessens,Raul Ibanez,pitcher,1
Elmer Dessens,Rick Ankiel,pitcher,1
Elmer Dessens,Ronny Paulino,pitcher,1
Elmer Dessens,Ross Gload,pitcher,2
Elmer Dessens,Russell Martin,pitcher,2
Elmer Dessens,Ryan Church,pitcher,7
Elmer Dessens,Ryan Garko,pitcher,1
Elmer Dessens,Ryan Ludwick,pitcher,1
Elmer Dessens,Ryan Zimmerman,pitcher,1
Elmer Dessens,Sam Fuld,pitcher,6
Elmer Dessens,Shane Victorino,pitcher,1
Elmer Dessens,Stephen Drew,pitcher,2
Elmer Dessens,Trent Oeltjen,pitcher,1
Elmer Dessens,Wes Helms,pitcher,1
Elmer Dessens,Will Venable,pitcher,1
Elmer Dessens,Willie Harris,pitcher,1
Elmer Dessens,Yadier Molina,pitcher,1
Elmer Dessens,Yunel Escobar,pitcher,2
Elvis Andrus,A.J. Burnett,batter,4
Elvis Andrus,Aaron Laffey,batter,9
Elvis Andrus,Andy Pettitte,batter,9
Elvis Andrus,Armando Galarraga,batter,15
Elvis Andrus,Barry Zito,batter,2
Elvis Andrus,Bartolo Colon,batter,3
Elvis Andrus,Bob Howry,batter,3
Elvis Andrus,Bob Keppel,batter,6
Elvis Andrus,Brad Bergesen,batter,3
Elvis Andrus,Brad Penny,batter,15
Elvis Andrus,Brad Ziegler,batter,2
Elvis Andrus,Brandon Backe,batter,2
Elvis Andrus,Brandon Lyon,batter,9
Elvis Andrus,Brandon Morrow,batter,3
Elvis Andrus,Brett Anderson,batter,8
Elvis Andrus,Brett Cecil,batter,3
Elvis Andrus,Brett Tomko,batter,6
Elvis Andrus,Brian Bass,batter,5
Elvis Andrus,Brian Duensing,batter,3
Elvis Andrus,Brian Matusz,batter,14
Elvis Andrus,Brian Moehler,batter,3
Elvis Andrus,Brian Tallet,batter,8
Elvis Andrus,Carlos Carrasco,batter,6
Elvis Andrus,Casey Fien,batter,3
Elvis Andrus,Casey Janssen,batter,3
Elvis Andrus,Chad Gaudin,batter,3
Elvis Andrus,Chris Tillman,batter,6
Elvis Andrus,Cla Meredith,batter,2
Elvis Andrus,Clay Buchholz,batter,3
Elvis Andrus,Cliff Lee,batter,6
Elvis Andrus,Dan Giese,batter,15
Elvis Andrus,Daniel Bard,batter,3
Elvis Andrus,Darren Oliver,batter,6
Elvis Andrus,David Price,batter,6
Elvis Andrus,Doug Fister,batter,3
Elvis Andrus,Edgar Gonzalez,batter,5
Elvis Andrus,Edwin Jackson,batter,9
Elvis Andrus,Ervin Santana,batter,3
Elvis Andrus,Felipe Paulino,batter,15
Elvis Andrus,Felix Hernandez,batter,14
Elvis Andrus,Fernando Cabrera,batter,3
Elvis Andrus,Fernando Rodney,batter,2
Elvis Andrus,Garrett Olson,batter,2
Elvis Andrus,Gil Meche,batter,3
Elvis Andrus,Horacio Ramirez,batter,3
Elvis Andrus,Ian Snell,batter,8
Elvis Andrus,James Shields,batter,3
Elvis Andrus,Jamey Wright,batter,6
Elvis Andrus,Jarrod Washburn,batter,16
Elvis Andrus,Jeff Bennett,batter,2
Elvis Andrus,Jeff Gray,batter,3
Elvis Andrus,Jensen Lewis,batter,5
Elvis Andrus,Jered Weaver,batter,9
Elvis Andrus,Jeremy Guthrie,batter,3
Elvis Andrus,Jeremy Sowers,batter,12
Elvis Andrus,Jess Todd,batter,2
Elvis Andrus,Joba Chamberlain,batter,9
Elvis Andrus,Joe Nathan,batter,3
Elvis Andrus,Joe Saunders,batter,9
Elvis Andrus,Joe Thatcher,batter,3
Elvis Andrus,John Danks,batter,14
Elvis Andrus,John Lackey,batter,6
Elvis Andrus,Jon Lester,batter,2
Elvis Andrus,Jose Arredondo,batter,5
Elvis Andrus,Josh Beckett,batter,3
Elvis Andrus,Junichi Tazawa,batter,9
Elvis Andrus,Justin Verlander,batter,3
Elvis Andrus,Kevin Cameron,batter,3
Elvis Andrus,LaTroy Hawkins,batter,6
Elvis Andrus,Lance Broadway,batter,3
Elvis Andrus,Luis Perdomo,batter,3
Elvis Andrus,Luke French,batter,6
Elvis Andrus,Manny Delcarmen,batter,2
Elvis Andrus,Marc Rzepczynski,batter,3
Elvis Andrus,Mark Buehrle,batter,9
Elvis Andrus,Mark Hendrickson,batter,2
Elvis Andrus,Mark Lowe,batter,2
Elvis Andrus,Matt Albers,batter,3
Elvis Andrus,Matt Garza,batter,8
Elvis Andrus,Matt Guerrier,batter,9
Elvis Andrus,Matt Palmer,batter,5
Elvis Andrus,Matt Thornton,batter,2
Elvis Andrus,Merkin Valdez,batter,3
Elvis Andrus,Michael Wuertz,batter,2
Elvis Andrus,Mike Gosling,batter,3
Elvis Andrus,Radhames Liz,batter,9
Elvis Andrus,Rafael Betancourt,batter,12
Elvis Andrus,Rafael Perez,batter,3
Elvis Andrus,Randy Johnson,batter,3
Elvis Andrus,Randy Messenger,batter,6
Elvis Andrus,Rich Thompson,batter,6
Elvis Andrus,Ricky Romero,batter,2
Elvis Andrus,Roberto Hernandez,batter,7
Elvis Andrus,Russ Ortiz,batter,8
Elvis Andrus,Russ Springer,batter,3
Elvis Andrus,Ryan Rowland-Smith,batter,6
Elvis Andrus,Scott Baker,batter,13
Elvis Andrus,Scott Downs,batter,3
Elvis Andrus,Scott Kazmir,batter,6
Elvis Andrus,Scott Richmond,batter,12
Elvis Andrus,Sean White,batter,3
Elvis Andrus,Shane Loux,batter,6
Elvis Andrus,Trevor Bell,batter,6
Elvis Andrus,Trevor Cahill,batter,3
Elvis Andrus,Walter Silva,batter,12
Elvis Andrus,Wesley Wright,batter,5
Elvis Andrus,Zach Miner,batter,12
Elvis Andrus,Zack Greinke,batter,9
Emil Brown,John Lannan,batter,3
Emil Brown,Ron Villone,batter,2
Emilio Bonifacio,A.J. Burnett,batter,2
Emilio Bonifacio,Aaron Cook,batter,8
Emilio Bonifacio,Aaron Harang,batter,3
Emilio Bonifacio,Adam Wainwright,batter,5
Emilio Bonifacio,Andy Sonnanstine,batter,3
Emilio Bonifacio,Angel Guzman,batter,3
Emilio Bonifacio,Arthur Rhodes,batter,3
Emilio Bonifacio,Barry Zito,batter,5
Emilio Bonifacio,Bobby Parnell,batter,3
Emilio Bonifacio,Brad Lidge,batter,2
Emilio Bonifacio,Braden Looper,batter,11
Emilio Bonifacio,Brent Leach,batter,9
Emilio Bonifacio,Brett Myers,batter,6
Emilio Bonifacio,Brian Bass,batter,2
Emilio Bonifacio,Brian Stokes,batter,6
Emilio Bonifacio,Brian Tallet,batter,6
Emilio Bonifacio,Carlos Marmol,batter,4
Emilio Bonifacio,Chad Durbin,batter,3
Emilio Bonifacio,Chad Gaudin,batter,3
Emilio Bonifacio,Chan Ho Park,batter,3
Emilio Bonifacio,Chris Carpenter,batter,9
Emilio Bonifacio,Chris Ray,batter,6
Emilio Bonifacio,Clayton Kershaw,batter,8
Emilio Bonifacio,Cole Hamels,batter,3
Emilio Bonifacio,Craig Stammen,batter,3
Emilio Bonifacio,Dan Wheeler,batter,3
Emilio Bonifacio,Daniel Cabrera,batter,5
Emilio Bonifacio,Darren O'Day,batter,3
Emilio Bonifacio,Dave Bush,batter,3
Emilio Bonifacio,David Price,batter,5
Emilio Bonifacio,Derek Lowe,batter,3
Emilio Bonifacio,Doug Davis,batter,9
Emilio Bonifacio,Edinson Volquez,batter,2
Emilio Bonifacio,Eric Stults,batter,3
Emilio Bonifacio,Esmerling Vasquez,batter,2
Emilio Bonifacio,Evan Meek,batter,9
Emilio Bonifacio,Francisco Rodriguez,batter,6
Emilio Bonifacio,Franklin Morales,batter,3
Emilio Bonifacio,Greg Burke,batter,3
Emilio Bonifacio,Hiroki Kuroda,batter,3
Emilio Bonifacio,J.A. Happ,batter,6
Emilio Bonifacio,J.J. Putz,batter,6
Emilio Bonifacio,Jack Taschner,batter,3
Emilio Bonifacio,Jair Jurrjens,batter,9
Emilio Bonifacio,James Shields,batter,6
Emilio Bonifacio,Jamie Moyer,batter,3
Emilio Bonifacio,Jason Hammel,batter,3
Emilio Bonifacio,Jason Schmidt,batter,1
Emilio Bonifacio,Javier Vazquez,batter,4
Emilio Bonifacio,Jeff Bennett,batter,3
Emilio Bonifacio,Jeff Fulchino,batter,3
Emilio Bonifacio,Jeff Niemann,batter,3
Emilio Bonifacio,Jeff Samardzija,batter,2
Emilio Bonifacio,Jeff Suppan,batter,2
Emilio Bonifacio,Jeremy Affeldt,batter,3
Emilio Bonifacio,Jim Johnson,batter,3
Emilio Bonifacio,Joe Blanton,batter,6
Emilio Bonifacio,Johan Santana,batter,3
Emilio Bonifacio,John Grabow,batter,3
Emilio Bonifacio,John Lannan,batter,8
Emilio Bonifacio,John Maine,batter,2
Emilio Bonifacio,Jon Garland,batter,5
Emilio Bonifacio,Jonathan Sanchez,batter,3
Emilio Bonifacio,Jordan Zimmermann,batter,3
Emilio Bonifacio,Jorge De La Rosa,batter,6
Emilio Bonifacio,Jose Valverde,batter,3
Emilio Bonifacio,Juan Gutierrez,batter,2
Emilio Bonifacio,Julian Tavarez,batter,12
Emilio Bonifacio,Justin Miller,batter,6
Emilio Bonifacio,Kevin Gregg,batter,9
Emilio Bonifacio,Kyle McClellan,batter,2
Emilio Bonifacio,Leo Rosales,batter,3
Emilio Bonifacio,Livan Hernandez,batter,6
Emilio Bonifacio,Luke Gregerson,batter,2
Emilio Bonifacio,Manny Parra,batter,9
Emilio Bonifacio,Matt Albers,batter,3
Emilio Bonifacio,Matt Cain,batter,9
Emilio Bonifacio,Max Scherzer,batter,6
Emilio Bonifacio,Merkin Valdez,batter,6
Emilio Bonifacio,Mike Burns,batter,2
Emilio Bonifacio,Mike Hampton,batter,6
Emilio Bonifacio,Mike Hinckley,batter,3
Emilio Bonifacio,Mike Lincoln,batter,3
Emilio Bonifacio,Mike Pelfrey,batter,3
Emilio Bonifacio,Paul Maholm,batter,3
Emilio Bonifacio,Pedro Feliciano,batter,3
Emilio Bonifacio,Rich Harden,batter,7
Emilio Bonifacio,Rodrigo Lopez,batter,2
Emilio Bonifacio,Ronald Belisario,batter,3
Emilio Bonifacio,Ross Ohlendorf,batter,3
Emilio Bonifacio,Ryan Dempster,batter,2
Emilio Bonifacio,Saul Rivera,batter,2
Emilio Bonifacio,Scott Eyre,batter,3
Emilio Bonifacio,Scott Kazmir,batter,5
Emilio Bonifacio,Scott Olsen,batter,21
Emilio Bonifacio,Scott Schoeneweis,batter,3
Emilio Bonifacio,Sean Green,batter,6
Emilio Bonifacio,Seth McClung,batter,3
Emilio Bonifacio,Ted Lilly,batter,3
Emilio Bonifacio,Tim Redding,batter,12
Emilio Bonifacio,Tim Wakefield,batter,9
Emilio Bonifacio,Todd Wellemeyer,batter,3
Emilio Bonifacio,Tyler Clippard,batter,2
Emilio Bonifacio,Wandy Rodriguez,batter,5
Emilio Bonifacio,Wilfredo Ledezma,batter,3
Emilio Bonifacio,Yusmeiro Petit,batter,9
Emilio Bonifacio,Zach Duke,batter,9
Emmanuel Burriss,Adam Wainwright,batter,3
Emmanuel Burriss,Chad Billingsley,batter,6
Emmanuel Burriss,Chad Gaudin,batter,3
Emmanuel Burriss,Chris Perez,batter,3
Emmanuel Burriss,Chris Young,batter,4
Emmanuel Burriss,Cory Wade,batter,3
Emmanuel Burriss,Daniel Cabrera,batter,2
Emmanuel Burriss,David Aardsma,batter,3
Emmanuel Burriss,Denny Stark,batter,3
Emmanuel Burriss,Doug Davis,batter,6
Emmanuel Burriss,Doug Slaten,batter,3
Emmanuel Burriss,Edward Mujica,batter,2
Emmanuel Burriss,Edwin Moreno,batter,3
Emmanuel Burriss,Eric O'Flaherty,batter,3
Emmanuel Burriss,Eric Stults,batter,20
Emmanuel Burriss,Esmerling Vasquez,batter,3
Emmanuel Burriss,Felix Hernandez,batter,3
Emmanuel Burriss,Guillermo Mota,batter,3
Emmanuel Burriss,Jason Grilli,batter,6
Emmanuel Burriss,Jason Hammel,batter,3
Emmanuel Burriss,Jason Marquis,batter,11
Emmanuel Burriss,Javier Vazquez,batter,3
Emmanuel Burriss,Jeff Samardzija,batter,2
Emmanuel Burriss,Jeff Suppan,batter,1
Emmanuel Burriss,Jeff Weaver,batter,3
Emmanuel Burriss,Joe Beimel,batter,3
Emmanuel Burriss,Joel Hanrahan,batter,3
Emmanuel Burriss,Joel Pineiro,batter,3
Emmanuel Burriss,Johan Santana,batter,3
Emmanuel Burriss,John Maine,batter,9
Emmanuel Burriss,Jon Garland,batter,3
Emmanuel Burriss,Jordan Zimmermann,batter,5
Emmanuel Burriss,Kenshin Kawakami,batter,9
Emmanuel Burriss,Kris Medlen,batter,6
Emmanuel Burriss,Mark Lowe,batter,2
Emmanuel Burriss,Matt Belisle,batter,3
Emmanuel Burriss,Ramon Troncoso,batter,3
Emmanuel Burriss,Ross Detwiler,batter,6
Emmanuel Burriss,Scott Elbert,batter,3
Emmanuel Burriss,Sean Marshall,batter,6
Emmanuel Burriss,Seth McClung,batter,2
Emmanuel Burriss,Shairon Martis,batter,2
Emmanuel Burriss,Shawn Hill,batter,5
Emmanuel Burriss,Ubaldo Jimenez,batter,4
Emmanuel Burriss,Vin Mazzaro,batter,2
Emmanuel Burriss,Will Ohman,batter,3
Endy Chavez,Andy Sonnanstine,batter,2
Endy Chavez,Bartolo Colon,batter,3
Endy Chavez,Bobby Seay,batter,3
Endy Chavez,Brad Bergesen,batter,6
Endy Chavez,Brad Ziegler,batter,9
Endy Chavez,Brett Anderson,batter,6
Endy Chavez,Brian Bass,batter,2
Endy Chavez,Dana Eveland,batter,2
Endy Chavez,Daniel Davidson,batter,3
Endy Chavez,Edwin Jackson,batter,6
Endy Chavez,Ervin Santana,batter,12
Endy Chavez,Fernando Rodney,batter,2
Endy Chavez,Francisco Liriano,batter,3
Endy Chavez,Glen Perkins,batter,3
Endy Chavez,Heath Bell,batter,3
Endy Chavez,James Shields,batter,3
Endy Chavez,Jason Bulger,batter,2
Endy Chavez,Jeff Niemann,batter,2
Endy Chavez,Jered Weaver,batter,19
Endy Chavez,Joe Saunders,batter,6
Endy Chavez,John Lackey,batter,6
Endy Chavez,Jon Garland,batter,3
Endy Chavez,Jonathan Papelbon,batter,3
Endy Chavez,Justin Speier,batter,3
Endy Chavez,Justin Verlander,batter,2
Endy Chavez,Kevin Slowey,batter,3
Endy Chavez,Koji Uehara,batter,3
Endy Chavez,Matt Cain,batter,3
Endy Chavez,Matt Palmer,batter,6
Endy Chavez,Michael Wuertz,batter,3
Endy Chavez,Nick Blackburn,batter,15
Endy Chavez,R.A. Dickey,batter,2
Endy Chavez,Rick Porcello,batter,3
Endy Chavez,Russ Springer,batter,9
Endy Chavez,Scott Baker,batter,3
Endy Chavez,Sean Gallagher,batter,3
Endy Chavez,Shane Loux,batter,12
Endy Chavez,Trevor Cahill,batter,9
Endy Chavez,Ubaldo Jimenez,batter,3
Enrique Gonzalez,Alex Rodriguez,pitcher,1
Enrique Gonzalez,Eric Hinske,pitcher,1
Enrique Gonzalez,Hideki Matsui,pitcher,1
Enrique Gonzalez,Johnny Damon,pitcher,1
Enrique Gonzalez,Mark Teixeira,pitcher,2
Enrique Gonzalez,Melky Cabrera,pitcher,2
Enrique Gonzalez,Nick Swisher,pitcher,6
Enrique Gonzalez,Robinson Cano,pitcher,3
Eric Bruntlett,Barry Zito,batter,6
Eric Bruntlett,Bobby Parnell,batter,3
Eric Bruntlett,Brian Tallet,batter,3
Eric Bruntlett,Cla Meredith,batter,3
Eric Bruntlett,Dan Meyer,batter,1
Eric Bruntlett,Eric Milton,batter,6
Eric Bruntlett,Graham Taylor,batter,8
Eric Bruntlett,Hideki Okajima,batter,1
Eric Bruntlett,Hiroki Kuroda,batter,2
Eric Bruntlett,Joe Beimel,batter,6
Eric Bruntlett,Johan Santana,batter,2
Eric Bruntlett,Josh Johnson,batter,3
Eric Bruntlett,Justin Masterson,batter,4
Eric Bruntlett,Michael Gonzalez,batter,6
Eric Bruntlett,Nelson Figueroa,batter,3
Eric Bruntlett,Oliver Perez,batter,7
Eric Bruntlett,Pat Misch,batter,3
Eric Bruntlett,Paul Janish,batter,6
Eric Bruntlett,Renyel Pinto,batter,3
Eric Bruntlett,Ross Ohlendorf,batter,6
Eric Bruntlett,Wilfredo Ledezma,batter,6
Eric Byrnes,Aaron Heilman,batter,12
Eric Byrnes,Andrew Bailey,batter,3
Eric Byrnes,Barry Zito,batter,3
Eric Byrnes,Bob Howry,batter,6
Eric Byrnes,Brad Penny,batter,3
Eric Byrnes,Brad Thompson,batter,3
Eric Byrnes,Brandon Medders,batter,3
Eric Byrnes,Brian Moehler,batter,2
Eric Byrnes,Bronson Arroyo,batter,12
Eric Byrnes,Buddy Carlyle,batter,3
Eric Byrnes,Burke Badenhop,batter,6
Eric Byrnes,David Aardsma,batter,3
Eric Byrnes,David Patton,batter,3
Eric Byrnes,Derek Lowe,batter,12
Eric Byrnes,Franklin Morales,batter,17
Eric Byrnes,Gil Meche,batter,3
Eric Byrnes,Glendon Rusch,batter,2
Eric Byrnes,Guillermo Mota,batter,2
Eric Byrnes,Hayden Penn,batter,3
Eric Byrnes,Jake Peavy,batter,3
Eric Byrnes,James McDonald,batter,1
Eric Byrnes,Jamey Wright,batter,3
Eric Byrnes,Jarrod Washburn,batter,3
Eric Byrnes,Javier Vazquez,batter,4
Eric Byrnes,Jeff Bennett,batter,3
Eric Byrnes,Jeff Fulchino,batter,6
Eric Byrnes,Jeff Stevens,batter,12
Eric Byrnes,Jeff Weaver,batter,3
Eric Byrnes,John Lannan,batter,9
Eric Byrnes,Jonathan Sanchez,batter,3
Eric Byrnes,Jorge De La Rosa,batter,10
Eric Byrnes,Josh Johnson,batter,3
Eric Byrnes,Josh Outman,batter,6
Eric Byrnes,Juan Carlos Oviedo,batter,2
Eric Byrnes,Julian Tavarez,batter,3
Eric Byrnes,Justin Miller,batter,12
Eric Byrnes,Kenshin Kawakami,batter,6
Eric Byrnes,Kevin Correia,batter,3
Eric Byrnes,Kyle McClellan,batter,2
Eric Byrnes,Luis Perdomo,batter,8
Eric Byrnes,Manny Parra,batter,6
Eric Byrnes,Matt Cain,batter,2
Eric Byrnes,Matt Harrison,batter,3
Eric Byrnes,Michael Wuertz,batter,2
Eric Byrnes,Mitch Stetter,batter,6
Eric Byrnes,Ramon Troncoso,batter,3
Eric Byrnes,Randy Wells,batter,3
Eric Byrnes,Ron Mahay,batter,12
Eric Byrnes,Ryan Webb,batter,6
Eric Byrnes,Scott Feldman,batter,1
Eric Byrnes,Scott Olsen,batter,18
Eric Byrnes,Shairon Martis,batter,3
Eric Byrnes,Ted Lilly,batter,2
Eric Byrnes,Tim Lincecum,batter,9
Eric Byrnes,Tom Gorzelanny,batter,3
Eric Byrnes,Trever Miller,batter,12
Eric Byrnes,Wade LeBlanc,batter,12
Eric Chavez,Jason Bulger,batter,6
Eric Chavez,Joe Saunders,batter,3
Eric Chavez,Roy Corcoran,batter,2
Eric Chavez,Ryan Rowland-Smith,batter,3
Eric Hacker,Brandon Phillips,pitcher,1
Eric Hacker,Drew Sutton,pitcher,2
Eric Hacker,Joey Votto,pitcher,1
Eric Hacker,Kevin Barker,pitcher,6
Eric Hacker,Kosuke Fukudome,pitcher,2
Eric Hacker,Laynce Nix,pitcher,1
Eric Hacker,Paul Janish,pitcher,1
Eric Hacker,Ryan Dempster,pitcher,1
Eric Hinske,Brad Penny,batter,6
Eric Hinske,Braden Looper,batter,3
Eric Hinske,Casey Janssen,batter,3
Eric Hinske,Chris Ray,batter,12
Eric Hinske,Cla Meredith,batter,3
Eric Hinske,Cliff Lee,batter,2
Eric Hinske,D.J. Carrasco,batter,12
Eric Hinske,Darren Oliver,batter,12
Eric Hinske,Dave Bush,batter,7
Eric Hinske,David Hernandez,batter,12
Eric Hinske,David Huff,batter,2
Eric Hinske,Derek Lowe,batter,8
Eric Hinske,Dontrelle Willis,batter,6
Eric Hinske,Doug Fister,batter,3
Eric Hinske,Frankie De La Cruz,batter,5
Eric Hinske,J.J. Putz,batter,2
Eric Hinske,James Parr,batter,6
Eric Hinske,Jared Burton,batter,3
Eric Hinske,Jason Berken,batter,12
Eric Hinske,Jason Bulger,batter,2
Eric Hinske,Jason Marquis,batter,3
Eric Hinske,Jason Motte,batter,6
Eric Hinske,Jeff Niemann,batter,3
Eric Hinske,Jered Weaver,batter,12
Eric Hinske,Jeremy Accardo,batter,1
Eric Hinske,Jeremy Guthrie,batter,2
Eric Hinske,Jesse Carlson,batter,6
Eric Hinske,Jose Valverde,batter,3
Eric Hinske,Josh Geer,batter,3
Eric Hinske,Junichi Tazawa,batter,3
Eric Hinske,Justin Speier,batter,1
Eric Hinske,Kevin Correia,batter,7
Eric Hinske,Kyle Farnsworth,batter,3
Eric Hinske,Kyle Lohse,batter,6
Eric Hinske,LaTroy Hawkins,batter,6
Eric Hinske,Lance Cormier,batter,2
Eric Hinske,Livan Hernandez,batter,9
Eric Hinske,Luke Hochevar,batter,3
Eric Hinske,Manny Corpas,batter,3
Eric Hinske,Manny Delcarmen,batter,2
Eric Hinske,Mark Buehrle,batter,6
Eric Hinske,Matt Daley,batter,2
Eric Hinske,Matt Herges,batter,3
Eric Hinske,Michael Bowden,batter,2
Eric Hinske,Mike Hampton,batter,3
Eric Hinske,Mike Lincoln,batter,2
Eric Hinske,Mitchell Boggs,batter,3
Eric Hinske,Nick Blackburn,batter,6
Eric Hinske,Octavio Dotel,batter,12
Eric Hinske,Peter Moylan,batter,3
Eric Hinske,Ramon E Ramirez,batter,8
Eric Hinske,Ramon Pena,batter,2
Eric Hinske,Randy Williams,batter,2
Eric Hinske,Ricky Romero,batter,15
Eric Hinske,Roman Colon,batter,2
Eric Hinske,Roy Halladay,batter,2
Eric Hinske,Sean Henn,batter,2
Eric Hinske,Shawn Camp,batter,3
Eric Hinske,Shawn Hill,batter,1
Eric Hinske,Tim Byrdak,batter,3
Eric Hinske,Trever Miller,batter,3
Eric Hinske,Vin Mazzaro,batter,3
Eric Hinske,Wandy Rodriguez,batter,8
Eric Hinske,Yovani Gallardo,batter,2
Eric Hinske,Zach Miner,batter,2
Eric Milton,Aaron Cook,pitcher,6
Eric Milton,Adrian Beltre,pitcher,3
Eric Milton,Alfonso Soriano,pitcher,7
Eric Milton,Andrew Miller,pitcher,7
Eric Milton,Bobby Scales,pitcher,1
Eric Milton,Chase Utley,pitcher,1
Eric Milton,Chris Coghlan,pitcher,2
Eric Milton,Chris Coste,pitcher,1
Eric Milton,Clint Barmes,pitcher,1
Eric Milton,Cody Ross,pitcher,1
Eric Milton,Derrek Lee,pitcher,2
Eric Milton,Dexter Fowler,pitcher,4
Eric Milton,Emilio Bonifacio,pitcher,8
Eric Milton,Felix Hernandez,pitcher,12
Eric Milton,Franklin Gutierrez,pitcher,2
Eric Milton,Garrett Atkins,pitcher,1
Eric Milton,Geovany Soto,pitcher,2
Eric Milton,Ichiro Suzuki,pitcher,1
Eric Milton,Jake Fox,pitcher,6
Eric Milton,Jamie Moyer,pitcher,6
Eric Milton,Jayson Werth,pitcher,6
Eric Milton,Jeremy Hermida,pitcher,2
Eric Milton,Jimmy Rollins,pitcher,3
Eric Milton,John Baker,pitcher,6
Eric Milton,Jorge Cantu,pitcher,1
Eric Milton,Ken Griffey,pitcher,7
Eric Milton,Matt Murton,pitcher,1
Eric Milton,Mike Fontenot,pitcher,2
Eric Milton,Milton Bradley,pitcher,7
Eric Milton,Pedro Feliz,pitcher,1
Eric Milton,Raul Ibanez,pitcher,4
Eric Milton,Rob Johnson,pitcher,7
Eric Milton,Ronny Cedeno,pitcher,7
Eric Milton,Russell Branyan,pitcher,12
Eric Milton,Ryan Howard,pitcher,6
Eric Milton,Ryan Spilborghs,pitcher,1
Eric Milton,Ryan Theriot,pitcher,1
Eric Milton,Sean Marshall,batter,1
Eric Milton,Sean Marshall,pitcher,6
Eric Milton,Todd Helton,pitcher,12
Eric Milton,Troy Tulowitzki,pitcher,2
Eric Milton,Yorvit Torrealba,pitcher,2
Eric O'Flaherty,Aaron Cook,pitcher,6
Eric O'Flaherty,Adam Dunn,pitcher,7
Eric O'Flaherty,Adam Lind,pitcher,6
Eric O'Flaherty,Alberto Gonzalez,pitcher,1
Eric O'Flaherty,Anderson Hernandez,pitcher,7
Eric O'Flaherty,Andre Ethier,pitcher,2
Eric O'Flaherty,Andrew Mccutchen,pitcher,1
Eric O'Flaherty,Angel Pagan,pitcher,1
Eric O'Flaherty,Aubrey Huff,pitcher,6
Eric O'Flaherty,Augie Ojeda,pitcher,2
Eric O'Flaherty,Ben Francisco,pitcher,6
Eric O'Flaherty,Bobby Scales,pitcher,2
Eric O'Flaherty,Brad Hawpe,pitcher,15
Eric O'Flaherty,Brandon Phillips,pitcher,2
Eric O'Flaherty,Brett Gardner,pitcher,1
Eric O'Flaherty,Cameron Maybin,pitcher,1
Eric O'Flaherty,Carlos Beltran,pitcher,1
Eric O'Flaherty,Carlos Delgado,pitcher,2
Eric O'Flaherty,Carlos Lee,pitcher,1
Eric O'Flaherty,Chase Utley,pitcher,12
Eric O'Flaherty,Chris Coghlan,pitcher,2
Eric O'Flaherty,Cody Ross,pitcher,6
Eric O'Flaherty,Corey Hart,pitcher,1
Eric O'Flaherty,Cristian Guzman,pitcher,7
Eric O'Flaherty,Dan Uggla,pitcher,2
Eric O'Flaherty,Daniel Murphy,pitcher,14
Eric O'Flaherty,Darin Erstad,pitcher,6
Eric O'Flaherty,David Ortiz,pitcher,2
Eric O'Flaherty,Elijah Dukes,pitcher,2
Eric O'Flaherty,Emilio Bonifacio,pitcher,6
Eric O'Flaherty,Everth Cabrera,pitcher,1
Eric O'Flaherty,Felipe Lopez,pitcher,2
Eric O'Flaherty,Fernando Tatis,pitcher,6
Eric O'Flaherty,Fred Lewis,pitcher,8
Eric O'Flaherty,Garrett Atkins,pitcher,6
Eric O'Flaherty,Gary Sheffield,pitcher,1
Eric O'Flaherty,Geoff Blum,pitcher,1
Eric O'Flaherty,Geovany Soto,pitcher,1
Eric O'Flaherty,Gerardo Parra,pitcher,2
Eric O'Flaherty,Ivan Rodriguez,pitcher,1
Eric O'Flaherty,Jamie Moyer,pitcher,6
Eric O'Flaherty,Jason Bay,pitcher,1
Eric O'Flaherty,Jay Bruce,pitcher,6
Eric O'Flaherty,Jayson Werth,pitcher,6
Eric O'Flaherty,Jeff Francoeur,pitcher,1
Eric O'Flaherty,Jeff Keppinger,pitcher,1
Eric O'Flaherty,Jeremy Hermida,pitcher,3
Eric O'Flaherty,Jimmy Rollins,pitcher,12
Eric O'Flaherty,Joey Votto,pitcher,6
Eric O'Flaherty,John Baker,pitcher,2
Eric O'Flaherty,John Bowker,pitcher,6
Eric O'Flaherty,Johnny Damon,pitcher,6
Eric O'Flaherty,Jorge Posada,pitcher,2
Eric O'Flaherty,Jose Reyes,pitcher,1
Eric O'Flaherty,Josh Thole,pitcher,3
Eric O'Flaherty,Juan Pierre,pitcher,1
Eric O'Flaherty,Lance Berkman,pitcher,1
Eric O'Flaherty,Laynce Nix,pitcher,1
Eric O'Flaherty,Luis Castillo,pitcher,2
Eric O'Flaherty,Mark Kotsay,pitcher,2
Eric O'Flaherty,Mark Teixeira,pitcher,1
Eric O'Flaherty,Mat Gamel,pitcher,7
Eric O'Flaherty,Matt Stairs,pitcher,1
Eric O'Flaherty,Melvin Mora,pitcher,1
Eric O'Flaherty,Michael Bourn,pitcher,3
Eric O'Flaherty,Mike Cameron,pitcher,1
Eric O'Flaherty,Mike Morse,pitcher,6
Eric O'Flaherty,Nick Johnson,pitcher,8
