,winner,loser,who_won,score
0,A. j. Ellis,Bobby Cassevah,batter,1
1,A. j. Ellis,Daniel Hudson,batter,1
2,A. j. Ellis,Daniel Schlereth,batter,2
3,A. j. Ellis,Josh Spence,batter,3
4,A. j. Ellis,Samuel Deduno,batter,2
5,A. j. Ellis,Scott Linebrink,batter,3
6,A. j. Ellis,Tom Gorzelanny,batter,3
7,A. j. Pierzynski,Alex Burnett,batter,6
8,A. j. Pierzynski,Blake Wood,batter,3
9,A. j. Pierzynski,Brad Bergesen,batter,3
10,A. j. Pierzynski,Brandon Morrow,batter,3
11,A. j. Pierzynski,Bruce Chen,batter,2
12,A. j. Pierzynski,CC Sabathia,batter,6
13,A. j. Pierzynski,Carl Pavano,batter,3
14,A. j. Pierzynski,Colby Lewis,batter,3
15,A. j. Pierzynski,Dan Haren,batter,3
16,A. j. Pierzynski,David Purcey,batter,2
17,A. j. Pierzynski,Ivan Nova,batter,2
18,A. j. Pierzynski,Jake McGee,batter,6
19,A. j. Pierzynski,Jeff Samardzija,batter,3
20,A. j. Pierzynski,Joel Pineiro,batter,6
21,A. j. Pierzynski,Joey Devine,batter,6
22,A. j. Pierzynski,Josh Collmenter,batter,6
23,A. j. Pierzynski,Lance Cormier,batter,6
24,A. j. Pierzynski,Louis Coleman,batter,12
25,A. j. Pierzynski,Max Scherzer,batter,3
26,A. j. Pierzynski,Michael Pineda,batter,6
27,A. j. Pierzynski,Randy Wells,batter,3
28,A. j. Pierzynski,Tim Wakefield,batter,12
29,A.J. Burnett,A. j. Pierzynski,pitcher,2
30,A.J. Burnett,Adam Jones,pitcher,1
31,A.J. Burnett,Adrian Gonzalez,pitcher,2
32,A.J. Burnett,Alcides Escobar,pitcher,6
33,A.J. Burnett,Carlos Santana,pitcher,1
34,A.J. Burnett,Chris Getz,pitcher,1
35,A.J. Burnett,Conor Jackson,pitcher,1
36,A.J. Burnett,Cord Phelps,pitcher,1
37,A.J. Burnett,Jack Hannahan,pitcher,1
38,A.J. Burnett,Jarrod Dyson,pitcher,1
39,A.J. Burnett,Jonathan Lucroy,pitcher,1
40,A.J. Burnett,Kevin Kouzmanoff,pitcher,1
41,A.J. Burnett,Kurt Suzuki,pitcher,1
42,A.J. Burnett,Mark Ellis,pitcher,1
43,A.J. Burnett,Mat Gamel,pitcher,1
44,A.J. Burnett,Matt Wieters,pitcher,6
45,A.J. Burnett,Michael Brantley,pitcher,1
46,A.J. Burnett,Nolan Reimold,pitcher,6
47,A.J. Burnett,Orlando Cabrera,pitcher,6
48,A.J. Burnett,Paul Konerko,pitcher,1
49,A.J. Burnett,Ramon Santiago,pitcher,1
50,A.J. Burnett,Robert Andino,pitcher,1
51,A.J. Burnett,Ruben Tejada,pitcher,6
52,A.J. Burnett,Scott Sizemore,pitcher,6
53,A.J. Burnett,Sean Rodriguez,pitcher,1
54,A.J. Burnett,Shin-soo Choo,pitcher,1
55,A.J. Burnett,Travis Buck,pitcher,6
56,A.J. Burnett,Troy Tulowitzki,pitcher,1
57,A.J. Burnett,Yuniesky Betancourt,pitcher,1
58,Aaron Cook,Andres Torres,pitcher,6
59,Aaron Cook,Brandon Belt,pitcher,6
60,Aaron Cook,Eugenio Velez,pitcher,2
61,Aaron Cook,Gaby Sanchez,pitcher,1
62,Aaron Cook,Greg Dobbs,pitcher,1
63,Aaron Cook,Ian Desmond,pitcher,1
64,Aaron Cook,John Buck,pitcher,6
65,Aaron Cook,John Lannan,pitcher,1
66,Aaron Cook,Pablo Sandoval,pitcher,1
67,Aaron Cook,Rod Barajas,pitcher,1
68,Aaron Cook,Tony Gwynn,pitcher,1
69,Aaron Crow,Adam Dunn,pitcher,1
70,Aaron Crow,Bobby Abreu,pitcher,1
71,Aaron Crow,Brent Lillibridge,pitcher,1
72,Aaron Crow,Brent Morel,pitcher,6
73,Aaron Crow,Carlos Quentin,pitcher,1
74,Aaron Crow,Carlos Santana,pitcher,1
75,Aaron Crow,David Murphy,pitcher,1
76,Aaron Crow,Eduardo Nunez,pitcher,1
77,Aaron Crow,Erick Aybar,pitcher,6
78,Aaron Crow,Jason Varitek,pitcher,6
79,Aaron Crow,Jhonny Peralta,pitcher,2
80,Aaron Crow,Josh Reddick,pitcher,1
81,Aaron Crow,Mark Teixeira,pitcher,1
82,Aaron Crow,Miguel Cabrera,pitcher,1
83,Aaron Crow,Nick Swisher,pitcher,1
84,Aaron Crow,Paul Konerko,pitcher,12
85,Aaron Crow,Russell Martin,pitcher,7
86,Aaron Crow,Ryan Lavarnway,pitcher,6
87,Aaron Crow,Ryan Raburn,pitcher,1
88,Aaron Crow,Shin-soo Choo,pitcher,6
89,Aaron Crow,Torii Hunter,pitcher,12
90,Aaron Crow,Vernon Wells,pitcher,9
91,Aaron Crow,Victor Martinez,pitcher,1
92,Aaron Cunningham,Dillon Gee,batter,6
93,Aaron Cunningham,Jason Grilli,batter,12
94,Aaron Cunningham,Javier Lopez,batter,6
95,Aaron Cunningham,Jonathon Niese,batter,6
96,Aaron Cunningham,Matt Guerrier,batter,9
97,Aaron Cunningham,Rex Brothers,batter,3
98,Aaron Cunningham,Ted Lilly,batter,6
99,Aaron Harang,Aubrey Huff,pitcher,6
100,Aaron Harang,Chris Iannetta,pitcher,1
101,Aaron Harang,Chris Narveson,pitcher,1
102,Aaron Harang,Chris Young,pitcher,1
103,Aaron Harang,Cody Ross,pitcher,2
104,Aaron Harang,Colby Rasmus,pitcher,1
105,Aaron Harang,Corey Hart,pitcher,1
106,Aaron Harang,Craig Counsell,pitcher,6
107,Aaron Harang,James Loney,pitcher,2
108,Aaron Harang,Jeff Keppinger,pitcher,1
109,Aaron Harang,Jon Jay,pitcher,1
110,Aaron Harang,Josh Wilson,pitcher,1
111,Aaron Harang,Juan Miranda,pitcher,6
112,Aaron Harang,Juan Rivera,pitcher,1
113,Aaron Harang,Kevin Kouzmanoff,pitcher,1
114,Aaron Harang,Michael Bourn,pitcher,1
115,Aaron Harang,Pat Burrell,pitcher,1
116,Aaron Harang,Russ Mitchell,pitcher,1
