,winner,loser,score
0,A.J. Minter,Aaron Barrett,0
1,A.J. Minter,Aaron Brooks,0
2,A.J. Minter,Aaron Nola,0
3,A.J. Minter,Aaron Sanchez,0
4,A.J. Minter,Adalberto Mejia,0
5,A.J. Minter,Adam Morgan,0
6,A.J. Minter,Adam Ottavino,0
7,A.J. Minter,Adam Warren,0
8,A.J. Minter,Adrian Houser,0
9,A.J. Minter,Adrian Morejon,0
10,A.J. Minter,Alec Mills,0
11,A.J. Minter,Alex McRae,0
12,A.J. Minter,Alex Reyes,0
13,A.J. Minter,Alex Wilson,0
14,A.J. Minter,Alex Wood,0
15,A.J. Minter,Allen Webster,0
16,A.J. Minter,Amir Garrett,0
17,A.J. Minter,Andrew Cashner,0
18,A.J. Minter,Andrew Kittredge,0
19,A.J. Minter,Andrew Miller,0
20,A.J. Minter,Andrew Suarez,0
21,A.J. Minter,Anthony Bass,0
22,A.J. Minter,Anthony DeSclafani,0
23,A.J. Minter,Anthony Swarzak,0
24,A.J. Minter,Archie Bradley,0
25,A.J. Minter,Ariel Jurado,0
26,A.J. Minter,Arodys Vizcaino,0
27,A.J. Minter,Austin Adams,0
28,A.J. Minter,Austin Pruitt,0
29,A.J. Minter,Ben Heller,0
30,A.J. Minter,Blaine Hardy,0
31,A.J. Minter,Brad Brach,0
32,A.J. Minter,Brad Hand,0
33,A.J. Minter,Brad Keller,0
34,A.J. Minter,Brad Peacock,0
35,A.J. Minter,Brandon Woodruff,0
36,A.J. Minter,Brent Suter,0
37,A.J. Minter,Brett Martin,0
38,A.J. Minter,Brian Flynn,0
39,A.J. Minter,Brian Johnson,0
40,A.J. Minter,Brock Burke,0
41,A.J. Minter,Brock Stewart,0
42,A.J. Minter,Bryse Wilson,0
43,A.J. Minter,Burch Smith,0
44,A.J. Minter,Cal Quantrill,0
45,A.J. Minter,Carl Edwards Jr.,0
46,A.J. Minter,Carlos Carrasco,0
47,A.J. Minter,Carlos Estevez,0
48,A.J. Minter,Carlos Martinez,0
49,A.J. Minter,Carlos Torres,0
50,A.J. Minter,Chad Bettis,0
51,A.J. Minter,Chad Sobotka,0
52,A.J. Minter,Chance Adams,0
53,A.J. Minter,Charlie Morton,0
54,A.J. Minter,Chase Anderson,0
55,A.J. Minter,Chaz Roe,0
56,A.J. Minter,Chi Chi Gonzalez,0
57,A.J. Minter,Chris Archer,0
58,A.J. Minter,Chris Flexen,0
59,A.J. Minter,Chris Sale,0
60,A.J. Minter,Chris Stratton,0
61,A.J. Minter,Clay Buchholz,0
62,A.J. Minter,Clayton Richard,0
63,A.J. Minter,Cody Reed,0
64,A.J. Minter,Cole Hamels,0
65,A.J. Minter,Collin McHugh,0
66,A.J. Minter,Connor Sadzeck,0
67,A.J. Minter,Corbin Burnes,0
68,A.J. Minter,Cy Sneed,0
69,A.J. Minter,Dallas Keuchel,0
70,A.J. Minter,Dan Jennings,0
71,A.J. Minter,Dan Straily,0
72,A.J. Minter,Dan Winkler,0
73,A.J. Minter,Daniel Hudson,0
74,A.J. Minter,Daniel Mengden,0
75,A.J. Minter,Daniel Norris,0
76,A.J. Minter,Daniel Robertson,0
77,A.J. Minter,Danny Duffy,0
78,A.J. Minter,Danny Hultzen,0
79,A.J. Minter,David Hale,0
80,A.J. Minter,David Hernandez,0
81,A.J. Minter,David Hess,0
82,A.J. Minter,David Phelps,0
83,A.J. Minter,David Price,0
84,A.J. Minter,Dennis Santana,0
85,A.J. Minter,Dereck Rodriguez,0
86,A.J. Minter,Devin Williams,0
87,A.J. Minter,Dillon Maples,0
88,A.J. Minter,Dillon Peters,0
89,A.J. Minter,Dinelson Lamet,0
90,A.J. Minter,Domingo German,0
91,A.J. Minter,Dominic Leone,0
92,A.J. Minter,Drew Anderson,0
93,A.J. Minter,Drew Pomeranz,0
94,A.J. Minter,Drew VerHagen,0
95,A.J. Minter,Duane Underwood Jr.,0
96,A.J. Minter,Dylan Bundy,0
97,A.J. Minter,Dylan Cease,0
98,A.J. Minter,Dylan Covey,0
99,A.J. Minter,Edgar Garcia,0
100,A.J. Minter,Eduardo Jimenez,0
101,A.J. Minter,Eduardo Rodriguez,0
102,A.J. Minter,Edwin Jackson,0
103,A.J. Minter,Elieser Hernandez,0
104,A.J. Minter,Enderson Franco,0
105,A.J. Minter,Erasmo Ramirez,0
106,A.J. Minter,Eric Skoglund,0
107,A.J. Minter,Ervin Santana,0
108,A.J. Minter,Evan Phillips,0
109,A.J. Minter,Felipe Vazquez,0
110,A.J. Minter,Felix Pena,0
111,A.J. Minter,Fernando Abad,0
112,A.J. Minter,Fernando Rodney,0
113,A.J. Minter,Fernando Romero,0
114,A.J. Minter,Framber Valdez,0
115,A.J. Minter,Francisco Liriano,0
116,A.J. Minter,Frankie Montas,0
117,A.J. Minter,Gabe Speier,0
118,A.J. Minter,Garrett Richards,0
119,A.J. Minter,Genesis Cabrera,0
120,A.J. Minter,German Marquez,0
121,A.J. Minter,Gerrit Cole,0
122,A.J. Minter,Gio Gonzalez,0
123,A.J. Minter,Hansel Robles,0
124,A.J. Minter,Heath Fillmyer,0
125,A.J. Minter,Hector Neris,0
126,A.J. Minter,Hector Noesi,0
127,A.J. Minter,Hector Rondon,0
128,A.J. Minter,Hernan Perez,0
129,A.J. Minter,Homer Bailey,0
130,A.J. Minter,Hunter Strickland,0
131,A.J. Minter,Hyun Jin Ryu,0
132,A.J. Minter,Ivan Nova,0
133,A.J. Minter,J.A. Happ,0
134,A.J. Minter,J.B. Wendelken,0
135,A.J. Minter,JB Shuck,0
136,A.J. Minter,Jace Fry,0
137,A.J. Minter,Jack Flaherty,0
138,A.J. Minter,Jacob Waguespack,0
139,A.J. Minter,Jacob deGrom,0
140,A.J. Minter,Jaime Barria,0
141,A.J. Minter,Jairo Diaz,0
142,A.J. Minter,Jake Jewell,0
143,A.J. Minter,Jake Newberry,0
144,A.J. Minter,Jake Petricka,0
145,A.J. Minter,Jalen Beeks,0
146,A.J. Minter,James Hoyt,0
147,A.J. Minter,James Norwood,0
148,A.J. Minter,Jameson Taillon,0
149,A.J. Minter,Jandel Gustave,0
150,A.J. Minter,Jason Vargas,0
151,A.J. Minter,Javy Guerra,0
152,A.J. Minter,Jeff Samardzija,0
153,A.J. Minter,Jefry Rodriguez,0
154,A.J. Minter,Jerad Eickhoff,0
155,A.J. Minter,Jeremy Jeffress,0
156,A.J. Minter,Jesse Chavez,0
157,A.J. Minter,Jesse Hahn,0
158,A.J. Minter,Jesus Luzardo,0
159,A.J. Minter,Jhoulys Chacin,0
160,A.J. Minter,Jimmy Yacabonis,0
161,A.J. Minter,Joakim Soria,0
162,A.J. Minter,Joe Biagini,0
163,A.J. Minter,Joe Kelly,0
164,A.J. Minter,Joel Kuhnel,0
165,A.J. Minter,Joel Payamps,0
166,A.J. Minter,John Gant,0
167,A.J. Minter,John Schreiber,0
168,A.J. Minter,Johnny Cueto,0
169,A.J. Minter,Jon Duplantier,0
170,A.J. Minter,Jon Gray,0
171,A.J. Minter,Jonathan Loaisiga,0
172,A.J. Minter,Jordan Lyles,0
173,A.J. Minter,Jordan Montgomery,0
174,A.J. Minter,Jordan Yamamoto,0
175,A.J. Minter,Jordan Zimmermann,0
176,A.J. Minter,Jorge Lopez,0
177,A.J. Minter,Jose Alvarez,0
178,A.J. Minter,Jose Berrios,0
179,A.J. Minter,Jose Cisnero,0
180,A.J. Minter,Jose De Leon,0
181,A.J. Minter,Jose Leclerc,0
182,A.J. Minter,Jose Manuel Fernandez,0
183,A.J. Minter,Jose Osuna,0
184,A.J. Minter,Jose Rodriguez,0
185,A.J. Minter,Jose Urena,0
186,A.J. Minter,Josh A. Smith,0
187,A.J. Minter,Josh Hader,0
188,A.J. Minter,Josh Osich,0
189,A.J. Minter,Josh Staumont,0
190,A.J. Minter,Josh Taylor,0
191,A.J. Minter,Juan Nicasio,0
192,A.J. Minter,Julio Teheran,0
193,A.J. Minter,Julio Urias,0
194,A.J. Minter,Junior Guerra,0
195,A.J. Minter,Justin Anderson,0
196,A.J. Minter,Justin Miller,0
197,A.J. Minter,Kelvin Herrera,0
198,A.J. Minter,Ken Giles,0
199,A.J. Minter,Kenta Maeda,0
200,A.J. Minter,Kyle Crick,0
201,A.J. Minter,Kyle Freeland,0
202,A.J. Minter,Kyle Gibson,0
203,A.J. Minter,Kyle Wright,0
204,A.J. Minter,Lance Lynn,0
205,A.J. Minter,Liam Hendriks,0
206,A.J. Minter,Logan Webb,0
207,A.J. Minter,Lou Trivino,0
208,A.J. Minter,Luis Avilan,0
209,A.J. Minter,Luis Castillo,0
210,A.J. Minter,Luis Cessa,0
211,A.J. Minter,Luis Escobar,0
212,A.J. Minter,Luis Garcia,0
213,A.J. Minter,Luis Ortiz,0
214,A.J. Minter,Luis Perdomo,0
215,A.J. Minter,Luke Bard,0
216,A.J. Minter,Luke Gregerson,0
217,A.J. Minter,Luke Weaver,0
218,A.J. Minter,Marcus Stroman,0
219,A.J. Minter,Martin Perez,0
220,A.J. Minter,Matt Andriese,0
221,A.J. Minter,Matt Bowman,0
222,A.J. Minter,Matt Festa,0
223,A.J. Minter,Matt Harvey,0
224,A.J. Minter,Matt Shoemaker,0
225,A.J. Minter,Matt Strahm,0
226,A.J. Minter,Matt Wisler,0
227,A.J. Minter,Matthew Boyd,0
228,A.J. Minter,Max Fried,0
229,A.J. Minter,Michael Lorenzen,0
230,A.J. Minter,Michael Pineda,0
231,A.J. Minter,Michael Wacha,0
232,A.J. Minter,Mike Dunn,0
233,A.J. Minter,Mike Fiers,0
234,A.J. Minter,Mike Foltynewicz,0
235,A.J. Minter,Mike Morin,0
236,A.J. Minter,Mike Soroka,0
237,A.J. Minter,Miles Mikolas,0
238,A.J. Minter,Nate Jones,0
239,A.J. Minter,Nestor Cortes,0
240,A.J. Minter,Nick Kingham,0
241,A.J. Minter,Nick Pivetta,0
242,A.J. Minter,Nick Tropeano,0
243,A.J. Minter,Nick Vincent,0
244,A.J. Minter,Pablo Lopez,0
245,A.J. Minter,Patrick Corbin,0
246,A.J. Minter,Paul Blackburn,0
247,A.J. Minter,Pedro Araujo,0
248,A.J. Minter,Pedro Avila,0
249,A.J. Minter,Pedro Baez,0
250,A.J. Minter,Pedro Strop,0
251,A.J. Minter,Peter Lambert,0
252,A.J. Minter,R.J. Alaniz,0
253,A.J. Minter,Rafael Montero,0
254,A.J. Minter,Randy Rosario,0
255,A.J. Minter,Ranger Suarez,0
256,A.J. Minter,Ricardo Pinto,0
257,A.J. Minter,Rich Hill,0
258,A.J. Minter,Richard Rodriguez,0
259,A.J. Minter,Rick Porcello,0
260,A.J. Minter,Robbie Erlin,0
261,A.J. Minter,Robbie Ray,0
262,A.J. Minter,Robert Dugger,0
263,A.J. Minter,Roberto Osuna,0
264,A.J. Minter,Roenis Elias,0
265,A.J. Minter,Ronald Bolanos,0
266,A.J. Minter,Rookie Davis,0
267,A.J. Minter,Ryan Brasier,0
268,A.J. Minter,Ryan Carpenter,0
269,A.J. Minter,Sal Romano,0
270,A.J. Minter,Sam Tuivailala,0
271,A.J. Minter,Scott Barlow,0
272,A.J. Minter,Sean Reid-Foley,0
273,A.J. Minter,Seranthony Dominguez,0
274,A.J. Minter,Seth Lugo,0
275,A.J. Minter,Shane Greene,0
276,A.J. Minter,Shaun Anderson,0
277,A.J. Minter,Shelby Miller,0
278,A.J. Minter,Sonny Gray,0
279,A.J. Minter,Stephen Nogosek,0
280,A.J. Minter,Stephen Strasburg,0
281,A.J. Minter,Steven Brault,0
282,A.J. Minter,Steven Wright,0
283,A.J. Minter,Tanner Roark,0
284,A.J. Minter,Tanner Scott,0
285,A.J. Minter,Taylor Clarke,0
286,A.J. Minter,Taylor Rogers,0
287,A.J. Minter,Taylor Williams,0
288,A.J. Minter,Tayron Guerrero,0
289,A.J. Minter,Thomas Eshelman,0
290,A.J. Minter,Tim Mayza,0
291,A.J. Minter,Tim Peterson,0
292,A.J. Minter,Tommy Hunter,0
293,A.J. Minter,Trent Thornton,0
294,A.J. Minter,Trevor Bauer,0
295,A.J. Minter,Trevor May,0
296,A.J. Minter,Trevor Rosenthal,0
297,A.J. Minter,Tyler Alexander,0
298,A.J. Minter,Tyler Anderson,0
299,A.J. Minter,Tyler Chatwood,0
300,A.J. Minter,Tyler Clippard,0
301,A.J. Minter,Tyler Webb,0
302,A.J. Minter,Tyson Ross,0
303,A.J. Minter,Victor Arano,0
304,A.J. Minter,Vince Velasquez,0
305,A.J. Minter,Wade LeBlanc,0
306,A.J. Minter,Wade Miley,0
307,A.J. Minter,Walker Buehler,0
308,A.J. Minter,Wandy Peralta,0
309,A.J. Minter,Wei-Yin Chen,0
310,A.J. Minter,Wily Peralta,0
311,A.J. Minter,Yacksel Rios,0
312,A.J. Minter,Yefry Ramirez,0
313,A.J. Minter,Yency Almonte,0
314,A.J. Minter,Yimi Garcia,0
315,A.J. Minter,Yu Darvish,0
316,A.J. Minter,Zac Gallen,0
317,A.J. Minter,Zac Reininger,0
318,A.J. Minter,Zac Rosscup,0
319,A.J. Minter,Zach Davies,0
320,A.J. Minter,Zach Eflin,0
321,A.J. Minter,Zack Greinke,0
322,A.J. Minter,Zack Wheeler,0
323,Aaron Barrett,A.J. Minter,0
324,Aaron Barrett,Aaron Brooks,0
325,Aaron Barrett,Aaron Nola,0
326,Aaron Barrett,Aaron Sanchez,0
327,Aaron Barrett,Adalberto Mejia,0
