,winner,loser,score
0,A.J. Burnett,Aaron Cook,22
1,A.J. Burnett,Aaron Harang,6
2,A.J. Burnett,Aaron Laffey,35
3,A.J. Burnett,Adam Eaton,26
4,A.J. Burnett,Adam Wainwright,1
5,A.J. Burnett,Alfredo Aceves,3
6,A.J. Burnett,Alfredo Figaro,0
7,A.J. Burnett,Alfredo Simon,2
8,A.J. Burnett,Andrew Miller,38
9,A.J. Burnett,Andy Pettitte,85
10,A.J. Burnett,Andy Sonnanstine,46
11,A.J. Burnett,Anibal Sanchez,0
12,A.J. Burnett,Anthony Claggett,0
13,A.J. Burnett,Anthony Lerew,4
14,A.J. Burnett,Anthony Ortega,0
15,A.J. Burnett,Anthony Reyes,30
16,A.J. Burnett,Anthony Swarzak,27
17,A.J. Burnett,Antonio Bastardo,2
18,A.J. Burnett,Armando Gabino,8
19,A.J. Burnett,Armando Galarraga,41
20,A.J. Burnett,Barry Zito,33
21,A.J. Burnett,Bartolo Colon,40
22,A.J. Burnett,Billy Buckner,0
23,A.J. Burnett,Blaine Boyer,7
24,A.J. Burnett,Bobby Parnell,6
25,A.J. Burnett,Brad Bergesen,56
26,A.J. Burnett,Brad Kilby,15
27,A.J. Burnett,Brad Mills,6
28,A.J. Burnett,Brad Penny,71
29,A.J. Burnett,Brad Thompson,0
30,A.J. Burnett,Braden Looper,18
31,A.J. Burnett,Brandon Backe,2
32,A.J. Burnett,Brandon McCarthy,22
33,A.J. Burnett,Brandon Morrow,13
34,A.J. Burnett,Brandon Webb,0
35,A.J. Burnett,Brett Anderson,49
36,A.J. Burnett,Brett Cecil,30
37,A.J. Burnett,Brett Myers,6
38,A.J. Burnett,Brett Tomko,4
39,A.J. Burnett,Brian Bannister,49
40,A.J. Burnett,Brian Bass,0
41,A.J. Burnett,Brian Burres,0
42,A.J. Burnett,Brian Duensing,0
43,A.J. Burnett,Brian Matusz,30
44,A.J. Burnett,Brian Moehler,33
45,A.J. Burnett,Brian Sanches,0
46,A.J. Burnett,Brian Tallet,56
47,A.J. Burnett,Brian Wolfe,0
48,A.J. Burnett,Bronson Arroyo,25
49,A.J. Burnett,Bruce Chen,7
50,A.J. Burnett,Bryan Augenstein,5
51,A.J. Burnett,Bud Norris,1
52,A.J. Burnett,Burke Badenhop,11
53,A.J. Burnett,CC Sabathia,77
54,A.J. Burnett,Carl Pavano,29
55,A.J. Burnett,Carlos Carrasco,10
56,A.J. Burnett,Carlos Fisher,0
57,A.J. Burnett,Carlos Silva,11
58,A.J. Burnett,Carlos Torres,5
59,A.J. Burnett,Carlos Villanueva,0
60,A.J. Burnett,Carlos Zambrano,21
61,A.J. Burnett,Casey Janssen,13
62,A.J. Burnett,Cesar Carrillo,0
63,A.J. Burnett,Cesar Ramos,0
64,A.J. Burnett,Chad Billingsley,31
65,A.J. Burnett,Chad Durbin,0
66,A.J. Burnett,Chad Gaudin,42
67,A.J. Burnett,Chad Reineke,0
68,A.J. Burnett,Chan Ho Park,5
69,A.J. Burnett,Charlie Haeger,0
70,A.J. Burnett,Charlie Morton,11
71,A.J. Burnett,Chien-Ming Wang,9
72,A.J. Burnett,Chris Bootcheck,0
73,A.J. Burnett,Chris Carpenter,0
74,A.J. Burnett,Chris Jakubauskas,42
75,A.J. Burnett,Chris Lambert,0
76,A.J. Burnett,Chris Narveson,0
77,A.J. Burnett,Chris Smith,0
78,A.J. Burnett,Chris Tillman,56
79,A.J. Burnett,Chris Volstad,22
80,A.J. Burnett,Chris Waters,5
81,A.J. Burnett,Chris Young,16
82,A.J. Burnett,Clay Buchholz,44
83,A.J. Burnett,Clayton Kershaw,25
84,A.J. Burnett,Clayton Mortensen,12
85,A.J. Burnett,Clayton Richard,4
86,A.J. Burnett,Cliff Lee,35
87,A.J. Burnett,Cole Hamels,7
88,A.J. Burnett,Collin Balester,0
89,A.J. Burnett,Craig Stammen,37
90,A.J. Burnett,D.J. Carrasco,0
91,A.J. Burnett,Daisuke Matsuzaka,67
92,A.J. Burnett,Dallas Braden,47
93,A.J. Burnett,Dan Giese,8
94,A.J. Burnett,Dan Haren,15
95,A.J. Burnett,Dana Eveland,14
96,A.J. Burnett,Daniel Cabrera,10
97,A.J. Burnett,Daniel Herrera,0
98,A.J. Burnett,Daniel Hudson,6
99,A.J. Burnett,Daniel McCutchen,0
100,A.J. Burnett,Darren Oliver,5
101,A.J. Burnett,Dave Bush,11
102,A.J. Burnett,David Hernandez,40
103,A.J. Burnett,David Huff,45
104,A.J. Burnett,David Price,38
105,A.J. Burnett,David Purcey,23
106,A.J. Burnett,Dennis Sarfate,6
107,A.J. Burnett,Derek Holland,49
108,A.J. Burnett,Derek Lowe,7
109,A.J. Burnett,Dontrelle Willis,7
110,A.J. Burnett,Doug Davis,17
111,A.J. Burnett,Doug Fister,23
112,A.J. Burnett,Doug Mathis,5
113,A.J. Burnett,Drew Carpenter,0
114,A.J. Burnett,Dustin Moseley,17
115,A.J. Burnett,Dustin Nippert,30
116,A.J. Burnett,Dusty Hughes,0
117,A.J. Burnett,Eddie Bonine,5
118,A.J. Burnett,Edgar Gonzalez,28
119,A.J. Burnett,Edinson Volquez,6
120,A.J. Burnett,Edwar Ramirez,0
121,A.J. Burnett,Edward Mujica,0
122,A.J. Burnett,Edwin Jackson,70
123,A.J. Burnett,Eric Milton,5
124,A.J. Burnett,Eric Stults,0
125,A.J. Burnett,Erik Bedard,38
126,A.J. Burnett,Ervin Santana,61
127,A.J. Burnett,Esmailin Caridad,0
128,A.J. Burnett,Esmil Rogers,0
129,A.J. Burnett,Felipe Paulino,30
130,A.J. Burnett,Felix Hernandez,32
131,A.J. Burnett,Fernando Nieve,11
132,A.J. Burnett,Francisco Liriano,44
133,A.J. Burnett,Franklin Morales,0
134,A.J. Burnett,Freddy Garcia,27
135,A.J. Burnett,Fu-Te Ni,0
136,A.J. Burnett,Garrett Mock,4
137,A.J. Burnett,Garrett Olson,18
138,A.J. Burnett,Gavin Floyd,47
139,A.J. Burnett,Gil Meche,29
140,A.J. Burnett,Gio Gonzalez,20
141,A.J. Burnett,Glen Perkins,30
142,A.J. Burnett,Graham Taylor,5
143,A.J. Burnett,Hayden Penn,0
144,A.J. Burnett,Hiroki Kuroda,33
145,A.J. Burnett,Homer Bailey,5
146,A.J. Burnett,Horacio Ramirez,0
147,A.J. Burnett,Ian Snell,44
148,A.J. Burnett,J.A. Happ,9
149,A.J. Burnett,J.D. Martin,6
150,A.J. Burnett,Jack Taschner,0
151,A.J. Burnett,Jair Jurrjens,15
152,A.J. Burnett,Jake Peavy,0
153,A.J. Burnett,James McDonald,0
154,A.J. Burnett,James Shields,54
155,A.J. Burnett,Jamie Moyer,22
156,A.J. Burnett,Jarrod Washburn,60
157,A.J. Burnett,Jason Berken,56
158,A.J. Burnett,Jason Hammel,10
159,A.J. Burnett,Jason Marquis,24
160,A.J. Burnett,Jason Schmidt,0
161,A.J. Burnett,Jason Vargas,26
162,A.J. Burnett,Javier Vazquez,7
163,A.J. Burnett,Jeff Karstens,17
164,A.J. Burnett,Jeff Manship,1
165,A.J. Burnett,Jeff Niemann,26
166,A.J. Burnett,Jeff Samardzija,11
167,A.J. Burnett,Jeff Suppan,0
168,A.J. Burnett,Jeff Weaver,2
169,A.J. Burnett,Jensen Lewis,1
170,A.J. Burnett,Jered Weaver,46
171,A.J. Burnett,Jeremy Bonderman,0
172,A.J. Burnett,Jeremy Guthrie,73
173,A.J. Burnett,Jeremy Sowers,40
174,A.J. Burnett,Jesse Litsch,0
175,A.J. Burnett,Jhoulys Chacin,0
176,A.J. Burnett,Jo-Jo Reyes,6
177,A.J. Burnett,Joba Chamberlain,96
178,A.J. Burnett,Joe Blanton,16
179,A.J. Burnett,Joe Martinez,0
180,A.J. Burnett,Joe Saunders,40
181,A.J. Burnett,Joel Pineiro,8
182,A.J. Burnett,Johan Santana,24
183,A.J. Burnett,John Danks,58
184,A.J. Burnett,John Koronka,0
185,A.J. Burnett,John Lackey,29
186,A.J. Burnett,John Lannan,42
187,A.J. Burnett,John Maine,7
188,A.J. Burnett,John Smoltz,5
189,A.J. Burnett,Johnny Cueto,17
190,A.J. Burnett,Jon Garland,25
191,A.J. Burnett,Jon Lester,57
192,A.J. Burnett,Jonathan Albaladejo,12
193,A.J. Burnett,Jonathan Sanchez,17
194,A.J. Burnett,Jonathon Niese,0
195,A.J. Burnett,Jordan Zimmermann,18
196,A.J. Burnett,Jorge De La Rosa,22
197,A.J. Burnett,Jose Contreras,46
198,A.J. Burnett,Josh Banks,0
199,A.J. Burnett,Josh Beckett,46
200,A.J. Burnett,Josh Fogg,5
201,A.J. Burnett,Josh Geer,11
202,A.J. Burnett,Josh Johnson,21
203,A.J. Burnett,Josh Outman,33
204,A.J. Burnett,Junichi Tazawa,0
