,winner,loser,score
0,A.J. Burnett,Alex Wood,52
1,A.J. Burnett,Anthony DeSclafani,26
2,A.J. Burnett,Archie Bradley,5
3,A.J. Burnett,Bobby Parnell,12
4,A.J. Burnett,Brad Peacock,0
5,A.J. Burnett,Brandon Morrow,0
6,A.J. Burnett,Brett Anderson,46
7,A.J. Burnett,Brett Oberholtzer,0
8,A.J. Burnett,Carter Capps,67
9,A.J. Burnett,Chris Tillman,6
10,A.J. Burnett,Cody Allen,39
11,A.J. Burnett,Corey Knebel,51
12,A.J. Burnett,Craig Kimbrel,17
13,A.J. Burnett,Craig Stammen,1
14,A.J. Burnett,Dan Haren,51
15,A.J. Burnett,David Phelps,50
16,A.J. Burnett,David Price,12
17,A.J. Burnett,David Robertson,8
18,A.J. Burnett,Dellin Betances,33
19,A.J. Burnett,Derek Holland,0
20,A.J. Burnett,Dillon Gee,16
21,A.J. Burnett,Drew Pomeranz,18
22,A.J. Burnett,Edinson Volquez,95
23,A.J. Burnett,Fernando Abad,0
24,A.J. Burnett,Fernando Salas,17
25,A.J. Burnett,Gerrit Cole,34
26,A.J. Burnett,Ian Kennedy,41
27,A.J. Burnett,J.P. Howell,81
28,A.J. Burnett,James Paxton,6
29,A.J. Burnett,James Shields,72
30,A.J. Burnett,Jarred Cosart,27
31,A.J. Burnett,Jason Vargas,0
32,A.J. Burnett,Jeff Locke,100
33,A.J. Burnett,Jeremy Jeffress,27
34,A.J. Burnett,Jimmy Nelson,74
35,A.J. Burnett,Josh Fields,1
36,A.J. Burnett,Kirby Yates,12
37,A.J. Burnett,Lance McCullers Jr.,19
38,A.J. Burnett,Luke Hochevar,33
39,A.J. Burnett,Mark Melancon,88
40,A.J. Burnett,Matt Moore,6
41,A.J. Burnett,Matt Reynolds,16
42,A.J. Burnett,Matt Shoemaker,16
43,A.J. Burnett,Mike Leake,54
44,A.J. Burnett,Nate Karns,11
45,A.J. Burnett,Phil Hughes,31
46,A.J. Burnett,Sam LeCure,0
47,A.J. Burnett,Sammy Solis,19
48,A.J. Burnett,Santiago Casilla,30
49,A.J. Burnett,Tom Koehler,67
50,A.J. Burnett,Trevor Cahill,0
51,A.J. Burnett,Tyler Duffey,16
52,A.J. Burnett,Vance Worley,1
53,A.J. Burnett,Wade Davis,36
54,A.J. Burnett,Wesley Wright,0
55,Alex Wood,A.J. Burnett,62
56,Alex Wood,Anthony DeSclafani,6
57,Alex Wood,Archie Bradley,6
58,Alex Wood,Bobby Parnell,22
59,Alex Wood,Brad Peacock,0
60,Alex Wood,Brandon Morrow,1
61,Alex Wood,Brett Anderson,31
62,Alex Wood,Brett Oberholtzer,3
63,Alex Wood,Carter Capps,3
64,Alex Wood,Chris Tillman,16
65,Alex Wood,Cody Allen,17
66,Alex Wood,Corey Knebel,43
67,Alex Wood,Craig Kimbrel,17
68,Alex Wood,Craig Stammen,0
69,Alex Wood,Dan Haren,92
70,Alex Wood,David Phelps,51
71,Alex Wood,David Price,13
72,Alex Wood,David Robertson,0
73,Alex Wood,Dellin Betances,38
74,Alex Wood,Derek Holland,0
75,Alex Wood,Dillon Gee,0
76,Alex Wood,Drew Pomeranz,22
77,Alex Wood,Edinson Volquez,28
78,Alex Wood,Fernando Abad,0
79,Alex Wood,Fernando Salas,11
80,Alex Wood,Gerrit Cole,19
81,Alex Wood,Ian Kennedy,67
82,Alex Wood,J.P. Howell,22
83,Alex Wood,James Paxton,1
84,Alex Wood,James Shields,59
85,Alex Wood,Jarred Cosart,17
86,Alex Wood,Jason Vargas,0
87,Alex Wood,Jeff Locke,48
88,Alex Wood,Jeremy Jeffress,36
89,Alex Wood,Jimmy Nelson,37
90,Alex Wood,Josh Fields,0
91,Alex Wood,Kirby Yates,1
92,Alex Wood,Lance McCullers Jr.,16
93,Alex Wood,Luke Hochevar,11
94,Alex Wood,Mark Melancon,25
95,Alex Wood,Matt Moore,16
96,Alex Wood,Matt Reynolds,3
97,Alex Wood,Matt Shoemaker,5
98,Alex Wood,Mike Leake,19
99,Alex Wood,Nate Karns,37
100,Alex Wood,Phil Hughes,5
101,Alex Wood,Sam LeCure,6
102,Alex Wood,Sammy Solis,6
103,Alex Wood,Santiago Casilla,34
104,Alex Wood,Tom Koehler,84
105,Alex Wood,Trevor Cahill,31
106,Alex Wood,Tyler Duffey,11
107,Alex Wood,Vance Worley,7
108,Alex Wood,Wade Davis,23
109,Alex Wood,Wesley Wright,0
110,Anthony DeSclafani,A.J. Burnett,5
111,Anthony DeSclafani,Alex Wood,14
112,Anthony DeSclafani,Archie Bradley,5
113,Anthony DeSclafani,Bobby Parnell,0
114,Anthony DeSclafani,Brad Peacock,0
115,Anthony DeSclafani,Brandon Morrow,0
116,Anthony DeSclafani,Brett Anderson,0
117,Anthony DeSclafani,Brett Oberholtzer,0
118,Anthony DeSclafani,Carter Capps,0
119,Anthony DeSclafani,Chris Tillman,0
120,Anthony DeSclafani,Cody Allen,11
121,Anthony DeSclafani,Corey Knebel,21
122,Anthony DeSclafani,Craig Kimbrel,0
123,Anthony DeSclafani,Craig Stammen,0
124,Anthony DeSclafani,Dan Haren,0
125,Anthony DeSclafani,David Phelps,21
126,Anthony DeSclafani,David Price,0
127,Anthony DeSclafani,David Robertson,0
128,Anthony DeSclafani,Dellin Betances,0
129,Anthony DeSclafani,Derek Holland,0
130,Anthony DeSclafani,Dillon Gee,0
131,Anthony DeSclafani,Drew Pomeranz,0
132,Anthony DeSclafani,Edinson Volquez,11
133,Anthony DeSclafani,Fernando Abad,0
134,Anthony DeSclafani,Fernando Salas,5
135,Anthony DeSclafani,Gerrit Cole,0
136,Anthony DeSclafani,Ian Kennedy,5
137,Anthony DeSclafani,J.P. Howell,16
