,winner,loser,who_won,score
0,Aaron Hicks,Charlie Morton,batter,14
1,Aaron Hicks,Jake Faria,batter,2
2,Aaron Hicks,Jake Odorizzi,batter,12
3,Aaron Hicks,Ryne Stanek,batter,12
4,Aaron Hicks,Wilmer Font,batter,2
5,Aaron Hicks,Yonny Chirinos,batter,6
6,Aaron Judge,Oliver Drake,batter,2
7,Adam Eaton,Kevin Gausman,batter,2
8,Adam Frazier,Junior Guerra,batter,6
9,Adam Haseley,Anibal Sanchez,batter,3
10,Adam Jones,Jeff Samardzija,batter,1
11,Adam Jones,Kevin Gausman,batter,12
12,Adam Jones,Luis Perdomo,batter,2
13,Adam Jones,Matt Bowman,batter,2
14,Adeiny Hechavarria,Hector Neris,batter,12
15,Aledmys Díaz,Luis Garcia,batter,1
16,Alen Hanson,Yonny Chirinos,batter,3
17,Alex Avila,Masahiro Tanaka,batter,3
18,Alex Bregman,Junior Guerra,batter,3
19,Alex Bregman,Luis Garcia,batter,3
20,Alex Bregman,Oliver Drake,batter,6
21,Alex Cobb,Aaron Judge,pitcher,12
22,Alex Cobb,Byron Buxton,pitcher,6
23,Alex Cobb,C. j. Cron,pitcher,1
24,Alex Cobb,Dj Lemahieu,pitcher,6
25,Alex Cobb,Eddie Rosario,pitcher,1
26,Alex Cobb,Ehire Adrianza,pitcher,3
27,Alex Cobb,Gary Sanchez,pitcher,1
28,Alex Cobb,Greg Bird,pitcher,1
29,Alex Cobb,Jake Cave,pitcher,1
30,Alex Cobb,Jorge Polanco,pitcher,1
31,Alex Cobb,Luke Voit,pitcher,1
32,Alex Cobb,Marwin Gonzalez,pitcher,2
33,Alex Cobb,Max Kepler,pitcher,2
34,Alex Cobb,Mitch Garver,pitcher,6
35,Alex Cobb,Tyler Wade,pitcher,1
36,Alex Dickerson,Jacob Rhame,batter,2
37,Alex Gordon,Homer Bailey,batter,3
38,Alex Gordon,Ryne Stanek,batter,2
39,Amed Rosario,Hector Neris,batter,6
40,Amed Rosario,Sean Doolittle,batter,3
41,Amed Rosario,Touki Toussaint,batter,3
42,Andrelton Simmons,Masahiro Tanaka,batter,3
43,Andrew Benintendi,Masahiro Tanaka,batter,3
44,Andrew Knapp,Jeurys Familia,batter,2
45,Andrew Mccutchen,Jake Odorizzi,batter,2
46,Anibal Sanchez,Adam Duvall,pitcher,12
47,Anibal Sanchez,Adam Haseley,pitcher,1
48,Anibal Sanchez,Aj Pollock,pitcher,6
49,Anibal Sanchez,Amed Rosario,pitcher,2
50,Anibal Sanchez,Andrew Knapp,pitcher,7
51,Anibal Sanchez,Andrew Mccutchen,pitcher,6
52,Anibal Sanchez,Austin Riley,pitcher,7
53,Anibal Sanchez,Bobby Wilson,pitcher,6
54,Anibal Sanchez,Brad Miller,pitcher,6
55,Anibal Sanchez,Brandon Belt,pitcher,1
56,Anibal Sanchez,Brandon Crawford,pitcher,1
57,Anibal Sanchez,Brandon Dixon,pitcher,6
58,Anibal Sanchez,Brian Mccann,pitcher,6
59,Anibal Sanchez,Bryce Harper,pitcher,15
60,Anibal Sanchez,Buster Posey,pitcher,1
61,Anibal Sanchez,Caleb Joseph,pitcher,2
62,Anibal Sanchez,Carlos Sanchez,pitcher,1
63,Anibal Sanchez,Charlie Blackmon,pitcher,1
64,Anibal Sanchez,Christin Stewart,pitcher,1
65,Anibal Sanchez,Conner Menez,pitcher,1
66,Anibal Sanchez,Corey Seager,pitcher,2
67,Anibal Sanchez,Curtis Granderson,pitcher,1
68,Anibal Sanchez,Daniel Murphy,pitcher,1
69,Anibal Sanchez,Dansby Swanson,pitcher,7
70,Anibal Sanchez,David Dahl,pitcher,1
71,Anibal Sanchez,Dexter Fowler,pitcher,6
72,Anibal Sanchez,Dominic Smith,pitcher,6
73,Anibal Sanchez,Dylan Covey,pitcher,6
74,Anibal Sanchez,Eddie Rosario,pitcher,6
75,Anibal Sanchez,Eduardo Escobar,pitcher,8
76,Anibal Sanchez,Ehire Adrianza,pitcher,1
77,Anibal Sanchez,Ender Inciarte,pitcher,1
78,Anibal Sanchez,Eric Thames,pitcher,2
79,Anibal Sanchez,Evan Longoria,pitcher,6
80,Anibal Sanchez,Francisco Cervelli,pitcher,1
81,Anibal Sanchez,Freddie Freeman,pitcher,2
82,Anibal Sanchez,George Springer,pitcher,1
83,Anibal Sanchez,German Marquez,pitcher,6
84,Anibal Sanchez,Harold Ramirez,pitcher,1
85,Anibal Sanchez,Isan Diaz,pitcher,1
86,Anibal Sanchez,J. t. Realmuto,pitcher,6
87,Anibal Sanchez,Jarrod Dyson,pitcher,1
88,Anibal Sanchez,Jason Heyward,pitcher,3
89,Anibal Sanchez,Javier Baez,pitcher,1
90,Anibal Sanchez,Jay Bruce,pitcher,1
91,Anibal Sanchez,Jeff Mcneil,pitcher,3
92,Anibal Sanchez,Jeimer Candelario,pitcher,6
93,Anibal Sanchez,Joc Pederson,pitcher,1
94,Anibal Sanchez,Joe Panik,pitcher,1
95,Anibal Sanchez,Jonathan Lucroy,pitcher,1
96,Anibal Sanchez,Jorge Alfaro,pitcher,8
97,Anibal Sanchez,Josh Bell,pitcher,2
98,Anibal Sanchez,Josh Donaldson,pitcher,15
99,Anibal Sanchez,Josh Reddick,pitcher,1
