,winner,loser,who_won,score
0,A. j. Pierzynski,Brandon Morrow,batter,3
1,A. j. Pierzynski,Hideki Okajima,batter,3
2,A. j. Pierzynski,Tim Hudson,batter,3
3,Aaron Hill,Edward Mujica,batter,6
4,Aaron Miles,Nelson Figueroa,batter,3
5,Aaron Rowand,Anibal Sanchez,batter,2
6,Adam Dunn,Anibal Sanchez,batter,3
7,Adam Dunn,Mike Pelfrey,batter,2
8,Adam Dunn,Tim Hudson,batter,12
9,Adam Dunn,Ubaldo Jimenez,batter,12
10,Adam Jones,Brandon Morrow,batter,1
11,Adam Jones,Mike Pelfrey,batter,3
12,Adam Kennedy,Anibal Sanchez,batter,3
13,Adam Kennedy,Tim Hudson,batter,3
14,Adam Laroche,Brandon Morrow,batter,12
15,Adam Laroche,Joel Peralta,batter,12
16,Adam Laroche,Nelson Figueroa,batter,3
17,Adam Laroche,Wilton Lopez,batter,9
18,Adam Lind,Brandon League,batter,6
19,Adam Lind,Daisuke Matsuzaka,batter,6
20,Adam Lind,Jonathan Papelbon,batter,3
21,Adam Wainwright,Wilton Lopez,batter,6
22,Adrian Beltre,Dan Haren,batter,3
23,Adrian Beltre,Jose Valverde,batter,6
24,Adrian Gonzalez,Brendan Donnelly,batter,2
25,Adrian Gonzalez,Jorge De La Rosa,batter,15
26,Adrian Gonzalez,Manny Parra,batter,3
27,Adrian Gonzalez,Mike Pelfrey,batter,6
28,Adrian Gonzalez,Tim Hudson,batter,3
29,Albert Pujols,Anibal Sanchez,batter,3
30,Albert Pujols,Dan Haren,batter,12
31,Albert Pujols,Edward Mujica,batter,3
32,Albert Pujols,Jeff Samardzija,batter,1
33,Albert Pujols,Manny Parra,batter,14
34,Albert Pujols,Ricky Nolasco,batter,6
35,Alberto Callaspo,J.J. Putz,batter,5
36,Alcides Escobar,Joel Peralta,batter,9
37,Alcides Escobar,Jorge De La Rosa,batter,6
38,Alex Avila,J.J. Putz,batter,12
39,Alex Cora,Ricky Nolasco,batter,3
40,Alex Gonzalez,Carl Pavano,batter,6
41,Alex Gonzalez,J.J. Putz,batter,12
42,Alex Gonzalez,Jorge De La Rosa,batter,3
43,Alex Rios,Brendan Donnelly,batter,2
44,Alex Rios,Jonathan Papelbon,batter,2
45,Alex Rios,Jose Valverde,batter,3
46,Alex Rios,Ryan Dempster,batter,3
47,Alex Rios,Victor Marte,batter,2
48,Alex Rodriguez,Hideki Okajima,batter,3
49,Alex Rodriguez,Jonathan Papelbon,batter,2
50,Alexei Ramírez,Jose Valverde,batter,1
51,Alfonso Soriano,Dan Haren,batter,3
52,Alfonso Soriano,Frank Francisco,batter,3
53,Alfonso Soriano,Jose Contreras,batter,3
54,Alfredo Aceves,Brandon Wood,pitcher,1
55,Alfredo Aceves,Juan Pierre,pitcher,1
56,Alfredo Aceves,Mike Lowell,pitcher,6
57,Alfredo Simon,A. j. Pierzynski,pitcher,1
58,Alfredo Simon,Adam Dunn,pitcher,6
59,Alfredo Simon,Adam Kennedy,pitcher,1
60,Alfredo Simon,Adam Lind,pitcher,2
61,Alfredo Simon,Alex Avila,pitcher,6
62,Alfredo Simon,Alex Gordon,pitcher,1
63,Alfredo Simon,Alexi Casilla,pitcher,1
64,Alfredo Simon,Andres Blanco,pitcher,6
65,Alfredo Simon,B. j. Upton,pitcher,1
66,Alfredo Simon,Ben Zobrist,pitcher,6
67,Alfredo Simon,Carlos Guillen,pitcher,1
68,Alfredo Simon,Casey Kotchman,pitcher,1
69,Alfredo Simon,Casper Wells,pitcher,1
70,Alfredo Simon,Chase Headley,pitcher,6
71,Alfredo Simon,Coco Crisp,pitcher,6
72,Alfredo Simon,Cristian Guzman,pitcher,2
73,Alfredo Simon,Curtis Granderson,pitcher,1
74,Alfredo Simon,Daniel Nava,pitcher,6
75,Alfredo Simon,Danny Valencia,pitcher,1
76,Alfredo Simon,David Murphy,pitcher,1
77,Alfredo Simon,David Ortiz,pitcher,12
78,Alfredo Simon,Delmon Young,pitcher,6
79,Alfredo Simon,Denard Span,pitcher,1
80,Alfredo Simon,Derek Jeter,pitcher,6
81,Alfredo Simon,Evan Longoria,pitcher,12
82,Alfredo Simon,Francisco Cervelli,pitcher,1
83,Alfredo Simon,Howie Kendrick,pitcher,6
84,Alfredo Simon,Ian Kinsler,pitcher,1
85,Alfredo Simon,J. d. Drew,pitcher,12
86,Alfredo Simon,Jason Bartlett,pitcher,2
87,Alfredo Simon,Jim Thome,pitcher,1
88,Alfredo Simon,John Jaso,pitcher,1
89,Alfredo Simon,Josh Hamilton,pitcher,2
90,Alfredo Simon,Juan Pierre,pitcher,7
91,Alfredo Simon,Julio Borbon,pitcher,6
92,Alfredo Simon,Lance Berkman,pitcher,1
93,Alfredo Simon,Magglio Ordonez,pitcher,6
94,Alfredo Simon,Matt Tuiasosopo,pitcher,1
95,Alfredo Simon,Michael Saunders,pitcher,7
96,Alfredo Simon,Nyjer Morgan,pitcher,7
97,Alfredo Simon,Rick Ankiel,pitcher,2
98,Alfredo Simon,Roger Bernadina,pitcher,1
99,Alfredo Simon,Ryan Langerhans,pitcher,1
100,Alfredo Simon,Scott Hairston,pitcher,6
101,Alfredo Simon,Travis Snider,pitcher,1
102,Alfredo Simon,Victor Martinez,pitcher,3
103,Alfredo Simon,Yorvit Torrealba,pitcher,6
104,Alfredo Simon,Yunel Escobar,pitcher,6
105,Andre Ethier,Dan Haren,batter,3
106,Andre Ethier,Edward Mujica,batter,12
107,Andre Ethier,Nelson Figueroa,batter,3
108,Andres Torres,Brad Penny,batter,9
109,Andres Torres,Brendan Donnelly,batter,2
110,Andres Torres,Tim Hudson,batter,2
111,Andrew Mccutchen,Freddy Garcia,batter,3
112,Andrew Mccutchen,Jorge De La Rosa,batter,6
113,Andrew Mccutchen,Vicente Padilla,batter,1
114,Andruw Jones,Jose Valverde,batter,3
115,Angel Pagan,Anibal Sanchez,batter,2
116,Angel Pagan,Edward Mujica,batter,9
117,Angel Pagan,Joel Peralta,batter,3
118,Angel Pagan,Ricky Nolasco,batter,5
119,Anibal Sanchez,Adam Dunn,pitcher,9
120,Anibal Sanchez,Alfonso Soriano,pitcher,1
121,Anibal Sanchez,Aubrey Huff,pitcher,1
122,Anibal Sanchez,B. j. Upton,pitcher,1
123,Anibal Sanchez,Ben Zobrist,pitcher,1
124,Anibal Sanchez,Bengie Molina,pitcher,1
125,Anibal Sanchez,Blake Dewitt,pitcher,1
126,Anibal Sanchez,Brad Hawpe,pitcher,1
127,Anibal Sanchez,Brett Wallace,pitcher,6
128,Anibal Sanchez,Brian Mccann,pitcher,11
129,Anibal Sanchez,Buster Posey,pitcher,6
130,Anibal Sanchez,Carl Crawford,pitcher,1
131,Anibal Sanchez,Casey Mcgehee,pitcher,6
132,Anibal Sanchez,Chase Headley,pitcher,6
133,Anibal Sanchez,Chase Utley,pitcher,2
134,Anibal Sanchez,Chipper Jones,pitcher,6
135,Anibal Sanchez,Danny Espinosa,pitcher,1
136,Anibal Sanchez,David Murphy,pitcher,1
137,Anibal Sanchez,David Wright,pitcher,6
138,Anibal Sanchez,Domonic Brown,pitcher,1
139,Anibal Sanchez,Evan Longoria,pitcher,6
140,Anibal Sanchez,Felipe Lopez,pitcher,1
141,Anibal Sanchez,Garrett Jones,pitcher,6
142,Anibal Sanchez,Hank Blalock,pitcher,1
143,Anibal Sanchez,Ian Desmond,pitcher,6
144,Anibal Sanchez,Ian Stewart,pitcher,3
145,Anibal Sanchez,Ivan Rodriguez,pitcher,3
146,Anibal Sanchez,Jason Jaramillo,pitcher,1
147,Anibal Sanchez,Jay Bruce,pitcher,6
148,Anibal Sanchez,Jayson Werth,pitcher,1
149,Anibal Sanchez,Jeff Francoeur,pitcher,2
150,Anibal Sanchez,Jerry Hairston,pitcher,6
151,Anibal Sanchez,Jon Garland,pitcher,1
152,Anibal Sanchez,Jonathan Lucroy,pitcher,1
153,Anibal Sanchez,Jose Tabata,pitcher,1
154,Anibal Sanchez,Josh Willingham,pitcher,6
155,Anibal Sanchez,Juan Castro,pitcher,1
156,Anibal Sanchez,Kyle Blanks,pitcher,6
157,Anibal Sanchez,Lorenzo Cain,pitcher,1
158,Anibal Sanchez,Matt Holliday,pitcher,6
159,Anibal Sanchez,Melky Cabrera,pitcher,1
160,Anibal Sanchez,Mike Morse,pitcher,1
161,Anibal Sanchez,Nate Mclouth,pitcher,2
162,Anibal Sanchez,Neil Walker,pitcher,1
163,Anibal Sanchez,Nick Hundley,pitcher,6
164,Anibal Sanchez,Nick Markakis,pitcher,1
165,Anibal Sanchez,Nick Stavinoha,pitcher,1
166,Anibal Sanchez,Pablo Sandoval,pitcher,1
167,Anibal Sanchez,Placido Polanco,pitcher,1
168,Anibal Sanchez,Prince Fielder,pitcher,1
169,Anibal Sanchez,Raul Ibanez,pitcher,1
170,Anibal Sanchez,Rick Ankiel,pitcher,6
171,Anibal Sanchez,Rod Barajas,pitcher,6
172,Anibal Sanchez,Roger Bernadina,pitcher,1
173,Anibal Sanchez,Ronny Cedeno,pitcher,1
174,Anibal Sanchez,Ruben Tejada,pitcher,1
175,Anibal Sanchez,Ryan Hanigan,pitcher,1
176,Anibal Sanchez,Ryan Howard,pitcher,6
177,Anibal Sanchez,Ryan Ludwick,pitcher,6
178,Anibal Sanchez,Ryan Zimmerman,pitcher,1
179,Anibal Sanchez,Sean Rodriguez,pitcher,1
180,Anibal Sanchez,Shane Victorino,pitcher,1
181,Anibal Sanchez,Stephen Drew,pitcher,6
182,Anibal Sanchez,Will Venable,pitcher,12
183,Anibal Sanchez,Xavier Nady,pitcher,1
184,Anibal Sanchez,Yadier Molina,pitcher,1
185,Asdrubal Cabrera,Dan Haren,batter,3
186,Asdrubal Cabrera,David Aardsma,batter,3
187,Aubrey Huff,Brandon Morrow,batter,3
188,Aubrey Huff,Jorge De La Rosa,batter,2
189,Aubrey Huff,Manny Parra,batter,12
190,Aubrey Huff,Mike Pelfrey,batter,3
191,Aubrey Huff,Ubaldo Jimenez,batter,6
192,Augie Ojeda,Edward Mujica,batter,3
193,Austin Jackson,Carl Pavano,batter,3
194,Austin Jackson,Hideki Okajima,batter,3
195,Austin Jackson,Jake Westbrook,batter,2
196,Austin Kearns,Alfredo Simon,batter,12
197,Austin Kearns,Brandon Morrow,batter,1
198,Austin Kearns,Brendan Donnelly,batter,3
199,B. j. Upton,Hideki Okajima,batter,9
200,B. j. Upton,Jose Valverde,batter,2
201,Ben Zobrist,Anibal Sanchez,batter,2
202,Ben Zobrist,Bobby Cassevah,batter,8
203,Ben Zobrist,Brandon Morrow,batter,5
204,Ben Zobrist,Carl Pavano,batter,3
205,Bengie Molina,Brad Penny,batter,3
206,Billy Butler,Jose Valverde,batter,3
207,Blake Dewitt,Dan Haren,batter,3
208,Blake Dewitt,Manny Parra,batter,3
209,Blake Dewitt,Ubaldo Jimenez,batter,6
210,Bobby Abreu,Brad Penny,batter,3
211,Bobby Abreu,Brandon League,batter,2
212,Bobby Cassevah,Aaron Hill,pitcher,1
213,Bobby Cassevah,Alex Rodriguez,pitcher,6
214,Bobby Cassevah,Brent Morel,pitcher,1
215,Bobby Cassevah,Carl Crawford,pitcher,1
216,Bobby Cassevah,Eric Chavez,pitcher,1
217,Bobby Cassevah,Julio Borbon,pitcher,2
218,Bobby Cassevah,Kevin Kouzmanoff,pitcher,1
219,Bobby Cassevah,Lyle Overbay,pitcher,1
220,Bobby Cassevah,Mark Ellis,pitcher,1
221,Bobby Cassevah,Rajai Davis,pitcher,2
222,Bobby Cassevah,Robinson Cano,pitcher,2
223,Bobby Cassevah,Shin-soo Choo,pitcher,1
224,Bobby Parnell,Raul Ibanez,pitcher,1
225,Brad Davis,Jose Contreras,batter,6
226,Brad Davis,Wilton Lopez,batter,3
227,Brad Penny,Adam Laroche,pitcher,1
228,Brad Penny,Aubrey Huff,pitcher,1
229,Brad Penny,Augie Ojeda,pitcher,2
230,Brad Penny,Bengie Molina,pitcher,2
231,Brad Penny,Brandon Phillips,pitcher,8
232,Brad Penny,Brett Myers,pitcher,6
233,Brad Penny,Brian Schneider,pitcher,1
234,Brad Penny,Bronson Arroyo,pitcher,1
235,Brad Penny,Carlos Lee,pitcher,3
236,Brad Penny,Chris Young,pitcher,1
237,Brad Penny,Drew Stubbs,pitcher,1
238,Brad Penny,Edgar Renteria,pitcher,14
239,Brad Penny,Erick Aybar,pitcher,1
240,Brad Penny,Eugenio Velez,pitcher,4
241,Brad Penny,Geoff Blum,pitcher,1
242,Brad Penny,Hunter Pence,pitcher,8
243,Brad Penny,J. r. Towles,pitcher,6
244,Brad Penny,Jay Bruce,pitcher,7
245,Brad Penny,John Bowker,pitcher,1
246,Brad Penny,Jonny Gomes,pitcher,1
247,Brad Penny,Juan Castro,pitcher,2
248,Brad Penny,Justin Upton,pitcher,7
249,Brad Penny,Kazuo Matsui,pitcher,1
250,Brad Penny,Kelly Johnson,pitcher,1
251,Brad Penny,Kevin Cash,pitcher,1
