,winner,loser,who_won,score
0,A. j. Ellis,Edward Mujica,batter,12
1,A. j. Ellis,Hiroki Kuroda,batter,3
2,A. j. Pierzynski,Hisashi Iwakuma,batter,6
3,A. j. Pierzynski,Ubaldo Jimenez,batter,3
4,Aaron Hill,Jorge De La Rosa,batter,6
5,Adam Dunn,Hisashi Iwakuma,batter,12
6,Adam Dunn,Mike Pelfrey,batter,14
7,Adam Eaton,Michael Bowden,batter,3
8,Adam Eaton,Ricky Nolasco,batter,3
9,Adam Jones,Hiroki Kuroda,batter,3
10,Adam Jones,Josh Lueke,batter,3
11,Adam Jones,Koji Uehara,batter,6
12,Adam Laroche,Jeff Samardzija,batter,3
13,Adam Laroche,Jonathan Papelbon,batter,8
14,Adam Laroche,Kevin Gausman,batter,2
15,Adam Laroche,Ricky Nolasco,batter,3
16,Adam Lind,Alfredo Aceves,batter,2
17,Adam Lind,Brandon Gomes,batter,12
18,Adam Lind,Hiroki Kuroda,batter,2
19,Adam Lind,Kevin Gausman,batter,6
20,Adeiny Hechavarria,Dan Haren,batter,12
21,Adeiny Hechavarria,Jeff Samardzija,batter,3
22,Adeiny Hechavarria,Jorge De La Rosa,batter,3
23,Adrian Beltre,Anibal Sanchez,batter,3
24,Adrian Beltre,Joel Peralta,batter,3
25,Adrian Beltre,Ubaldo Jimenez,batter,2
26,Adrian Gonzalez,Freddy Garcia,batter,3
27,Adrian Gonzalez,Hiroki Kuroda,batter,3
28,Adrian Gonzalez,Michael Bowden,batter,3
29,Aj Pollock,Jorge De La Rosa,batter,9
30,Albert Pujols,Brandon League,batter,3
31,Alberto Callaspo,Anibal Sanchez,batter,2
32,Alberto Callaspo,Erik Bedard,batter,2
33,Alberto Callaspo,Yu Darvish,batter,2
34,Alejandro De aza,Hiroki Kuroda,batter,12
35,Alejandro De aza,Jose Veras,batter,2
36,Alejandro De aza,Tim Hudson,batter,3
37,Alex Avila,Brandon Morrow,batter,2
38,Alex Avila,Mike Pelfrey,batter,2
39,Alex Gonzalez,Edward Mujica,batter,3
40,Alex Gordon,Hisashi Iwakuma,batter,3
41,Alex Gordon,Mike Pelfrey,batter,9
42,Alex Gordon,Ryan Dempster,batter,2
43,Alex Gordon,Ubaldo Jimenez,batter,6
44,Alex Presley,Alfredo Simon,batter,3
45,Alex Presley,Ubaldo Jimenez,batter,3
46,Alex Rios,Anibal Sanchez,batter,2
47,Alex Rios,Ubaldo Jimenez,batter,3
48,Alexei Ramírez,Hisashi Iwakuma,batter,6
49,Alexei Ramírez,Joel Peralta,batter,3
50,Alexei Ramírez,Jonathan Papelbon,batter,3
51,Alexei Ramírez,Ricky Nolasco,batter,3
52,Alexi Amarista,Brandon League,batter,3
53,Alexi Amarista,Edward Mujica,batter,6
54,Alexi Amarista,Wilton Lopez,batter,3
55,Alexi Casilla,Wilton Lopez,batter,3
56,Alfonso Soriano,Joel Peralta,batter,3
57,Alfredo Aceves,Adam Lind,pitcher,1
58,Alfredo Aceves,Asdrubal Cabrera,pitcher,1
59,Alfredo Aceves,Coco Crisp,pitcher,1
60,Alfredo Aceves,Delmon Young,pitcher,6
61,Alfredo Aceves,Desmond Jennings,pitcher,6
62,Alfredo Aceves,Luke Scott,pitcher,6
63,Alfredo Aceves,Mark Derosa,pitcher,6
64,Alfredo Simon,A. j. Pierzynski,pitcher,2
65,Alfredo Simon,Asdrubal Cabrera,pitcher,1
66,Alfredo Simon,Brandon Moss,pitcher,6
67,Alfredo Simon,Brian Mccann,pitcher,1
68,Alfredo Simon,Carlos Gonzalez,pitcher,6
69,Alfredo Simon,Carlos Santana,pitcher,6
70,Alfredo Simon,Chase Headley,pitcher,1
71,Alfredo Simon,Danny Espinosa,pitcher,1
72,Alfredo Simon,Freddie Freeman,pitcher,1
73,Alfredo Simon,Garrett Jones,pitcher,6
74,Alfredo Simon,Gerardo Parra,pitcher,1
75,Alfredo Simon,Jon Jay,pitcher,6
76,Alfredo Simon,Juan Francisco,pitcher,6
77,Alfredo Simon,Kolten Wong,pitcher,6
78,Alfredo Simon,Logan Schafer,pitcher,7
79,Alfredo Simon,Matt Carpenter,pitcher,1
80,Alfredo Simon,Mitch Moreland,pitcher,1
81,Alfredo Simon,Neil Walker,pitcher,1
82,Alfredo Simon,Nick Swisher,pitcher,6
83,Alfredo Simon,Nori Aoki,pitcher,1
84,Alfredo Simon,Travis Snider,pitcher,1
85,Alfredo Simon,Yonder Alonso,pitcher,1
86,Andre Ethier,Dan Haren,batter,3
87,Andre Ethier,Hiroki Kuroda,batter,3
88,Andrelton Simmons,Anibal Sanchez,batter,6
89,Andres Torres,Brandon League,batter,3
90,Andres Torres,Jorge De La Rosa,batter,3
91,Andres Torres,Ricky Nolasco,batter,6
92,Andrew Mccutchen,Brad Brach,batter,2
93,Andrew Mccutchen,Erik Bedard,batter,6
94,Andrew Mccutchen,Jeff Samardzija,batter,6
95,Andrew Mccutchen,Jorge De La Rosa,batter,5
96,Andrew Romine,Yu Darvish,batter,3
97,Angel Pagan,Brandon McCarthy,batter,12
98,Angel Pagan,Jorge De La Rosa,batter,9
99,Anibal Sanchez,Abraham Almonte,pitcher,6
100,Anibal Sanchez,Adam Dunn,pitcher,7
101,Anibal Sanchez,Albert Pujols,pitcher,2
102,Anibal Sanchez,Alejandro De aza,pitcher,6
103,Anibal Sanchez,Alex Gordon,pitcher,2
104,Anibal Sanchez,Alex Rios,pitcher,2
105,Anibal Sanchez,Alexei Ramírez,pitcher,2
106,Anibal Sanchez,Alfonso Soriano,pitcher,6
107,Anibal Sanchez,Andrew Mccutchen,pitcher,1
108,Anibal Sanchez,Asdrubal Cabrera,pitcher,1
109,Anibal Sanchez,B. j. Upton,pitcher,7
110,Anibal Sanchez,Ben Zobrist,pitcher,1
111,Anibal Sanchez,Billy Butler,pitcher,2
112,Anibal Sanchez,Brandon Moss,pitcher,6
113,Anibal Sanchez,Brett Gardner,pitcher,1
114,Anibal Sanchez,Brian Dozier,pitcher,7
115,Anibal Sanchez,Carlos Pena,pitcher,6
116,Anibal Sanchez,Chad Tracy,pitcher,1
117,Anibal Sanchez,Chris Colabello,pitcher,12
118,Anibal Sanchez,Chris Getz,pitcher,1
119,Anibal Sanchez,Chris Herrmann,pitcher,2
120,Anibal Sanchez,Chris Parmelee,pitcher,2
121,Anibal Sanchez,Chris Young,pitcher,8
122,Anibal Sanchez,Conor Gillaspie,pitcher,6
123,Anibal Sanchez,Curtis Granderson,pitcher,1
124,Anibal Sanchez,Dan Uggla,pitcher,6
125,Anibal Sanchez,David Ortiz,pitcher,1
126,Anibal Sanchez,Drew Stubbs,pitcher,6
127,Anibal Sanchez,Dustin Pedroia,pitcher,2
128,Anibal Sanchez,Ed Lucas,pitcher,1
129,Anibal Sanchez,Eduardo Nunez,pitcher,6
130,Anibal Sanchez,Edwin Encarnacion,pitcher,2
131,Anibal Sanchez,Eric Hosmer,pitcher,10
132,Anibal Sanchez,Eric Sogard,pitcher,2
133,Anibal Sanchez,Evan Gattis,pitcher,8
134,Anibal Sanchez,Franklin Gutierrez,pitcher,1
135,Anibal Sanchez,Freddie Freeman,pitcher,6
136,Anibal Sanchez,Garrett Jones,pitcher,1
137,Anibal Sanchez,Howie Kendrick,pitcher,6
138,Anibal Sanchez,Ian Desmond,pitcher,1
139,Anibal Sanchez,Ichiro Suzuki,pitcher,2
140,Anibal Sanchez,J. p. Arencibia,pitcher,7
141,Anibal Sanchez,Jacoby Ellsbury,pitcher,6
142,Anibal Sanchez,James Loney,pitcher,7
143,Anibal Sanchez,Jamey Carroll,pitcher,7
144,Anibal Sanchez,Jason Castro,pitcher,7
145,Anibal Sanchez,Jason Giambi,pitcher,1
146,Anibal Sanchez,Jason Kipnis,pitcher,7
147,Anibal Sanchez,Jed Lowrie,pitcher,1
148,Anibal Sanchez,Jeff Keppinger,pitcher,7
149,Anibal Sanchez,Jimmy Paredes,pitcher,1
150,Anibal Sanchez,Joe Mauer,pitcher,1
151,Anibal Sanchez,John Jaso,pitcher,1
152,Anibal Sanchez,Jordan Danks,pitcher,1
153,Anibal Sanchez,Jose Bautista,pitcher,2
154,Anibal Sanchez,Jose Molina,pitcher,1
155,Anibal Sanchez,Jose Reyes,pitcher,1
156,Anibal Sanchez,Josh Donaldson,pitcher,10
157,Anibal Sanchez,Josh Reddick,pitcher,12
158,Anibal Sanchez,Josh Willingham,pitcher,6
159,Anibal Sanchez,Juan Francisco,pitcher,6
160,Anibal Sanchez,Justin Maxwell,pitcher,1
161,Anibal Sanchez,Justin Morneau,pitcher,2
162,Anibal Sanchez,Justin Upton,pitcher,7
163,Anibal Sanchez,Kelly Johnson,pitcher,6
164,Anibal Sanchez,Kyle Seager,pitcher,1
165,Anibal Sanchez,Leury Garcia,pitcher,6
166,Anibal Sanchez,Lonnie Chisenhall,pitcher,1
167,Anibal Sanchez,Luke Scott,pitcher,1
168,Anibal Sanchez,Maicer Izturis,pitcher,1
169,Anibal Sanchez,Marcus Semien,pitcher,6
170,Anibal Sanchez,Mark Trumbo,pitcher,8
171,Anibal Sanchez,Matt Dominguez,pitcher,1
172,Anibal Sanchez,Michael Bourn,pitcher,2
173,Anibal Sanchez,Michael Brantley,pitcher,1
174,Anibal Sanchez,Mike Moustakas,pitcher,1
175,Anibal Sanchez,Mike Napoli,pitcher,6
176,Anibal Sanchez,Mike Trout,pitcher,1
177,Anibal Sanchez,Nelson Cruz,pitcher,1
178,Anibal Sanchez,Nick Franklin,pitcher,1
179,Anibal Sanchez,Nick Swisher,pitcher,6
180,Anibal Sanchez,Paul Konerko,pitcher,3
181,Anibal Sanchez,Peter Bourjos,pitcher,1
182,Anibal Sanchez,Reed Johnson,pitcher,6
183,Anibal Sanchez,Robbie Grossman,pitcher,1
184,Anibal Sanchez,Robinson Cano,pitcher,1
185,Anibal Sanchez,Ryan Doumit,pitcher,2
186,Anibal Sanchez,Ryan Zimmerman,pitcher,1
187,Anibal Sanchez,Salvador Perez,pitcher,1
188,Anibal Sanchez,Shane Victorino,pitcher,7
189,Anibal Sanchez,Starling Marte,pitcher,6
190,Anibal Sanchez,Stephen Drew,pitcher,1
191,Anibal Sanchez,Stephen Vogt,pitcher,6
192,Anibal Sanchez,Tyler Moore,pitcher,6
193,Anibal Sanchez,Yan Gomes,pitcher,6
194,Anibal Sanchez,Yoenis Céspedes,pitcher,2
195,Anthony Gose,Koji Uehara,batter,3
196,Anthony Rizzo,Ricky Nolasco,batter,6
197,Anthony Rizzo,Ryan Mattheus,batter,3
198,Aramis Ramirez,Wilton Lopez,batter,6
199,Asdrubal Cabrera,Jose Valverde,batter,1
200,Asdrubal Cabrera,Mike Pelfrey,batter,3
201,Austin Jackson,Dan Haren,batter,6
202,Austin Jackson,Hisashi Iwakuma,batter,3
203,Austin Jackson,Koji Uehara,batter,3
204,Avisail Garcia,Ubaldo Jimenez,batter,6
205,Ben Francisco,Jorge De La Rosa,batter,2
206,Ben Revere,Edward Mujica,batter,3
207,Ben Revere,Tim Hudson,batter,2
208,Ben Zobrist,Alfredo Aceves,batter,6
209,Ben Zobrist,Anibal Sanchez,batter,3
210,Ben Zobrist,Kevin Gausman,batter,3
211,Ben Zobrist,Koji Uehara,batter,2
212,Ben Zobrist,Ryan Dempster,batter,3
213,Billy Butler,Anibal Sanchez,batter,3
214,Billy Butler,Ubaldo Jimenez,batter,3
215,Blake Parker,Brad Miller,pitcher,6
216,Blake Parker,Carlos Corporan,pitcher,6
217,Blake Parker,Daniel Descalso,pitcher,6
218,Blake Parker,Derrick Robinson,pitcher,6
219,Blake Parker,Donald Lutz,pitcher,6
220,Blake Parker,Gerardo Parra,pitcher,1
221,Blake Parker,Jay Bruce,pitcher,1
222,Blake Parker,Joey Votto,pitcher,12
223,Blake Parker,Steve Lombardozzi,pitcher,1
224,Blake Parker,Will Venable,pitcher,6
225,Bobby Parnell,Adam Laroche,pitcher,1
226,Brad Brach,Adrian Gonzalez,pitcher,2
227,Brad Brach,Angel Pagan,pitcher,1
228,Brad Brach,Carl Crawford,pitcher,1
229,Brad Brach,Cody Asche,pitcher,6
230,Brad Brach,Gregor Blanco,pitcher,2
231,Brad Brach,Hector Sanchez,pitcher,6
232,Brad Brach,Jordany Valdespin,pitcher,2
233,Brad Brach,Justin Morneau,pitcher,1
234,Brad Brach,Nick Punto,pitcher,1
235,Brad Brach,Sam Fuld,pitcher,1
236,Brad Brach,Skip Schumaker,pitcher,8
237,Brad Brach,Todd Helton,pitcher,2
238,Brad Brach,Tony Sanchez,pitcher,6
239,Brad Miller,Ryan Dempster,batter,6
240,Brandon Belt,Hideki Okajima,batter,6
241,Brandon Belt,J.J. Putz,batter,12
242,Brandon Belt,Ricky Nolasco,batter,3
243,Brandon Belt,Wilton Lopez,batter,2
244,Brandon Crawford,Jake Westbrook,batter,3
245,Brandon Crawford,Michael Bowden,batter,3
246,Brandon Gomes,Adam Jones,pitcher,12
247,Brandon Gomes,Andrew Romine,pitcher,6
248,Brandon Gomes,Andy Parrino,pitcher,6
249,Brandon Gomes,Anthony Gose,pitcher,6
250,Brandon Gomes,Chris Colabello,pitcher,6
251,Brandon Gomes,Drew Stubbs,pitcher,6
252,Brandon Gomes,Edwin Encarnacion,pitcher,6
253,Brandon Gomes,J. j. Hardy,pitcher,2
254,Brandon Gomes,Josh Reddick,pitcher,1
255,Brandon Gomes,Manny Machado,pitcher,6
256,Brandon Gomes,Paul Konerko,pitcher,6
257,Brandon League,Adam Eaton,pitcher,12
258,Brandon League,Adam Lind,pitcher,1
259,Brandon League,Allen Craig,pitcher,6
260,Brandon League,Ben Zobrist,pitcher,1
261,Brandon League,Blake Lalli,pitcher,6
262,Brandon League,Brian Mccann,pitcher,1
263,Brandon League,Bryce Harper,pitcher,7
264,Brandon League,Colby Rasmus,pitcher,6
265,Brandon League,Cole Gillespie,pitcher,1
266,Brandon League,Didi Gregorius,pitcher,6
267,Brandon League,Dj Lemahieu,pitcher,1
268,Brandon League,Ed Lucas,pitcher,6
269,Brandon League,Eric Chavez,pitcher,1
270,Brandon League,Eric Hinske,pitcher,1
271,Brandon League,Everth Cabrera,pitcher,6
272,Brandon League,Hunter Pence,pitcher,6
273,Brandon League,Ian Desmond,pitcher,6
274,Brandon League,J. p. Arencibia,pitcher,6
275,Brandon League,Jean Segura,pitcher,1
276,Brandon League,John Baker,pitcher,1
277,Brandon League,Jonny Gomes,pitcher,6
278,Brandon League,Jordany Valdespin,pitcher,6
279,Brandon League,Justin Upton,pitcher,6
280,Brandon League,Michael Cuddyer,pitcher,6
281,Brandon League,Miguel Montero,pitcher,1
282,Brandon League,Nate Mclouth,pitcher,1
283,Brandon League,Neil Walker,pitcher,6
284,Brandon League,Nolan Arenado,pitcher,8
285,Brandon League,Ryan Braun,pitcher,1
286,Brandon League,Ryan Zimmerman,pitcher,1
287,Brandon League,Starlin Castro,pitcher,1
288,Brandon League,Troy Tulowitzki,pitcher,6
289,Brandon League,Welington Castillo,pitcher,1
290,Brandon League,Wil Nieves,pitcher,1
291,Brandon League,Yonder Alonso,pitcher,1
292,Brandon League,Zoilo Almonte,pitcher,1
293,Brandon McCarthy,Brett Gardner,pitcher,6
294,Brandon McCarthy,Greg Dobbs,pitcher,1
295,Brandon McCarthy,Jonathan Herrera,pitcher,1
296,Brandon McCarthy,Jordan Pacheco,pitcher,1
297,Brandon McCarthy,Michael Cuddyer,pitcher,1
298,Brandon McCarthy,Pedro Alvarez,pitcher,1
299,Brandon McCarthy,Shane Victorino,pitcher,6
300,Brandon McCarthy,Stephen Drew,pitcher,2
301,Brandon McCarthy,Travis Hafner,pitcher,1
302,Brandon McCarthy,Vernon Wells,pitcher,6
303,Brandon Morrow,Adam Jones,pitcher,1
304,Brandon Morrow,Alex Gordon,pitcher,1
305,Brandon Morrow,Asdrubal Cabrera,pitcher,1
306,Brandon Morrow,Chris Davis,pitcher,12
307,Brandon Morrow,Chris Dickerson,pitcher,2
308,Brandon Morrow,Eric Hosmer,pitcher,1
309,Brandon Morrow,J. j. Hardy,pitcher,1
310,Brandon Morrow,Jason Heyward,pitcher,6
311,Brandon Morrow,Juan Francisco,pitcher,1
312,Brandon Morrow,Justin Smoak,pitcher,1
313,Brandon Morrow,Michael Saunders,pitcher,1
314,Brandon Morrow,Nick Markakis,pitcher,2
315,Brandon Morrow,Nick Swisher,pitcher,1
316,Brandon Morrow,Prince Fielder,pitcher,1
317,Brandon Morrow,Reed Johnson,pitcher,1
318,Brandon Morrow,Salvador Perez,pitcher,1
319,Brandon Morrow,Travis Hafner,pitcher,1
320,Brandon Moss,Anibal Sanchez,batter,15
321,Brandon Moss,Jose Veras,batter,3
322,Brandon Moss,Yu Darvish,batter,3
323,Brandon Phillips,Dan Haren,batter,3
324,Brayan Pena,Mike Pelfrey,batter,3
325,Brent Lillibridge,Koji Uehara,batter,3
326,Brett Gardner,Freddy Garcia,batter,2
327,Brett Gardner,Hisashi Iwakuma,batter,3
328,Brett Gardner,Kevin Gausman,batter,3
329,Brett Gardner,Ryan Dempster,batter,3
330,Brett Gardner,Ubaldo Jimenez,batter,3
331,Brett Lawrie,Hiroki Kuroda,batter,6
332,Brett Lawrie,Joel Peralta,batter,6
333,Brett Wallace,Chien-Ming Wang,batter,3
334,Brett Wallace,Edward Mujica,batter,3
335,Brett Wallace,Hisashi Iwakuma,batter,3
