,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6561258278145695,0.6664563050196968
1,2010.0,0.6702789127731391,0.6749781161096695
2,2011.0,0.6646917237548602,0.67058631680172
3,2012.0,0.6497672012415934,0.6538784157826316
4,2013.0,0.6602381351668624,0.6672122786720897
5,2014.0,0.6534278180619644,0.6585658298894789
6,2015.0,0.6764896373056994,0.6849923675646205
7,2016.0,0.6423622047244094,0.6501532467532468
8,2017.0,0.6548175865294668,0.6617487971103073
9,2018.0,0.6480231436837031,0.6601194114879374
10,2019.0,0.634889434889435,0.6452835267009192
