,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6412382531785517,0.6475390205735723
1,2010.0,0.6517640721788311,0.6586949678610999
2,2011.0,0.6553258309343104,0.6628586451843328
3,2012.0,0.6445511010728402,0.6503262480632266
4,2013.0,0.6337245213094502,0.6412698412698413
5,2014.0,0.6285347043701801,0.6409100418410042
6,2015.0,0.6424318395487308,0.6486288004576877
7,2016.0,0.640625,0.6460032705247979
8,2017.0,0.6360335195530726,0.6414507608579496
9,2018.0,0.6420817369093231,0.647630281407926
10,2019.0,0.6475203138133931,0.6530377839861113
