,winner,loser,score
0,Alfredo Aceves,Alfredo Simon,0
1,Alfredo Aceves,Anibal Sanchez,0
2,Alfredo Aceves,Bobby Parnell,0
3,Alfredo Aceves,Brad Penny,0
4,Alfredo Aceves,Braden Looper,0
5,Alfredo Aceves,Brandon League,0
6,Alfredo Aceves,Brandon Morrow,0
7,Alfredo Aceves,Brendan Donnelly,0
8,Alfredo Aceves,Bronson Arroyo,0
9,Alfredo Aceves,Burke Badenhop,0
10,Alfredo Aceves,Carl Pavano,0
11,Alfredo Aceves,Carlos Zambrano,0
12,Alfredo Aceves,Chien-Ming Wang,0
13,Alfredo Aceves,Daisuke Matsuzaka,0
14,Alfredo Aceves,Dan Haren,0
15,Alfredo Aceves,Dan Wheeler,0
16,Alfredo Aceves,David Aardsma,0
17,Alfredo Aceves,Edward Mujica,0
18,Alfredo Aceves,Frank Francisco,0
19,Alfredo Aceves,Freddy Garcia,0
20,Alfredo Aceves,Guillermo Moscoso,0
21,Alfredo Aceves,Hideki Okajima,0
22,Alfredo Aceves,Hiroki Kuroda,0
23,Alfredo Aceves,J.J. Putz,0
24,Alfredo Aceves,Jeff Niemann,0
25,Alfredo Aceves,Jeff Samardzija,0
26,Alfredo Aceves,Joel Peralta,0
27,Alfredo Aceves,John Smoltz,0
28,Alfredo Aceves,Jonathan Papelbon,0
29,Alfredo Aceves,Jorge De La Rosa,0
30,Alfredo Aceves,Jose Arredondo,0
31,Alfredo Aceves,Jose Contreras,0
32,Alfredo Aceves,Jose Valverde,0
33,Alfredo Aceves,Jose Veras,0
34,Alfredo Aceves,Kelvim Escobar,0
35,Alfredo Aceves,Kevin Gregg,0
36,Alfredo Aceves,Kevin Millwood,0
37,Alfredo Aceves,Koji Uehara,0
38,Alfredo Aceves,Luis Vizcaino,0
39,Alfredo Aceves,Manny Parra,0
40,Alfredo Aceves,Mark Melancon,0
41,Alfredo Aceves,Michael Bowden,0
42,Alfredo Aceves,Mike Pelfrey,0
43,Alfredo Aceves,Nelson Figueroa,0
44,Alfredo Aceves,Nick Masset,0
45,Alfredo Aceves,Randy Johnson,0
46,Alfredo Aceves,Ricky Nolasco,0
47,Alfredo Aceves,Ryan Dempster,0
48,Alfredo Aceves,Ryan Franklin,0
49,Alfredo Aceves,Tim Hudson,0
50,Alfredo Aceves,Ubaldo Jimenez,0
51,Alfredo Aceves,Vicente Padilla,0
52,Alfredo Aceves,Victor Marte,0
53,Alfredo Aceves,Warner Madrigal,0
54,Alfredo Aceves,Wilton Lopez,0
55,Alfredo Aceves,Yasuhiko Yabuta,0
56,Alfredo Simon,Alfredo Aceves,0
57,Alfredo Simon,Anibal Sanchez,0
58,Alfredo Simon,Bobby Parnell,0
59,Alfredo Simon,Brad Penny,6
60,Alfredo Simon,Braden Looper,0
61,Alfredo Simon,Brandon League,0
62,Alfredo Simon,Brandon Morrow,6
63,Alfredo Simon,Brendan Donnelly,0
64,Alfredo Simon,Bronson Arroyo,0
65,Alfredo Simon,Burke Badenhop,0
66,Alfredo Simon,Carl Pavano,5
67,Alfredo Simon,Carlos Zambrano,0
68,Alfredo Simon,Chien-Ming Wang,0
69,Alfredo Simon,Daisuke Matsuzaka,0
70,Alfredo Simon,Dan Haren,0
71,Alfredo Simon,Dan Wheeler,0
72,Alfredo Simon,David Aardsma,0
73,Alfredo Simon,Edward Mujica,0
74,Alfredo Simon,Frank Francisco,0
75,Alfredo Simon,Freddy Garcia,0
76,Alfredo Simon,Guillermo Moscoso,0
77,Alfredo Simon,Hideki Okajima,1
78,Alfredo Simon,Hiroki Kuroda,0
79,Alfredo Simon,J.J. Putz,0
80,Alfredo Simon,Jeff Niemann,0
81,Alfredo Simon,Jeff Samardzija,0
82,Alfredo Simon,Joel Peralta,0
83,Alfredo Simon,John Smoltz,0
84,Alfredo Simon,Jonathan Papelbon,0
85,Alfredo Simon,Jorge De La Rosa,0
86,Alfredo Simon,Jose Arredondo,0
87,Alfredo Simon,Jose Contreras,5
88,Alfredo Simon,Jose Valverde,0
89,Alfredo Simon,Jose Veras,0
90,Alfredo Simon,Kelvim Escobar,0
91,Alfredo Simon,Kevin Gregg,0
92,Alfredo Simon,Kevin Millwood,6
93,Alfredo Simon,Koji Uehara,0
94,Alfredo Simon,Luis Vizcaino,0
95,Alfredo Simon,Manny Parra,0
96,Alfredo Simon,Mark Melancon,0
97,Alfredo Simon,Michael Bowden,0
98,Alfredo Simon,Mike Pelfrey,0
99,Alfredo Simon,Nelson Figueroa,0
100,Alfredo Simon,Nick Masset,0
101,Alfredo Simon,Randy Johnson,0
102,Alfredo Simon,Ricky Nolasco,0
103,Alfredo Simon,Ryan Dempster,0
104,Alfredo Simon,Ryan Franklin,0
105,Alfredo Simon,Tim Hudson,0
106,Alfredo Simon,Ubaldo Jimenez,0
107,Alfredo Simon,Vicente Padilla,0
108,Alfredo Simon,Victor Marte,0
109,Alfredo Simon,Warner Madrigal,0
110,Alfredo Simon,Wilton Lopez,0
111,Alfredo Simon,Yasuhiko Yabuta,0
112,Anibal Sanchez,Alfredo Aceves,0
113,Anibal Sanchez,Alfredo Simon,0
114,Anibal Sanchez,Bobby Parnell,19
115,Anibal Sanchez,Brad Penny,0
116,Anibal Sanchez,Braden Looper,14
117,Anibal Sanchez,Brandon League,0
118,Anibal Sanchez,Brandon Morrow,0
119,Anibal Sanchez,Brendan Donnelly,12
120,Anibal Sanchez,Bronson Arroyo,0
121,Anibal Sanchez,Burke Badenhop,16
122,Anibal Sanchez,Carl Pavano,0
123,Anibal Sanchez,Carlos Zambrano,11
124,Anibal Sanchez,Chien-Ming Wang,0
125,Anibal Sanchez,Daisuke Matsuzaka,10
126,Anibal Sanchez,Dan Haren,8
127,Anibal Sanchez,Dan Wheeler,0
128,Anibal Sanchez,David Aardsma,0
129,Anibal Sanchez,Edward Mujica,8
130,Anibal Sanchez,Frank Francisco,0
131,Anibal Sanchez,Freddy Garcia,0
132,Anibal Sanchez,Guillermo Moscoso,0
133,Anibal Sanchez,Hideki Okajima,13
134,Anibal Sanchez,Hiroki Kuroda,8
135,Anibal Sanchez,J.J. Putz,13
136,Anibal Sanchez,Jeff Niemann,0
137,Anibal Sanchez,Jeff Samardzija,7
138,Anibal Sanchez,Joel Peralta,13
139,Anibal Sanchez,John Smoltz,0
140,Anibal Sanchez,Jonathan Papelbon,0
141,Anibal Sanchez,Jorge De La Rosa,27
142,Anibal Sanchez,Jose Arredondo,0
143,Anibal Sanchez,Jose Contreras,5
144,Anibal Sanchez,Jose Valverde,23
