,winner,loser,who_won,score
0,A. j. Reed,Brad Keller,batter,2
1,A. j. Reed,Jacob deGrom,batter,2
2,A. j. Reed,Joakim Soria,batter,3
3,A.J. Cole,Brandon Lowe,pitcher,12
4,A.J. Cole,Brett Gardner,pitcher,1
5,A.J. Cole,Cam Gallagher,pitcher,1
6,A.J. Cole,Cameron Maybin,pitcher,1
7,A.J. Cole,Cheslor Cuthbert,pitcher,6
8,A.J. Cole,Curt Casali,pitcher,1
9,A.J. Cole,Eddie Rosario,pitcher,1
10,A.J. Cole,Gleyber Torres,pitcher,1
11,A.J. Cole,Jeff Mathis,pitcher,1
12,A.J. Cole,Jonathan Villar,pitcher,2
13,A.J. Cole,Jorge Polanco,pitcher,1
14,A.J. Cole,Jorge Soler,pitcher,1
15,A.J. Cole,Jose Peraza,pitcher,6
16,A.J. Cole,Jurickson Profar,pitcher,6
17,A.J. Cole,Kevin Kiermaier,pitcher,6
18,A.J. Cole,Kyle Farmer,pitcher,1
19,A.J. Cole,Marwin Gonzalez,pitcher,1
20,A.J. Cole,Max Kepler,pitcher,2
21,A.J. Cole,Michael Chavis,pitcher,6
22,A.J. Cole,Nelson Cruz,pitcher,6
23,A.J. Cole,Robbie Grossman,pitcher,6
24,A.J. Cole,Stephen Piscotty,pitcher,6
25,A.J. Cole,Steve Pearce,pitcher,6
26,A.J. Cole,Trey Mancini,pitcher,2
27,A.J. Cole,Willy Adames,pitcher,6
28,A.J. Minter,Bryce Harper,pitcher,6
29,A.J. Minter,Corey Dickerson,pitcher,6
30,A.J. Minter,Garrett Cooper,pitcher,6
31,A.J. Minter,Harold Ramirez,pitcher,6
32,A.J. Minter,Howie Kendrick,pitcher,1
33,A.J. Minter,Jake Bauers,pitcher,6
34,A.J. Minter,Jeff Mcneil,pitcher,1
35,A.J. Minter,Jose Peraza,pitcher,1
36,A.J. Minter,Jt Riddle,pitcher,1
37,A.J. Minter,Juan Lagares,pitcher,1
38,A.J. Minter,Juan Soto,pitcher,1
39,A.J. Minter,Maikel Franco,pitcher,2
40,A.J. Minter,Matt Adams,pitcher,2
41,A.J. Minter,Nick Ahmed,pitcher,2
42,A.J. Minter,Pete Alonso,pitcher,6
43,A.J. Minter,Raimel Tapia,pitcher,6
44,A.J. Minter,Robinson Cano,pitcher,6
45,A.J. Minter,Ryan Mcmahon,pitcher,6
46,A.J. Minter,Ty France,pitcher,1
47,A.J. Minter,Victor Robles,pitcher,1
48,A.J. Minter,Whit Merrifield,pitcher,1
49,A.J. Minter,Wil Myers,pitcher,6
50,A.J. Minter,Wilmer Flores,pitcher,1
51,A.J. Minter,Yan Gomes,pitcher,2
52,A.J. Puk,Adalberto Mondesi,pitcher,6
53,A.J. Puk,Brandon Dixon,pitcher,6
54,A.J. Puk,Bubba Starling,pitcher,1
55,A.J. Puk,Cameron Maybin,pitcher,1
56,A.J. Puk,Danny Santana,pitcher,6
57,A.J. Puk,Delino Deshields,pitcher,6
58,A.J. Puk,Elvis Andrus,pitcher,1
59,A.J. Puk,Hunter Dozier,pitcher,6
60,A.J. Puk,Jose Trevino,pitcher,2
61,A.J. Puk,Kyle Lewis,pitcher,6
62,A.J. Puk,Kyle Seager,pitcher,6
63,A.J. Puk,Meibrys Viloria,pitcher,2
64,A.J. Puk,Miguel Cabrera,pitcher,1
65,A.J. Puk,Nick Solak,pitcher,1
66,A.J. Puk,Ryan Mcbroom,pitcher,1
67,A.J. Puk,Whit Merrifield,pitcher,1
68,A.J. Puk,Willi Castro,pitcher,6
69,A.J. Puk,Willie Calhoun,pitcher,1
70,AJ Reed,Jonathan Schoop,pitcher,1
71,Aaron Altherr,Anthony Swarzak,batter,2
72,Aaron Altherr,Brian Dozier,pitcher,6
73,Aaron Altherr,Buck Farmer,batter,12
74,Aaron Altherr,Jakob Junis,batter,3
75,Aaron Barrett,C. j. Cron,pitcher,1
76,Aaron Barrett,Eric Haase,pitcher,1
77,Aaron Brooks,Albert Pujols,pitcher,1
78,Aaron Brooks,Andrew Benintendi,pitcher,1
79,Aaron Brooks,Austin Nola,pitcher,6
80,Aaron Brooks,Brandon Drury,pitcher,12
81,Aaron Brooks,Carlos Correa,pitcher,12
82,Aaron Brooks,Carlos Santana,pitcher,1
83,Aaron Brooks,Cavan Biggio,pitcher,2
84,Aaron Brooks,Cedric Mullins,pitcher,1
85,Aaron Brooks,Cheslor Cuthbert,pitcher,1
86,Aaron Brooks,Christian Vazquez,pitcher,6
87,Aaron Brooks,Danny Jansen,pitcher,6
88,Aaron Brooks,Dawel Lugo,pitcher,1
89,Aaron Brooks,Dee Strange-gordon,pitcher,1
90,Aaron Brooks,Delino Deshields,pitcher,7
91,Aaron Brooks,Dylan Moore,pitcher,1
92,Aaron Brooks,Eric Sogard,pitcher,1
93,Aaron Brooks,George Springer,pitcher,6
