,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6402561024409764,0.6502553070164071
1,2010.0,0.6360360360360361,0.649096358513254
2,2011.0,0.6369047619047619,0.6460955766619183
3,2012.0,0.6111111111111112,0.6246753246753246
4,2013.0,0.6430722891566265,0.6545887281035795
5,2014.0,0.6245333333333334,0.6464073147904419
6,2015.0,0.6340766152086906,0.6502347944951709
7,2016.0,0.6160930683470673,0.6256896585289881
8,2017.0,0.6456456456456456,0.6605235558165876
9,2018.0,0.6324582338902148,0.6422034875342267
10,2019.0,0.6361788617886179,0.6456696888422966
