,winner,loser,who_won,score
0,A. j. Pierzynski,Brad Bergesen,batter,3
1,A. j. Pierzynski,Brett Tomko,batter,4
2,A. j. Pierzynski,Brian Tallet,batter,2
3,A. j. Pierzynski,Clay Buchholz,batter,3
4,A. j. Pierzynski,Edwin Jackson,batter,3
5,A. j. Pierzynski,Jeff Niemann,batter,6
6,A. j. Pierzynski,Jered Weaver,batter,3
7,A. j. Pierzynski,Joe Nathan,batter,3
8,A. j. Pierzynski,Nick Blackburn,batter,18
9,A. j. Pierzynski,Ryan Dempster,batter,2
10,A. j. Pierzynski,Zack Greinke,batter,12
11,Aaron Cook,Todd Coffey,batter,2
12,Aaron Cunningham,Anthony Swarzak,batter,1
13,Aaron Cunningham,Bartolo Colon,batter,3
14,Aaron Cunningham,Clayton Richard,batter,3
15,Aaron Cunningham,Gavin Floyd,batter,3
16,Aaron Harang,Adam Laroche,pitcher,1
17,Aaron Harang,Adrian Gonzalez,pitcher,7
18,Aaron Harang,Albert Pujols,pitcher,2
19,Aaron Harang,Andy Laroche,pitcher,6
20,Aaron Harang,Angel Pagan,pitcher,1
21,Aaron Harang,Bill Hall,pitcher,6
22,Aaron Harang,Brandon Moss,pitcher,1
23,Aaron Harang,Brendan Ryan,pitcher,7
24,Aaron Harang,Brian Giles,pitcher,1
25,Aaron Harang,Cameron Maybin,pitcher,6
26,Aaron Harang,Carlos Zambrano,pitcher,1
27,Aaron Harang,Casey Mcgehee,pitcher,6
28,Aaron Harang,Chase Utley,pitcher,1
29,Aaron Harang,Colby Rasmus,pitcher,8
30,Aaron Harang,Craig Counsell,pitcher,2
31,Aaron Harang,Daniel Murphy,pitcher,1
32,Aaron Harang,David Eckstein,pitcher,1
33,Aaron Harang,Derrek Lee,pitcher,4
34,Aaron Harang,Edgar Renteria,pitcher,2
35,Aaron Harang,Emilio Bonifacio,pitcher,1
36,Aaron Harang,Frank Catalanotto,pitcher,1
37,Aaron Harang,Freddy Sanchez,pitcher,1
38,Aaron Harang,Geovany Soto,pitcher,1
39,Aaron Harang,Greg Dobbs,pitcher,1
40,Aaron Harang,J. j. Hardy,pitcher,1
41,Aaron Harang,Jack Wilson,pitcher,1
42,Aaron Harang,Jason Smith,pitcher,6
43,Aaron Harang,Jhonny Peralta,pitcher,1
44,Aaron Harang,Jimmy Rollins,pitcher,6
45,Aaron Harang,Jody Gerut,pitcher,6
46,Aaron Harang,Joe Thurston,pitcher,2
47,Aaron Harang,Josh Bard,pitcher,2
48,Aaron Harang,Josh Johnson,pitcher,1
49,Aaron Harang,Kevin Correia,pitcher,6
50,Aaron Harang,Kosuke Fukudome,pitcher,2
51,Aaron Harang,Koyie Hill,pitcher,6
52,Aaron Harang,Lance Berkman,pitcher,8
53,Aaron Harang,Luis Valbuena,pitcher,1
54,Aaron Harang,Micah Hoffpauir,pitcher,1
55,Aaron Harang,Michael Bourn,pitcher,7
56,Aaron Harang,Miguel Montero,pitcher,1
57,Aaron Harang,Miguel Tejada,pitcher,1
58,Aaron Harang,Mike Fontenot,pitcher,1
59,Aaron Harang,Milton Bradley,pitcher,12
60,Aaron Harang,Nate Mclouth,pitcher,7
61,Aaron Harang,Nick Johnson,pitcher,7
62,Aaron Harang,Ramon Vazquez,pitcher,1
63,Aaron Harang,Rick Ankiel,pitcher,1
64,Aaron Harang,Ronnie Belliard,pitcher,1
65,Aaron Harang,Ryan Braun,pitcher,6
66,Aaron Harang,Ryan Doumit,pitcher,3
67,Aaron Harang,Ryan Theriot,pitcher,3
68,Aaron Harang,Ryan Zimmerman,pitcher,1
69,Aaron Harang,Skip Schumaker,pitcher,3
70,Aaron Harang,Victor Martinez,pitcher,6
71,Aaron Harang,Wandy Rodriguez,pitcher,6
72,Aaron Harang,Willie Harris,pitcher,1
73,Aaron Harang,Yadier Molina,pitcher,2
74,Aaron Hill,Anthony Ortega,batter,3
75,Aaron Hill,Brian Sanches,batter,2
76,Aaron Hill,C.J. Wilson,batter,3
77,Aaron Hill,Chris Ray,batter,5
78,Aaron Hill,Chris Tillman,batter,6
79,Aaron Hill,Clay Buchholz,batter,3
80,Aaron Hill,Cliff Lee,batter,9
81,Aaron Hill,Dan Wheeler,batter,6
82,Aaron Hill,Francisco Liriano,batter,3
83,Aaron Hill,James Shields,batter,12
84,Aaron Hill,Jeff Niemann,batter,3
85,Aaron Hill,Jose Contreras,batter,3
86,Aaron Hill,Josh Beckett,batter,6
87,Aaron Hill,Josh Johnson,batter,3
88,Aaron Hill,Kevin Millwood,batter,3
89,Aaron Hill,Mark Buehrle,batter,3
90,Aaron Hill,Mark Melancon,batter,1
91,Aaron Hill,Matt Garza,batter,8
92,Aaron Hill,Micah Owings,batter,6
93,Aaron Hill,Rich Hill,batter,6
94,Aaron Hill,Rick Porcello,batter,12
95,Aaron Hill,Ryan Rowland-Smith,batter,2
96,Aaron Hill,Vin Mazzaro,batter,12
97,Aaron Miles,Anthony Swarzak,batter,3
98,Aaron Miles,Felipe Paulino,batter,3
99,Aaron Miles,Trever Miller,batter,6
100,Aaron Rowand,Billy Buckner,batter,1
101,Aaron Rowand,Brian Moehler,batter,6
102,Aaron Rowand,Clayton Mortensen,batter,1
103,Aaron Rowand,Dave Bush,batter,6
104,Aaron Rowand,Felipe Paulino,batter,3
105,Aaron Rowand,Jason Vargas,batter,12
106,Aaron Rowand,John Maine,batter,5
107,Aaron Rowand,Josh Fogg,batter,12
108,Aaron Rowand,Tim Redding,batter,3
109,Aaron Rowand,Ubaldo Jimenez,batter,2
110,Aaron Rowand,Vin Mazzaro,batter,3
111,Aaron Rowand,Yovani Gallardo,batter,12
112,Adam Dunn,Brad Bergesen,batter,12
113,Adam Dunn,Charlie Morton,batter,12
114,Adam Dunn,Chris Narveson,batter,1
115,Adam Dunn,Cliff Lee,batter,3
116,Adam Dunn,Dan Wheeler,batter,6
117,Adam Dunn,Daniel Herrera,batter,2
118,Adam Dunn,David Hernandez,batter,12
119,Adam Dunn,Felipe Paulino,batter,2
120,Adam Dunn,Jeff Bennett,batter,3
121,Adam Dunn,Josh Johnson,batter,12
122,Adam Dunn,Kenshin Kawakami,batter,12
123,Adam Dunn,Kevin Correia,batter,3
124,Adam Dunn,Kevin Hart,batter,3
125,Adam Dunn,P.J. Walters,batter,2
126,Adam Dunn,Rafael Soriano,batter,8
127,Adam Dunn,Renyel Pinto,batter,3
128,Adam Dunn,Ricky Romero,batter,3
129,Adam Dunn,Tom Gorzelanny,batter,3
130,Adam Eaton,A. j. Pierzynski,pitcher,1
131,Adam Eaton,Akinori Iwamura,pitcher,1
132,Adam Eaton,Alberto Callaspo,pitcher,1
133,Adam Eaton,Alex Rodriguez,pitcher,1
134,Adam Eaton,Brett Gardner,pitcher,1
135,Adam Eaton,Carl Crawford,pitcher,1
136,Adam Eaton,Carlos Pena,pitcher,2
137,Adam Eaton,Coco Crisp,pitcher,1
138,Adam Eaton,Dan Uggla,pitcher,6
139,Adam Eaton,David Dejesus,pitcher,12
140,Adam Eaton,Derek Jeter,pitcher,2
141,Adam Eaton,Jason Bartlett,pitcher,2
142,Adam Eaton,Jason Varitek,pitcher,1
143,Adam Eaton,Mark Teahen,pitcher,1
144,Adam Eaton,Melky Cabrera,pitcher,1
145,Adam Eaton,Miguel Olivo,pitcher,3
146,Adam Eaton,Mike Jacobs,pitcher,1
147,Adam Eaton,Mike Napoli,pitcher,1
148,Adam Eaton,Nick Green,pitcher,1
149,Adam Eaton,Pat Burrell,pitcher,1
150,Adam Eaton,Paul Konerko,pitcher,6
151,Adam Eaton,Robinson Cano,pitcher,1
152,Adam Everett,Brett Anderson,batter,3
153,Adam Everett,Cliff Lee,batter,9
154,Adam Everett,David Price,batter,3
155,Adam Everett,Francisco Liriano,batter,3
156,Adam Everett,Joe Saunders,batter,9
157,Adam Everett,Jose Contreras,batter,3
158,Adam Everett,Luis Ayala,batter,3
159,Adam Everett,Matt Garza,batter,6
160,Adam Everett,Matt Harrison,batter,3
161,Adam Everett,Matt Herges,batter,6
162,Adam Everett,Nick Blackburn,batter,3
163,Adam Everett,Santiago Casilla,batter,6
164,Adam Everett,Warner Madrigal,batter,2
165,Adam Everett,Zach Duke,batter,3
166,Adam Jones,Bartolo Colon,batter,3
167,Adam Jones,Brian Tallet,batter,2
168,Adam Jones,David Price,batter,6
169,Adam Jones,Edwin Jackson,batter,3
170,Adam Jones,Fernando Rodney,batter,2
171,Adam Jones,Jarrod Washburn,batter,2
172,Adam Jones,Jason Vargas,batter,3
173,Adam Jones,Jeff Niemann,batter,7
174,Adam Jones,John Lannan,batter,3
175,Adam Jones,Josh Beckett,batter,3
176,Adam Jones,Kris Benson,batter,6
177,Adam Jones,Matt Harrison,batter,3
178,Adam Jones,Ricky Romero,batter,12
179,Adam Jones,Shairon Martis,batter,3
180,Adam Jones,Vin Mazzaro,batter,6
181,Adam Kennedy,Anthony Swarzak,batter,2
182,Adam Kennedy,Billy Buckner,batter,2
183,Adam Kennedy,C.J. Wilson,batter,3
184,Adam Kennedy,Clayton Richard,batter,2
185,Adam Kennedy,Cliff Lee,batter,3
186,Adam Kennedy,D.J. Carrasco,batter,3
187,Adam Kennedy,Darren Oliver,batter,6
188,Adam Kennedy,Fernando Rodney,batter,3
189,Adam Kennedy,Gavin Floyd,batter,3
190,Adam Kennedy,Glen Perkins,batter,3
191,Adam Kennedy,Ian Snell,batter,8
192,Adam Kennedy,Jesse Crain,batter,5
193,Adam Kennedy,John Lackey,batter,3
194,Adam Kennedy,Josh Beckett,batter,3
195,Adam Kennedy,Kevin Millwood,batter,3
196,Adam Kennedy,Matt Guerrier,batter,2
197,Adam Kennedy,Nick Blackburn,batter,23
198,Adam Kennedy,Rick Porcello,batter,3
199,Adam Kennedy,Scott Richmond,batter,6
200,Adam Kennedy,Tim Lincecum,batter,3
201,Adam Laroche,Brian Moehler,batter,2
202,Adam Laroche,Chad Durbin,batter,5
203,Adam Laroche,Chris Sampson,batter,6
204,Adam Laroche,Edward Mujica,batter,3
205,Adam Laroche,Francisco Liriano,batter,6
206,Adam Laroche,Jake Peavy,batter,12
207,Adam Laroche,Jason Hammel,batter,2
208,Adam Laroche,Jeff Fulchino,batter,3
209,Adam Laroche,Jo-Jo Reyes,batter,2
210,Adam Laroche,Johan Santana,batter,5
211,Adam Laroche,Logan Kensing,batter,3
212,Adam Laroche,Mike Lincoln,batter,12
213,Adam Laroche,Nick Blackburn,batter,3
214,Adam Laroche,Rafael Soriano,batter,3
215,Adam Laroche,Rick Porcello,batter,5
216,Adam Laroche,Ryan Dempster,batter,2
217,Adam Laroche,Tim Wood,batter,3
218,Adam Laroche,Tobi Stoner,batter,2
219,Adam Laroche,Wandy Rodriguez,batter,3
220,Adam Lind,Brad Bergesen,batter,10
221,Adam Lind,C.J. Wilson,batter,3
222,Adam Lind,Chris Ray,batter,3
223,Adam Lind,Clay Buchholz,batter,3
224,Adam Lind,Cliff Lee,batter,3
225,Adam Lind,Dan Wheeler,batter,3
226,Adam Lind,Daniel Herrera,batter,3
227,Adam Lind,David Price,batter,3
228,Adam Lind,Francisco Liriano,batter,3
229,Adam Lind,Gavin Floyd,batter,12
230,Adam Lind,Jason Berken,batter,6
231,Adam Lind,Jeff Niemann,batter,14
232,Adam Lind,Jered Weaver,batter,6
233,Adam Lind,Joe Saunders,batter,3
234,Adam Lind,Johnny Cueto,batter,2
235,Adam Lind,Jonathan Albaladejo,batter,3
236,Adam Lind,Juan Rincon,batter,3
237,Adam Lind,Kip Wells,batter,2
238,Adam Lind,Masa Kobayashi,batter,6
239,Adam Lind,Paul Byrd,batter,6
240,Adam Lind,Philip Humber,batter,3
241,Adam Lind,Rich Hill,batter,2
242,Adam Lind,Rick Porcello,batter,3
243,Adam Lind,Trevor Bell,batter,3
244,Adam Lind,Vin Mazzaro,batter,9
245,Adam Moore,Brett Anderson,batter,3
246,Adam Rosales,Barry Zito,batter,3
247,Adam Rosales,Bob Howry,batter,3
248,Adam Rosales,Bobby Korecky,batter,12
249,Adam Rosales,Jason Motte,batter,3
250,Adam Rosales,John Lannan,batter,2
251,Adam Rosales,Kyle Davies,batter,2
252,Adam Rosales,Randy Wolf,batter,3
253,Adam Rosales,Todd Coffey,batter,3
254,Adam Rosales,Trever Miller,batter,3
255,Adam Rosales,Wandy Rodriguez,batter,2
256,Adam Rosales,Zach Duke,batter,3
257,Adam Wainwright,Bud Norris,batter,3
258,Adam Wainwright,Ubaldo Jimenez,batter,6
259,Adrian Beltre,Alberto Castillo,batter,2
260,Adrian Beltre,Bob Howry,batter,3
261,Adrian Beltre,Brad Bergesen,batter,6
262,Adrian Beltre,Brett Anderson,batter,14
263,Adrian Beltre,Brett Tomko,batter,6
264,Adrian Beltre,Clayton Mortensen,batter,1
265,Adrian Beltre,Francisco Liriano,batter,9
266,Adrian Beltre,Gavin Floyd,batter,9
267,Adrian Beltre,Jason Bulger,batter,3
268,Adrian Beltre,Jeff Bennett,batter,1
269,Adrian Beltre,Jeff Niemann,batter,3
270,Adrian Beltre,John Lackey,batter,3
271,Adrian Beltre,Mark Buehrle,batter,6
272,Adrian Beltre,Matt Harrison,batter,6
273,Adrian Beltre,Nick Blackburn,batter,3
274,Adrian Beltre,Ramon Pena,batter,3
275,Adrian Beltre,Rick Porcello,batter,3
276,Adrian Gonzalez,Aaron Harang,batter,2
277,Adrian Gonzalez,Barry Zito,batter,18
278,Adrian Gonzalez,Billy Buckner,batter,3
279,Adrian Gonzalez,Chad Billingsley,batter,2
280,Adrian Gonzalez,Chad Durbin,batter,2
281,Adrian Gonzalez,Clay Zavada,batter,3
282,Adrian Gonzalez,Dan Haren,batter,2
283,Adrian Gonzalez,Dan Runzler,batter,1
284,Adrian Gonzalez,Daniel Herrera,batter,2
285,Adrian Gonzalez,David Weathers,batter,2
286,Adrian Gonzalez,Drew Carpenter,batter,2
287,Adrian Gonzalez,Ian Snell,batter,12
288,Adrian Gonzalez,Jered Weaver,batter,6
289,Adrian Gonzalez,Jeremy Affeldt,batter,3
290,Adrian Gonzalez,Mitch Stetter,batter,6
291,Adrian Gonzalez,Randy Wolf,batter,3
292,Adrian Gonzalez,Ryan Dempster,batter,2
293,Adrian Gonzalez,Todd Coffey,batter,2
294,Adrian Gonzalez,Will Ohman,batter,12
295,Akinori Iwamura,Andy Pettitte,batter,12
296,Akinori Iwamura,Brad Bergesen,batter,3
297,Akinori Iwamura,Brett Anderson,batter,3
298,Akinori Iwamura,Daisuke Matsuzaka,batter,8
299,Akinori Iwamura,Eddie Bonine,batter,6
300,Akinori Iwamura,Francisco Liriano,batter,3
301,Akinori Iwamura,Gio Gonzalez,batter,3
302,Akinori Iwamura,Joe Nathan,batter,3
303,Akinori Iwamura,Jonathan Albaladejo,batter,2
304,Akinori Iwamura,Josh Beckett,batter,9
305,Akinori Iwamura,Josh Roenicke,batter,3
306,Akinori Iwamura,Juan Carlos Oviedo,batter,2
307,Albert Pujols,Aaron Harang,batter,12
308,Albert Pujols,Barry Zito,batter,14
309,Albert Pujols,Chad Billingsley,batter,2
310,Albert Pujols,Craig Stammen,batter,8
311,Albert Pujols,Dan Haren,batter,5
312,Albert Pujols,Dave Bush,batter,15
313,Albert Pujols,Francisco Liriano,batter,2
314,Albert Pujols,Garrett Mock,batter,3
315,Albert Pujols,Ian Snell,batter,2
316,Albert Pujols,Jair Jurrjens,batter,3
317,Albert Pujols,Javier Vazquez,batter,6
318,Albert Pujols,Jo-Jo Reyes,batter,2
319,Albert Pujols,Johan Santana,batter,6
320,Albert Pujols,Johnny Cueto,batter,6
321,Albert Pujols,Jonathan Sanchez,batter,6
322,Albert Pujols,Josh Johnson,batter,3
323,Albert Pujols,Kevin Correia,batter,5
324,Albert Pujols,Nick Masset,batter,12
325,Albert Pujols,Paul Maholm,batter,12
326,Albert Pujols,Ross Ohlendorf,batter,4
327,Albert Pujols,Ryan Dempster,batter,8
328,Albert Pujols,Sean Marshall,batter,2
329,Albert Pujols,Seth McClung,batter,2
330,Albert Pujols,Tim Stauffer,batter,6
331,Albert Pujols,Todd Coffey,batter,12
332,Albert Pujols,Tyler Walker,batter,2
333,Albert Pujols,Wandy Rodriguez,batter,6
334,Albert Pujols,Yovani Gallardo,batter,3
335,Albert Pujols,Zach Duke,batter,38
336,Alberto Arias,Alberto Gonzalez,pitcher,1
337,Alberto Arias,Geovany Soto,pitcher,1
338,Alberto Arias,Mark Derosa,pitcher,2
339,Alberto Arias,Micah Hoffpauir,pitcher,1
340,Alberto Arias,Milton Bradley,pitcher,1
341,Alberto Arias,Ryan Theriot,pitcher,6
342,Alberto Callaspo,Adam Eaton,batter,3
343,Alberto Callaspo,Bartolo Colon,batter,3
344,Alberto Callaspo,Brian Tallet,batter,6
345,Alberto Callaspo,Bryan Bullington,batter,2
346,Alberto Callaspo,C.J. Wilson,batter,6
347,Alberto Callaspo,Chris Ray,batter,2
348,Alberto Callaspo,Clayton Mortensen,batter,5
349,Alberto Callaspo,Cliff Lee,batter,6
350,Alberto Callaspo,David Purcey,batter,3
351,Alberto Callaspo,Eddie Bonine,batter,12
352,Alberto Callaspo,Edwin Jackson,batter,6
353,Alberto Callaspo,Gio Gonzalez,batter,3
354,Alberto Callaspo,Glen Perkins,batter,9
355,Alberto Callaspo,Jeff Bennett,batter,3
356,Alberto Callaspo,Jeff Fulchino,batter,3
357,Alberto Callaspo,Jeff Gray,batter,3
358,Alberto Callaspo,Jeff Niemann,batter,3
359,Alberto Callaspo,Jered Weaver,batter,9
360,Alberto Callaspo,Jeremy Bonderman,batter,3
361,Alberto Callaspo,Jeremy Sowers,batter,3
362,Alberto Callaspo,Jesse Crain,batter,2
363,Alberto Callaspo,Joe Saunders,batter,6
364,Alberto Callaspo,Luis Ayala,batter,6
365,Alberto Callaspo,Luke French,batter,12
366,Alberto Callaspo,Matt Garza,batter,3
367,Alberto Callaspo,Matt Harrison,batter,3
368,Alberto Callaspo,Nick Blackburn,batter,14
369,Alberto Callaspo,Rick Porcello,batter,3
370,Alberto Callaspo,Ryan Perry,batter,2
371,Alberto Callaspo,Vin Mazzaro,batter,3
372,Alberto Castillo,Bobby Crosby,pitcher,2
373,Alberto Castillo,Dioner Navarro,pitcher,1
374,Alberto Castillo,Gabe Kapler,pitcher,1
375,Alberto Castillo,Jack Cust,pitcher,1
376,Alberto Castillo,Jacoby Ellsbury,pitcher,1
377,Alberto Castillo,Johnny Damon,pitcher,1
378,Alberto Castillo,Jose Lopez,pitcher,1
379,Alberto Castillo,Kyle Phillips,pitcher,1
380,Alberto Castillo,Mark Teixeira,pitcher,6
381,Alberto Castillo,Robinson Cano,pitcher,1
382,Alberto Castillo,Travis Snider,pitcher,6
383,Alberto Castillo,Vernon Wells,pitcher,2
384,Alberto Gonzalez,Bob Howry,batter,3
385,Alberto Gonzalez,Chris Sampson,batter,3
