,winner,loser,who_won,score
0,A. j. Cole,Aaron Nola,batter,3
1,A. j. Ellis,Luis Avilan,batter,6
2,A. j. Ellis,Matt Wisler,batter,3
3,A. j. Ellis,Tyler Glasnow,batter,3
4,A.J. Cole,Amed Rosario,pitcher,1
5,A.J. Cole,Chase Utley,pitcher,1
6,A.J. Cole,Chris Stratton,pitcher,1
7,A.J. Cole,J. t. Realmuto,pitcher,1
8,A.J. Cole,Joc Pederson,pitcher,1
9,A.J. Cole,Matt Reynolds,pitcher,1
10,A.J. Cole,Michael Saunders,pitcher,2
11,A.J. Cole,Pablo Sandoval,pitcher,1
12,A.J. Cole,Tomas Telis,pitcher,1
13,A.J. Griffin,Austin Hedges,pitcher,2
14,A.J. Griffin,Cory Spangenberg,pitcher,1
15,AJ Ramos,Adam Lind,pitcher,6
16,AJ Ramos,Nolan Fontana,pitcher,1
17,AJ Ramos,Phil Ervin,pitcher,1
18,AJ Ramos,Rhys Hoskins,pitcher,1
19,AJ Ramos,Rio Ruiz,pitcher,1
20,Aaron Altherr,Andrew Cashner,batter,3
21,Aaron Altherr,Arodys Vizcaino,batter,3
22,Aaron Altherr,Austin Bibens-Dirkx,batter,1
23,Aaron Altherr,Bartolo Colon,batter,9
24,Aaron Altherr,Dillon Peters,batter,3
25,Aaron Altherr,Dustin McGowan,batter,3
26,Aaron Altherr,German Marquez,batter,3
27,Aaron Altherr,Gio Gonzalez,batter,10
28,Aaron Altherr,Ivan Nova,batter,6
29,Aaron Altherr,Jaime Garcia,batter,6
30,Aaron Altherr,Jason Hursh,batter,3
31,Aaron Altherr,Jeremy Jeffress,batter,3
32,Aaron Altherr,Jim Johnson,batter,3
33,Aaron Altherr,John Lackey,batter,6
34,Aaron Altherr,Julio Teheran,batter,14
35,Aaron Altherr,Mike Foltynewicz,batter,3
36,Aaron Altherr,Patrick Corbin,batter,3
37,Aaron Altherr,Rick Porcello,batter,6
38,Aaron Altherr,Zach Davies,batter,12
39,Aaron Blair,Aj Pollock,pitcher,1
40,Aaron Blair,Gregor Blanco,pitcher,1
41,Aaron Blair,Ketel Marte,pitcher,1
42,Aaron Blair,Patrick Corbin,batter,3
43,Aaron Hicks,Austin Pruitt,batter,3
44,Aaron Hicks,Carlos Martinez,batter,4
45,Aaron Hicks,Chad Bell,batter,3
46,Aaron Hicks,Charlie Morton,batter,2
47,Aaron Hicks,Chaz Roe,batter,12
48,Aaron Hicks,Craig Breslow,batter,3
49,Aaron Hicks,Danny Duffy,batter,12
50,Aaron Hicks,David Hernandez,batter,6
51,Aaron Hicks,Dylan Bundy,batter,3
52,Aaron Hicks,Hector Rondon,batter,3
53,Aaron Hicks,JC Ramirez,batter,2
54,Aaron Hicks,Jameson Taillon,batter,4
55,Aaron Hicks,Jimmy Yacabonis,batter,6
56,Aaron Hicks,Jose Alvarez,batter,6
57,Aaron Hicks,Marcus Stroman,batter,2
58,Aaron Hicks,Mat Latos,batter,12
59,Aaron Hicks,Matt Dermody,batter,2
60,Aaron Hicks,Parker Bridwell,batter,2
61,Aaron Hicks,Pedro Strop,batter,3
62,Aaron Hicks,Ricky Nolasco,batter,2
63,Aaron Hicks,Rookie Davis,batter,3
64,Aaron Hicks,Santiago Casilla,batter,2
65,Aaron Hicks,Trevor Bauer,batter,4
66,Aaron Hill,Clayton Richard,batter,3
67,Aaron Hill,Gio Gonzalez,batter,5
68,Aaron Hill,Ian Krol,batter,2
69,Aaron Hill,Jason Vargas,batter,2
70,Aaron Hill,Luis Perdomo,batter,2
71,Aaron Hill,Rob Scahill,batter,6
72,Aaron Judge,Andrew Cashner,batter,2
73,Aaron Judge,Bartolo Colon,batter,3
74,Aaron Judge,Brad Peacock,batter,12
75,Aaron Judge,Charlie Morton,batter,4
76,Aaron Judge,Dallas Keuchel,batter,2
77,Aaron Judge,Danny Duffy,batter,3
78,Aaron Judge,Dylan Bundy,batter,12
79,Aaron Judge,Eduardo Rodriguez,batter,2
80,Aaron Judge,Erasmo Ramirez,batter,15
81,Aaron Judge,Fernando Abad,batter,3
82,Aaron Judge,Francisco Liriano,batter,12
83,Aaron Judge,Jacob deGrom,batter,6
84,Aaron Judge,Jimmy Yacabonis,batter,15
85,Aaron Judge,Joe Biagini,batter,10
86,Aaron Judge,John Axford,batter,3
87,Aaron Judge,Lance McCullers Jr.,batter,2
88,Aaron Judge,Luis Castillo,batter,3
89,Aaron Judge,Marcus Stroman,batter,44
90,Aaron Judge,Matt Bush,batter,3
91,Aaron Judge,Matthew Boyd,batter,2
92,Aaron Judge,Michael Fulmer,batter,2
93,Aaron Judge,Michael Ynoa,batter,2
94,Aaron Judge,Mike Fiers,batter,6
95,Aaron Judge,Rafael Montero,batter,12
96,Aaron Judge,Rick Porcello,batter,12
97,Aaron Judge,Ricky Nolasco,batter,3
98,Aaron Judge,Ryan Madson,batter,1
99,Aaron Judge,Santiago Casilla,batter,2
100,Aaron Judge,Tom Koehler,batter,2
101,Aaron Judge,Tyler Glasnow,batter,3
102,Aaron Judge,Tyler Wilson,batter,3
103,Aaron Judge,Wade Miley,batter,2
104,Aaron Nola,A. j. Ellis,pitcher,2
105,Aaron Nola,Adam Eaton,pitcher,1
106,Aaron Nola,Adam Frazier,pitcher,6
107,Aaron Nola,Adonis Garcia,pitcher,2
108,Aaron Nola,Albert Pujols,pitcher,6
109,Aaron Nola,Aledmys Díaz,pitcher,6
110,Aaron Nola,Alex Verdugo,pitcher,2
111,Aaron Nola,Andre Ethier,pitcher,1
112,Aaron Nola,Andrew Mccutchen,pitcher,1
113,Aaron Nola,Anthony Rendon,pitcher,7
114,Aaron Nola,Asdrubal Cabrera,pitcher,6
115,Aaron Nola,Austin Hedges,pitcher,1
116,Aaron Nola,Ben Gamel,pitcher,6
117,Aaron Nola,Ben Revere,pitcher,1
118,Aaron Nola,Brandon Crawford,pitcher,1
119,Aaron Nola,Brandon Nimmo,pitcher,1
120,Aaron Nola,Brandon Phillips,pitcher,1
121,Aaron Nola,Brett Phillips,pitcher,6
122,Aaron Nola,Bryce Harper,pitcher,6
123,Aaron Nola,Carlos Martinez,pitcher,7
124,Aaron Nola,Chase Utley,pitcher,2
125,Aaron Nola,Chris Stewart,pitcher,1
126,Aaron Nola,Christian Yelich,pitcher,8
127,Aaron Nola,Cory Spangenberg,pitcher,1
128,Aaron Nola,Curtis Granderson,pitcher,8
129,Aaron Nola,Dan Straily,pitcher,1
130,Aaron Nola,Dansby Swanson,pitcher,1
131,Aaron Nola,David Freese,pitcher,7
132,Aaron Nola,Dee Strange-gordon,pitcher,1
133,Aaron Nola,Denard Span,pitcher,1
134,Aaron Nola,Derek Dietrich,pitcher,6
135,Aaron Nola,Dominic Smith,pitcher,1
136,Aaron Nola,Ender Inciarte,pitcher,2
137,Aaron Nola,Eric Fryer,pitcher,1
138,Aaron Nola,Eric Thames,pitcher,1
139,Aaron Nola,Erick Aybar,pitcher,7
140,Aaron Nola,Francisco Cervelli,pitcher,3
141,Aaron Nola,Gift Ngoepe,pitcher,1
142,Aaron Nola,Gregory Polanco,pitcher,1
143,Aaron Nola,Hernan Perez,pitcher,1
144,Aaron Nola,J. t. Realmuto,pitcher,2
145,Aaron Nola,Jaime Garcia,pitcher,6
146,Aaron Nola,Jarrod Dyson,pitcher,6
