,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6047150708706971,0.6160828314965755
1,2010.0,0.6224342295461116,0.6381127202274144
2,2011.0,0.6044864226682408,0.6193550547806111
3,2012.0,0.6126346015793251,0.6260796802777195
4,2013.0,0.6024233784746971,0.6171509646756347
5,2014.0,0.6098022105875509,0.6238491658742465
6,2015.0,0.6113457207207207,0.6236398785690187
7,2016.0,0.6073509015256588,0.6216442577592411
8,2017.0,0.6132934813549673,0.6296313029444459
9,2018.0,0.585809497361844,0.6007112961225813
10,2019.0,0.5993359158826784,0.6194369224065983
