,winner,loser,score
0,A. j. Burnett,Luis Valbuena,0
1,A. j. Burnett,Russell Martin,0
2,A. j. Burnett,Starling Marte,2
3,Starling Marte,A. j. Burnett,2
4,A. j. Ellis,Adam Laroche,4
5,A. j. Ellis,Alfonso Soriano,0
6,A. j. Ellis,Andre Ethier,0
7,A. j. Ellis,Andrelton Simmons,0
8,A. j. Ellis,Andres Torres,1
9,A. j. Ellis,Andrew Mccutchen,0
10,A. j. Ellis,Andy Dirks,3
11,A. j. Ellis,Anthony Rendon,0
12,A. j. Ellis,Anthony Rizzo,0
13,A. j. Ellis,B. j. Upton,1
14,B. j. Upton,A. j. Ellis,1
15,A. j. Ellis,Brandon Belt,3
16,A. j. Ellis,Brandon Phillips,0
17,A. j. Ellis,Bryce Harper,0
18,A. j. Ellis,Carlos Gonzalez,0
19,A. j. Ellis,Carlos Quentin,0
20,A. j. Ellis,Chase Headley,0
21,A. j. Ellis,Chris Denorfia,0
22,A. j. Ellis,Clayton Kershaw,0
23,A. j. Ellis,Coco Crisp,0
24,A. j. Ellis,Corey Dickerson,1
25,A. j. Ellis,Daniel Nava,2
26,A. j. Ellis,David Dejesus,0
27,A. j. Ellis,David Ortiz,3
28,A. j. Ellis,Denard Span,0
29,A. j. Ellis,Derek Dietrich,0
30,A. j. Ellis,Dioner Navarro,0
31,A. j. Ellis,Domonic Brown,7
32,A. j. Ellis,Dustin Pedroia,0
33,A. j. Ellis,Ed Lucas,4
34,A. j. Ellis,Eric Chavez,2
35,Eric Chavez,A. j. Ellis,2
36,A. j. Ellis,Eric Young,0
37,A. j. Ellis,Gerardo Parra,1
38,Gerardo Parra,A. j. Ellis,1
39,A. j. Ellis,Giancarlo Stanton,0
40,A. j. Ellis,Gregor Blanco,0
41,A. j. Ellis,Ian Desmond,2
42,A. j. Ellis,Ike Davis,9
43,A. j. Ellis,Jason Heyward,0
44,A. j. Ellis,Jay Bruce,0
45,A. j. Ellis,Jesus Guzman,10
46,A. j. Ellis,Joey Votto,7
47,A. j. Ellis,John Buck,0
48,A. j. Ellis,Jose Tabata,0
49,A. j. Ellis,Juan Pierre,0
50,A. j. Ellis,Juan Uribe,0
51,A. j. Ellis,Junior Lake,10
52,Junior Lake,A. j. Ellis,10
53,A. j. Ellis,Logan Morrison,0
54,A. j. Ellis,Marlon Byrd,2
55,A. j. Ellis,Matt Adams,0
56,A. j. Ellis,Matt Carpenter,0
57,A. j. Ellis,Matt Kemp,0
58,A. j. Ellis,Michael Cuddyer,0
59,A. j. Ellis,Mitch Moreland,0
60,A. j. Ellis,Neil Walker,0
61,A. j. Ellis,Nick Punto,1
62,Nick Punto,A. j. Ellis,1
63,A. j. Ellis,Nolan Arenado,1
64,A. j. Ellis,Nori Aoki,0
65,A. j. Ellis,Pablo Sandoval,7
66,A. j. Ellis,Paul Goldschmidt,0
67,A. j. Ellis,Roger Kieschnick,1
68,A. j. Ellis,Ryan Howard,0
69,A. j. Ellis,Shin-soo Choo,0
70,A. j. Ellis,Skip Schumaker,0
71,A. j. Ellis,Starlin Castro,0
72,A. j. Ellis,Starling Marte,1
73,Starling Marte,A. j. Ellis,1
74,A. j. Ellis,Todd Frazier,4
75,A. j. Ellis,Todd Helton,0
76,A. j. Ellis,Vernon Wells,5
77,A. j. Ellis,Will Venable,7
78,A. j. Ellis,Yasiel Puig,7
79,A. j. Ellis,Zack Cozart,0
80,A. j. Pierzynski,Adam Lind,7
81,A. j. Pierzynski,Adrian Beltre,0
82,A. j. Pierzynski,Alexei Ramírez,16
83,A. j. Pierzynski,Alfonso Soriano,0
84,A. j. Pierzynski,Brad Miller,4
85,A. j. Pierzynski,Brandon Moss,6
86,A. j. Pierzynski,Brett Lawrie,10
87,A. j. Pierzynski,Brian Dozier,4
88,A. j. Pierzynski,Chris Davis,12
89,A. j. Pierzynski,Chris Young,7
90,A. j. Pierzynski,Dayán Viciedo,6
91,A. j. Pierzynski,Edwin Encarnacion,0
92,A. j. Pierzynski,Elvis Andrus,8
93,A. j. Pierzynski,Eric Hosmer,0
94,A. j. Pierzynski,George Kottaras,6
95,A. j. Pierzynski,Geovany Soto,9
96,A. j. Pierzynski,Howie Kendrick,6
97,A. j. Pierzynski,James Loney,0
98,A. j. Pierzynski,Jb Shuck,3
99,A. j. Pierzynski,Joey Votto,1
100,A. j. Pierzynski,Jose Reyes,0
101,A. j. Pierzynski,Kyle Seager,11
102,A. j. Pierzynski,Leonys Martín,17
103,A. j. Pierzynski,Mark Trumbo,0
104,A. j. Pierzynski,Michael Bourn,0
105,A. j. Pierzynski,Michael Brantley,3
106,A. j. Pierzynski,Michael Saunders,8
107,A. j. Pierzynski,Mitch Moreland,0
108,A. j. Pierzynski,Nick Swisher,9
109,A. j. Pierzynski,Omar Infante,9
110,Omar Infante,A. j. Pierzynski,9
111,A. j. Pierzynski,Ryan Doumit,1
112,A. j. Pierzynski,Ryan Sweeney,3
113,Aaron Hicks,Adam Jones,0
114,Aaron Hicks,Adam Lind,0
115,Aaron Hicks,Alberto Callaspo,0
116,Aaron Hicks,Andres Torres,0
117,Aaron Hicks,Anthony Rizzo,0
118,Aaron Hicks,Avisail Garcia,0
119,Aaron Hicks,Ben Zobrist,3
120,Ben Zobrist,Aaron Hicks,3
121,Aaron Hicks,Brandon Barnes,1
122,Aaron Hicks,Brandon Crawford,0
123,Aaron Hicks,Brandon Moss,5
124,Aaron Hicks,Brian Dozier,0
125,Aaron Hicks,Chris Davis,0
126,Aaron Hicks,Cody Ross,1
127,Aaron Hicks,Colby Rasmus,0
128,Aaron Hicks,Craig Gentry,0
129,Aaron Hicks,Dan Uggla,0
130,Aaron Hicks,David Wright,0
131,Aaron Hicks,Dexter Fowler,0
132,Aaron Hicks,Edwin Encarnacion,0
133,Aaron Hicks,Emilio Bonifacio,1
134,Emilio Bonifacio,Aaron Hicks,1
135,Aaron Hicks,Eric Sogard,1
136,Aaron Hicks,Gaby Sanchez,0
137,Aaron Hicks,Geovany Soto,0
138,Aaron Hicks,Giancarlo Stanton,0
139,Aaron Hicks,Hank Conger,0
140,Aaron Hicks,Howie Kendrick,0
141,Aaron Hicks,Ichiro Suzuki,2
142,Aaron Hicks,Jamey Carroll,0
143,Aaron Hicks,Jason Castro,0
144,Aaron Hicks,Jason Giambi,0
145,Aaron Hicks,Jason Kipnis,0
146,Aaron Hicks,Jed Lowrie,1
147,Aaron Hicks,Jhonny Peralta,0
148,Aaron Hicks,Jimmy Rollins,0
149,Aaron Hicks,Joe Mauer,5
150,Aaron Hicks,Jon Jay,0
151,Aaron Hicks,Jordy Mercer,0
152,Aaron Hicks,Jose Lobaton,0
153,Aaron Hicks,Josh Donaldson,1
154,Aaron Hicks,Josh Reddick,0
155,Aaron Hicks,Kyle Seager,1
156,Aaron Hicks,Luke Scott,0
157,Aaron Hicks,Matthew Joyce,0
158,Aaron Hicks,Mike Trout,0
159,Aaron Hicks,Oswaldo Arcia,1
160,Oswaldo Arcia,Aaron Hicks,1
161,Aaron Hicks,Pedro Florimon,0
162,Aaron Hicks,Robinson Cano,1
163,Aaron Hicks,Russell Martin,0
164,Aaron Hicks,Ryan Doumit,1
165,Aaron Hicks,Ryan Howard,0
166,Aaron Hicks,Ryan Raburn,0
167,Aaron Hicks,Starlin Castro,0
168,Aaron Hicks,Travis Hafner,0
169,Aaron Hicks,Yadier Molina,0
170,Aaron Hicks,Yunel Escobar,0
171,Aaron Hill,Adam Eaton,4
172,Aaron Hill,Adam Jones,1
173,Aaron Hill,Adam Laroche,0
174,Aaron Hill,Adrian Gonzalez,0
175,Aaron Hill,Alexi Amarista,0
176,Aaron Hill,Alexi Casilla,11
