,winner,loser,score
0,A. j. Ellis,Adam Kennedy,4
1,A. j. Ellis,Adam Laroche,0
2,A. j. Ellis,Alex Rios,0
3,A. j. Ellis,Alfonso Soriano,0
4,A. j. Ellis,Bobby Abreu,1
5,Bobby Abreu,A. j. Ellis,1
6,A. j. Ellis,Brandon Crawford,3
7,Brandon Crawford,A. j. Ellis,3
8,A. j. Ellis,Bryce Harper,4
9,A. j. Ellis,Buster Posey,2
10,A. j. Ellis,Carlos Beltran,0
11,A. j. Ellis,Carlos Gonzalez,0
12,A. j. Ellis,Chase Headley,0
13,A. j. Ellis,Chase Utley,3
14,A. j. Ellis,Chipper Jones,1
15,Chipper Jones,A. j. Ellis,1
16,A. j. Ellis,Chris Nelson,0
17,A. j. Ellis,Daniel Descalso,0
18,A. j. Ellis,Daniel Murphy,0
19,A. j. Ellis,Danny Espinosa,0
20,A. j. Ellis,Darwin Barney,2
21,A. j. Ellis,David Wright,0
22,A. j. Ellis,Donovan Solano,6
23,A. j. Ellis,Freddie Freeman,0
24,A. j. Ellis,Garrett Jones,0
25,A. j. Ellis,George Kottaras,1
26,George Kottaras,A. j. Ellis,1
27,A. j. Ellis,Giancarlo Stanton,0
28,A. j. Ellis,Greg Dobbs,0
29,A. j. Ellis,Hanley Ramirez,0
30,A. j. Ellis,Hector Sanchez,6
31,A. j. Ellis,J. d. Martinez,2
32,A. j. Ellis,James Loney,6
33,A. j. Ellis,Jason Kubel,0
34,A. j. Ellis,Jemile Weeks,0
35,A. j. Ellis,Joey Votto,0
36,A. j. Ellis,Jon Jay,0
37,A. j. Ellis,Jordany Valdespin,0
38,A. j. Ellis,Jose Reyes,0
39,A. j. Ellis,Josh Rutledge,0
40,A. j. Ellis,Juan Uribe,2
41,A. j. Ellis,Kelly Johnson,6
42,A. j. Ellis,Kevin Youkilis,1
43,A. j. Ellis,Kirk Nieuwenhuis,3
44,Kirk Nieuwenhuis,A. j. Ellis,3
45,A. j. Ellis,Logan Forsythe,0
46,A. j. Ellis,Luis Cruz,0
47,A. j. Ellis,Matt Holliday,0
48,A. j. Ellis,Michael Bourn,1
49,A. j. Ellis,Miguel Montero,0
50,A. j. Ellis,Neil Walker,5
51,A. j. Ellis,Pedro Alvarez,0
52,A. j. Ellis,Rafael Furcal,3
53,A. j. Ellis,Ruben Tejada,0
54,A. j. Ellis,Ryan Braun,1
55,Ryan Braun,A. j. Ellis,1
56,A. j. Ellis,Ryan Theriot,1
57,A. j. Ellis,Scott Hairston,8
58,A. j. Ellis,Shane Victorino,0
59,A. j. Ellis,Skip Schumaker,0
60,A. j. Ellis,Stephen Drew,0
61,A. j. Ellis,Steve Lombardozzi,1
62,Steve Lombardozzi,A. j. Ellis,1
63,A. j. Ellis,Todd Frazier,0
64,A. j. Ellis,Todd Helton,0
65,A. j. Ellis,Troy Tulowitzki,1
66,A. j. Ellis,Will Middlebrooks,0
67,A. j. Ellis,Yadier Molina,0
68,A. j. Pierzynski,Adam Jones,3
69,A. j. Pierzynski,Adrian Beltre,15
70,Adrian Beltre,A. j. Pierzynski,15
71,A. j. Pierzynski,Adrian Gonzalez,15
72,A. j. Pierzynski,Alejandro De aza,11
73,A. j. Pierzynski,Alex Gordon,0
74,A. j. Pierzynski,Alex Rios,9
75,A. j. Pierzynski,Alex Rodriguez,21
76,A. j. Pierzynski,Andy Dirks,25
77,A. j. Pierzynski,Asdrubal Cabrera,0
78,A. j. Pierzynski,Ben Zobrist,6
79,A. j. Pierzynski,Billy Butler,16
80,A. j. Pierzynski,Brennan Boesch,1
81,A. j. Pierzynski,Brent Morel,8
82,A. j. Pierzynski,Brett Lawrie,0
83,A. j. Pierzynski,Carlos Santana,12
84,A. j. Pierzynski,Casey Mcgehee,3
85,Casey Mcgehee,A. j. Pierzynski,3
86,A. j. Pierzynski,Chris Davis,22
87,A. j. Pierzynski,Chris Parmelee,0
88,A. j. Pierzynski,Cliff Pennington,4
89,A. j. Pierzynski,Coco Crisp,4
90,A. j. Pierzynski,Cody Ross,3
91,A. j. Pierzynski,Colby Rasmus,13
92,A. j. Pierzynski,Craig Gentry,7
93,A. j. Pierzynski,Curtis Granderson,7
94,A. j. Pierzynski,David Murphy,13
95,A. j. Pierzynski,Derek Jeter,20
96,A. j. Pierzynski,Derek Norris,7
97,A. j. Pierzynski,Desmond Jennings,1
98,A. j. Pierzynski,Dustin Pedroia,0
99,A. j. Pierzynski,Edwin Encarnacion,0
100,A. j. Pierzynski,Elliot Johnson,9
101,A. j. Pierzynski,Elvis Andrus,5
102,A. j. Pierzynski,Eric Hosmer,27
103,A. j. Pierzynski,Evan Longoria,7
104,A. j. Pierzynski,Ian Kinsler,24
105,A. j. Pierzynski,Jarrod Dyson,16
106,A. j. Pierzynski,Jeff Francoeur,8
107,A. j. Pierzynski,Jeff Keppinger,3
108,A. j. Pierzynski,Josh Hamilton,0
109,A. j. Pierzynski,Josh Reddick,11
110,A. j. Pierzynski,Josh Willingham,1
111,A. j. Pierzynski,Justin Morneau,2
112,A. j. Pierzynski,Kelly Johnson,13
113,A. j. Pierzynski,Kendrys Morales,9
114,Kendrys Morales,A. j. Pierzynski,9
115,A. j. Pierzynski,Maicer Izturis,0
116,A. j. Pierzynski,Mark Teixeira,0
117,A. j. Pierzynski,Michael Brantley,14
118,A. j. Pierzynski,Miguel Olivo,3
119,A. j. Pierzynski,Mike Moustakas,18
120,A. j. Pierzynski,Mitch Moreland,15
121,A. j. Pierzynski,Nate Mclouth,6
122,A. j. Pierzynski,Nick Markakis,14
123,A. j. Pierzynski,Nick Swisher,0
124,A. j. Pierzynski,Paul Konerko,0
125,A. j. Pierzynski,Prince Fielder,9
126,A. j. Pierzynski,Russ Canzler,0
127,A. j. Pierzynski,Salvador Perez,9
128,A. j. Pierzynski,Sean Rodriguez,2
129,A. j. Pierzynski,Seth Smith,2
130,A. j. Pierzynski,Shin-soo Choo,22
131,A. j. Pierzynski,Steve Pearce,0
132,A. j. Pierzynski,Torii Hunter,11
133,A. j. Pierzynski,Will Middlebrooks,3
134,A. j. Pierzynski,Yoenis Céspedes,3
135,Yoenis Céspedes,A. j. Pierzynski,3
136,A. j. Pierzynski,Yunel Escobar,8
137,Aaron Hill,Adam Dunn,0
138,Aaron Hill,Adam Laroche,4
139,Aaron Hill,Adrian Gonzalez,0
140,Aaron Hill,Albert Pujols,0
141,Aaron Hill,Alcides Escobar,8
142,Aaron Hill,Alexei Ramírez,0
143,Aaron Hill,Alexi Amarista,5
144,Aaron Hill,Alfonso Soriano,4
145,Aaron Hill,Allen Craig,3
146,Aaron Hill,Andres Torres,20
147,Aaron Hill,Andrew Mccutchen,1
148,Aaron Hill,Angel Pagan,5
149,Aaron Hill,Anthony Rizzo,9
150,Aaron Hill,Aramis Ramirez,2
151,Aaron Hill,Ben Zobrist,0
152,Aaron Hill,Brandon Belt,10
153,Aaron Hill,Brandon Crawford,16
154,Aaron Hill,Brandon Phillips,0
155,Aaron Hill,Brendan Ryan,0
156,Aaron Hill,Brian Bogusevic,6
157,Aaron Hill,Brian Mccann,8
158,Aaron Hill,Bryan Lahair,2
159,Aaron Hill,Bryce Harper,6
160,Bryce Harper,Aaron Hill,6
161,Aaron Hill,Buster Posey,6
162,Aaron Hill,Cameron Maybin,5
163,Aaron Hill,Carlos Beltran,19
164,Aaron Hill,Carlos Gonzalez,8
165,Aaron Hill,Carlos Lee,9
166,Aaron Hill,Carlos Quentin,13
167,Aaron Hill,Carlos Ruiz,3
168,Aaron Hill,Casper Wells,2
169,Aaron Hill,Charlie Blackmon,18
170,Aaron Hill,Chase Headley,3
171,Aaron Hill,Chipper Jones,4
172,Aaron Hill,Chris Carter,5
173,Aaron Hill,Chris Denorfia,5
174,Aaron Hill,Chris Nelson,8
175,Aaron Hill,Chris Young,0
176,Aaron Hill,Clint Barmes,1
177,Aaron Hill,Cody Ransom,0
178,Aaron Hill,Daniel Descalso,0
179,Aaron Hill,Daniel Murphy,0
180,Aaron Hill,Daniel Nava,0
181,Aaron Hill,Danny Espinosa,17
182,Aaron Hill,Darwin Barney,10
