,winner,loser,score
0,A. j. Pierzynski,Adrian Beltre,13
1,A. j. Pierzynski,Alberto Callaspo,0
2,A. j. Pierzynski,Alex Gordon,10
3,A. j. Pierzynski,Alex Rios,0
4,A. j. Pierzynski,Alex Rodriguez,0
5,A. j. Pierzynski,Alexei Ramírez,3
6,A. j. Pierzynski,Asdrubal Cabrera,0
7,A. j. Pierzynski,Ben Zobrist,3
8,A. j. Pierzynski,Billy Butler,0
9,A. j. Pierzynski,Brad Hawpe,3
10,A. j. Pierzynski,Brandon Moss,13
11,A. j. Pierzynski,Brian Anderson,14
12,A. j. Pierzynski,Brian Roberts,0
13,A. j. Pierzynski,Carl Crawford,6
14,A. j. Pierzynski,Carlos Pena,7
15,A. j. Pierzynski,Carlos Quentin,16
16,A. j. Pierzynski,Chase Utley,0
17,A. j. Pierzynski,Chris Coghlan,0
18,A. j. Pierzynski,Chris Getz,0
19,A. j. Pierzynski,Craig Counsell,6
20,A. j. Pierzynski,Curtis Granderson,0
21,A. j. Pierzynski,David Murphy,0
22,A. j. Pierzynski,Delmon Young,9
23,A. j. Pierzynski,Derek Jeter,7
24,A. j. Pierzynski,Dioner Navarro,11
25,A. j. Pierzynski,Dustin Pedroia,6
26,A. j. Pierzynski,Franklin Gutierrez,0
27,A. j. Pierzynski,Gabe Gross,13
28,A. j. Pierzynski,Gerald Laird,12
29,A. j. Pierzynski,Grady Sizemore,4
30,A. j. Pierzynski,Ichiro Suzuki,0
31,A. j. Pierzynski,J. d. Drew,13
32,A. j. Pierzynski,Jack Cust,0
33,A. j. Pierzynski,Jacoby Ellsbury,12
34,A. j. Pierzynski,Jason Bartlett,10
35,Jason Bartlett,A. j. Pierzynski,10
36,A. j. Pierzynski,Jason Kendall,7
37,Jason Kendall,A. j. Pierzynski,7
38,A. j. Pierzynski,Jayson Nix,13
39,A. j. Pierzynski,Jermaine Dye,4
40,A. j. Pierzynski,Jerry Hairston,4
41,A. j. Pierzynski,Jim Thome,3
42,A. j. Pierzynski,Johnny Damon,14
43,A. j. Pierzynski,Jose Bautista,0
44,A. j. Pierzynski,Jose Lopez,7
45,A. j. Pierzynski,Juan Rivera,0
46,A. j. Pierzynski,Ken Griffey,0
47,A. j. Pierzynski,Landon Powell,13
48,A. j. Pierzynski,Luis Valbuena,0
49,A. j. Pierzynski,Lyle Overbay,6
50,A. j. Pierzynski,Marco Scutaro,0
51,A. j. Pierzynski,Mark Teixeira,0
52,A. j. Pierzynski,Matt Holliday,6
53,A. j. Pierzynski,Miguel Tejada,8
54,A. j. Pierzynski,Mike Cameron,5
55,A. j. Pierzynski,Mike Napoli,14
56,Mike Napoli,A. j. Pierzynski,14
57,A. j. Pierzynski,Nelson Cruz,8
58,A. j. Pierzynski,Nick Markakis,0
59,A. j. Pierzynski,Paul Konerko,1
60,A. j. Pierzynski,Placido Polanco,16
61,A. j. Pierzynski,Prince Fielder,14
62,A. j. Pierzynski,Rob Johnson,14
63,A. j. Pierzynski,Robinson Cano,0
64,A. j. Pierzynski,Ronny Paulino,2
65,A. j. Pierzynski,Russell Branyan,12
66,Russell Branyan,A. j. Pierzynski,12
67,A. j. Pierzynski,Ryan Braun,0
68,A. j. Pierzynski,Ryan Sweeney,5
69,A. j. Pierzynski,Scott Hairston,14
70,A. j. Pierzynski,Scott Podsednik,14
71,A. j. Pierzynski,Shin-soo Choo,13
72,A. j. Pierzynski,Torii Hunter,9
73,A. j. Pierzynski,Travis Hafner,7
74,A. j. Pierzynski,Ty Wigginton,0
75,A. j. Pierzynski,Vernon Wells,0
76,A. j. Pierzynski,Victor Martinez,8
77,Aaron Cunningham,Adam Kennedy,1
78,Adam Kennedy,Aaron Cunningham,1
79,Aaron Cunningham,Brian Roberts,0
80,Aaron Cunningham,Jack Hannahan,0
81,Aaron Cunningham,Jamey Carroll,0
82,Aaron Cunningham,Jason Giambi,1
83,Jason Giambi,Aaron Cunningham,1
84,Aaron Cunningham,Jason Kubel,0
85,Aaron Cunningham,Jose Guillen,0
86,Aaron Cunningham,Michael Cuddyer,0
87,Aaron Cunningham,Placido Polanco,0
88,Aaron Cunningham,Shin-soo Choo,0
89,Aaron Hill,Adam Dunn,0
90,Aaron Hill,Adam Jones,5
91,Aaron Hill,Adam Laroche,4
92,Aaron Hill,Adam Lind,16
93,Aaron Hill,Adrian Beltre,9
94,Adrian Beltre,Aaron Hill,9
95,Aaron Hill,Alberto Callaspo,26
96,Aaron Hill,Alex Rios,10
97,Aaron Hill,Alex Rodriguez,10
98,Aaron Hill,Alexi Casilla,3
99,Aaron Hill,Andre Ethier,8
100,Aaron Hill,Andruw Jones,0
101,Aaron Hill,Andy Laroche,6
102,Aaron Hill,Asdrubal Cabrera,11
103,Aaron Hill,B. j. Upton,16
104,Aaron Hill,Ben Francisco,9
105,Aaron Hill,Ben Zobrist,0
106,Aaron Hill,Billy Butler,12
107,Aaron Hill,Brandon Inge,0
108,Aaron Hill,Brett Gardner,13
109,Aaron Hill,Carl Crawford,2
110,Aaron Hill,Carlos Guillen,0
111,Aaron Hill,Carlos Lee,0
112,Aaron Hill,Carlos Quentin,2
113,Aaron Hill,Cesar Izturis,0
114,Aaron Hill,Chone Figgins,0
115,Aaron Hill,Cliff Pennington,8
116,Aaron Hill,Corey Hart,3
117,Aaron Hill,David Dejesus,3
118,Aaron Hill,David Ortiz,15
119,Aaron Hill,Denard Span,3
120,Aaron Hill,Derek Jeter,0
121,Aaron Hill,Dustin Pedroia,6
122,Aaron Hill,Elvis Andrus,1
123,Aaron Hill,Erick Aybar,0
124,Aaron Hill,Evan Longoria,3
125,Aaron Hill,Franklin Gutierrez,0
126,Aaron Hill,Gabe Gross,11
127,Aaron Hill,Gabe Kapler,0
128,Aaron Hill,Garret Anderson,0
129,Aaron Hill,Gary Matthews,0
130,Aaron Hill,Gary Sheffield,3
131,Aaron Hill,Grady Sizemore,1
132,Aaron Hill,Gregg Zaun,0
133,Aaron Hill,Hideki Matsui,14
134,Aaron Hill,Howie Kendrick,0
135,Aaron Hill,Ian Kinsler,0
136,Aaron Hill,Ichiro Suzuki,0
137,Aaron Hill,Jack Cust,0
138,Aaron Hill,Jack Hannahan,3
139,Jack Hannahan,Aaron Hill,3
140,Aaron Hill,Jacoby Ellsbury,12
141,Jacoby Ellsbury,Aaron Hill,12
142,Aaron Hill,Jake Fox,9
143,Jake Fox,Aaron Hill,9
144,Aaron Hill,Jamey Carroll,7
145,Jamey Carroll,Aaron Hill,7
146,Aaron Hill,Jason Bartlett,6
147,Aaron Hill,Jason Kubel,0
148,Aaron Hill,Jason Varitek,8
149,Aaron Hill,Jayson Nix,17
150,Aaron Hill,Jayson Werth,3
151,Jayson Werth,Aaron Hill,3
152,Aaron Hill,Jeff Mathis,0
153,Aaron Hill,Jermaine Dye,11
154,Aaron Hill,Jhonny Peralta,0
155,Aaron Hill,Jim Thome,6
156,Aaron Hill,Joe Crede,0
157,Aaron Hill,Johnny Damon,0
158,Aaron Hill,Jorge Posada,11
159,Aaron Hill,Jose Bautista,11
160,Aaron Hill,Jose Lopez,9
161,Aaron Hill,Juan Rivera,1
162,Aaron Hill,Juan Uribe,9
163,Juan Uribe,Aaron Hill,9
164,Aaron Hill,Kelly Shoppach,3
165,Aaron Hill,Ken Griffey,18
166,Aaron Hill,Kendrys Morales,3
167,Aaron Hill,Kenji Johjima,9
168,Aaron Hill,Kevin Youkilis,4
169,Aaron Hill,Lance Berkman,1
170,Aaron Hill,Luis Valbuena,2
171,Aaron Hill,Lyle Overbay,24
172,Aaron Hill,Magglio Ordonez,9
173,Magglio Ordonez,Aaron Hill,9
174,Aaron Hill,Maicer Izturis,5
175,Aaron Hill,Marco Scutaro,25
176,Aaron Hill,Mark Derosa,2
177,Aaron Hill,Mark Ellis,3
178,Mark Ellis,Aaron Hill,3
179,Aaron Hill,Mark Teahen,4
180,Aaron Hill,Marlon Byrd,4
181,Aaron Hill,Matt Holliday,4
182,Aaron Hill,Melky Cabrera,19
183,Aaron Hill,Michael Bourn,0
184,Aaron Hill,Michael Cuddyer,1
185,Aaron Hill,Michael Young,10
186,Aaron Hill,Miguel Olivo,8
187,Aaron Hill,Mike Cameron,0
188,Aaron Hill,Mike Napoli,16
189,Mike Napoli,Aaron Hill,16
190,Aaron Hill,Mike Sweeney,0
191,Aaron Hill,Mitch Maier,3
192,Mitch Maier,Aaron Hill,3
193,Aaron Hill,Nick Green,7
194,Aaron Hill,Nick Markakis,0
195,Aaron Hill,Nick Swisher,0
196,Aaron Hill,Nolan Reimold,9
197,Nolan Reimold,Aaron Hill,9
198,Aaron Hill,Orlando Cabrera,12
199,Aaron Hill,Pat Burrell,11
200,Aaron Hill,Paul Konerko,0
201,Aaron Hill,Placido Polanco,13
202,Aaron Hill,Randy Winn,6
203,Aaron Hill,Reggie Willits,7
204,Aaron Hill,Rick Ankiel,6
205,Aaron Hill,Rob Johnson,7
206,Aaron Hill,Robinson Cano,13
207,Robinson Cano,Aaron Hill,13
208,Aaron Hill,Rod Barajas,0
209,Aaron Hill,Russell Branyan,9
210,Aaron Hill,Ryan Braun,1
211,Aaron Hill,Ryan Garko,0
212,Aaron Hill,Ryan Hanigan,0
213,Aaron Hill,Ryan Ludwick,7
214,Aaron Hill,Ryan Raburn,0
215,Aaron Hill,Ryan Sweeney,0
216,Aaron Hill,Scott Hairston,0
217,Aaron Hill,Scott Rolen,8
218,Aaron Hill,Shin-soo Choo,10
219,Aaron Hill,Travis Hafner,0
220,Aaron Hill,Travis Snider,1
221,Aaron Hill,Ty Wigginton,0
222,Aaron Hill,Victor Martinez,6
223,Aaron Hill,Vladimir Guerrero,0
224,Aaron Hill,Wladimir Balentien,7
225,Aaron Hill,Yuniesky Betancourt,8
226,Aaron Rowand,Adam Jones,6
227,Aaron Rowand,Albert Pujols,9
228,Albert Pujols,Aaron Rowand,9
229,Aaron Rowand,Alberto Gonzalez,1
230,Aaron Rowand,Angel Pagan,0
231,Aaron Rowand,B. j. Upton,6
232,Aaron Rowand,Ben Francisco,0
233,Aaron Rowand,Bengie Molina,0
234,Aaron Rowand,Billy Butler,0
235,Aaron Rowand,Carlos Gomez,1
236,Aaron Rowand,Chase Headley,3
237,Aaron Rowand,Chase Utley,1
238,Aaron Rowand,Chone Figgins,5
239,Aaron Rowand,Chris Coghlan,0
240,Aaron Rowand,Chris Coste,1
241,Aaron Rowand,Colby Rasmus,5
242,Aaron Rowand,David Dejesus,0
243,Aaron Rowand,David Wright,0
244,Aaron Rowand,Derrek Lee,0
245,Aaron Rowand,Dioner Navarro,5
246,Aaron Rowand,Emilio Bonifacio,3
247,Emilio Bonifacio,Aaron Rowand,3
248,Aaron Rowand,Emmanuel Burriss,0
249,Aaron Rowand,Erick Aybar,18
250,Aaron Rowand,Everth Cabrera,0
251,Aaron Rowand,Felipe Lopez,1
252,Aaron Rowand,Freddy Sanchez,0
253,Aaron Rowand,Gerardo Parra,2
254,Aaron Rowand,Hunter Pence,2
255,Aaron Rowand,Jayson Werth,3
256,Aaron Rowand,Jeremy Hermida,0
257,Aaron Rowand,Jimmy Rollins,0
258,Aaron Rowand,Juan Uribe,0
259,Aaron Rowand,Kosuke Fukudome,5
260,Aaron Rowand,Lance Berkman,14
261,Aaron Rowand,Luis Castillo,0
262,Aaron Rowand,Mark Teahen,0
263,Aaron Rowand,Matt Kemp,9
264,Aaron Rowand,Miguel Tejada,6
265,Aaron Rowand,Mike Fontenot,2
266,Aaron Rowand,Nyjer Morgan,2
267,Aaron Rowand,Pablo Sandoval,0
268,Aaron Rowand,Paul Janish,0
269,Aaron Rowand,Placido Polanco,2
270,Aaron Rowand,Rafael Furcal,4
271,Aaron Rowand,Randy Winn,0
272,Aaron Rowand,Raul Ibanez,3
273,Aaron Rowand,Rick Ankiel,1
274,Rick Ankiel,Aaron Rowand,1
275,Aaron Rowand,Russell Martin,10
276,Aaron Rowand,Ryan Braun,3
277,Ryan Braun,Aaron Rowand,3
278,Aaron Rowand,Ryan Roberts,2
279,Aaron Rowand,Shane Victorino,0
280,Aaron Rowand,Skip Schumaker,0
281,Aaron Rowand,Travis Ishikawa,6
282,Aaron Rowand,Wil Nieves,2
283,Aaron Rowand,Yadier Molina,4
284,Adam Dunn,Aaron Hill,3
285,Adam Dunn,Adam Lind,4
286,Adam Dunn,Albert Pujols,7
287,Adam Dunn,Andrew Mccutchen,0
288,Adam Dunn,Aramis Ramirez,1
289,Aramis Ramirez,Adam Dunn,1
290,Adam Dunn,Billy Butler,0
291,Adam Dunn,Brad Hawpe,1
292,Brad Hawpe,Adam Dunn,1
293,Adam Dunn,Brandon Allen,1
294,Brandon Allen,Adam Dunn,1
295,Adam Dunn,Brendan Ryan,0
296,Adam Dunn,Casey Kotchman,8
297,Adam Dunn,Corey Hart,0
298,Adam Dunn,David Ortiz,0
299,Adam Dunn,David Ross,0
300,Adam Dunn,David Wright,10
301,Adam Dunn,Denard Span,5
302,Adam Dunn,Derek Jeter,0
303,Adam Dunn,Derrek Lee,0
304,Adam Dunn,Dustin Pedroia,2
305,Adam Dunn,Elvis Andrus,0
306,Adam Dunn,Fernando Tatis,5
307,Adam Dunn,Geoff Blum,0
308,Adam Dunn,Greg Dobbs,4
309,Adam Dunn,Ichiro Suzuki,3
310,Adam Dunn,Jayson Werth,0
311,Adam Dunn,Jermaine Dye,0
312,Adam Dunn,John Baker,3
313,Adam Dunn,Johnny Damon,0
314,Adam Dunn,Josh Willingham,7
315,Adam Dunn,Kazuo Matsui,0
316,Adam Dunn,Kevin Youkilis,0
317,Adam Dunn,Kosuke Fukudome,8
318,Adam Dunn,Kurt Suzuki,2
319,Adam Dunn,Magglio Ordonez,1
320,Adam Dunn,Marco Scutaro,2
321,Adam Dunn,Mark Derosa,0
322,Adam Dunn,Mark Teixeira,11
323,Adam Dunn,Matt Tolbert,4
324,Adam Dunn,Michael Bourn,8
325,Adam Dunn,Michael Young,1
326,Michael Young,Adam Dunn,1
327,Adam Dunn,Miguel Montero,0
328,Adam Dunn,Miguel Tejada,8
329,Adam Dunn,Mike Fontenot,0
330,Adam Dunn,Mike Sweeney,0
331,Adam Dunn,Nick Green,0
332,Adam Dunn,Nick Swisher,0
333,Adam Dunn,Pedro Feliz,12
334,Adam Dunn,Reed Johnson,0
335,Adam Dunn,Rob Johnson,2
336,Adam Dunn,Robinson Cano,6
337,Adam Dunn,Russell Branyan,9
338,Russell Branyan,Adam Dunn,9
339,Adam Dunn,Ryan Braun,0
340,Adam Dunn,Ryan Zimmerman,9
341,Adam Dunn,Scott Rolen,0
342,Adam Dunn,Skip Schumaker,6
343,Adam Dunn,Todd Helton,0
344,Adam Dunn,Troy Tulowitzki,0
345,Adam Dunn,Vernon Wells,3
346,Adam Dunn,Wandy Rodriguez,0
347,Adam Dunn,Yunel Escobar,8
348,Adam Everett,Adam Kennedy,0
349,Adam Everett,Albert Pujols,0
350,Adam Everett,Alberto Callaspo,0
351,Adam Everett,Alex Rodriguez,0
352,Adam Everett,Alexei Ramírez,6
353,Adam Everett,Alexi Casilla,0
354,Adam Everett,Andruw Jones,2
355,Adam Everett,Ben Francisco,3
356,Ben Francisco,Adam Everett,3
357,Adam Everett,Billy Butler,0
358,Adam Everett,Bobby Abreu,0
359,Adam Everett,Bobby Crosby,3
360,Bobby Crosby,Adam Everett,3
361,Adam Everett,Brandon Inge,0
362,Adam Everett,Brett Gardner,3
363,Adam Everett,Carl Crawford,0
364,Adam Everett,Carlos Pena,0
365,Adam Everett,Chone Figgins,0
366,Adam Everett,Chris Gimenez,1
367,Chris Gimenez,Adam Everett,1
368,Adam Everett,Clete Thomas,6
369,Clete Thomas,Adam Everett,6
370,Adam Everett,Curtis Granderson,0
371,Adam Everett,Daric Barton,0
372,Adam Everett,David Dejesus,0
373,Adam Everett,Derek Jeter,0
374,Adam Everett,Dustin Pedroia,0
375,Adam Everett,Gerald Laird,3
376,Adam Everett,Hideki Matsui,0
377,Adam Everett,Ichiro Suzuki,0
378,Adam Everett,Jack Cust,0
379,Adam Everett,Jacoby Ellsbury,8
380,Adam Everett,Jamey Carroll,0
381,Adam Everett,Jason Bay,0
382,Adam Everett,Jason Giambi,7
383,Adam Everett,Jason Kendall,0
384,Adam Everett,Jason Kubel,0
385,Adam Everett,Jason Varitek,0
386,Adam Everett,Jayson Nix,6
387,Adam Everett,Jeff Baker,6
388,Jeff Baker,Adam Everett,6
389,Adam Everett,Jermaine Dye,0
390,Adam Everett,Jhonny Peralta,0
391,Adam Everett,Jim Thome,0
392,Adam Everett,Joe Crede,0
393,Adam Everett,Johnny Damon,2
394,Adam Everett,Jonny Gomes,3
395,Adam Everett,Jose Bautista,3
396,Adam Everett,Jose Lopez,7
397,Adam Everett,Justin Upton,0
398,Adam Everett,Kendrys Morales,0
399,Adam Everett,Kevin Youkilis,7
400,Kevin Youkilis,Adam Everett,7
401,Adam Everett,Magglio Ordonez,0
402,Adam Everett,Marco Scutaro,6
403,Adam Everett,Marcus Thames,0
404,Adam Everett,Mark Derosa,3
405,Mark Derosa,Adam Everett,3
406,Adam Everett,Mark Ellis,0
407,Adam Everett,Mark Teixeira,0
408,Adam Everett,Marlon Byrd,6
409,Adam Everett,Matt Holliday,0
410,Adam Everett,Melky Cabrera,9
411,Melky Cabrera,Adam Everett,9
412,Adam Everett,Michael Young,7
413,Adam Everett,Miguel Cabrera,0
414,Adam Everett,Mike Cameron,0
415,Adam Everett,Mike Napoli,0
416,Adam Everett,Mike Sweeney,0
417,Adam Everett,Milton Bradley,0
418,Adam Everett,Mitch Maier,0
419,Adam Everett,Nick Green,7
420,Adam Everett,Nick Markakis,2
421,Adam Everett,Nick Swisher,0
422,Adam Everett,Orlando Cabrera,0
423,Adam Everett,Orlando Hudson,0
424,Adam Everett,Paul Konerko,2
425,Adam Everett,Robinson Cano,5
426,Adam Everett,Russell Branyan,0
427,Adam Everett,Ryan Hanigan,0
428,Adam Everett,Ryan Raburn,0
429,Adam Everett,Scott Hairston,1
430,Adam Everett,Scott Podsednik,7
431,Adam Everett,Scott Rolen,0
432,Adam Everett,Shin-soo Choo,2
433,Adam Everett,Taylor Teagarden,2
434,Adam Everett,Wilson Betemit,4
435,Adam Everett,Wladimir Balentien,0
436,Adam Jones,Aaron Hill,0
437,Adam Jones,Aaron Rowand,0
438,Adam Jones,Adam Lind,0
439,Adam Jones,Adrian Beltre,1
440,Adam Jones,Alberto Callaspo,7
441,Alberto Callaspo,Adam Jones,7
442,Adam Jones,Alexi Casilla,0
443,Adam Jones,Andruw Jones,5
444,Adam Jones,Aubrey Huff,0
445,Adam Jones,Ben Francisco,2
446,Adam Jones,Billy Butler,0
447,Adam Jones,Bobby Abreu,8
