,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6454155955441302,0.6519050792016233
1,2010.0,0.6454642097802976,0.651421108221665
2,2011.0,0.6796134899583175,0.6858355773739122
3,2012.0,0.6581706435285611,0.6663402724457136
4,2013.0,0.6619352605158386,0.6694814932712158
5,2014.0,0.6588091496420464,0.6631571791728575
6,2015.0,0.6577718478985991,0.6621797291990866
7,2016.0,0.6550449871465296,0.6604960782657343
8,2017.0,0.6545155993431856,0.6611071407045127
9,2018.0,0.6403523079432393,0.6474420589033911
10,2019.0,0.6525096525096525,0.6581701325443258
