,winner,loser,score
0,Andre Rienzo,David Carpenter,0
1,Andre Rienzo,Junichi Tazawa,0
2,Andre Rienzo,Robert Coello,0
3,David Carpenter,Andre Rienzo,0
4,David Carpenter,Junichi Tazawa,0
5,David Carpenter,Robert Coello,0
6,Junichi Tazawa,Andre Rienzo,0
7,Junichi Tazawa,David Carpenter,0
8,Junichi Tazawa,Robert Coello,0
9,Robert Coello,Andre Rienzo,0
10,Robert Coello,David Carpenter,0
11,Robert Coello,Junichi Tazawa,5
