pitch_type,pitcher_name,events,description,home_team,away_team,inning,stand,p_throws,home_score,away_score,batter_name
CH,"Suárez, Ranger",field_out,hit_into_play,HOU,PHI,4,R,L,0,0,MLBAM_665161
FF,"Peralta, Freddy",single,hit_into_play,MIL,PIT,2,L,R,0,0,MLBAM_624428
FC,"Wrobleski, Justin",single,hit_into_play,COL,LAD,3,R,L,1,0,MLBAM_687597
FF,"Paddack, Chris",single,hit_into_play,MIN,SEA,3,R,R,0,0,MLBAM_810938
SI,"Montas, Frankie",single,hit_into_play,NYM,ATL,3,R,R,0,0,MLBAM_669397
FF,"Márquez, Germán",double,hit_into_play,COL,LAD,3,L,R,1,0,MLBAM_624424
SL,"Quantrill, Cal",field_out,hit_into_play,SF,MIA,2,R,R,0,2,MLBAM_669477
CH,"Valdez, Framber",field_out,hit_into_play,HOU,PHI,2,R,L,0,0,MLBAM_607208
FF,"Heaney, Andrew",strikeout,called_strike,MIL,PIT,3,R,L,0,0,MLBAM_686555
FF,"Montas, Frankie",strikeout,swinging_strike,NYM,ATL,3,L,R,0,0,MLBAM_671739
FF,"Ferguson, Tyler",walk,ball,DET,ATH,8,R,R,9,4,MLBAM_663330
FC,"Schultz, Paxton",strikeout,called_strike,CLE,TOR,8,L,R,5,10,MLBAM_680757
SL,"Mlodzinski, Carmen",field_out,hit_into_play,MIL,PIT,7,R,R,7,3,MLBAM_661388
CH,"Bubic, Kris",field_out,hit_into_play,KC,TB,2,R,L,0,2,MLBAM_670764
FC,"Paddack, Chris",field_out,hit_into_play,MIN,SEA,2,L,R,0,0,MLBAM_686527
SL,"Burns, Chase",strikeout,swinging_strike,CIN,NYY,2,R,R,0,0,MLBAM_502671
SI,"Severino, Luis",field_out,hit_into_play,DET,ATH,2,L,R,2,4,MLBAM_678009
SL,"Bergert, Ryan",double,hit_into_play,SD,WSH,2,R,R,0,0,MLBAM_656180
FF,"Wrobleski, Justin",strikeout,foul_tip,COL,LAD,3,R,L,1,0,MLBAM_696100
FF,"Yates, Kirby",single,hit_into_play,COL,LAD,7,R,R,3,8,MLBAM_642731
FF,"Bergert, Ryan",single,hit_into_play,SD,WSH,2,L,R,0,0,MLBAM_695734
FC,"Bradley, Taj",field_out,hit_into_play,KC,TB,3,L,R,0,2,MLBAM_671221
KC,"Márquez, Germán",strikeout,swinging_strike,COL,LAD,2,R,R,1,0,MLBAM_681624
CH,"Valdez, Framber",strikeout,swinging_strike,HOU,PHI,2,R,L,0,0,MLBAM_679032
SL,"Nelson, Ryne",home_run,hit_into_play,CWS,AZ,2,R,R,0,1,MLBAM_673357
ST,"Allen, Logan",strikeout,called_strike,CLE,TOR,1,R,L,0,2,MLBAM_676914
SI,"Leiter Jr., Mark",single,hit_into_play,CIN,NYY,11,L,R,4,4,MLBAM_666158
CH,"Adam, Jason",field_out,hit_into_play,SD,WSH,7,L,R,4,3,MLBAM_663993
FF,"Williams, Trevor",strikeout,called_strike,SD,WSH,2,R,R,0,2,MLBAM_578428
FF,"Castillo, Luis",strikeout,swinging_strike,MIN,SEA,2,L,R,0,0,MLBAM_670242
CH,"Suárez, Ranger",strikeout,swinging_strike_blocked,HOU,PHI,3,R,L,0,0,MLBAM_643289
ST,"Lovelady, Richard",double,hit_into_play,NYM,ATL,8,L,L,3,5,MLBAM_621566
SI,"Skubal, Tarik",home_run,hit_into_play,DET,ATH,2,R,L,2,2,MLBAM_672016
CU,"Morton, Charlie",single,hit_into_play,BAL,TEX,2,R,R,0,0,MLBAM_673962
ST,"Crochet, Garrett",strikeout,swinging_strike,LAA,BOS,2,R,L,0,0,MLBAM_672569
FF,"Anderson, Tyler",field_out,hit_into_play,LAA,BOS,2,L,L,0,0,MLBAM_680776
ST,"Vasil, Mike",double,hit_into_play,CWS,AZ,4,R,R,1,1,MLBAM_666971
CH,"Allard, Kolby",walk,ball,CLE,TOR,7,R,L,1,4,MLBAM_676914
ST,"Bender, Anthony",strikeout,swinging_strike,SF,MIA,6,R,R,2,3,MLBAM_669477
CH,"Peralta, Freddy",single,hit_into_play,MIL,PIT,2,R,R,0,0,MLBAM_663647
FF,"Strider, Spencer",field_out,hit_into_play,NYM,ATL,2,L,R,0,0,MLBAM_643446
ST,"Milner, Hoby",strikeout,called_strike,BAL,TEX,8,L,L,5,5,MLBAM_683002
CH,"Rodón, Carlos",strikeout,swinging_strike,CIN,NYY,2,R,L,0,0,MLBAM_677956
FC,"McGreevy, Michael",field_out,hit_into_play,STL,CHC,2,L,R,0,0,MLBAM_683737
FF,"Nelson, Ryne",field_out,hit_into_play,CWS,AZ,2,L,R,0,1,MLBAM_676116
FC,"Lauer, Eric",single,hit_into_play,CLE,TOR,2,R,L,0,2,MLBAM_682657
SI,"Skubal, Tarik",single,hit_into_play,DET,ATH,2,L,L,2,2,MLBAM_691016
CH,"Eisert, Brandon",strikeout,swinging_strike,CWS,AZ,8,R,L,1,4,MLBAM_545341
FC,"Montas, Frankie",field_out,hit_into_play,NYM,ATL,2,L,R,0,0,MLBAM_657077
CH,"Valdez, Framber",force_out,hit_into_play,HOU,PHI,2,R,L,0,0,MLBAM_671083
SI,"Vasil, Mike",field_out,hit_into_play,CWS,AZ,4,L,R,1,1,MLBAM_656976
FF,"Enright, Nic",strikeout,swinging_strike,CLE,TOR,9,R,R,5,10,MLBAM_666182
CH,"Anderson, Tyler",field_out,hit_into_play,LAA,BOS,1,R,L,0,0,MLBAM_665966
CU,"Morton, Charlie",strikeout,swinging_strike,BAL,TEX,2,L,R,0,0,MLBAM_694497
FF,"Skubal, Tarik",field_out,hit_into_play,DET,ATH,2,R,L,2,2,MLBAM_649966
FF,"Mlodzinski, Carmen",single,hit_into_play,MIL,PIT,7,L,R,7,3,MLBAM_592885
FF,"Latz, Jacob",field_out,hit_into_play,BAL,TEX,3,R,L,0,0,MLBAM_691723
CH,"Peralta, Freddy",single,hit_into_play,MIL,PIT,2,L,R,0,0,MLBAM_687462
FF,"Harris, Hogan",field_out,hit_into_play,DET,ATH,7,R,L,7,4,MLBAM_663330
SI,"Heaney, Andrew",truncated_pa,ball,MIL,PIT,2,R,L,0,0,MLBAM_686555
FF,"Lovelady, Richard",walk,ball,NYM,ATL,8,R,L,3,5,MLBAM_660670
ST,"Ferguson, Tyler",single,hit_into_play,DET,ATH,8,R,R,9,4,MLBAM_650402
KC,"Márquez, Germán",strikeout,swinging_strike,COL,LAD,2,R,R,1,0,MLBAM_606192
ST,"Domínguez, Seranthony",walk,blocked_ball,BAL,TEX,10,R,R,5,6,MLBAM_677649
CH,"Suárez, Ranger",strikeout,swinging_strike,HOU,PHI,3,R,L,0,0,MLBAM_669450
FC,"Lauer, Eric",strikeout,foul_tip,CLE,TOR,2,R,L,0,2,MLBAM_672356
FS,"Leiter Jr., Mark",walk,ball,CIN,NYY,11,R,R,4,4,MLBAM_663886
FC,"Darrell-Hicks, Michael",field_out,hit_into_play,MIL,PIT,6,R,R,7,3,MLBAM_702332
FF,"Bubic, Kris",home_run,hit_into_play,KC,TB,2,R,L,0,0,MLBAM_643376
CH,"Brazobán, Huascar",sac_fly,hit_into_play,NYM,ATL,6,L,R,3,0,MLBAM_645277
FF,"Latz, Jacob",field_out,hit_into_play,BAL,TEX,2,L,L,0,0,MLBAM_656811
FC,"Crochet, Garrett",walk,ball,LAA,BOS,2,R,L,0,0,MLBAM_666176
SL,"Bergert, Ryan",strikeout,swinging_strike,SD,WSH,2,R,R,0,0,MLBAM_691781
CU,"Taillon, Jameson",single,hit_into_play,STL,CHC,2,L,R,2,0,MLBAM_669357
FF,"Montas, Frankie",field_out,hit_into_play,NYM,ATL,2,L,R,0,0,MLBAM_645277
FF,"McGreevy, Michael",field_out,hit_into_play,STL,CHC,2,R,R,0,0,MLBAM_621020
FF,"Schultz, Paxton",walk,ball,CLE,TOR,8,R,R,5,10,MLBAM_595978
FF,"Lucchesi, Joey",force_out,hit_into_play,SF,MIA,9,R,L,2,4,MLBAM_672640
FF,"Núñez, Dedniel",strikeout,foul_tip,NYM,ATL,9,R,R,3,7,MLBAM_656413
FF,"Verlander, Justin",single,hit_into_play,SF,MIA,2,L,R,0,0,MLBAM_669065
CH,"Adam, Jason",field_out,hit_into_play,SD,WSH,7,L,R,4,3,MLBAM_671277
FF,"Wrobleski, Justin",field_out,hit_into_play,COL,LAD,3,R,L,1,0,MLBAM_671289
FF,"Bradley, Taj",field_out,hit_into_play,KC,TB,2,L,R,0,2,MLBAM_695506
FF,"Castillo, Luis",field_out,hit_into_play,MIN,SEA,2,R,R,0,0,MLBAM_621043
SI,"Severino, Luis",field_out,hit_into_play,DET,ATH,1,L,R,2,2,MLBAM_656716
SL,"Strider, Spencer",strikeout,swinging_strike,NYM,ATL,2,R,R,0,0,MLBAM_516782
CH,"Milner, Hoby",walk,ball,BAL,TEX,8,R,L,5,5,MLBAM_657656
FF,"Darrell-Hicks, Michael",strikeout,swinging_strike,MIL,PIT,6,L,R,7,3,MLBAM_686555
CH,"Burns, Chase",strikeout,called_strike,CIN,NYY,2,L,R,0,0,MLBAM_641355
FC,"Paddack, Chris",strikeout,swinging_strike,MIN,SEA,2,R,R,0,0,MLBAM_456781
ST,"Garrett, Reed",strikeout,swinging_strike,NYM,ATL,6,R,R,3,5,MLBAM_663586
ST,"Bender, Anthony",strikeout,swinging_strike,SF,MIA,6,R,R,2,3,MLBAM_642715
CH,"Heaney, Andrew",field_out,hit_into_play,MIL,PIT,2,R,L,0,0,MLBAM_656555
SL,"Eisert, Brandon",field_out,hit_into_play,CWS,AZ,8,L,L,1,4,MLBAM_664983
FF,"Brogdon, Connor",field_out,hit_into_play,LAA,BOS,6,R,R,0,1,MLBAM_665966
CU,"Quantrill, Cal",field_out,hit_into_play,SF,MIA,2,L,R,0,2,MLBAM_808982
SL,"Herget, Jimmy",field_out,hit_into_play,COL,LAD,7,L,R,3,8,MLBAM_669242
SI,"Bubic, Kris",single,hit_into_play,KC,TB,2,R,L,0,0,MLBAM_676609
SL,"Williams, Trevor",field_out,hit_into_play,SD,WSH,2,L,R,0,2,MLBAM_630105
SI,"Valdez, Framber",single,hit_into_play,HOU,PHI,2,R,L,0,0,MLBAM_624641
CH,"Lynch IV, Daniel",field_out,hit_into_play,KC,TB,8,R,L,0,5,MLBAM_670764
FC,"Bradley, Taj",strikeout,swinging_strike,KC,TB,2,R,R,0,2,MLBAM_521692
FF,"Morton, Charlie",field_out,hit_into_play,BAL,TEX,2,R,R,0,0,MLBAM_666969
FC,"Jansen, Kenley",field_out,hit_into_play,LAA,BOS,9,R,R,1,1,MLBAM_678882
SI,"Valdez, Framber",walk,ball,HOU,PHI,2,R,L,0,0,MLBAM_805249
FF,"Nelson, Ryne",strikeout,swinging_strike,CWS,AZ,1,R,R,0,1,MLBAM_678246
SI,"Bautista, Félix",strikeout,foul_tip,BAL,TEX,9,L,R,5,5,MLBAM_694497
ST,"Taillon, Jameson",field_out,hit_into_play,STL,CHC,2,R,R,2,0,MLBAM_571448
FF,"Rodón, Carlos",walk,ball,CIN,NYY,2,R,L,0,0,MLBAM_663886
SL,"Banda, Anthony",walk,ball,COL,LAD,8,R,L,5,8,MLBAM_696100
SI,"Vasil, Mike",field_out,hit_into_play,CWS,AZ,3,L,R,1,1,MLBAM_606466
FF,"Gaddis, Hunter",home_run,hit_into_play,CLE,TOR,8,R,R,4,6,MLBAM_543807
FF,"Bergert, Ryan",field_out,hit_into_play,SD,WSH,1,L,R,0,0,MLBAM_605137
CH,"Latz, Jacob",field_out,hit_into_play,BAL,TEX,2,R,L,0,0,MLBAM_602104
FF,"Quantrill, Cal",field_out,hit_into_play,SF,MIA,1,R,R,0,0,MLBAM_527038
CH,"Brazobán, Huascar",walk,ball,NYM,ATL,6,L,R,3,0,MLBAM_686948
FC,"Allen, Logan",field_out,hit_into_play,CLE,TOR,1,R,L,0,2,MLBAM_543807
CH,"Akin, Keegan",field_out,hit_into_play,BAL,TEX,7,R,L,0,4,MLBAM_673962
CH,"Suárez, Ranger",field_out,hit_into_play,HOU,PHI,3,R,L,0,0,MLBAM_673237
FC,"Ferguson, Tyler",field_out,hit_into_play,DET,ATH,8,L,R,9,4,MLBAM_690993
ST,"Severino, Luis",field_out,hit_into_play,DET,ATH,1,L,R,2,2,MLBAM_672761
FF,"Márquez, Germán",field_out,hit_into_play,COL,LAD,2,L,R,1,0,MLBAM_571970
SL,"Chapman, Aroldis",strikeout,swinging_strike,LAA,BOS,9,R,L,1,1,MLBAM_664068
FF,"Yates, Kirby",strikeout,swinging_strike,COL,LAD,7,L,R,3,8,MLBAM_669911
FF,"Anderson, Tyler",strikeout,swinging_strike,LAA,BOS,1,R,L,0,0,MLBAM_663853
SI,"Skubal, Tarik",strikeout,called_strike,DET,ATH,2,L,L,2,2,MLBAM_671732
FF,"Leasure, Jordan",field_out,hit_into_play,CWS,AZ,1,R,R,0,1,MLBAM_666971
SI,"Matz, Steven",field_out,hit_into_play,STL,CHC,6,L,L,8,7,MLBAM_624512
CH,"Harris, Hogan",field_out,hit_into_play,DET,ATH,7,R,L,7,4,MLBAM_650402
FF,"Mlodzinski, Carmen",field_out,hit_into_play,MIL,PIT,7,R,R,7,3,MLBAM_694192
CH,"Bivens, Spencer",field_out,hit_into_play,SF,MIA,8,L,R,2,4,MLBAM_689414
SL,"Rolison, Ryan",field_out,hit_into_play,COL,LAD,6,L,L,3,8,MLBAM_518692
SI,"Vasil, Mike",field_out,hit_into_play,CWS,AZ,3,L,R,1,1,MLBAM_672695
FF,"Enright, Nic",force_out,hit_into_play,CLE,TOR,9,L,R,5,10,MLBAM_665926
FC,"Taillon, Jameson",home_run,hit_into_play,STL,CHC,2,L,R,0,0,MLBAM_663457
SL,"Montas, Frankie",field_out,hit_into_play,NYM,ATL,2,L,R,0,0,MLBAM_686948
FF,"Weaver, Luke",field_out,hit_into_play,CIN,NYY,8,R,R,3,3,MLBAM_663886
CH,"Eisert, Brandon",force_out,hit_into_play,CWS,AZ,8,R,L,1,4,MLBAM_666971
SL,"Verlander, Justin",strikeout,called_strike,SF,MIA,2,R,R,0,0,MLBAM_682663
FC,"Lauer, Eric",strikeout,swinging_strike,CLE,TOR,2,R,L,0,2,MLBAM_467793
FF,"Peralta, Freddy",strikeout,foul_tip,MIL,PIT,1,R,R,0,0,MLBAM_693304
CU,"Loáisiga, Jonathan",double,hit_into_play,CIN,NYY,7,R,R,0,3,MLBAM_687952
SL,"Kittredge, Andrew",walk,ball,BAL,TEX,6,R,R,0,3,MLBAM_543309
SI,"Vasil, Mike",field_out,hit_into_play,CWS,AZ,3,L,R,1,1,MLBAM_645444
CH,"Adam, Jason",strikeout,swinging_strike,SD,WSH,6,L,R,3,3,MLBAM_695578
ST,"Garrett, Reed",walk,blocked_ball,NYM,ATL,6,R,R,3,5,MLBAM_542303
SL,"Strider, Spencer",field_out,hit_into_play,NYM,ATL,1,R,R,0,0,MLBAM_624413
FF,"Darrell-Hicks, Michael",field_out,hit_into_play,MIL,PIT,6,R,R,7,3,MLBAM_656555
FC,"Faucher, Calvin",grounded_into_double_play,hit_into_play,SF,MIA,9,R,R,2,4,MLBAM_669477
SL,"Eisert, Brandon",single,hit_into_play,CWS,AZ,8,L,L,1,4,MLBAM_656976
SL,"Núñez, Dedniel",field_out,hit_into_play,NYM,ATL,9,R,R,3,7,MLBAM_642201
CH,"Allen, Logan",single,hit_into_play,CLE,TOR,1,R,L,0,1,MLBAM_672386
FF,"Allard, Kolby",single,hit_into_play,CLE,TOR,7,R,L,1,4,MLBAM_543807
SI,"Leiter Jr., Mark",single,hit_into_play,CIN,NYY,11,R,R,3,4,MLBAM_668715
FF,"Santillan, Tony",field_out,hit_into_play,CIN,NYY,10,R,R,3,3,MLBAM_592450
FC,"Flexen, Chris",field_out,hit_into_play,STL,CHC,6,R,R,8,7,MLBAM_691026
FF,"Suárez, Ranger",field_out,hit_into_play,HOU,PHI,2,R,L,0,0,MLBAM_572233
FF,"Williams, Trevor",field_out,hit_into_play,SD,WSH,2,R,R,0,2,MLBAM_593428
ST,"Lovelady, Richard",field_out,hit_into_play,NYM,ATL,8,R,L,3,5,MLBAM_669397
FF,"Gibson, Cade",strikeout,swinging_strike,SF,MIA,8,L,L,2,4,MLBAM_646240
FC,"Jansen, Kenley",field_out,hit_into_play,LAA,BOS,9,R,R,1,1,MLBAM_596115
CU,"Morton, Charlie",field_out,hit_into_play,BAL,TEX,1,R,R,0,0,MLBAM_543760
SL,"Gibaut, Ian",field_out,hit_into_play,CIN,NYY,6,L,R,0,3,MLBAM_665862
SI,"Lucchesi, Joey",single,hit_into_play,SF,MIA,9,L,L,2,4,MLBAM_660821
SL,"Akin, Keegan",single,hit_into_play,BAL,TEX,7,L,L,0,4,MLBAM_694497
CH,"Paddack, Chris",field_out,hit_into_play,MIN,SEA,2,L,R,0,0,MLBAM_670042
FF,"Heaney, Andrew",single,hit_into_play,MIL,PIT,2,L,L,0,0,MLBAM_668930
SL,"Gaddis, Hunter",walk,ball,CLE,TOR,8,R,R,4,6,MLBAM_672386
FF,"Bergert, Ryan",strikeout,called_strike,SD,WSH,1,L,R,0,0,MLBAM_663993
SL,"Weissert, Greg",truncated_pa,ball,LAA,BOS,8,R,R,1,1,MLBAM_545361
SL,"Wrobleski, Justin",strikeout,called_strike,COL,LAD,2,R,L,1,0,MLBAM_690022
FC,"Montas, Frankie",grounded_into_double_play,hit_into_play,NYM,ATL,1,R,R,0,0,MLBAM_663586
SL,"Latz, Jacob",strikeout,swinging_strike,BAL,TEX,2,R,L,0,0,MLBAM_596142
KC,"Duran, Jhoan",strikeout,swinging_strike_blocked,MIN,SEA,9,R,R,5,6,MLBAM_668227
SL,"Suter, Brent",field_out,hit_into_play,CIN,NYY,8,L,L,3,3,MLBAM_700250
FS,"Leiter Jr., Mark",single,hit_into_play,CIN,NYY,11,L,R,3,4,MLBAM_682829
FC,"Crochet, Garrett",grounded_into_double_play,hit_into_play,LAA,BOS,2,R,L,0,0,MLBAM_681351
FC,"Jansen, Kenley",walk,ball,LAA,BOS,9,L,R,1,1,MLBAM_680776
SI,"Anderson, Tyler",strikeout,called_strike,LAA,BOS,1,L,L,0,0,MLBAM_701350
FF,"Mejia, Juan",field_out,hit_into_play,COL,LAD,9,L,R,7,9,MLBAM_624424
CU,"Maton, Phil",field_out,hit_into_play,STL,CHC,8,R,R,8,7,MLBAM_608348
FF,"Helsley, Ryan",field_out,hit_into_play,STL,CHC,9,R,R,8,7,MLBAM_621020
SI,"Morillo, Juan",grounded_into_double_play,hit_into_play,CWS,AZ,8,R,R,1,4,MLBAM_678246
SI,"Chapman, Aroldis",walk,ball,LAA,BOS,9,R,L,1,1,MLBAM_666176
ST,"Domínguez, Seranthony",strikeout,swinging_strike,BAL,TEX,10,R,R,5,6,MLBAM_543309
FF,"Brogdon, Connor",strikeout,called_strike,LAA,BOS,6,R,R,0,1,MLBAM_663853
CU,"Johnson, Pierce",strikeout,swinging_strike,NYM,ATL,6,R,R,3,5,MLBAM_620443
CH,"Akin, Keegan",single,hit_into_play,BAL,TEX,7,R,L,0,3,MLBAM_666969
CH,"Bubic, Kris",field_out,hit_into_play,KC,TB,2,R,L,0,0,MLBAM_663968
CU,"Long, Sam",field_out,hit_into_play,KC,TB,9,R,L,0,5,MLBAM_691406
FF,"Rolison, Ryan",single,hit_into_play,COL,LAD,6,R,L,3,8,MLBAM_605141
SL,"Morejon, Adrian",field_out,hit_into_play,SD,WSH,5,L,L,2,3,MLBAM_695734
FC,"Paddack, Chris",field_out,hit_into_play,MIN,SEA,1,R,R,0,0,MLBAM_668227
SI,"Valdez, Framber",field_out,hit_into_play,HOU,PHI,1,R,L,0,0,MLBAM_592663
ST,"Allen, Logan",field_out,hit_into_play,CLE,TOR,1,R,L,0,1,MLBAM_665489
SI,"Loáisiga, Jonathan",single,hit_into_play,CIN,NYY,7,R,R,0,3,MLBAM_624431
FF,"Iglesias, Raisel",field_out,hit_into_play,NYM,ATL,9,L,R,4,7,MLBAM_596019
SI,"Koenig, Jared",grounded_into_double_play,hit_into_play,MIL,PIT,7,L,L,7,3,MLBAM_665833
FS,"Bradley, Taj",field_out,hit_into_play,KC,TB,2,L,R,0,2,MLBAM_686469
CH,"Verlander, Justin",field_out,hit_into_play,SF,MIA,1,R,R,0,0,MLBAM_672640
SL,"Castillo, Luis",field_out,hit_into_play,MIN,SEA,1,L,R,0,0,MLBAM_686797
FF,"Richardson, Lyon",strikeout,swinging_strike,CIN,NYY,9,R,R,3,3,MLBAM_683011
SL,"Herget, Jimmy",field_out,hit_into_play,COL,LAD,7,L,R,3,8,MLBAM_624424
SL,"Vargas, Carlos",field_out,hit_into_play,MIN,SEA,7,L,R,5,5,MLBAM_686797
CH,"Skubal, Tarik",strikeout,foul_tip,DET,ATH,1,R,L,0,2,MLBAM_691777
FF,"Nelson, Ryne",strikeout,swinging_strike,CWS,AZ,1,L,R,0,1,MLBAM_643217
SI,"Lynch IV, Daniel",strikeout,swinging_strike,KC,TB,8,R,L,0,5,MLBAM_643376
FF,"Leasure, Jordan",strikeout,swinging_strike,CWS,AZ,1,L,R,0,1,MLBAM_656976
ST,"Milner, Hoby",strikeout,swinging_strike,BAL,TEX,8,L,L,5,5,MLBAM_702616
SL,"Quantrill, Cal",strikeout,called_strike,SF,MIA,1,R,R,0,0,MLBAM_671218
SI,"Suárez, Ranger",strikeout,called_strike,HOU,PHI,2,R,L,0,0,MLBAM_701358
CH,"Heaney, Andrew",strikeout,swinging_strike,MIL,PIT,2,R,L,0,0,MLBAM_661388
FF,"Crochet, Garrett",walk,ball,LAA,BOS,2,R,L,0,0,MLBAM_621493
SL,"Walker, Ryan",field_out,hit_into_play,SF,MIA,7,L,R,2,4,MLBAM_660821
FF,"McGreevy, Michael",field_out,hit_into_play,STL,CHC,2,L,R,0,0,MLBAM_691718
FF,"Schultz, Paxton",sac_fly,hit_into_play,CLE,TOR,8,L,R,4,10,MLBAM_666134
SI,"Matz, Steven",strikeout,swinging_strike,STL,CHC,6,R,L,8,7,MLBAM_807713
CH,"Suarez, Robert",strikeout,swinging_strike,SD,WSH,9,L,R,4,3,MLBAM_695578
CU,"Maton, Phil",strikeout,swinging_strike,STL,CHC,8,R,R,8,7,MLBAM_807713
SL,"Rodón, Carlos",strikeout,swinging_strike,CIN,NYY,1,R,L,0,0,MLBAM_668715
SL,"Herget, Jimmy",double,hit_into_play,COL,LAD,7,R,R,3,8,MLBAM_681624
SL,"Bender, Anthony",field_out,hit_into_play,SF,MIA,6,L,R,2,3,MLBAM_808982
CH,"Schultz, Paxton",force_out,hit_into_play,CLE,TOR,8,L,R,4,10,MLBAM_682657
SI,"Long, Sam",field_out,hit_into_play,KC,TB,9,R,L,0,5,MLBAM_678554
SL,"Romero, JoJo",sac_bunt,hit_into_play,STL,CHC,7,L,L,8,7,MLBAM_691718
FC,"Gibaut, Ian",field_out,hit_into_play,CIN,NYY,6,R,R,0,3,MLBAM_502671
CU,"Valdez, Framber",single,hit_into_play,HOU,PHI,1,R,L,0,0,MLBAM_592206
FF,"Suter, Brent",field_out,hit_into_play,CIN,NYY,8,L,L,3,3,MLBAM_663757
SI,"Kelly, Kevin",field_out,hit_into_play,KC,TB,9,R,R,1,5,MLBAM_521692
ST,"Severino, Luis",single,hit_into_play,DET,ATH,1,L,R,2,2,MLBAM_682985
SI,"Loáisiga, Jonathan",single,hit_into_play,CIN,NYY,7,R,R,0,3,MLBAM_677956
SL,"Jackson, Luke",field_out,hit_into_play,BAL,TEX,9,R,R,5,5,MLBAM_676679
SI,"Uribe, Abner",strikeout,called_strike,MIL,PIT,9,L,R,9,3,MLBAM_624428
CU,"Weissert, Greg",strikeout,swinging_strike,LAA,BOS,8,L,R,1,1,MLBAM_650859
SI,"Henry, Cole",field_out,hit_into_play,SD,WSH,6,R,R,4,3,MLBAM_665487
FF,"Santillan, Tony",walk,ball,CIN,NYY,10,L,R,3,3,MLBAM_700250
FF,"Harris, Hogan",strikeout,called_strike,DET,ATH,6,L,L,7,4,MLBAM_690993
SI,"Bivens, Spencer",strikeout,called_strike,SF,MIA,8,R,R,2,4,MLBAM_676572
SL,"Muñoz, Andrés",field_out,hit_into_play,MIN,SEA,8,R,R,5,5,MLBAM_664034
SL,"Soto, Gregory",strikeout,swinging_strike,BAL,TEX,8,R,L,5,5,MLBAM_694671
FF,"Suter, Brent",strikeout,called_strike,CIN,NYY,7,R,L,0,3,MLBAM_672724
SI,"Loáisiga, Jonathan",walk,ball,CIN,NYY,7,R,R,0,3,MLBAM_663886
CU,"Valdez, Framber",walk,ball,HOU,PHI,1,R,L,0,0,MLBAM_664761
SL,"Salazar, Eduardo",strikeout,called_strike,SD,WSH,8,L,R,4,3,MLBAM_630105
FF,"Dodd, Dylan",strikeout,swinging_strike,NYM,ATL,8,R,L,3,7,MLBAM_624413
ST,"Zastryzny, Rob",field_out,hit_into_play,MIL,PIT,6,L,L,7,3,MLBAM_624428
SI,"Walker, Ryan",double,hit_into_play,SF,MIA,7,L,R,2,3,MLBAM_669364
SL,"Burns, Chase",strikeout,swinging_strike,CIN,NYY,1,R,R,0,0,MLBAM_592450
CH,"Morejon, Adrian",strikeout,swinging_strike,SD,WSH,5,R,L,2,3,MLBAM_691781
SI,"Vargas, Carlos",walk,ball,MIN,SEA,7,L,R,5,5,MLBAM_663616
FF,"Green, Chad",strikeout,foul_tip,CLE,TOR,7,L,R,4,6,MLBAM_700932
FF,"Herget, Jimmy",strikeout,called_strike,COL,LAD,7,R,R,3,8,MLBAM_606192
FF,"Ferguson, Tyler",walk,ball,DET,ATH,8,R,R,9,4,MLBAM_595879
SI,"Hader, Josh",strikeout,swinging_strike,HOU,PHI,9,R,L,1,0,MLBAM_679032
FF,"Yates, Kirby",strikeout,foul_tip,COL,LAD,7,R,R,3,8,MLBAM_687597
SL,"Thielbar, Caleb",strikeout,swinging_strike,STL,CHC,5,L,L,8,5,MLBAM_669357
FF,"Bubic, Kris",strikeout,swinging_strike,KC,TB,2,L,L,0,0,MLBAM_666018
FF,"Weaver, Luke",single,hit_into_play,CIN,NYY,8,R,R,3,3,MLBAM_668715
FF,"Eisert, Brandon",field_out,hit_into_play,CWS,AZ,7,R,L,1,4,MLBAM_606466
SI,"Kelly, Kevin",single,hit_into_play,KC,TB,9,L,R,0,5,MLBAM_686469
SI,"McGreevy, Michael",grounded_into_double_play,hit_into_play,STL,CHC,1,R,R,0,0,MLBAM_673548
SL,"Núñez, Dedniel",field_out,hit_into_play,NYM,ATL,9,L,R,3,7,MLBAM_645277
FF,"Dreyer, Jack",field_out,hit_into_play,COL,LAD,1,R,L,1,0,MLBAM_642731
CU,"Henry, Cole",fielders_choice_out,hit_into_play,SD,WSH,6,R,R,4,3,MLBAM_455117
FC,"Flexen, Chris",single,hit_into_play,STL,CHC,6,L,R,8,7,MLBAM_680977
FF,"Skubal, Tarik",field_out,hit_into_play,DET,ATH,1,R,L,0,2,MLBAM_642851
FF,"Johnson, Pierce",walk,ball,NYM,ATL,6,L,R,3,5,MLBAM_643446
FF,"Strider, Spencer",walk,ball,NYM,ATL,1,L,R,0,0,MLBAM_665742
FF,"Bergert, Ryan",walk,ball,SD,WSH,1,L,R,0,0,MLBAM_671277
SI,"Taillon, Jameson",single,hit_into_play,STL,CHC,2,R,R,0,0,MLBAM_575929
FF,"Banda, Anthony",double,hit_into_play,COL,LAD,8,R,L,4,8,MLBAM_671289
ST,"Phillips, Connor",field_out,hit_into_play,CIN,NYY,11,R,R,3,4,MLBAM_518934
SI,"Ferrer, Jose A.",field_out,hit_into_play,SD,WSH,7,L,L,4,3,MLBAM_650333
SI,"Vasil, Mike",field_out,hit_into_play,CWS,AZ,2,L,R,0,1,MLBAM_677950
