,winner,loser,score
0,Aaron Bummer,Aaron Civale,19
1,Aaron Bummer,Aaron Loup,0
2,Aaron Bummer,Aaron Slegers,0
3,Aaron Bummer,Adam Cimber,26
4,Aaron Bummer,Adam Kolarek,40
5,Aaron Bummer,Adam Wainwright,5
6,Aaron Bummer,Adrian Sampson,39
7,Aaron Bummer,Alex Claudio,6
8,Aaron Bummer,Alex Cobb,20
9,Aaron Bummer,Alex Gordon,0
10,Aaron Bummer,Alex Young,4
11,Aaron Bummer,Andrew Chafin,17
12,Aaron Bummer,Andrew Heaney,6
13,Aaron Bummer,Anibal Sanchez,2
14,Aaron Bummer,Aroldis Chapman,7
15,Aaron Bummer,Austin Brice,9
16,Aaron Bummer,Blake Treinen,13
17,Aaron Bummer,Brandon Brennan,23
18,Aaron Bummer,Brandon Kintzler,12
19,Aaron Bummer,Brett Anderson,29
20,Aaron Bummer,Brian Schlitter,15
21,Aaron Bummer,Brusdar Graterol,12
22,Aaron Bummer,Bryan Garcia,0
23,Aaron Bummer,Buddy Boshers,6
24,Aaron Bummer,CC Sabathia,19
25,Aaron Bummer,Casey Sadler,10
26,Aaron Bummer,Chasen Bradford,1
27,Aaron Bummer,Chris Bassitt,20
28,Aaron Bummer,Chris Martin,31
29,Aaron Bummer,Chris Mazza,2
30,Aaron Bummer,Chris Rusin,0
31,Aaron Bummer,Clay Holmes,14
32,Aaron Bummer,Colten Brewer,0
33,Aaron Bummer,Corey Kluber,14
34,Aaron Bummer,Corey Oswalt,0
35,Aaron Bummer,Cory Gearrin,22
36,Aaron Bummer,Craig Stammen,18
37,Aaron Bummer,Dakota Hudson,24
38,Aaron Bummer,Dan Otero,18
39,Aaron Bummer,Dario Agrazal,5
40,Aaron Bummer,Darren O'Day,0
41,Aaron Bummer,David McKay,19
42,Aaron Bummer,Derek Holland,0
43,Aaron Bummer,Diego Castillo,44
44,Aaron Bummer,Dillon Tate,9
45,Aaron Bummer,Donnie Hart,0
46,Aaron Bummer,Dustin May,5
47,Aaron Bummer,Dylan Floro,0
48,Aaron Bummer,Edinson Volquez,4
49,Aaron Bummer,Edwin Diaz,0
50,Aaron Bummer,Eric Yardley,1
51,Aaron Bummer,Erick Fedde,1
52,Aaron Bummer,Evan Marshall,6
53,Aaron Bummer,Felix Hernandez,8
54,Aaron Bummer,Gabriel Ynoa,40
55,Aaron Bummer,Geoff Hartlieb,0
56,Aaron Bummer,Gerardo Reyes,3
57,Aaron Bummer,Gregory Soto,49
58,Aaron Bummer,Harrison Musgrave,0
59,Aaron Bummer,Hector Velazquez,26
60,Aaron Bummer,Hoby Milner,5
61,Aaron Bummer,JT Chargois,0
62,Aaron Bummer,Jake Arrieta,32
63,Aaron Bummer,Jake Diekman,3
64,Aaron Bummer,Jakob Junis,53
65,Aaron Bummer,James Marvel,0
66,Aaron Bummer,James Pazos,0
67,Aaron Bummer,Jared Hughes,32
68,Aaron Bummer,Jeanmar Gomez,3
69,Aaron Bummer,Jeffrey Springs,4
70,Aaron Bummer,Jeremy Hellickson,0
71,Aaron Bummer,Jeremy Walker,0
72,Aaron Bummer,Jesus Tinoco,0
73,Aaron Bummer,Jeurys Familia,29
74,Aaron Bummer,Jimmy Cordero,14
75,Aaron Bummer,Jimmy Herget,12
76,Aaron Bummer,Jimmy Nelson,0
77,Aaron Bummer,Joe Mantiply,6
78,Aaron Bummer,Joe Musgrove,7
79,Aaron Bummer,Joe Ross,16
80,Aaron Bummer,Joe Smith,21
81,Aaron Bummer,Joey Lucchesi,15
82,Aaron Bummer,Jon Lester,1
83,Aaron Bummer,Jonathan Hernandez,30
84,Aaron Bummer,Jonny Venters,16
85,Aaron Bummer,Jordan Hicks,10
86,Aaron Bummer,Jose Alvarado,38
87,Aaron Bummer,Jose Quintana,0
88,Aaron Bummer,Josh D. Smith,0
89,Aaron Bummer,Josh Lucas,1
90,Aaron Bummer,Josh Tomlin,12
91,Aaron Bummer,Junior Fernandez,0
92,Aaron Bummer,Justin Shafer,15
93,Aaron Bummer,Kenley Jansen,6
94,Aaron Bummer,Kevin McCarthy,22
95,Aaron Bummer,Kohl Stewart,35
96,Aaron Bummer,Kyle Bird,7
97,Aaron Bummer,Kyle Hendricks,3
98,Aaron Bummer,Kyle McGowin,5
99,Aaron Bummer,Kyle Ryan,2
100,Aaron Bummer,Locke St. John,3
101,Aaron Bummer,Lucas Sims,0
102,Aaron Bummer,Manny Banuelos,33
103,Aaron Bummer,Marco Gonzales,27
104,Aaron Bummer,Marcus Walden,16
105,Aaron Bummer,Masahiro Tanaka,5
