Player,R_nk,n
Jarren Duran,0.8532863849765259,727
Shohei Ohtani,0.8506571087216248,712
Juan Soto,0.8504784688995215,711
Marcus Semien,0.8501199040767387,709
Gunnar Henderson,0.8501199040767387,709
Bobby Witt,0.8473748473748474,694
Elly De la cruz,0.8471882640586798,693
Ezequiel Tovar,0.847001223990208,692
Anthony Volpe,0.8464373464373465,689
Pete Alonso,0.8464373464373465,689
Bryan Reynolds,0.8460591133004927,687
Francisco Lindor,0.845679012345679,685
Kyle Schwarber,0.8452970297029703,683
Vladimir Guerrero,0.8451053283767038,682
Aaron Judge,0.8451053283767038,682
Marcell Ozuna,0.8451053283767038,682
Willy Adames,0.8451053283767038,682
Corbin Carroll,0.8445273631840796,679
José Altuve,0.84375,675
Matt Olson,0.8435544430538173,674
William Contreras,0.8425692695214105,669
José Ramírez,0.8423707440100883,668
Luis Arráez,0.8417721518987342,665
Jurickson Profar,0.841168996188056,662
Gleyber Torres,0.841168996188056,662
Taylor Ward,0.8409669211195929,661
Brandon Nimmo,0.8405612244897959,659
Anthony Santander,0.8405612244897959,659
Ian Happ,0.8397435897435898,655
Spencer Steer,0.8395378690629012,654
Jake Cronenworth,0.8395378690629012,654
Nick Castellanos,0.8395378690629012,654
Paul Goldschmidt,0.8387096774193549,650
Randy Arozarena,0.838501291989664,649
Brendan Donovan,0.8380829015544041,647
Teoscar Hernández,0.8378728923476005,646
Jeremy Peña,0.8376623376623377,645
Salvador Pérez,0.8368146214099217,641
Matt Chapman,0.8363874345549738,639
Jj Bleday,0.8363874345549738,639
Ryan Mcmahon,0.8363874345549738,639
Eugenio Suárez,0.836173001310616,638
Isaac Paredes,0.836173001310616,638
Nico Hoerner,0.8355263157894737,635
Adley Rutschman,0.8353096179183136,634
Andrés Giménez,0.8350923482849604,633
Alex Bregman,0.8350923482849604,633
Manny Machado,0.8348745046235139,632
Adolis García,0.8348745046235139,632
Jonathan India,0.8346560846560847,631
Willi Castro,0.8344370860927153,630
Masyn Winn,0.8342175066312998,629
Josh Naylor,0.8339973439575034,628
Nolan Arenado,0.8337765957446809,627
Freddie Freeman,0.833555259653795,626
Maikel García,0.8328877005347594,623
Cal Raleigh,0.8324396782841823,621
Bryan De la cruz,0.8322147651006712,620
Alex Verdugo,0.8317631224764468,618
Andrew Vaughn,0.8313090418353576,616
Yainer Diaz,0.8313090418353576,616
