Player,R_nk,n
Jarren Duran,0.8059866962305987,727
Shohei Ohtani,0.8027057497181511,712
Juan Soto,0.8024830699774267,711
Marcus Semien,0.8020361990950227,709
Gunnar Henderson,0.8020361990950227,709
Bobby Witt,0.7986191024165707,694
Elly De la cruz,0.7983870967741935,693
Ezequiel Tovar,0.798154555940023,692
Anthony Volpe,0.7974537037037037,689
Pete Alonso,0.7974537037037037,689
Bryan Reynolds,0.796983758700696,687
Francisco Lindor,0.7965116279069767,685
Kyle Schwarber,0.796037296037296,683
Vladimir Guerrero,0.7957992998833139,682
Aaron Judge,0.7957992998833139,682
Marcell Ozuna,0.7957992998833139,682
Willy Adames,0.7957992998833139,682
Corbin Carroll,0.7950819672131147,679
José Altuve,0.7941176470588235,675
Matt Olson,0.7938751472320377,674
William Contreras,0.792654028436019,669
José Ramírez,0.7924080664294187,668
Luis Arráez,0.7916666666666666,665
Jurickson Profar,0.7909199522102748,662
Gleyber Torres,0.7909199522102748,662
Taylor Ward,0.7906698564593302,661
Brandon Nimmo,0.790167865707434,659
Anthony Santander,0.790167865707434,659
Ian Happ,0.7891566265060241,655
Spencer Steer,0.7889022919179735,654
Jake Cronenworth,0.7889022919179735,654
Nick Castellanos,0.7889022919179735,654
Paul Goldschmidt,0.7878787878787878,650
Randy Arozarena,0.787621359223301,649
Brendan Donovan,0.7871046228710462,647
Teoscar Hernández,0.7868453105968332,646
Jeremy Peña,0.7865853658536586,645
Salvador Pérez,0.7855392156862745,641
Matt Chapman,0.785012285012285,639
Jj Bleday,0.785012285012285,639
Ryan Mcmahon,0.785012285012285,639
Eugenio Suárez,0.7847478474784748,638
Isaac Paredes,0.7847478474784748,638
Nico Hoerner,0.7839506172839507,635
Adley Rutschman,0.7836835599505563,634
Andrés Giménez,0.7834158415841584,633
Alex Bregman,0.7834158415841584,633
Manny Machado,0.7831474597273854,632
Adolis García,0.7831474597273854,632
Jonathan India,0.78287841191067,631
Willi Castro,0.782608695652174,630
Masyn Winn,0.7823383084577115,629
Josh Naylor,0.7820672478206725,628
Nolan Arenado,0.7817955112219451,627
Freddie Freeman,0.7815230961298377,626
Maikel García,0.7807017543859649,623
Cal Raleigh,0.7801507537688442,621
Bryan De la cruz,0.779874213836478,620
Alex Verdugo,0.7793190416141236,618
Andrew Vaughn,0.7787610619469026,616
Yainer Diaz,0.7787610619469026,616
Bryce Harper,0.7784810126582279,615
Yandy Díaz,0.7784810126582279,615
Brice Turang,0.7782002534854245,614
Julio Rodríguez,0.7779187817258884,613
Yordan Álvarez,0.7776365946632783,612
Jazz Chisholm,0.77735368956743,611
George Springer,0.7770700636942676,610
Brent Rooker,0.776500638569604,608
Christopher Morel,0.7759282970550576,606
Nolan Schanuel,0.7747747747747747,602
Alec Bohm,0.7744845360824743,601
Brenton Doyle,0.7744845360824743,601
Josh Bell,0.7744845360824743,601
Orlando Arcia,0.7741935483870968,600
Zach Neto,0.7741935483870968,600
Cj Abrams,0.7730220492866408,596
Carlos Santana,0.771838331160365,592
Dansby Swanson,0.7715404699738904,591
Alec Burleson,0.7715404699738904,591
Josh Smith,0.7712418300653595,590
Oneil Cruz,0.7712418300653595,590
Jackson Merrill,0.7709424083769634,589
Rafael Devers,0.7700394218134035,586
Riley Greene,0.7682119205298014,580
Seiya Suzuki,0.7682119205298014,580
Jake Burger,0.7666666666666667,575
Ketel Marte,0.7657295850066934,572
Jorge Soler,0.7651006711409396,570
Ceddanne Rafaela,0.7644683714670256,568
Bryson Stott,0.7641509433962265,567
Nathaniel Lowe,0.7638326585695007,566
Matt Vierling,0.7635135135135135,565
Jackson Chourio,0.7631935047361299,564
Michael Busch,0.7628726287262872,563
Cody Bellinger,0.7622282608695652,561
Colton Cowser,0.7606019151846786,556
Wyatt Langford,0.7602739726027398,555
Vinnie Pasquantino,0.7589531680440771,551
Lourdes Gurriel,0.7586206896551724,550
Colt Keith,0.7586206896551724,550
Christian Walker,0.7572815533980582,546
Zack Gelof,0.7572815533980582,546
Steven Kwan,0.7552447552447552,540
Trea Turner,0.7545582047685835,538
Will Smith,0.7545582047685835,538
Brendan Rodgers,0.7538677918424754,536
Justin Turner,0.7531734837799718,534
Jesús Sánchez,0.7531734837799718,534
Ty France,0.7528248587570622,533
Shea Langeliers,0.7521246458923513,531
Leody Taveras,0.75,525
Luis García,0.7492836676217765,523
Lane Thomas,0.7492836676217765,523
Jacob Young,0.7485632183908046,521
Andrew Benintendi,0.7485632183908046,521
Logan O'hoppe,0.7482014388489209,520
Corey Seager,0.7478386167146974,519
Sal Frelick,0.7478386167146974,519
Heliot Ramos,0.7467438494934877,516
Rhys Hoskins,0.7463768115942029,515
Joey Ortiz,0.7456395348837209,513
Tyler Stephenson,0.7448979591836735,511
Jake Meyers,0.7448979591836735,511
Andrew Mccutchen,0.7441520467836257,509
Daulton Varsho,0.7441520467836257,509
Mookie Betts,0.7434017595307918,507
Jesse Winker,0.7426470588235294,505
Ryan Mountcastle,0.7422680412371134,504
Gavin Sheets,0.7403560830860534,499
Cedric Mullins,0.7395833333333334,497
Isiah Kiner-falefa,0.7388059701492538,495
Charlie Blackmon,0.7384155455904334,494
J. d. Martinez,0.7384155455904334,494
Jake Mccarthy,0.7372372372372372,491
Ryan O'hearn,0.7368421052631579,490
Gavin Lux,0.7360482654600302,488
Jonah Heim,0.735249621785174,486
Michael Conforto,0.7348484848484849,485
Keibert Ruiz,0.7344461305007587,484
Connor Wong,0.7340425531914894,483
José Caballero,0.7336377473363774,482
Paul Dejong,0.7336377473363774,482
Tommy Pham,0.7315950920245399,477
Brandon Marsh,0.7307692307692307,475
Mike Yastrzemski,0.7299382716049383,473
Josh Rojas,0.7299382716049383,473
Jeff Mcneil,0.7286821705426356,470
Michael Harris,0.7274143302180686,467
Tyler O'neill,0.7269890795631825,466
Austin Riley,0.7269890795631825,466
Ha-seong Kim,0.7252747252747253,462
Jorge Polanco,0.7252747252747253,462
Jeimer Candelario,0.7252747252747253,462
Ryan Jeffers,0.7244094488188977,460
Giancarlo Stanton,0.7239747634069401,459
Gio Urshela,0.7235387045813586,458
Xander Bogaerts,0.7235387045813586,458
Max Schuemann,0.7231012658227848,457
Mark Canha,0.7231012658227848,457
Mark Vientos,0.7222222222222222,455
Michael Toglia,0.7222222222222222,455
Luke Raley,0.7213375796178344,453
Davis Schneider,0.7208931419457735,452
J. p. Crawford,0.7204472843450479,451
Jo Adell,0.719551282051282,449
Ernie Clement,0.7191011235955056,448
Jarred Kelenic,0.7191011235955056,448
Wilyer Abreu,0.7181964573268921,446
Jordan Westburg,0.7181964573268921,446
Lawrence Butler,0.7181964573268921,446
José Siri,0.7181964573268921,446
Mj Melendez,0.717741935483871,445
Joc Pederson,0.7172859450726979,444
Jared Triolo,0.7172859450726979,444
Nicky Lopez,0.7172859450726979,444
Patrick Bailey,0.7172859450726979,444
Andy Pages,0.7163695299837926,442
Brayan Rocchio,0.7149837133550488,439
Dylan Moore,0.7145187601957586,438
Otto Lopez,0.7131147540983607,435
Fernando Tatís,0.7126436781609196,434
Harrison Bader,0.712171052631579,433
Ozzie Albies,0.712171052631579,433
Blake Perkins,0.7107438016528925,430
Mitch Garver,0.7102649006622517,429
José Miranda,0.7097844112769486,428
Mauricio Dubón,0.7083333333333334,425
Kyle Isbel,0.7083333333333334,425
Mitch Haniger,0.7073578595317725,423
Brandon Lowe,0.7073578595317725,423
Wenceel Pérez,0.7068676716917923,422
Hunter Renfroe,0.7068676716917923,422
Luis Robert,0.7063758389261745,421
Masataka Yoshida,0.7058823529411765,420
Rowdy Tellez,0.7053872053872053,419
Mickey Moniak,0.7038917089678511,416
Connor Joe,0.7018739352640545,412
Austin Wells,0.7018739352640545,412
J. t. Realmuto,0.7003424657534246,409
Pete Crow-armstrong,0.6998284734133791,408
Jon Singleton,0.6961805555555556,401
Lars Nootbaar,0.6961805555555556,401
Trevor Larnach,0.6956521739130435,400
Nolan Gorman,0.6951219512195121,399
Seth Brown,0.6945898778359512,398
Max Kepler,0.6945898778359512,398
Lamonte Wade,0.6924428822495606,394
Korey Lee,0.6919014084507042,393
Ke'bryan Hayes,0.6919014084507042,393
Enrique Hernández,0.691358024691358,392
David Fry,0.6897163120567376,389
Santiago Espinal,0.6897163120567376,389
Bo Naylor,0.6891651865008881,388
Geraldo Perdomo,0.6880570409982175,386
Nick Gonzales,0.6880570409982175,386
Will Benson,0.6875,385
Alejandro Kirk,0.6875,385
Josh Lowe,0.6869409660107334,384
Byron Buxton,0.6863799283154122,383
Spencer Torkelson,0.685251798561151,381
Tyler Freeman,0.685251798561151,381
Thairo Estrada,0.6846846846846847,380
Jake Fraley,0.6846846846846847,380
Spencer Horwitz,0.6846846846846847,380
Anthony Rizzo,0.6818181818181818,375
Freddy Fermin,0.6777163904235728,368
Starling Marte,0.6771217712177122,367
Lenyn Sosa,0.6759259259259259,365
Jonny Deluca,0.6747211895910781,363
Miguel Amaya,0.6747211895910781,363
Johan Rojas,0.6741154562383612,362
Carlos Correa,0.6735074626865671,361
Abraham Toro,0.6728971962616822,360
Brandon Drury,0.6716697936210131,358
Willson Contreras,0.6685606060606061,353
Michael Massey,0.6685606060606061,353
Will Brennan,0.6673003802281369,351
Mike Tauchman,0.6666666666666666,350
Jake Bauers,0.6653919694072657,348
Eloy Jiménez,0.6653919694072657,348
Jake Cave,0.6641074856046065,346
Gabriel Moreno,0.6634615384615384,345
Elías Díaz,0.6628131021194605,344
Amed Rosario,0.6615087040618955,342
Tyrone Taylor,0.6608527131782945,341
Manuel Margot,0.6608527131782945,341
Tj Friedl,0.6608527131782945,341
Travis D'arnaud,0.6595330739299611,339
Tyler Fitzgerald,0.6595330739299611,339
Francisco Álvarez,0.6588693957115009,338
Jake Rogers,0.6568627450980392,335
Miguel Rojas,0.6568627450980392,335
James Wood,0.656188605108055,334
Michael Siani,0.656188605108055,334
Whit Merrifield,0.655511811023622,333
Bo Bichette,0.655511811023622,333
Nick Fortes,0.655511811023622,333
Kyle Tucker,0.6548323471400395,332
Ben Rortvedt,0.651394422310757,327
Adam Duvall,0.6506986027944112,326
Danny Jansen,0.6485943775100401,323
Oswaldo Cabrera,0.6485943775100401,323
Royce Lewis,0.647887323943662,322
Zach Mckinstry,0.647887323943662,322
Eddie Rosario,0.6464646464646465,320
Miguel Andújar,0.6450304259634888,318
David Hamilton,0.6443089430894309,317
Carson Kelly,0.6421267893660532,314
Christian Vázquez,0.6421267893660532,314
Joey Meneses,0.6413934426229508,313
Richie Palacios,0.6413934426229508,313
Kevin Pillar,0.6406570841889117,312
Christian Yelich,0.6391752577319587,310
Donovan Solano,0.6384297520661157,309
Kevin Newman,0.6384297520661157,309
Ramón Laureano,0.6376811594202898,308
Dominic Smith,0.6361746361746362,306
Ildemaro Vargas,0.6354166666666666,305
Luis Rengifo,0.6354166666666666,305
Rob Refsnyder,0.6338912133891214,303
Xavier Edwards,0.6331236897274634,302
Ramón Urías,0.631578947368421,300
Emmanuel Rivera,0.631578947368421,300
Edouard Julien,0.630801687763713,299
Michael Taylor,0.6300211416490487,298
Parker Meadows,0.6284501061571125,296
Víctor Robles,0.6268656716417911,294
Luis Campusano,0.6268656716417911,294
Kerry Carpenter,0.6268656716417911,294
Nolan Jones,0.6252676659528907,292
Adam Frazier,0.6228448275862069,289
Jose Iglesias,0.6228448275862069,289
Max Muncy,0.6228448275862069,289
Javier Báez,0.6203904555314533,286
Ezequiel Duran,0.6187363834422658,284
Joey Bart,0.6179039301310044,283
Jacob Stallings,0.6153846153846154,280
Kevin Kiermaier,0.6145374449339207,279
Randal Grichuk,0.6128318584070797,277
Gary Sánchez,0.6119733924611973,276
Tyler Nevin,0.6119733924611973,276
Jack Suwinski,0.6111111111111112,275
Edmundo Sosa,0.6111111111111112,275
Nick Gordon,0.6111111111111112,275
Víctor Caratini,0.6102449888641426,274
Vidal Bruján,0.6102449888641426,274
Jonah Bride,0.6085011185682326,272
Brett Wisely,0.6085011185682326,272
Nick Senzel,0.6031746031746031,266
Dylan Carlson,0.6031746031746031,266
Chas Mccormick,0.6022727272727273,265
Kyle Higashioka,0.6004566210045662,263
David Peralta,0.5995423340961098,262
Sean Murphy,0.5995423340961098,262
Joey Loperfido,0.5995423340961098,262
Iván Herrera,0.5977011494252874,260
Matt Wallner,0.5967741935483871,259
Joey Gallo,0.5958429561200924,258
Jason Heyward,0.5939675174013921,256
Austin Martin,0.5939675174013921,256
Willie Calhoun,0.5911214953271028,253
Taylor Walls,0.5911214953271028,253
Austin Hays,0.5901639344262295,252
Juan Yepez,0.5892018779342723,251
Elehuris Montero,0.5843230403800475,246
Harold Ramírez,0.5823389021479713,244
Andy Ibáñez,0.5813397129186603,243
Chris Taylor,0.5813397129186603,243
Noelvi Marte,0.580335731414868,242
Robbie Grossman,0.580335731414868,242
Yasmani Grandal,0.580335731414868,242
Tim Anderson,0.580335731414868,242
Dominic Fletcher,0.5783132530120482,240
Wilmer Flores,0.5772946859903382,239
Triston Casas,0.576271186440678,238
Kyle Farmer,0.576271186440678,238
Miguel Vargas,0.5742092457420924,236
Jose Trevino,0.5721271393643031,234
Anthony Rendon,0.571078431372549,233
Stuart Fairchild,0.5700245700245701,232
James Mccann,0.5700245700245701,232
Garrett Hampson,0.5689655172413793,231
Dj Lemahieu,0.56575682382134,228
Nelson Velázquez,0.56575682382134,228
Justyn-henry Malloy,0.56575682382134,228
Addison Barger,0.5625,225
Enmanuel Valdez,0.5614035087719298,224
Hunter Goodman,0.5614035087719298,224
Nick Ahmed,0.5614035087719298,224
Cavan Biggio,0.5614035087719298,224
