Player,R_nk,n
Jarren Duran,0.879081015719468,727
Shohei Ohtani,0.8768472906403941,712
Juan Soto,0.8766954377311961,711
Marcus Semien,0.8763906056860321,709
Gunnar Henderson,0.8763906056860321,709
Bobby Witt,0.8740554156171285,694
Elly De la cruz,0.8738965952080706,693
Ezequiel Tovar,0.8737373737373737,692
Anthony Volpe,0.8732572877059569,689
Pete Alonso,0.8732572877059569,689
Bryan Reynolds,0.8729351969504447,687
Francisco Lindor,0.8726114649681529,685
Kyle Schwarber,0.8722860791826309,683
Vladimir Guerrero,0.8721227621483376,682
Aaron Judge,0.8721227621483376,682
Marcell Ozuna,0.8721227621483376,682
Willy Adames,0.8721227621483376,682
Corbin Carroll,0.8716302952503209,679
José Altuve,0.8709677419354839,675
Matt Olson,0.8708010335917312,674
William Contreras,0.8699609882964889,669
José Ramírez,0.8697916666666666,668
Luis Arráez,0.869281045751634,665
Jurickson Profar,0.868766404199475,662
Gleyber Torres,0.868766404199475,662
Taylor Ward,0.8685939553219448,661
Brandon Nimmo,0.8682476943346509,659
Anthony Santander,0.8682476943346509,659
Ian Happ,0.8675496688741722,655
Spencer Steer,0.8673740053050398,654
Jake Cronenworth,0.8673740053050398,654
Nick Castellanos,0.8673740053050398,654
Paul Goldschmidt,0.8666666666666667,650
Randy Arozarena,0.8664886515353805,649
Brendan Donovan,0.8661311914323963,647
Teoscar Hernández,0.8659517426273459,646
Jeremy Peña,0.8657718120805369,645
Salvador Pérez,0.865047233468286,641
Matt Chapman,0.86468200270636,639
Jj Bleday,0.86468200270636,639
Ryan Mcmahon,0.86468200270636,639
Eugenio Suárez,0.8644986449864499,638
Isaac Paredes,0.8644986449864499,638
Nico Hoerner,0.8639455782312925,635
Adley Rutschman,0.8637602179836512,634
Andrés Giménez,0.8635743519781719,633
Alex Bregman,0.8635743519781719,633
Manny Machado,0.8633879781420765,632
Adolis García,0.8633879781420765,632
Jonathan India,0.8632010943912448,631
Willi Castro,0.863013698630137,630
Masyn Winn,0.8628257887517147,629
Josh Naylor,0.8626373626373627,628
Nolan Arenado,0.8624484181568088,627
Freddie Freeman,0.8622589531680441,626
Maikel García,0.8616874135546335,623
Cal Raleigh,0.8613037447988904,621
Bryan De la cruz,0.8611111111111112,620
Alex Verdugo,0.8607242339832869,618
Andrew Vaughn,0.8603351955307262,616
Yainer Diaz,0.8603351955307262,616
Bryce Harper,0.8601398601398601,615
Yandy Díaz,0.8601398601398601,615
Brice Turang,0.8599439775910365,614
Julio Rodríguez,0.8597475455820477,613
Yordan Álvarez,0.8595505617977528,612
Jazz Chisholm,0.8593530239099859,611
George Springer,0.8591549295774648,610
Brent Rooker,0.8587570621468926,608
Christopher Morel,0.8583569405099151,606
Nolan Schanuel,0.8575498575498576,602
Alec Bohm,0.8573466476462197,601
Brenton Doyle,0.8573466476462197,601
Josh Bell,0.8573466476462197,601
Orlando Arcia,0.8571428571428571,600
Zach Neto,0.8571428571428571,600
Cj Abrams,0.8563218390804598,596
Carlos Santana,0.8554913294797688,592
Dansby Swanson,0.8552821997105644,591
Alec Burleson,0.8552821997105644,591
Josh Smith,0.855072463768116,590
Oneil Cruz,0.855072463768116,590
Jackson Merrill,0.8548621190130624,589
Rafael Devers,0.8542274052478134,586
Riley Greene,0.8529411764705882,580
Seiya Suzuki,0.8529411764705882,580
Jake Burger,0.8518518518518519,575
Ketel Marte,0.8511904761904762,572
Jorge Soler,0.8507462686567164,570
Ceddanne Rafaela,0.8502994011976048,568
Bryson Stott,0.8500749625187406,567
Nathaniel Lowe,0.8498498498498499,566
Matt Vierling,0.849624060150376,565
Jackson Chourio,0.8493975903614458,564
Michael Busch,0.8491704374057315,563
Cody Bellinger,0.848714069591528,561
Colton Cowser,0.8475609756097561,556
Wyatt Langford,0.8473282442748091,555
Vinnie Pasquantino,0.8463901689708141,551
Lourdes Gurriel,0.8461538461538461,550
Colt Keith,0.8461538461538461,550
Christian Walker,0.8452012383900929,546
Zack Gelof,0.8452012383900929,546
Steven Kwan,0.84375,540
Trea Turner,0.8432601880877743,538
Will Smith,0.8432601880877743,538
Brendan Rodgers,0.8427672955974843,536
Justin Turner,0.8422712933753943,534
Jesús Sánchez,0.8422712933753943,534
Ty France,0.8420221169036335,533
Shea Langeliers,0.8415213946117274,531
Leody Taveras,0.84,525
Luis García,0.8394863563402889,523
Lane Thomas,0.8394863563402889,523
Jacob Young,0.8389694041867954,521
Andrew Benintendi,0.8389694041867954,521
Logan O'hoppe,0.8387096774193549,520
Corey Seager,0.8384491114701131,519
Sal Frelick,0.8384491114701131,519
Heliot Ramos,0.8376623376623377,516
Rhys Hoskins,0.8373983739837398,515
Joey Ortiz,0.8368678629690048,513
Tyler Stephenson,0.8363338788870703,511
Jake Meyers,0.8363338788870703,511
Andrew Mccutchen,0.8357963875205254,509
Daulton Varsho,0.8357963875205254,509
Mookie Betts,0.8352553542009885,507
Jesse Winker,0.8347107438016529,505
Ryan Mountcastle,0.8344370860927153,504
Gavin Sheets,0.8330550918196995,499
Cedric Mullins,0.8324958123953099,497
Isiah Kiner-falefa,0.8319327731092437,495
Charlie Blackmon,0.8316498316498316,494
J. d. Martinez,0.8316498316498316,494
Jake Mccarthy,0.8307952622673435,491
Ryan O'hearn,0.8305084745762712,490
Gavin Lux,0.8299319727891157,488
Jonah Heim,0.8293515358361775,486
Michael Conforto,0.8290598290598291,485
Keibert Ruiz,0.8287671232876712,484
Connor Wong,0.8284734133790738,483
José Caballero,0.8281786941580757,482
Paul Dejong,0.8281786941580757,482
Tommy Pham,0.8266897746967071,477
Brandon Marsh,0.8260869565217391,475
Mike Yastrzemski,0.8254799301919721,473
Josh Rojas,0.8254799301919721,473
Jeff Mcneil,0.8245614035087719,470
Michael Harris,0.8236331569664903,467
Tyler O'neill,0.823321554770318,466
Austin Riley,0.823321554770318,466
Ha-seong Kim,0.8220640569395018,462
Jorge Polanco,0.8220640569395018,462
Jeimer Candelario,0.8220640569395018,462
Ryan Jeffers,0.8214285714285714,460
Giancarlo Stanton,0.8211091234347049,459
Gio Urshela,0.8207885304659498,458
Xander Bogaerts,0.8207885304659498,458
Max Schuemann,0.8204667863554758,457
Mark Canha,0.8204667863554758,457
Mark Vientos,0.8198198198198198,455
Michael Toglia,0.8198198198198198,455
Luke Raley,0.8191681735985533,453
Davis Schneider,0.8188405797101449,452
J. p. Crawford,0.8185117967332124,451
Jo Adell,0.8178506375227687,449
Ernie Clement,0.8175182481751825,448
Jarred Kelenic,0.8175182481751825,448
Wilyer Abreu,0.8168498168498168,446
Jordan Westburg,0.8168498168498168,446
Lawrence Butler,0.8168498168498168,446
José Siri,0.8168498168498168,446
Mj Melendez,0.8165137614678899,445
Joc Pederson,0.8161764705882353,444
Jared Triolo,0.8161764705882353,444
Nicky Lopez,0.8161764705882353,444
Patrick Bailey,0.8161764705882353,444
Andy Pages,0.8154981549815498,442
Brayan Rocchio,0.8144712430426716,439
Dylan Moore,0.8141263940520446,438
Otto Lopez,0.8130841121495327,435
Fernando Tatís,0.8127340823970037,434
Harrison Bader,0.8123827392120075,433
Ozzie Albies,0.8123827392120075,433
Blake Perkins,0.8113207547169812,430
Mitch Garver,0.8109640831758034,429
José Miranda,0.8106060606060606,428
