Player,R_nk,n
Jarren Duran,0.8289623717217788,727
Shohei Ohtani,0.8259860788863109,712
Juan Soto,0.8257839721254355,711
Marcus Semien,0.8253783469150174,709
Gunnar Henderson,0.8253783469150174,709
Bobby Witt,0.8222748815165877,694
Elly De la cruz,0.8220640569395018,693
Ezequiel Tovar,0.8218527315914489,692
Anthony Volpe,0.8212157330154947,689
Pete Alonso,0.8212157330154947,689
Bryan Reynolds,0.8207885304659498,687
Francisco Lindor,0.8203592814371258,685
Kyle Schwarber,0.8199279711884754,683
Vladimir Guerrero,0.8197115384615384,682
Aaron Judge,0.8197115384615384,682
Marcell Ozuna,0.8197115384615384,682
Willy Adames,0.8197115384615384,682
Corbin Carroll,0.8190591073582629,679
José Altuve,0.8181818181818182,675
Matt Olson,0.8179611650485437,674
William Contreras,0.8168498168498168,669
José Ramírez,0.8166259168704156,668
Luis Arráez,0.8159509202453987,665
Jurickson Profar,0.8152709359605911,662
Gleyber Torres,0.8152709359605911,662
Taylor Ward,0.815043156596794,661
Brandon Nimmo,0.8145859085290482,659
Anthony Santander,0.8145859085290482,659
Ian Happ,0.8136645962732919,655
Spencer Steer,0.8134328358208955,654
Jake Cronenworth,0.8134328358208955,654
Nick Castellanos,0.8134328358208955,654
Paul Goldschmidt,0.8125,650
Randy Arozarena,0.8122653316645807,649
Brendan Donovan,0.8117942283563363,647
Teoscar Hernández,0.8115577889447236,646
Jeremy Peña,0.8113207547169812,645
Salvador Pérez,0.8103666245259166,641
Matt Chapman,0.8098859315589354,639
Jj Bleday,0.8098859315589354,639
Ryan Mcmahon,0.8098859315589354,639
Eugenio Suárez,0.8096446700507615,638
Isaac Paredes,0.8096446700507615,638
Nico Hoerner,0.8089171974522293,635
Adley Rutschman,0.8086734693877551,634
Andrés Giménez,0.8084291187739464,633
Alex Bregman,0.8084291187739464,633
Manny Machado,0.8081841432225064,632
Adolis García,0.8081841432225064,632
Jonathan India,0.8079385403329066,631
Willi Castro,0.8076923076923077,630
Masyn Winn,0.8074454428754814,629
Josh Naylor,0.8071979434447301,628
Nolan Arenado,0.806949806949807,627
Freddie Freeman,0.8067010309278351,626
Maikel García,0.8059508408796895,623
Cal Raleigh,0.8054474708171206,621
Bryan De la cruz,0.8051948051948052,620
Alex Verdugo,0.8046875,618
Andrew Vaughn,0.804177545691906,616
Yainer Diaz,0.804177545691906,616
Bryce Harper,0.803921568627451,615
Yandy Díaz,0.803921568627451,615
Brice Turang,0.8036649214659686,614
Julio Rodríguez,0.8034076015727392,613
Yordan Álvarez,0.8031496062992126,612
Jazz Chisholm,0.8028909329829172,611
George Springer,0.8026315789473685,610
Brent Rooker,0.8021108179419525,608
Christopher Morel,0.8015873015873016,606
Nolan Schanuel,0.800531914893617,602
Alec Bohm,0.800266311584554,601
Brenton Doyle,0.800266311584554,601
Josh Bell,0.800266311584554,601
Orlando Arcia,0.8,600
Zach Neto,0.8,600
Cj Abrams,0.7989276139410187,596
Carlos Santana,0.7978436657681941,592
Dansby Swanson,0.7975708502024291,591
Alec Burleson,0.7975708502024291,591
Josh Smith,0.7972972972972973,590
Oneil Cruz,0.7972972972972973,590
Jackson Merrill,0.79702300405954,589
Rafael Devers,0.7961956521739131,586
Riley Greene,0.7945205479452054,580
Seiya Suzuki,0.7945205479452054,580
Jake Burger,0.7931034482758621,575
Ketel Marte,0.7922437673130194,572
Jorge Soler,0.7916666666666666,570
Ceddanne Rafaela,0.7910863509749304,568
Bryson Stott,0.7907949790794979,567
Nathaniel Lowe,0.7905027932960894,566
Matt Vierling,0.7902097902097902,565
Jackson Chourio,0.7899159663865546,564
Michael Busch,0.7896213183730715,563
Cody Bellinger,0.7890295358649789,561
Colton Cowser,0.7875354107648725,556
Wyatt Langford,0.7872340425531915,555
