Player,R_nk,n
Jarren Duran,0.7842502696871629,727
Shohei Ohtani,0.7807017543859649,712
Juan Soto,0.7804610318331504,711
Marcus Semien,0.7799779977997799,709
Gunnar Henderson,0.7799779977997799,709
Bobby Witt,0.7762863534675615,694
Elly De la cruz,0.7760358342665173,693
Ezequiel Tovar,0.7757847533632287,692
Anthony Volpe,0.7750281214848144,689
Pete Alonso,0.7750281214848144,689
Bryan Reynolds,0.7745208568207441,687
Francisco Lindor,0.7740112994350282,685
Kyle Schwarber,0.7734994337485843,683
Vladimir Guerrero,0.7732426303854876,682
Aaron Judge,0.7732426303854876,682
Marcell Ozuna,0.7732426303854876,682
Willy Adames,0.7732426303854876,682
Corbin Carroll,0.7724687144482366,679
José Altuve,0.7714285714285715,675
Matt Olson,0.7711670480549199,674
William Contreras,0.7698504027617952,669
José Ramírez,0.7695852534562212,668
Luis Arráez,0.7687861271676301,665
Jurickson Profar,0.7679814385150812,662
Gleyber Torres,0.7679814385150812,662
Taylor Ward,0.7677119628339141,661
Brandon Nimmo,0.7671711292200233,659
Anthony Santander,0.7671711292200233,659
Ian Happ,0.7660818713450293,655
Spencer Steer,0.765807962529274,654
Jake Cronenworth,0.765807962529274,654
Nick Castellanos,0.765807962529274,654
Paul Goldschmidt,0.7647058823529411,650
Randy Arozarena,0.7644287396937574,649
Brendan Donovan,0.7638724911452184,647
Teoscar Hernández,0.7635933806146572,646
Jeremy Peña,0.7633136094674556,645
Salvador Pérez,0.7621878715814506,641
Matt Chapman,0.7616209773539928,639
Jj Bleday,0.7616209773539928,639
Ryan Mcmahon,0.7616209773539928,639
Eugenio Suárez,0.7613365155131265,638
Isaac Paredes,0.7613365155131265,638
Nico Hoerner,0.7604790419161677,635
Adley Rutschman,0.7601918465227818,634
Andrés Giménez,0.7599039615846338,633
Alex Bregman,0.7599039615846338,633
Manny Machado,0.7596153846153846,632
Adolis García,0.7596153846153846,632
Jonathan India,0.7593261131167268,631
Willi Castro,0.7590361445783133,630
Masyn Winn,0.758745476477684,629
Josh Naylor,0.7584541062801933,628
Nolan Arenado,0.7581620314389359,627
Freddie Freeman,0.7578692493946732,626
Maikel García,0.7569866342648846,623
Cal Raleigh,0.756394640682095,621
Bryan De la cruz,0.7560975609756098,620
Alex Verdugo,0.7555012224938875,618
Andrew Vaughn,0.7549019607843137,616
Yainer Diaz,0.7549019607843137,616
Bryce Harper,0.754601226993865,615
Yandy Díaz,0.754601226993865,615
Brice Turang,0.7542997542997543,614
Julio Rodríguez,0.7539975399753998,613
Yordan Álvarez,0.7536945812807881,612
Jazz Chisholm,0.7533908754623921,611
George Springer,0.7530864197530864,610
Brent Rooker,0.7524752475247525,608
Christopher Morel,0.7518610421836228,606
Nolan Schanuel,0.7506234413965087,602
Alec Bohm,0.7503121098626716,601
Brenton Doyle,0.7503121098626716,601
Josh Bell,0.7503121098626716,601
Orlando Arcia,0.75,600
Zach Neto,0.75,600
Cj Abrams,0.7487437185929648,596
Carlos Santana,0.7474747474747475,592
Dansby Swanson,0.7471554993678887,591
Alec Burleson,0.7471554993678887,591
Josh Smith,0.7468354430379747,590
Oneil Cruz,0.7468354430379747,590
Jackson Merrill,0.7465145754119138,589
Rafael Devers,0.7455470737913485,586
Riley Greene,0.7435897435897436,580
Seiya Suzuki,0.7435897435897436,580
Jake Burger,0.7419354838709677,575
Ketel Marte,0.7409326424870466,572
Jorge Soler,0.7402597402597403,570
Ceddanne Rafaela,0.7395833333333334,568
Bryson Stott,0.7392438070404173,567
Nathaniel Lowe,0.7389033942558747,566
Matt Vierling,0.738562091503268,565
Jackson Chourio,0.7382198952879581,564
Michael Busch,0.7378768020969856,563
