winner,loser,score
Aaron Judge,Dashawn Keirsey,19.690956115722656
Aaron Judge,Daulton Varsho,22.030406951904297
Aaron Judge,David Bote,21.35381317138672
Aaron Judge,David Dahl,21.92624855041504
Aaron Judge,David Fletcher,20.035449981689453
Aaron Judge,David Fry,14.657317161560059
Aaron Judge,David Hamilton,23.621612548828125
Aaron Judge,David Hensley,20.42061424255371
Aaron Judge,David Peralta,18.865367889404297
Aaron Judge,David Villar,21.279373168945312
Aaron Judge,Davis Schneider,20.03131675720215
Aaron Judge,Davis Wendzel,20.862548828125
Aaron Judge,Daz Cameron,21.216806411743164
Aaron Judge,Derek Hill,25.593704223632812
Aaron Judge,Diego Castillo,18.997703552246094
Aaron Judge,Dillon Dingler,23.0788631439209
Aaron Judge,Dj Lemahieu,16.399860382080078
Aaron Judge,Dj Stewart,14.281813621520996
Aaron Judge,Dominic Canzone,23.30007553100586
Aaron Judge,Dominic Fletcher,23.71365737915039
Aaron Judge,Dominic Smith,18.81427574157715
Aaron Judge,Donovan Solano,17.63090705871582
Aaron Judge,Donovan Walton,19.659351348876953
Aaron Judge,Drew Millas,20.583206176757812
Aaron Judge,Drew Romo,21.39569091796875
Aaron Judge,Drew Waters,20.244047164916992
Aaron Judge,Duke Ellis,20.22986602783203
Aaron Judge,Dustin Harris,19.908475875854492
Aaron Judge,Dylan Carlson,21.06658935546875
Aaron Judge,Dylan Crews,19.31499671936035
Aaron Judge,Dylan Moore,11.372806549072266
Aaron Judge,Eddie Rosario,25.07333755493164
Aaron Judge,Eddy Alvarez,19.305419921875
Aaron Judge,Edmundo Sosa,22.567501068115234
Aaron Judge,Edouard Julien,21.996986389160156
Aaron Judge,Edward Olivares,18.839679718017578
Aaron Judge,Edwin Ríos,20.291820526123047
Aaron Judge,Eguy Rosario,22.262680053710938
Aaron Judge,Ehire Adrianza,21.203792572021484
Aaron Judge,Elehuris Montero,20.883188247680664
Aaron Judge,Eli White,20.688995361328125
Aaron Judge,Elly De la cruz,22.146167755126953
Aaron Judge,Eloy Jiménez,20.429603576660156
Aaron Judge,Elías Díaz,19.859691619873047
Aaron Judge,Emmanuel Rivera,19.553783416748047
Aaron Judge,Enmanuel Valdez,22.065258026123047
Aaron Judge,Enrique Hernández,20.98880958557129
Aaron Judge,Eric Haase,23.564796447753906
Aaron Judge,Eric Wagaman,21.877126693725586
Aaron Judge,Eric Yang,20.054954528808594
Aaron Judge,Ernie Clement,20.29597282409668
Aaron Judge,Esteury Ruiz,20.94292449951172
Aaron Judge,Estevan Florial,21.88640022277832
Aaron Judge,Eugenio Suárez,23.19823455810547
Aaron Judge,Evan Carter,20.63111114501953
Aaron Judge,Ezequiel Duran,22.229217529296875
Aaron Judge,Ezequiel Tovar,39.037086486816406
Aaron Judge,Fernando Tatís,18.43448257446289
Aaron Judge,Forrest Wall,19.604259490966797
Aaron Judge,Francisco Lindor,14.450047492980957
Aaron Judge,Francisco Álvarez,19.451690673828125
Aaron Judge,Freddie Freeman,6.983417510986328
Aaron Judge,Freddy Fermin,19.351478576660156
Aaron Judge,Gabriel Arias,25.65634536743164
Aaron Judge,Gabriel Moreno,12.169486999511719
Aaron Judge,Garrett Cooper,20.94577980041504
Aaron Judge,Garrett Hampson,24.603862762451172
Aaron Judge,Garrett Mitchell,21.263885498046875
Aaron Judge,Garrett Stubbs,20.58596420288086
Aaron Judge,Gary Sánchez,18.960800170898438
Aaron Judge,Gavin Lux,22.162723541259766
Aaron Judge,Gavin Sheets,19.392608642578125
Aaron Judge,George Springer,11.24318790435791
Aaron Judge,Geraldo Perdomo,13.713861465454102
Aaron Judge,Giancarlo Stanton,26.25412368774414
