i,j,D,W
Brooks Lee,Triston Casas,0.0019234948449922734,5874.790346527159
Brooks Lee,Tucker Barnhart,-0.0010122669195009903,5833.1417611993475
Brooks Lee,Ty France,-0.005011594636299456,5908.7175650046975
Brooks Lee,Tyler Black,-0.0007095229929831667,5823.782528529954
Brooks Lee,Tyler Fitzgerald,0.004413195364236565,5875.258308211618
Brooks Lee,Tyler Freeman,-0.011312466099906217,5853.732073072012
Brooks Lee,Tyler Gentry,-0.0002582424633219923,5814.423295860561
Brooks Lee,Tyler Heineman,-0.0009007401680476411,5816.763104027908
Brooks Lee,Tyler Locklear,0.0009437283184660137,5820.272816278931
Brooks Lee,Tyler Nevin,-0.002843178400694572,5866.60101799243
Brooks Lee,Tyler O'neill,0.0006978080207344949,5952.57225517601
Brooks Lee,Tyler Soderstrom,-0.0013042623506993988,5853.732073072012
Brooks Lee,Tyler Stephenson,-0.006268577540226984,5905.44183357041
Brooks Lee,Tyler Wade,-0.0002744350389286708,5823.782528529954
Brooks Lee,Tyrone Taylor,0.0011558370270429942,5857.241785323035
Brooks Lee,Vaughn Grissom,-0.0004134602811807507,5827.2922407809765
Brooks Lee,Victor Scott,0.0035922262619977187,5821.4427203626055
Brooks Lee,Vidal Bruján,-0.0024010473441934133,5831.971857115674
Brooks Lee,Vinnie Pasquantino,-0.007417851947515553,5863.559267374876
Brooks Lee,Vinny Capra,-0.00028524397545217516,5817.933008111583
Brooks Lee,Vladimir Guerrero,-0.013396958680025663,5900.060274785508
Brooks Lee,Víctor Caratini,-0.0009662030525789165,5838.991281617718
Brooks Lee,Víctor Robles,-0.006336757981247482,5850.22236082099
Brooks Lee,Wenceel Pérez,0.0019069529620439247,5865.431113908754
Brooks Lee,Weston Wilson,0.0002082547763352799,5823.782528529953
Brooks Lee,Whit Merrifield,-0.009058763828873623,5849.520418370785
Brooks Lee,Will Benson,0.010203425686050023,5941.006917663117
Brooks Lee,Will Brennan,-0.0006905247059469832,5824.952432613629
Brooks Lee,Will Smith,-0.006712026286310024,5900.060274785508
Brooks Lee,Will Wagner,0.0002462605128238438,5821.4427203626055
Brooks Lee,Willi Castro,-0.005241888201638358,5925.096222074161
Brooks Lee,William Contreras,-0.011576522739573861,5936.561282196142
Brooks Lee,Willie Calhoun,-0.004574566490907857,5834.31166528302
Brooks Lee,Willson Contreras,-0.009760613724549849,5915.736989506742
Brooks Lee,Willy Adames,-0.006260784535632931,5962.533152853709
Brooks Lee,Wilmer Flores,-0.004913044027978144,5816.763104027908
Brooks Lee,Wilyer Abreu,0.002285269659074561,5918.076797674091
Brooks Lee,Wyatt Langford,-0.00499713715966622,5895.380658450811
Brooks Lee,Xander Bogaerts,-0.0013819103761303082,5862.3893632911995
Brooks Lee,Xavier Edwards,-0.006138149995992154,5836.183511816899
Brooks Lee,Yainer Diaz,0.004171387401248574,5876.194231478555
Brooks Lee,Yan Gomes,0.004047121492220852,5828.46214486465
Brooks Lee,Yandy Díaz,-0.010593483695586013,5897.018524167957
Brooks Lee,Yasmani Grandal,-0.00230678178226833,5844.840802036089
Brooks Lee,Yordan Álvarez,-0.011207162528719361,5892.2052045094115
Brooks Lee,Yoán Moncada,-0.00047413444923396,5820.272816278931
Brooks Lee,Yuli Gurriel,-0.002196325291654877,5821.4427203626055
Brooks Lee,Zach Deloach,-0.00044273046950339434,5821.4427203626055
Brooks Lee,Zach Dezenzo,0.0016962678383851714,5823.782528529953
Brooks Lee,Zach Mckinstry,0.0013182432284786125,5850.690322454459
Brooks Lee,Zach Neto,-0.001734887059670976,5943.5807066472
Brooks Lee,Zach Remillard,-0.0014995993148724292,5816.763104027908
Brooks Lee,Zack Gelof,0.0076885613961500945,5959.959363818638
Brooks Lee,Zack Short,-0.0035448255522675886,5830.801953031999
Bryan De la cruz,Bryan Ramos,-0.014873314677700386,5925.096222176135
Bryan De la cruz,Bryan Reynolds,-0.015190943509753769,6067.824520384383
Bryan De la cruz,Bryce Harper,-0.022587016960151588,6086.0750240897005
Bryan De la cruz,Bryce Johnson,-0.015545729172758075,5936.795263012877
Bryan De la cruz,Bryce Teodosio,-0.01399854394777835,5916.906893590416
Bryan De la cruz,Bryson Stott,-0.021975555519287142,5999.2681410810765
Bryan De la cruz,Bubba Thompson,-0.01241811379535358,5921.586509925112
Bryan De la cruz,Buddy Kennedy,-0.015209999883349942,5919.246701757764
Bryan De la cruz,Byron Buxton,-0.01289755544653222,6008.326541121971
Bryan De la cruz,Cade Marlowe,-0.015040497588567075,5916.906893590416
Bryan De la cruz,Cal Raleigh,-0.013962970109410253,6102.553958703037
Bryan De la cruz,Cal Stevenson,-0.01579846349666382,5919.246701757764
Bryan De la cruz,Carlos Correa,-0.02301808915549671,5974.23219369045
Bryan De la cruz,Carlos Narváez,-0.01498775520340321,5921.586509925111
Bryan De la cruz,Carlos Santana,-0.02527018647693948,6020.326414536225
Bryan De la cruz,Carson Kelly,-0.019751595594317908,5960.661306319829
Bryan De la cruz,Casey Schmitt,-0.012317468134694944,5927.436030343483
Bryan De la cruz,Cavan Biggio,-0.015155301919408863,5970.722481439428
Bryan De la cruz,Ceddanne Rafaela,-0.0007065007855291197,6008.025708793152
Bryan De la cruz,Cedric Mullins,-0.016078884159358424,5992.248716579032
Bryan De la cruz,Chadwick Tromp,-0.01234724797247798,5921.586509925113
Bryan De la cruz,Charles Leblanc,-0.01629265793932091,5923.926318092461
Bryan De la cruz,Charlie Blackmon,-0.01956793442876829,6001.607949248426
Bryan De la cruz,Chas Mccormick,-0.012027007493404757,5968.85063490555
Bryan De la cruz,Chris Roller,-0.014668802883504289,5916.906893590416
Bryan De la cruz,Chris Taylor,-0.01398818852498283,5961.1292679533
Bryan De la cruz,Christian Bethancourt,-0.011321684996240425,5936.795263012877
Bryan De la cruz,Christian Encarnacion-strand,-0.010662215238155005,5933.753512395324
Bryan De la cruz,Christian Vázquez,-0.00924789026205124,5955.513728351663
Bryan De la cruz,Christian Walker,-0.020671741157684824,6079.523561170136
Bryan De la cruz,Christian Yelich,-0.022546292176188386,5963.001114487178
Bryan De la cruz,Christopher Morel,-0.020862952084347314,6095.283840428623
Bryan De la cruz,Chuckie Robinson,-0.014027021111065614,5929.775838510832
Bryan De la cruz,Cj Abrams,-0.01697972067510982,6056.09205371668
Bryan De la cruz,Cj Alexander,-0.01413139124403564,5916.906893590416
Bryan De la cruz,Coby Mayo,-0.013797280996190178,5930.945742594507
Bryan De la cruz,Cody Bellinger,-0.014175863167446562,5982.889483909638
Bryan De la cruz,Cole Tucker,-0.014438894506248988,5935.625358929202
Bryan De la cruz,Colt Keith,-0.011142123420494693,5995.290467196585
Bryan De la cruz,Colton Cowser,-0.009944780872974053,6074.242279878122
Bryan De la cruz,Conner Capel,-0.014520176263406449,5916.906893590416
Bryan De la cruz,Connor Joe,-0.024806887484614418,5995.758428830054
Bryan De la cruz,Connor Norby,-0.012130417524453459,5966.510826738201
Bryan De la cruz,Connor Wong,-0.012388121395350516,6007.69145048353
Bryan De la cruz,Cooper Hummel,-0.014426248106688284,5916.906893590416
Bryan De la cruz,Corbin Carroll,-0.029234721984343653,6052.816322282391
Bryan De la cruz,Corey Julks,-0.013442133772404831,5950.132169566762
Bryan De la cruz,Corey Seager,-0.017812698176573428,6003.9477574157745
Bryan De la cruz,Cristian Pache,-0.012894505841877794,5970.6890556084645
Bryan De la cruz,Curt Casali,-0.01755942581612407,5925.096222176135
Bryan De la cruz,Curtis Mead,-0.013735992772499978,5941.240898530838
Bryan De la cruz,César Salazar,-0.015526885968008074,5916.906893590416
Bryan De la cruz,Dairon Blanco,-0.013802930508874328,5931.413704227976
Bryan De la cruz,Dan Vogelbach,-0.015099678136916242,5923.926318092461
Bryan De la cruz,Dane Myers,-0.013991156944843668,5949.430227116557
Bryan De la cruz,Daniel Schneemann,-0.013627599374243524,5970.254519805958
Bryan De la cruz,Danny Jansen,-0.024208953953357173,5984.761330443517
Bryan De la cruz,Danny Mendick,-0.013473352857667481,5932.8175891283845
Bryan De la cruz,Dansby Swanson,-0.016257684486827587,6023.301313342014
Bryan De la cruz,Darell Hernaiz,-0.016160401797671232,5932.11564667818
Bryan De la cruz,Darren Baker,-0.014217453917570348,5916.906893590416
Bryan De la cruz,Dashawn Keirsey,-0.01502366132114396,5916.906893590416
Bryan De la cruz,Daulton Varsho,-0.00998792564240665,6047.7021700942005
Bryan De la cruz,David Bote,-0.013270503342315252,5923.92631809246
Bryan De la cruz,David Dahl,-0.012516757534265512,5923.926318092462
Bryan De la cruz,David Fletcher,-0.014685790879019616,5916.906893590416
Bryan De la cruz,David Fry,-0.022161578840978934,5983.825407176578
Bryan De la cruz,David Hamilton,-0.010351791003634285,5949.664207933292
Bryan De la cruz,David Hensley,-0.014254417847880238,5921.586509925112
Bryan De la cruz,David Peralta,-0.016387300554274124,5954.3438242679895
Bryan De la cruz,David Villar,-0.013071573973355316,5923.926318092461
Bryan De la cruz,Davis Schneider,-0.014616017468662201,6046.883237028493
Bryan De la cruz,Davis Wendzel,-0.013669525231397063,5919.246701757765
Bryan De la cruz,Daz Cameron,-0.01317878069324011,5952.00401610064
Bryan De la cruz,Derek Hill,-0.008824843639877036,5944.282649148392
Bryan De la cruz,Diego Castillo,-0.015962330984939856,5916.906893590416
Bryan De la cruz,Dillon Dingler,-0.011402736810804935,5926.26612625981
Bryan De la cruz,Dj Lemahieu,-0.01872045987532893,5928.605934427157
Bryan De la cruz,Dj Stewart,-0.021824861066015354,5952.004016100641
Bryan De la cruz,Dominic Canzone,-0.011158266715849989,5943.346725881453
Bryan De la cruz,Dominic Fletcher,-0.01106689993344371,5935.625358929203
Bryan De la cruz,Dominic Smith,-0.015491871281939466,5974.232193690451
Bryan De la cruz,Donovan Solano,-0.016950689705185217,5961.831210403503
Bryan De la cruz,Donovan Walton,-0.015172838173257094,5919.246701757764
Bryan De la cruz,Drew Millas,-0.013812499959529429,5923.92631809246
Bryan De la cruz,Drew Romo,-0.012716720175064887,5932.583608311649
Bryan De la cruz,Drew Waters,-0.014911481586152589,5921.586509925112
Bryan De la cruz,Duke Ellis,-0.014516666258588933,5916.906893590416
Bryan De la cruz,Dustin Harris,-0.014800917552103476,5916.906893590416
Bryan De la cruz,Dylan Carlson,-0.011833257131043431,5982.588651430979
Bryan De la cruz,Dylan Crews,-0.016347128101894978,5934.455454845527
Bryan De la cruz,Dylan Moore,-0.024288731124741694,6047.668744314225
Bryan De la cruz,Eddie Rosario,-0.008705625837510198,5964.171018570852
Bryan De la cruz,Eddy Alvarez,-0.015444462329157483,5916.906893590416
Bryan De la cruz,Edmundo Sosa,-0.012029061430896926,5946.856438132474
Bryan De la cruz,Edouard Julien,-0.010978830358960051,6011.167736903591
Bryan De la cruz,Edward Olivares,-0.015903522517999497,5939.603032813695
Bryan De la cruz,Edwin Ríos,-0.014339910438139897,5916.906893590416
Bryan De la cruz,Eguy Rosario,-0.011896646785305482,5923.926318092461
Bryan De la cruz,Ehire Adrianza,-0.013306842263676353,5919.246701757764
Bryan De la cruz,Elehuris Montero,-0.014431375429846863,5950.834112016966
Bryan De la cruz,Eli White,-0.013993802145848257,5916.906893590416
Bryan De la cruz,Elly De la cruz,-0.00968073339117233,6155.400197403159
Bryan De la cruz,Eloy Jiménez,-0.014085292227473165,5956.683632435337
Bryan De la cruz,Elías Díaz,-0.014905130469298032,5957.151594068808
Bryan De la cruz,Emmanuel Rivera,-0.016185662222648382,5968.148692455345
Bryan De la cruz,Enmanuel Valdez,-0.01215603535022307,5947.324399765943
Bryan De la cruz,Enrique Hernández,-0.014852076030856918,5967.91471163861
Bryan De la cruz,Eric Haase,-0.010841062500177263,5925.096222176135
Bryan De la cruz,Eric Wagaman,-0.01277195634347598,5923.926318092461
Bryan De la cruz,Eric Yang,-0.014684801632364594,5916.906893590416
Bryan De la cruz,Ernie Clement,-0.014153461815595042,5930.945742594506
Bryan De la cruz,Esteury Ruiz,-0.014261902015053663,5945.452553232066
Bryan De la cruz,Estevan Florial,-0.012523719825824002,5945.318849908216
Bryan De la cruz,Eugenio Suárez,-0.011333554559074685,6087.679463975882
Bryan De la cruz,Evan Carter,-0.014412733403280321,5935.625358929203
Bryan De la cruz,Ezequiel Duran,-0.01117104501940984,5966.744807554936
Bryan De la cruz,Ezequiel Tovar,0.0067417241512212345,6081.941362867149
Bryan De la cruz,Fernando Tatís,-0.016455427308036327,6023.836126787247
Bryan De la cruz,Forrest Wall,-0.01516060907068679,5921.586509925112
Bryan De la cruz,Francisco Lindor,-0.02069075856232093,6029.886202242376
Bryan De la cruz,Francisco Álvarez,-0.016185669520620675,5978.677829157424
Bryan De la cruz,Freddie Freeman,-0.031269921754480685,6029.685647256605
Bryan De la cruz,Freddy Fermin,-0.015652951315861967,5955.981689985134
Bryan De la cruz,Gabriel Arias,-0.007921026741761115,5936.795263012876
Bryan De la cruz,Gabriel Moreno,-0.025252663469271283,5963.001114487178
Bryan De la cruz,Garrett Cooper,-0.013789663749405224,5940.304975263899
Bryan De la cruz,Garrett Hampson,-0.00920448943196619,5944.516629965126
Bryan De la cruz,Garrett Mitchell,-0.01345397688381858,5970.722481439428
Bryan De la cruz,Garrett Stubbs,-0.014728320360107542,5951.302073650436
Bryan De la cruz,Gary Sánchez,-0.016765120891300982,5964.171018570853
Bryan De la cruz,Gavin Lux,-0.011900917682904844,5999.468696066849
Bryan De la cruz,Gavin Sheets,-0.0164137119210878,5997.864256180668
Bryan De la cruz,George Springer,-0.026249916211632966,6043.12283125239
Bryan De la cruz,Geraldo Perdomo,-0.02041903047372502,5949.664207933293
Bryan De la cruz,Giancarlo Stanton,-0.008863740038874765,6031.089532157013
Bryan De la cruz,Gio Urshela,-0.013901127383839995,5970.0205389892235
Bryan De la cruz,Gleyber Torres,-0.024257823160058672,6048.404112595392
Bryan De la cruz,Grae Kessinger,-0.015315204472973588,5921.586509925113
Bryan De la cruz,Graham Pauley,-0.011183815379089341,5916.906893590416
Bryan De la cruz,Grant Koch,-0.014379679144426203,5921.586509925112
Bryan De la cruz,Grant Mccray,-0.007845087122433581,5943.814687514922
Bryan De la cruz,Greg Jones,-0.014791654453803033,5919.246701757764
Bryan De la cruz,Griffin Conine,-0.012223207103654482,5929.073896060628
Bryan De la cruz,Gunnar Henderson,-0.023563308315657193,6075.428896837125
Bryan De la cruz,Gustavo Campero,-0.013923374841924994,5921.586509925112
Bryan De la cruz,Ha-seong Kim,-0.02703961956971391,5981.485598958243
Bryan De la cruz,Harold Ramírez,-0.009790717009865323,5936.795263012877
Bryan De la cruz,Harrison Bader,-0.013078745267227564,5974.700155323919
Bryan De la cruz,Heliot Ramos,-0.009030820455581567,6018.688548870067
Bryan De la cruz,Henry Davis,-0.014767516552855652,5935.625358929203
Bryan De la cruz,Heston Kjerstad,-0.014177143975822789,5930.945742594507
Bryan De la cruz,Hunter Feduccia,-0.015030282684667728,5919.246701757764
Bryan De la cruz,Hunter Goodman,-0.008832219498589325,5950.834112016966
Bryan De la cruz,Hunter Renfroe,-0.01760189352397619,5977.975886758206
Bryan De la cruz,Ian Happ,-0.019199535543759593,6123.913064636845
Bryan De la cruz,Ildemaro Vargas,-0.01970761924972064,5923.92631809246
Bryan De la cruz,Isaac Collins,-0.013991977708446278,5921.586509925111
Bryan De la cruz,Isaac Paredes,-0.039611769695384255,6054.487613779509
Bryan De la cruz,Isiah Kiner-falefa,-0.014074914047998868,5984.059387993313
Bryan De la cruz,Iván Herrera,-0.018055011746739943,5943.814687514921
Bryan De la cruz,J. d. Davis,-0.015211224554649764,5945.452553232066
Bryan De la cruz,J. d. Martinez,-0.016301547967135475,6075.428896670142
Bryan De la cruz,J. p. Crawford,-0.019840252172282823,6017.752625603128
Bryan De la cruz,J. p. Martínez,-0.014059067855959426,5916.906893590416
Bryan De la cruz,J. t. Realmuto,-0.010969801084109304,5982.421522276169
Bryan De la cruz,Jace Jung,-0.01511786049572546,5929.775838510832
Bryan De la cruz,Jace Peterson,-0.014995775941101724,5916.906893590416
Bryan De la cruz,Jack López,-0.01192564765872128,5926.2661262598085
Bryan De la cruz,Jack Suwinski,-0.012163678370707877,5975.8700594075935
Bryan De la cruz,Jackson Chourio,-0.011321454993471603,6015.178836619045
Bryan De la cruz,Jackson Holliday,-0.010999619308895663,5959.491402236155
Bryan De la cruz,Jackson Merrill,-0.006758359180091403,5973.530251240245
Bryan De la cruz,Jacob Amaya,-0.011987464532851738,5935.625358929203
Bryan De la cruz,Jacob Hurtubise,-0.016121552668633046,5926.266126259809
Bryan De la cruz,Jacob Stallings,-0.019541006328477394,5957.385574885542
Bryan De la cruz,Jacob Wilson,-0.018367994743533973,5919.246701757764
Bryan De la cruz,Jacob Young,-0.018831351269712672,5981.48559900923
Bryan De la cruz,Jahmai Jones,-0.013685151409065911,5919.246701757764
Bryan De la cruz,Jair Camargo,-0.01462890953223294,5916.906893590416
Bryan De la cruz,Jake Bauers,-0.011753623981507156,6041.150707276613
Bryan De la cruz,Jake Burger,-0.008391450674031232,6057.9973260815195
Bryan De la cruz,Jake Cave,-0.0039046213683609915,5967.914711638609
Bryan De la cruz,Jake Cronenworth,-0.025894892449599156,6032.259436138714
Bryan De la cruz,Jake Fraley,-0.01581697389121332,5969.552577355754
Bryan De la cruz,Jake Mccarthy,-0.02157510748819761,5959.491402236156
Bryan De la cruz,Jake Meyers,-0.016260443027916297,6006.755527216591
Bryan De la cruz,Jake Rogers,-0.008576981993624404,5984.761330443517
Bryan De la cruz,Jakson Reetz,-0.014368965981833976,5916.906893590416
Bryan De la cruz,James Mccann,-0.013268233788172702,5946.15449568227
Bryan De la cruz,James Outman,-0.012918987275291555,5959.491402236156
Bryan De la cruz,James Wood,-0.014059380112616615,6012.137085950506
Bryan De la cruz,Jamie Westbrook,-0.014425408967632468,5932.1156466781795
Bryan De la cruz,Jared Triolo,-0.017800493308250478,6001.775078253396
Bryan De la cruz,Jared Walsh,-0.01339984327031236,5941.240898530838
Bryan De la cruz,Jarred Kelenic,-0.002375238026289177,5993.886582296176
Bryan De la cruz,Jarren Duran,-0.01255317145710782,6061.27305746482
Bryan De la cruz,Jason Delay,-0.0164646589340408,5916.906893590416
Bryan De la cruz,Jason Heyward,-0.014391557011255487,5956.683632435338
Bryan De la cruz,Jason Vosler,-0.013700293749011702,5923.92631809246
Bryan De la cruz,Jasson Domínguez,-0.016743621766415428,5926.266126259809
Bryan De la cruz,Javier Báez,-0.01074441941674519,5956.215670801868
Bryan De la cruz,Javier Sanoja,-0.014579691744578311,5916.906893590416
Bryan De la cruz,Jazz Chisholm,-0.012317220551464364,6081.863369388472
Bryan De la cruz,Jeff Mcneil,-0.02243543905117292,5955.513728351663
Bryan De la cruz,Jeimer Candelario,-0.006860291717139944,6008.5939479195085
Bryan De la cruz,Jerar Encarnacion,-0.012149887538281189,5935.3913781124675
Bryan De la cruz,Jeremy Peña,-0.016000364281476023,5976.104040224327
Bryan De la cruz,Jesse Winker,-0.02580066635063675,6032.493417006436
Bryan De la cruz,Jesús Sánchez,-0.007995573016406125,6045.362361695575
Bryan De la cruz,Jhonkensy Noel,-0.012717803177793325,5956.683632435336
Bryan De la cruz,Jhonny Pereda,-0.013594670937010903,5916.906893590416
Bryan De la cruz,Ji hwan Bae,-0.01296587819507108,5926.2661262598085
Bryan De la cruz,Jj Bleday,-0.02153114900238739,6028.515743172932
Bryan De la cruz,Jo Adell,-0.012514639533605603,6016.348740702719
Bryan De la cruz,Joc Pederson,-0.023695765842714846,6039.746822325216
Bryan De la cruz,Joey Bart,-0.016329688800168232,5969.3185965390185
Bryan De la cruz,Joey Gallo,-0.013328151032252537,6022.198261019116
Bryan De la cruz,Joey Loperfido,-0.005967488553413321,5982.187541459433
Bryan De la cruz,Joey Meneses,-0.016407322333666072,5941.474879347573
Bryan De la cruz,Joey Ortiz,-0.026768329634396525,5995.290467196585
Bryan De la cruz,Joey Wendle,-0.013923730104614077,5921.586509925112
Bryan De la cruz,Joey Wiemer,-0.014011860182260584,5925.5641838096035
Bryan De la cruz,Johan Rojas,-0.010150575997687296,5955.981689985133
Bryan De la cruz,Johnathan Rodríguez,-0.01652336526275296,5930.945742594505
Bryan De la cruz,Jon Berti,-0.015746060179310063,5921.586509925112
Bryan De la cruz,Jon Singleton,-0.01499477192936024,6021.496318670886
Bryan De la cruz,Jonah Bride,-0.021015714133350485,5964.171018570853
Bryan De la cruz,Jonah Heim,-0.009469130836464933,5960.19334468636
Bryan De la cruz,Jonatan Clase,-0.012743168295587335,5921.586509925112
Bryan De la cruz,Jonathan Aranda,-0.015830341043224207,5937.965167096551
Bryan De la cruz,Jonathan India,-0.036238744054682824,6099.8464663951045
Bryan De la cruz,Jonathan Ornelas,-0.01315978530580267,5923.224375642256
Bryan De la cruz,Jonny Deluca,-0.014247128700878601,5967.212769188405
Bryan De la cruz,Jordan Beck,-0.009674314259024923,5955.045766718194
Bryan De la cruz,Jordan Walker,-0.012184692816943697,5944.984591598595
Bryan De la cruz,Jordan Westburg,-0.011700568878512565,5978.911810025146
Bryan De la cruz,Jordyn Adams,-0.014660529094755622,5919.246701757764
Bryan De la cruz,Jorge Barrosa,-0.014184553652727179,5916.906893590416
Bryan De la cruz,Jorge Mateo,-0.011594284321433446,5936.795263012877
Bryan De la cruz,Jorge Polanco,-0.008133574949808873,6035.535167674976
Bryan De la cruz,Jorge Soler,-0.024274428266443885,6080.342493821575
Bryan De la cruz,Jose Iglesias,-0.016295582013620927,5937.731186279816
Bryan De la cruz,Jose Trevino,-0.017585003064655737,5935.625358929202
Bryan De la cruz,Josh Bell,-0.01560983475143033,6065.217305569337
Bryan De la cruz,Josh Jung,-0.011724821642406588,5944.75061078186
Bryan De la cruz,Josh Lowe,-0.0038071872717823554,6028.950278975439
Bryan De la cruz,Josh Naylor,-0.01986508894679085,6007.457469666796
Bryan De la cruz,Josh Rojas,-0.015900134709120453,6001.139987614955
Bryan De la cruz,Josh Smith,-0.020760530303068393,6014.008932535371
Bryan De la cruz,Joshua Palacios,-0.017204887664270994,5925.564183809604
Bryan De la cruz,José Abreu,-0.013040495585279106,5923.926318092461
Bryan De la cruz,José Altuve,-0.016903980163632624,6035.7691484917095
Bryan De la cruz,José Azocar,-0.01311886096654348,5921.586509925112
Bryan De la cruz,José Caballero,-0.010207548827046244,6019.825027071793
Bryan De la cruz,José Devers,-0.014694159453170822,5916.906893590416
Bryan De la cruz,José Fermín,-0.017262004807541947,5919.246701757764
Bryan De la cruz,José Herrera,-0.013323894533890185,5927.436030343483
Bryan De la cruz,José Miranda,-0.016494059716825972,5959.023440602686
Bryan De la cruz,José Ramírez,-0.01640281993903052,5982.889483909638
Bryan De la cruz,José Siri,-0.005964144663921189,6060.103153432134
Bryan De la cruz,José Tena,-0.010314452528654545,5950.332724552534
Bryan De la cruz,Juan Soto,-0.049920759723654326,6073.206079118297
Bryan De la cruz,Juan Yepez,-0.01725714730035925,5957.151594068807
Bryan De la cruz,Julio Rodríguez,-0.007891210339173312,6054.922149633004
Bryan De la cruz,Jung hoo Lee,-0.017803913457545954,5927.436030343483
Bryan De la cruz,Junior Caminero,-0.014252863032294366,5921.586509925112
Bryan De la cruz,Jurickson Profar,-0.03594876931127204,6023.602145970512
Bryan De la cruz,Justin Foscue,-0.011748644760251507,5928.605934427158
Bryan De la cruz,Justin Turner,-0.030488662601626512,6041.150707276612
Bryan De la cruz,Justyn-henry Malloy,-0.012616525977893062,5984.2933688100475
Bryan De la cruz,Kameron Misner,-0.012925098386850424,5923.926318092461
Bryan De la cruz,Ke'bryan Hayes,-0.015574096504596792,5957.619555702277
Bryan De la cruz,Keibert Ruiz,-0.013649556893325858,5951.302073650436
Bryan De la cruz,Kerry Carpenter,-0.011954298332646003,5970.020538989223
Bryan De la cruz,Keston Hiura,-0.013203654239313922,5919.246701757765
Bryan De la cruz,Ketel Marte,-0.023476437221232806,6032.459991226461
Bryan De la cruz,Kevin Alcántara,-0.014640865133140118,5916.906893590416
Bryan De la cruz,Kevin Kiermaier,-0.006677094076153818,5977.507925124737
Bryan De la cruz,Kevin Newman,-0.013490988073261023,5926.2661262598085
Bryan De la cruz,Kevin Pillar,-0.015355523810070758,5973.530251240246
Bryan De la cruz,Kody Clemens,-0.011368496557234799,5927.436030343483
Bryan De la cruz,Korey Lee,-0.0017871819755989613,5989.440946778213
Bryan De la cruz,Kris Bryant,-0.01719859432670128,5955.513728351662
Bryan De la cruz,Kyle Farmer,-0.016756378644377276,5948.4943038496185
Bryan De la cruz,Kyle Higashioka,-0.010114394810224265,5956.683632435337
Bryan De la cruz,Kyle Isbel,-0.012211944686837667,5973.530251240246
Bryan De la cruz,Kyle Manzardo,-0.010602636123597802,5930.945742594506
Bryan De la cruz,Kyle Mccann,-0.011141295099318068,5961.363248719048
Bryan De la cruz,Kyle Schwarber,-0.0246875502407854,6170.24126602021
Bryan De la cruz,Kyle Stowers,-0.009094021019852204,5976.805982674533
Bryan De la cruz,Kyle Tucker,-0.028873652864900404,5994.588524746379
Bryan De la cruz,Kyren Paris,-0.015169734753258071,5923.926318092461
Bryan De la cruz,Lamonte Wade,-0.024453227492346474,6020.560395403946
Bryan De la cruz,Lane Thomas,-0.014235792249879522,6030.855551289291
Bryan De la cruz,Lars Nootbaar,-0.02313846907451615,5972.360347156573
Bryan De la cruz,Lawrence Butler,-0.010853290787103245,5996.226390463523
Bryan De la cruz,Lenyn Sosa,-0.008506826926931011,5930.945742594505
Bryan De la cruz,Leo Jimenez,-0.01906364723539906,5965.808884287994
Bryan De la cruz,Leo Rivas,-0.014947364214680193,5925.096222176135
Bryan De la cruz,Leody Taveras,-0.011880918136107182,5975.8700594075935
Bryan De la cruz,Levi Jordan,-0.014151684836593785,5916.906893590416
Bryan De la cruz,Liover Peguero,-0.014254375336304581,5916.906893590416
Bryan De la cruz,Livan Soto,-0.015424178606058974,5919.246701757764
Bryan De la cruz,Logan Driscoll,-0.01412270484758526,5916.906893590416
Bryan De la cruz,Logan O'hoppe,-0.010757958772517706,6054.48761377951
Bryan De la cruz,Lourdes Gurriel,-0.014281089259835124,5980.783656559024
Bryan De la cruz,Luis Arráez,-0.02250233553092912,5949.831336938263
Bryan De la cruz,Luis Campusano,-0.017096703716276772,5935.625358929203
Bryan De la cruz,Luis Castillo,-0.014764279354427305,5916.906893590416
Bryan De la cruz,Luis De los santos,-0.014295450628118204,5921.586509925112
Bryan De la cruz,Luis García,-0.010198472209132463,5978.677829208413
Bryan De la cruz,Luis Guillorme,-0.017758538215942116,5930.945742594507
Bryan De la cruz,Luis Matos,-0.01221969847452105,5937.731186279818
Bryan De la cruz,Luis Rengifo,-0.01606345843962138,5950.834112016966
Bryan De la cruz,Luis Robert,-0.006754689686410576,6042.788572993755
Bryan De la cruz,Luis Torrens,-0.015520593745308271,5934.923416478998
Bryan De la cruz,Luis Urías,-0.015694358300899006,5928.605934427157
Bryan De la cruz,Luis Vázquez,-0.014348417651640329,5923.224375642256
Bryan De la cruz,Luisangel Acuña,-0.014181695588443347,5916.906893590416
Bryan De la cruz,Luke Maile,-0.014380168034083249,5969.3185965390185
Bryan De la cruz,Luke Raley,-0.010819964659358625,6008.025708793151
Bryan De la cruz,Luke Williams,-0.014265740912000315,5919.246701757764
Bryan De la cruz,Luken Baker,-0.01701941949339078,5927.903991976953
Bryan De la cruz,Maikel García,-0.019165056742758254,5970.72248138844
Bryan De la cruz,Manny Machado,-0.013137132243367943,6029.9196280733395
Bryan De la cruz,Manuel Margot,-0.017000235881218986,5938.433128730021
Bryan De la cruz,Marcell Ozuna,-0.02118670195906273,6121.651249814472
Bryan De la cruz,Marco Luciano,-0.012609572695925747,5925.096222176136
Bryan De la cruz,Marcus Semien,-0.028086402818139473,6005.8196039496515
Bryan De la cruz,Mark Canha,-0.026741897270471052,6010.967181866831
