i,j,D,W
Daulton Varsho,Leo Rivas,-0.0032154856986478125,5915.736989455756
Daulton Varsho,Leody Taveras,0.0010383994159437991,5983.357445492121
Daulton Varsho,Levi Jordan,-0.002198293307743859,5907.547660870037
Daulton Varsho,Liover Peguero,-0.002371009876716664,5907.547660870037
Daulton Varsho,Livan Soto,-0.004102328246025338,5915.904118511714
Daulton Varsho,Logan Driscoll,-0.0021692674062049684,5907.547660870037
Daulton Varsho,Logan O'hoppe,0.0020972618584492323,6043.9584769754565
Daulton Varsho,Lourdes Gurriel,-0.0025587710506037777,5965.106941786805
Daulton Varsho,Luis Arráez,-0.010062719085187499,5936.795262910904
Daulton Varsho,Luis Campusano,-0.005909796980353754,5923.926318041475
Daulton Varsho,Luis Castillo,-0.0028118583492167575,5907.547660870037
Daulton Varsho,Luis De los santos,-0.0023654565120530126,5912.227277204734
Daulton Varsho,Luis García,0.0008082301101757818,5971.658404655381
Daulton Varsho,Luis Guillorme,-0.005346784299601229,5926.266126208823
Daulton Varsho,Luis Matos,-0.0007282573757955758,5919.246701706778
Daulton Varsho,Luis Rengifo,-0.003554522445565948,5941.474879296587
Daulton Varsho,Luis Robert,0.005164393071779636,6050.476514064054
Daulton Varsho,Luis Torrens,-0.0036451804868339183,5919.2467017067775
Daulton Varsho,Luis Urías,-0.0039031402258330843,5923.2243755912705
Daulton Varsho,Luis Vázquez,-0.0024103524420218654,5909.887469037385
Daulton Varsho,Luisangel Acuña,-0.0023267551985457924,5907.547660870037
Daulton Varsho,Luke Maile,-0.0028740789104401408,5952.471977683124
Daulton Varsho,Luke Raley,0.0024770995237066683,6010.031258599892
Daulton Varsho,Luke Williams,-0.0024240985154409143,5909.887469037385
Daulton Varsho,Luken Baker,-0.004600560427621371,5914.567085372082
Daulton Varsho,Maikel García,-0.006126876492563347,5979.5469006126
Daulton Varsho,Manny Machado,-0.002722366545465124,6011.903105133771
Daulton Varsho,Manuel Margot,-0.005051265182299138,5922.756413957801
Daulton Varsho,Marcell Ozuna,-0.009380455472988542,6076.247829684861
Daulton Varsho,Marco Luciano,-0.0009159609716314138,5915.736989455755
Daulton Varsho,Marcus Semien,-0.016539138560343707,6014.710874934589
Daulton Varsho,Mark Canha,-0.016350634320451567,6018.922529584828
Daulton Varsho,Mark Vientos,0.0031005088668697653,5993.9868596361
Daulton Varsho,Martín Maldonado,0.0003710908595699591,5926.266126208824
Daulton Varsho,Masataka Yoshida,-0.009551939440951538,5944.98459154761
Daulton Varsho,Mason Mccoy,-0.0015745288683577825,5916.906893539429
Daulton Varsho,Masyn Winn,-0.003911603858327264,5984.761330392531
Daulton Varsho,Matt Carpenter,-0.000779522933604568,5939.837013579443
Daulton Varsho,Matt Chapman,-0.007926874753583547,6024.304088369731
Daulton Varsho,Matt Duffy,-0.004012044907110774,5907.547660870037
Daulton Varsho,Matt Mervis,-0.0016519004264337045,5914.567085372081
Daulton Varsho,Matt Olson,-0.003981175455739045,6063.47916230832
Daulton Varsho,Matt Thaiss,-0.003712882352099594,5963.0011144361915
Daulton Varsho,Matt Vierling,-0.0014999767977384865,6001.373968329715
Daulton Varsho,Matt Wallner,-0.004954258026262828,6008.794502704453
Daulton Varsho,Mauricio Dubón,-0.001291919915009653,5923.9263180414755
Daulton Varsho,Max Kepler,-0.0012801518298995271,5957.619555651291
Daulton Varsho,Max Muncy,-0.010886572338093285,5971.892385421127
Daulton Varsho,Max Schuemann,-0.008907757508727986,5992.917233147287
Daulton Varsho,Michael Busch,-0.0010803285758251662,6047.390195620901
Daulton Varsho,Michael Conforto,-0.002932350768534681,6012.538195721225
Daulton Varsho,Michael Harris,0.0034248854158645463,5959.72538289993
Daulton Varsho,Michael Helman,-0.0022117833558855087,5907.547660870037
Daulton Varsho,Michael Massey,0.00010152384816891162,5936.561282145156
Daulton Varsho,Michael Siani,0.002899657014409396,5957.8535364680265
Daulton Varsho,Michael Stefanic,-0.006214707512904065,5914.567085372082
Daulton Varsho,Michael Taylor,0.004552904285884833,5967.212769137419
Daulton Varsho,Michael Toglia,0.002554697522701185,6028.047781437486
Daulton Varsho,Mickey Gasper,-0.003650223910478718,5912.227277204734
Daulton Varsho,Mickey Moniak,0.006570918736893885,6015.0451330433825
Daulton Varsho,Miguel Amaya,-0.006285677267431692,5939.135071129238
Daulton Varsho,Miguel Andújar,-0.004117421866621385,5925.096222125149
Daulton Varsho,Miguel Rojas,-0.008943386573716842,5919.246701706779
Daulton Varsho,Miguel Sanó,-0.0026392401865777,5955.279747483943
Daulton Varsho,Miguel Vargas,-0.007947286747229424,5944.282649097405
Daulton Varsho,Mike Ford,-0.0012355239598400311,5916.906893539431
Daulton Varsho,Mike Tauchman,-0.012112382758941838,5980.31569487457
Daulton Varsho,Mike Trout,-0.006293998407812609,5947.959490404385
Daulton Varsho,Mike Yastrzemski,-0.001058026363506942,5997.747265630175
Daulton Varsho,Miles Mastrobuoni,-0.0017398953267231112,5916.90689353943
Daulton Varsho,Mitch Garver,-0.006852485855660074,6032.426565245659
Daulton Varsho,Mitch Haniger,-0.002621238237745515,6019.390491269287
Daulton Varsho,Mj Melendez,0.0033556236246979317,5989.557937095442
Daulton Varsho,Mookie Betts,-0.020371961003835353,5979.37977160763
Daulton Varsho,Nacho Alvarez,-0.0019828072876348505,5912.227277204734
Daulton Varsho,Nasim Nuñez,-0.005200511462406613,5914.567085372082
Daulton Varsho,Nathan Lukes,-0.006818180633909838,5918.544759256574
Daulton Varsho,Nathaniel Lowe,-0.014906938934837433,6057.228531918403
Daulton Varsho,Nelson Velázquez,-0.0018475138400745176,5940.772936846382
Daulton Varsho,Nick Ahmed,0.0004492336099693151,5926.734087842293
Daulton Varsho,Nick Allen,-0.0017566141233191274,5914.567085372082
Daulton Varsho,Nick Castellanos,0.0004736445722485295,6008.393392882748
Daulton Varsho,Nick Fortes,-0.0037913185032023276,5922.923543013758
Daulton Varsho,Nick Gonzales,-0.0016721932789322891,5935.6253588782165
Daulton Varsho,Nick Gordon,0.0045703061734306445,5942.644783380261
Daulton Varsho,Nick Loftin,-0.009134430245881401,5919.246701706779
Daulton Varsho,Nick Madrigal,-0.005121754379176625,5909.887469037385
Daulton Varsho,Nick Martini,-0.0027934365981544347,5919.246701706778
Daulton Varsho,Nick Maton,-0.002386641258549854,5907.547660870037
Daulton Varsho,Nick Senzel,-0.007218824247966811,5954.811785850473
Daulton Varsho,Nick Sogard,-0.001531254274981846,5922.756413957801
Daulton Varsho,Nick Yorke,-0.002653489189368474,5912.227277204734
Daulton Varsho,Nicky Lopez,-0.00959471115918257,5974.700155272933
Daulton Varsho,Nico Hoerner,-0.017203039011381854,5952.004016049655
Daulton Varsho,Niko Goodrum,-0.002362389958143947,5917.3748551728995
Daulton Varsho,Niko Kavadas,-0.000982037603715366,5945.45255318108
Daulton Varsho,Noelvi Marte,0.0023722672391284466,5972.360347105584
Daulton Varsho,Nolan Arenado,-0.010223929332431561,5984.527349575796
Daulton Varsho,Nolan Gorman,0.009380072602515393,6028.047781488473
Daulton Varsho,Nolan Jones,-0.004001088200135237,5999.502121846824
Daulton Varsho,Nolan Schanuel,-0.019306539280909,5995.758428779068
Daulton Varsho,Oliver Dunn,0.0020261751168991248,5926.266126208824
Daulton Varsho,Omar Narváez,-0.0021130582145933033,5909.887469037386
Daulton Varsho,Oneil Cruz,0.008254040803783454,6038.5769182415415
Daulton Varsho,Orelvis Martinez,-0.0027310608129953334,5907.547660870037
Daulton Varsho,Orlando Arcia,-0.0010908586262588335,6013.306990034181
Daulton Varsho,Oscar Colás,-0.0035039398326011575,5913.865142921877
Daulton Varsho,Oswald Peraza,-0.002961060829167061,5907.547660870037
Daulton Varsho,Oswaldo Cabrera,-0.00041873397877645145,5947.792361348426
Daulton Varsho,Otto Lopez,-0.003098653996443592,5936.327301328421
Daulton Varsho,Owen Miller,-0.0012283383129981795,5907.547660870037
Daulton Varsho,Ozzie Albies,-0.005273076027382473,5952.471977683124
Daulton Varsho,Pablo Reyes,-0.001819026392951226,5920.416605790453
Daulton Varsho,Parker Meadows,-0.0012020174483916557,5974.700155272933
Daulton Varsho,Patrick Bailey,-3.173942279868512e-05,5968.382673221093
Daulton Varsho,Patrick Wisdom,0.001011179101513271,5945.686533997814
Daulton Varsho,Paul Dejong,0.00691612428304342,6052.950025504266
Daulton Varsho,Paul Goldschmidt,0.0024083175781524978,6052.716044687531
Daulton Varsho,Pavin Smith,-0.005793274357655941,5936.795262961891
Daulton Varsho,Pedro León,-0.001436518095783741,5909.887469037385
Daulton Varsho,Pedro Pagés,0.00022097661331968015,5943.814687463935
Daulton Varsho,Pete Alonso,-0.01243885526153763,6086.643263165069
Daulton Varsho,Pete Crow-armstrong,0.004614499729088983,5971.424423838645
Daulton Varsho,Rafael Devers,-0.0025231126437949922,6056.8719895685135
Daulton Varsho,Rafael Marchán,-0.0031983715859035646,5907.547660870037
Daulton Varsho,Rafael Ortega,-0.0031493961911831215,5907.547660870037
Daulton Varsho,Ramón Laureano,0.003298796554028407,5967.212769137419
Daulton Varsho,Ramón Urías,-0.005373987492526908,5936.093320511686
Daulton Varsho,Randal Grichuk,-0.006294926218035577,5930.945742543519
Daulton Varsho,Randy Arozarena,-0.01692227160444696,6119.617844998114
Daulton Varsho,Rece Hinds,-0.0025558651618018333,5912.227277204734
Daulton Varsho,Reese Mcguire,-0.0018176159990905257,5923.9263180414755
Daulton Varsho,René Pinto,-0.0023627722364012315,5915.736989455756
Daulton Varsho,Rhys Hoskins,-0.004763851898542085,6016.58272141748
Daulton Varsho,Richie Palacios,-0.011784879630332,5973.998212822728
Daulton Varsho,Riley Adams,-0.0030220443172729447,5936.561282145155
Daulton Varsho,Riley Greene,-0.0036557933290341524,6080.192077789379
Daulton Varsho,Rob Brantly,-0.002413882904207153,5907.547660870037
Daulton Varsho,Rob Refsnyder,-0.0024924662561476045,5954.811785850474
Daulton Varsho,Robbie Grossman,-0.007866720481592697,5968.8506348545625
Daulton Varsho,Romy Gonzalez,0.003013588760705447,5944.98459154761
Daulton Varsho,Ronald Acuña,-0.007076700093965918,5959.491402185169
Daulton Varsho,Rowdy Tellez,-0.0004047248451839356,5949.664207882306
Daulton Varsho,Royce Lewis,-0.004104630025911317,5964.8729609700695
Daulton Varsho,Ryan Bliss,-0.0017953752029794493,5914.567085372082
Daulton Varsho,Ryan Jeffers,-0.009871419433325588,5993.184639743998
Daulton Varsho,Ryan Kreidler,-0.0015594854950020545,5909.887469037385
Daulton Varsho,Ryan Mckenna,-0.002383112183685762,5909.887469037386
Daulton Varsho,Ryan Mcmahon,-0.0009471768217167172,6101.4007674946915
Daulton Varsho,Ryan Mountcastle,0.003888456662540004,6002.243039886866
Daulton Varsho,Ryan Noda,-0.00222741877487466,5943.513854886423
Daulton Varsho,Ryan O'hearn,-0.009240059386894518,5977.741905023705
Daulton Varsho,Ryan Vilade,-0.001756303448499337,5909.887469037386
Daulton Varsho,Sal Frelick,-0.006980237372869365,5952.471977683124
Daulton Varsho,Salvador Pérez,-0.004389846227158263,6018.164877155754
Daulton Varsho,Sam Haggerty,-0.0026520454138671324,5907.547660870037
Daulton Varsho,Sam Hilliard,0.0010860537956309895,5943.814687463937
Daulton Varsho,Sam Huff,-0.002856965274926683,5909.887469037386
Daulton Varsho,Samad Taylor,-0.002666398183645852,5907.547660870037
Daulton Varsho,Santiago Espinal,-0.006294466373555964,5937.263224595362
Daulton Varsho,Scott Mcgough,-0.0026778033440345165,5907.547660870037
Daulton Varsho,Sean Bouchard,-0.004267301856970915,5922.756413957801
Daulton Varsho,Sean Murphy,-0.005644241840020267,5943.814687463935
Daulton Varsho,Seby Zavala,-0.0015924923431120846,5914.567085372082
Daulton Varsho,Seiya Suzuki,-0.006259159496717821,6069.462385948566
Daulton Varsho,Seth Brown,0.005039061476615452,5990.376869994167
Daulton Varsho,Shay Whitcomb,-0.003908092083860212,5914.567085372081
Daulton Varsho,Shea Langeliers,0.0016465247006480078,6034.465541033201
Daulton Varsho,Shohei Ohtani,-0.007304217034080327,6050.376236469195
Daulton Varsho,Spencer Horwitz,-0.010934327024061621,6009.095334466173
Daulton Varsho,Spencer Steer,-0.01612897520304792,6037.173033290146
Daulton Varsho,Spencer Torkelson,-0.0035222236385421264,5993.652601428455
Daulton Varsho,Starling Marte,-0.002396915719834221,5959.023440551699
Daulton Varsho,Steven Kwan,-0.02093170663202838,5972.12636628885
Daulton Varsho,Steward Berroa,-0.0032785450600475944,5912.227277204734
Daulton Varsho,Stone Garrett,-0.0034406653167937326,5907.547660870037
Daulton Varsho,Stuart Fairchild,-0.0018007000377107084,5952.705958499859
Daulton Varsho,Taylor Trammell,-0.0026719906517661996,5907.547660870037
Daulton Varsho,Taylor Walls,-0.00530734207952408,5930.945742543519
Daulton Varsho,Taylor Ward,-0.008495858813741663,6086.854959916606
Daulton Varsho,Teoscar Hernández,0.002377741951650842,6056.760570135093
Daulton Varsho,Thairo Estrada,0.0036884016229505826,5937.497205412094
Daulton Varsho,Thomas Saggese,-0.0017575086006735216,5912.227277204734
Daulton Varsho,Tim Anderson,0.0060606006703567685,5932.115646627194
Daulton Varsho,Tj Friedl,-0.009054922924091584,5957.251871510707
Daulton Varsho,Tom Murphy,-0.0026722219082612447,5915.736989455756
Daulton Varsho,Tommy Edman,-0.00205267427108932,5916.90689353943
Daulton Varsho,Tommy Pham,-0.003465268575263641,6001.808504183212
Daulton Varsho,Tomás Nido,0.0006806812237098838,5921.586509874127
Daulton Varsho,Tony Kemp,-0.0025123856486065983,5907.547660870037
Daulton Varsho,Travis Blankenhorn,-0.0014123278895749236,5907.547660870037
Daulton Varsho,Travis D'arnaud,-0.00040224033052616666,5966.510826687213
Daulton Varsho,Travis Jankowski,-0.00175839557149231,5936.795262961891
Daulton Varsho,Trea Turner,-0.0025010345197720094,5965.675180913161
Daulton Varsho,Trent Grisham,-0.004796689569048274,5950.83411196598
Daulton Varsho,Trenton Brooks,-0.0035786433036479556,5912.227277204733
Daulton Varsho,Trevor Larnach,-0.0036442803885340753,6007.591172789818
Daulton Varsho,Trevor Story,-0.0018915539632407199,5933.753512344338
Daulton Varsho,Trey Cabbage,0.0007264884058748449,5923.926318041475
Daulton Varsho,Trey Lipscomb,-0.0038590846681503203,5915.736989455756
Daulton Varsho,Trey Sweeney,1.5088647107193775e-05,5916.906893539429
Daulton Varsho,Tristan Gray,-0.0016943339809439423,5918.0767976231045
Daulton Varsho,Triston Casas,0.00017556811412303163,5970.2545197039835
Daulton Varsho,Tucker Barnhart,-0.0030783264848568462,5928.605934376173
Daulton Varsho,Ty France,-0.006869107435648802,6023.836126787247
Daulton Varsho,Tyler Black,-0.00301525334536296,5916.906893539431
Daulton Varsho,Tyler Fitzgerald,0.002679767361371968,5972.360347105585
Daulton Varsho,Tyler Freeman,-0.013595021675306468,5951.536054416185
Daulton Varsho,Tyler Gentry,-0.0025409238198526906,5907.547660870037
Daulton Varsho,Tyler Heineman,-0.0031723936957752455,5909.887469037386
Daulton Varsho,Tyler Locklear,-0.0013990368677397386,5913.397181288407
Daulton Varsho,Tyler Nevin,-0.005382872536167587,5964.404999336601
Daulton Varsho,Tyler O'neill,-0.0028085560409224285,6066.286932058151
Daulton Varsho,Tyler Soderstrom,-0.0025169545922615003,5962.70028185868
Daulton Varsho,Tyler Stephenson,-0.008968524778120051,6010.031258599893
Daulton Varsho,Tyler Wade,-0.002828289550087079,5919.246701706778
Daulton Varsho,Tyrone Taylor,-0.000746292774990397,5957.853536468025
Daulton Varsho,Vaughn Grissom,-0.00275845908414885,5920.416605790452
Daulton Varsho,Victor Scott,0.0014642434596829725,5914.567085372082
Daulton Varsho,Vidal Bruján,-0.004897023064956409,5925.096222125149
Daulton Varsho,Vinnie Pasquantino,-0.010069656803949176,5963.703056886397
Daulton Varsho,Vinny Capra,-0.0025661445924756777,5911.05737312106
Daulton Varsho,Vladimir Guerrero,-0.01742171152446059,6055.289833623749
Daulton Varsho,Víctor Caratini,-0.002849349850101058,5936.79526296189
Daulton Varsho,Víctor Robles,-0.009326065500480889,5943.346725830466
Daulton Varsho,Wenceel Pérez,-0.0002319751389065775,5966.510826687213
Daulton Varsho,Weston Wilson,-0.0021372262118343325,5916.90689353943
Daulton Varsho,Whit Merrifield,-0.011108257477541041,5944.984591547609
Daulton Varsho,Will Benson,0.007250998688462727,6044.827548481619
Daulton Varsho,Will Brennan,-0.0032487661454638516,5922.054471507597
Daulton Varsho,Will Smith,-0.008369367746545309,6003.178963153806
Daulton Varsho,Will Wagner,-0.0020660854201602357,5919.246701706778
Daulton Varsho,Willi Castro,-0.008124444993219092,6049.273183948592
Daulton Varsho,William Contreras,-0.013800272618493759,6042.320611309298
Daulton Varsho,Willie Calhoun,-0.005787693809541215,5931.41370417699
Daulton Varsho,Willson Contreras,-0.012777605297962985,6021.496318619898
Daulton Varsho,Willy Adames,-0.010310465687867783,6079.055599536666
Daulton Varsho,Wilmer Flores,-0.00757944129232078,5909.887469037386
Daulton Varsho,Wilyer Abreu,-0.000519066606138494,6045.1283811101175
Daulton Varsho,Wyatt Langford,-0.007418687895323758,6018.454568002346
Daulton Varsho,Xander Bogaerts,-0.003189431193317305,5960.193344635374
Daulton Varsho,Xavier Edwards,-0.007606062080911197,5935.324526300706
Daulton Varsho,Yainer Diaz,0.0011843716149270245,5980.315694874568
Daulton Varsho,Yan Gomes,0.0017487295388797792,5921.586509874127
Daulton Varsho,Yandy Díaz,-0.013369343900512237,6017.518644735407
Daulton Varsho,Yasmani Grandal,-0.004681075230397851,5944.98459154761
Daulton Varsho,Yordan Álvarez,-0.01338888164257231,5999.368418522978
Daulton Varsho,Yoán Moncada,-0.0028329523151483264,5917.3748551729
Daulton Varsho,Yuli Gurriel,-0.004286195857904671,5916.906893539431
Daulton Varsho,Zach Deloach,-0.003194909315810274,5914.567085372082
Daulton Varsho,Zach Dezenzo,-0.0005801970506464594,5916.90689353943
Daulton Varsho,Zach Mckinstry,-0.0009405536513556351,5950.834111965981
Daulton Varsho,Zach Neto,-0.003393496494680394,6073.373208123267
Daulton Varsho,Zach Remillard,-0.0035690502972835466,5909.887469037385
Daulton Varsho,Zack Gelof,0.0076448841696070855,6093.445419507737
Daulton Varsho,Zack Short,-0.006149470594426942,5923.926318041475
David Bote,David Dahl,0.0008104584379869408,5816.763104027909
David Bote,David Fletcher,-0.0014279075221961598,5809.743679525864
David Bote,David Fry,-0.008073590499235974,5878.30005882917
David Bote,David Hamilton,0.0027117555457090775,5837.821377534045
David Bote,David Hensley,-0.0009333071304518922,5814.423295860561
David Bote,David Peralta,-0.0026796235903512934,5844.840802036089
David Bote,David Villar,0.000126660394625422,5816.763104027909
David Bote,Davis Schneider,-0.002040172103908337,5914.56708537208
David Bote,Davis Wendzel,-0.00044570384538116046,5812.083487693212
David Bote,Daz Cameron,0.00021565921926756102,5844.8408020360885
David Bote,Derek Hill,0.00459680975740943,5833.141761199348
David Bote,Diego Castillo,-0.0025475077448090934,5809.743679525864
David Bote,Dillon Dingler,0.001953294940343762,5819.102912195257
David Bote,Dj Lemahieu,-0.005511130595585728,5821.4427203626055
David Bote,Dj Stewart,-0.007846147436395074,5844.840802036088
David Bote,Dominic Canzone,0.002084938208207959,5836.1835118169
David Bote,Dominic Fletcher,0.002170355360175842,5828.462144864651
David Bote,Dominic Smith,-0.0025064675187541604,5867.068979625898
David Bote,Donovan Solano,-0.0035858979185780203,5843.6708979524155
David Bote,Donovan Walton,-0.0017639242964474263,5812.083487693212
David Bote,Drew Millas,-0.0006558503101453216,5816.763104027909
David Bote,Drew Romo,0.0005373319107859458,5821.4427203626055
David Bote,Drew Waters,-0.0013029260347910726,5812.083487693212
David Bote,Duke Ellis,-0.00125566332560127,5809.743679525864
David Bote,Dustin Harris,-0.0015451577561447984,5809.743679525864
David Bote,Dylan Carlson,0.0008702596809506138,5854.434015522217
David Bote,Dylan Crews,-0.0022385502677232066,5827.2922407809765
David Bote,Dylan Moore,-0.010833332747246323,5915.736989506744
David Bote,Eddie Rosario,0.004886500820647149,5850.690322454459
David Bote,Eddy Alvarez,-0.0022005729926386215,5809.743679525864
David Bote,Edmundo Sosa,0.0010582503510195899,5839.6932240679225
David Bote,Edouard Julien,0.0012932490901079417,5882.043751896926
David Bote,Edward Olivares,-0.0030211840663890367,5828.4621448646485
David Bote,Edwin Ríos,-0.0011642187941808915,5809.743679525864
David Bote,Eguy Rosario,0.0012293637146512432,5816.763104027908
David Bote,Ehire Adrianza,-0.0001310027037985658,5812.083487693212
David Bote,Elehuris Montero,-0.0009085077144425539,5832.673799565878
David Bote,Eli White,-0.0008599671099726531,5809.743679525864
David Bote,Elly De la cruz,0.004244309841132338,6010.13153604179
David Bote,Eloy Jiménez,-0.0012822921549601558,5845.5427444862935
David Bote,Elías Díaz,-0.0014594393546457152,5843.6708979524155
David Bote,Emmanuel Rivera,-0.0030355839909005657,5846.010706119763
David Bote,Enmanuel Valdez,0.0012901060830032766,5837.821377534045
David Bote,Enrique Hernández,-0.0008596982491117436,5851.392264904665
David Bote,Eric Haase,0.002384258574258744,5817.933008111583
David Bote,Eric Wagaman,0.0004399964947040675,5816.763104027909
David Bote,Eric Yang,-0.0014269000284622803,5809.743679525864
David Bote,Ernie Clement,-0.0013393354197886198,5821.4427203626055
David Bote,Esteury Ruiz,-0.00036767698251284045,5824.952432613628
David Bote,Estevan Florial,0.0007494994437264296,5835.815827676318
David Bote,Eugenio Suárez,0.0018223237683029064,5955.279747534928
David Bote,Evan Carter,-0.0007167800243599818,5826.122336697303
David Bote,Ezequiel Duran,0.0012419883914052564,5850.22236082099
David Bote,Ezequiel Tovar,0.019281666313069826,5948.611294217832
David Bote,Fernando Tatís,-0.0032192067007161453,5885.319483280227
David Bote,Forrest Wall,-0.0016882285685606388,5814.423295860561
David Bote,Francisco Lindor,-0.0060560358583082044,5908.7175650046975
David Bote,Francisco Álvarez,-0.002150676192694126,5862.389363240214
David Bote,Freddie Freeman,-0.01698747663404552,5904.037948670001
David Bote,Freddy Fermin,-0.002389830829671176,5840.161185701392
David Bote,Gabriel Arias,0.0049927769764686394,5827.292240780976
David Bote,Gabriel Moreno,-0.010913109236142297,5847.180610203438
David Bote,Garrett Cooper,-0.0004836230459150083,5828.46214486465
David Bote,Garrett Hampson,0.003461811529293656,5835.013607733225
David Bote,Garrett Mitchell,-3.91319566811642e-05,5857.2417853230345
David Bote,Garrett Stubbs,-0.001457081859907468,5840.161185701392
David Bote,Gary Sánchez,-0.0032465998435463354,5848.350514287112
David Bote,Gavin Lux,0.0005174061626211336,5875.960250661822
David Bote,Gavin Sheets,-0.002091241835981551,5882.043751896927
David Bote,George Springer,-0.01167427821334749,5914.199401231498
David Bote,Geraldo Perdomo,-0.0073831643898772505,5842.50099386874
David Bote,Giancarlo Stanton,0.004713098569719532,5915.269027873273
David Bote,Gio Urshela,-0.0004252334840768436,5854.200034705483
David Bote,Gleyber Torres,-0.01015298036131653,5934.221474028795
David Bote,Grae Kessinger,-0.002079591904607575,5814.42329586056
David Bote,Graham Pauley,0.0019807831695182526,5809.743679525864
David Bote,Grant Koch,-0.001126824298375088,5814.423295860561
David Bote,Grant Mccray,0.005544864980843286,5836.65147345037
David Bote,Greg Jones,-0.0012259684359105876,5812.083487693212
David Bote,Griffin Conine,0.000804858700292108,5816.763104027909
David Bote,Gunnar Henderson,-0.01006903809538757,5939.252061497453
David Bote,Gustavo Campero,-0.0007402324760463868,5814.423295860561
David Bote,Ha-seong Kim,-0.013966131000299344,5862.389363240214
David Bote,Harold Ramírez,0.0037392106399870054,5829.632048948325
David Bote,Harrison Bader,0.0008290825536052293,5851.860226538134
David Bote,Heliot Ramos,0.004385844821974463,5896.550562534487
David Bote,Henry Davis,-0.0015575764169654682,5826.122336697303
David Bote,Heston Kjerstad,-0.001162115592051517,5823.782528529954
David Bote,Hunter Feduccia,-0.0017840883810067122,5812.083487693212
David Bote,Hunter Goodman,0.004017451274808027,5841.331089785066
David Bote,Hunter Renfroe,-0.005078185148637464,5856.773823689565
David Bote,Ian Happ,-0.004813275896435201,5978.644403275477
David Bote,Ildemaro Vargas,-0.0055651083492695595,5816.763104027909
David Bote,Isaac Collins,-0.0007798198633030859,5814.423295860561
David Bote,Isaac Paredes,-0.024523429200416082,5930.711761726785
David Bote,Isiah Kiner-falefa,-0.0007734412707930024,5867.536941259366
David Bote,Iván Herrera,-0.004802137845147104,5836.65147345037
David Bote,J. d. Davis,-0.002619159496655552,5831.971857115674
David Bote,J. d. Martinez,-0.0021877494628501646,5925.330202941883
David Bote,J. p. Crawford,-0.007329218112557906,5898.890370701834
David Bote,J. p. Martínez,-0.0007896243241636965,5809.743679525864
David Bote,J. t. Realmuto,0.0014938656634857178,5860.283535940589
David Bote,Jace Jung,-0.001855354427524854,5822.612624446279
David Bote,Jace Peterson,-0.0018653000704569034,5809.743679525864
David Bote,Jack López,0.001480818043452071,5819.102912195257
David Bote,Jack Suwinski,0.0013779030274618368,5860.049555123854
David Bote,Jackson Chourio,0.0014509662343265312,5890.233080482646
David Bote,Jackson Holliday,0.002384469646655583,5846.010706119762
David Bote,Jackson Merrill,0.006382327375028427,5857.709746956504
David Bote,Jacob Amaya,0.0014388282914238268,5826.122336697302
David Bote,Jacob Hurtubise,-0.0025683669594334054,5819.102912195258
David Bote,Jacob Stallings,-0.006146838719567062,5850.222360820991
David Bote,Jacob Wilson,-0.005058268840978106,5812.083487693212
David Bote,Jacob Young,-0.005635575780775235,5876.662193112025
David Bote,Jahmai Jones,-0.0004993852995779966,5812.083487693212
David Bote,Jair Camargo,-0.0014311339326601939,5809.743679525864
David Bote,Jake Bauers,0.0015118320305342518,5904.739891120206
David Bote,Jake Burger,0.00625951517604119,5918.076797674092
David Bote,Jake Cave,0.009903365165914382,5858.411689406708
David Bote,Jake Cronenworth,-0.01182499236540885,5911.759315520276
David Bote,Jake Fraley,-0.0027134371246494726,5860.049555123853
David Bote,Jake Mccarthy,-0.0077416699609344055,5844.8408020360885
David Bote,Jake Meyers,-0.0026491082269353506,5889.297157215706
David Bote,Jake Rogers,0.005534645159287276,5872.9185000442685
David Bote,Jakson Reetz,-0.0013383470184611915,5809.743679525864
David Bote,James Mccann,0.0002641952710180745,5832.673799565878
David Bote,James Outman,0.00036194980182294894,5837.821377534044
David Bote,James Wood,-0.002025767449230547,5883.681617563084
David Bote,Jamie Westbrook,-0.0015501636682777795,5815.593199944235
David Bote,Jared Triolo,-0.0038622886535091077,5874.790346527159
David Bote,Jared Walsh,-7.394404462856561e-05,5826.122336697302
David Bote,Jarred Kelenic,0.010525005750485709,5874.088404127942
David Bote,Jarren Duran,-0.00011716282744177829,5943.112745013732
David Bote,Jason Delay,-0.003080043475137232,5809.743679525864
David Bote,Jason Heyward,-0.0009451753522903848,5842.500993868742
David Bote,Jason Vosler,-0.0007417405934880667,5814.423295860561
David Bote,Jasson Domínguez,-0.0034941917065879997,5819.102912195257
David Bote,Javier Báez,0.002847841251220635,5850.69032245446
David Bote,Javier Sanoja,-0.0013198513437124005,5809.743679525864
David Bote,Jazz Chisholm,0.00109636771753004,5930.243800144302
David Bote,Jeff Mcneil,-0.009128411670052806,5837.353415900574
David Bote,Jeimer Candelario,0.006393476474593723,5879.469962912843
David Bote,Jerar Encarnacion,0.0015824119140155333,5820.272816278932
David Bote,Jeremy Peña,-0.002400472375978398,5866.601017992429
David Bote,Jesse Winker,-0.01175071690401848,5906.377756786363
David Bote,Jesús Sánchez,0.005928147649641602,5910.706401855804
David Bote,Jhonkensy Noel,0.0007653110619832058,5851.158284087929
David Bote,Jhonny Pereda,-0.00031666140485760445,5809.743679525864
David Bote,Ji hwan Bae,0.0004742815880792711,5816.763104027909
David Bote,Jj Bleday,-0.008922927053401032,5907.079699287553
