,winner,loser,score
0,A. j. Pierzynski,Adam Jones,2
1,A. j. Pierzynski,Adam Lind,0
2,A. j. Pierzynski,Albert Pujols,0
3,A. j. Pierzynski,Alberto Callaspo,9
4,A. j. Pierzynski,Alex Rios,0
5,A. j. Pierzynski,Alexei Ramírez,0
6,A. j. Pierzynski,Andre Ethier,0
7,A. j. Pierzynski,Andy Laroche,0
8,A. j. Pierzynski,Asdrubal Cabrera,0
9,A. j. Pierzynski,Bill Hall,0
10,A. j. Pierzynski,Brandon Inge,0
11,A. j. Pierzynski,Carlos Pena,0
12,A. j. Pierzynski,Chris Davis,0
13,A. j. Pierzynski,Chris Getz,6
14,A. j. Pierzynski,Chris Iannetta,3
15,A. j. Pierzynski,Corey Hart,0
16,A. j. Pierzynski,Curtis Granderson,2
17,A. j. Pierzynski,David Murphy,0
18,A. j. Pierzynski,Delmon Young,3
19,Delmon Young,A. j. Pierzynski,3
20,A. j. Pierzynski,Denard Span,0
21,A. j. Pierzynski,Derek Jeter,0
22,A. j. Pierzynski,Franklin Gutierrez,0
23,A. j. Pierzynski,Freddy Sanchez,10
24,A. j. Pierzynski,Grady Sizemore,0
25,A. j. Pierzynski,Hank Blalock,12
26,Hank Blalock,A. j. Pierzynski,12
27,A. j. Pierzynski,Hunter Pence,0
28,A. j. Pierzynski,Ichiro Suzuki,0
29,A. j. Pierzynski,J. d. Drew,0
30,A. j. Pierzynski,Jack Wilson,0
31,A. j. Pierzynski,Jason Kubel,11
32,A. j. Pierzynski,Jayson Nix,0
33,A. j. Pierzynski,Jermaine Dye,0
34,A. j. Pierzynski,Jhonny Peralta,1
35,A. j. Pierzynski,Jim Thome,0
36,A. j. Pierzynski,Josh Fields,1
37,A. j. Pierzynski,Josh Hamilton,7
38,A. j. Pierzynski,Justin Morneau,0
39,A. j. Pierzynski,Kelly Shoppach,11
40,A. j. Pierzynski,Kendrys Morales,0
41,A. j. Pierzynski,Luis Valbuena,8
42,A. j. Pierzynski,Lyle Overbay,7
43,A. j. Pierzynski,Magglio Ordonez,1
44,A. j. Pierzynski,Maicer Izturis,0
