,winner,loser,score
0,A. j. Ellis,Cody Ross,1
1,A. j. Pierzynski,Alexei Ramírez,0
2,A. j. Pierzynski,Andrew Mccutchen,0
3,A. j. Pierzynski,B. j. Upton,4
4,B. j. Upton,A. j. Pierzynski,4
5,A. j. Pierzynski,Ben Zobrist,3
6,A. j. Pierzynski,Brent Morel,5
7,A. j. Pierzynski,Brett Gardner,1
8,A. j. Pierzynski,Carlos Quentin,0
9,A. j. Pierzynski,Carlos Santana,2
10,A. j. Pierzynski,Chris Getz,1
11,Chris Getz,A. j. Pierzynski,1
12,A. j. Pierzynski,Curtis Granderson,2
13,A. j. Pierzynski,Derek Jeter,3
14,A. j. Pierzynski,Desmond Jennings,0
15,A. j. Pierzynski,Dustin Ackley,3
16,A. j. Pierzynski,Evan Longoria,0
17,A. j. Pierzynski,Giancarlo Stanton,1
18,Giancarlo Stanton,A. j. Pierzynski,1
19,A. j. Pierzynski,Ian Kinsler,0
20,A. j. Pierzynski,J. p. Arencibia,0
21,A. j. Pierzynski,James Loney,4
22,James Loney,A. j. Pierzynski,4
23,A. j. Pierzynski,Jason Kubel,2
24,A. j. Pierzynski,Jim Thome,0
25,A. j. Pierzynski,Joe Mauer,1
26,A. j. Pierzynski,Jose Bautista,0
27,A. j. Pierzynski,Josh Willingham,0
28,A. j. Pierzynski,Kosuke Fukudome,6
29,A. j. Pierzynski,Marco Scutaro,9
30,A. j. Pierzynski,Mark Reynolds,0
31,A. j. Pierzynski,Matt Laporta,1
32,A. j. Pierzynski,Michael Brantley,2
33,A. j. Pierzynski,Michael Cuddyer,0
34,A. j. Pierzynski,Michael Young,3
35,A. j. Pierzynski,Miguel Cabrera,6
36,A. j. Pierzynski,Mike Cameron,2
37,A. j. Pierzynski,Robinson Cano,0
38,A. j. Pierzynski,Sean Rodriguez,7
39,A. j. Pierzynski,Shelley Duncan,0
40,A. j. Pierzynski,Vladimir Guerrero,0
41,A. j. Pierzynski,Wily mo Pena,0
42,Aaron Hill,Aaron Miles,1
43,Aaron Miles,Aaron Hill,1
44,Aaron Hill,Adam Kennedy,0
45,Aaron Hill,Adam Lind,0
46,Aaron Hill,Andre Ethier,1
47,Andre Ethier,Aaron Hill,1
48,Aaron Hill,Bryan Petersen,0
