,winner,loser,who_won,score
0,AJ Ramos,Adam Eaton,pitcher,6
1,AJ Ramos,Anthony Rendon,pitcher,1
2,AJ Ramos,Ender Inciarte,pitcher,1
3,AJ Ramos,Ryan Zimmerman,pitcher,1
4,Aaron Altherr,Jim Johnson,batter,3
5,Aaron Altherr,Rafael Montero,batter,3
6,Aaron Altherr,Sam Freeman,batter,2
7,Aaron Bummer,Ben Revere,pitcher,1
8,Aaron Hicks,Cody Allen,batter,3
9,Aaron Hicks,Jayson Aquino,batter,2
10,Aaron Judge,Liam Hendriks,batter,2
11,Aaron Loup,Andrew Benintendi,pitcher,6
12,Aaron Loup,Deven Marrero,pitcher,1
13,Aaron Loup,Mitch Moreland,pitcher,1
14,Adam Frazier,Jose Ramirez,batter,6
15,Adam Jones,Wade LeBlanc,batter,3
16,Adam Morgan,A. j. Ellis,pitcher,1
17,Adam Morgan,Aledmys Díaz,pitcher,1
18,Adam Morgan,Brian Anderson,pitcher,1
19,Adam Morgan,Tomas Telis,pitcher,1
20,Adam Morgan,Tommy Pham,pitcher,6
21,Adam Rosales,Sam Freeman,batter,2
22,Adam Warren,Chris Young,pitcher,6
23,Adam Warren,Mookie Betts,pitcher,1
24,Adam Warren,Tzu-wei Lin,pitcher,1
25,Addison Reed,A. j. Ellis,pitcher,1
26,Addison Reed,Adeiny Hechavarria,pitcher,1
27,Addison Reed,Brad Miller,pitcher,6
28,Addison Reed,Brandon Drury,pitcher,6
29,Addison Reed,Dee Strange-gordon,pitcher,1
30,Addison Reed,Gregor Blanco,pitcher,1
31,Addison Reed,Jake Lamb,pitcher,1
32,Addison Reed,Jt Riddle,pitcher,1
33,Addison Reed,Lucas Duda,pitcher,1
34,Addison Russell,Carlos Torres,batter,2
35,Adonis Garcia,Jeanmar Gomez,batter,3
36,Adrian Beltre,Alex Colome,batter,3
37,Adrian Gonzalez,Cory Gearrin,batter,2
38,Adrian Gonzalez,Joaquin Benoit,batter,2
39,Adrian Sanchez,Ian Krol,batter,3
40,Aj Pollock,Chris Rusin,batter,3
41,Aj Pollock,Erik Goeddel,batter,12
42,Aj Pollock,Pedro Baez,batter,2
43,Aj Pollock,Tony Watson,batter,3
44,Albert Pujols,Jose Leclerc,batter,2
45,Albert Pujols,Santiago Casilla,batter,3
46,Albert Suarez,Andrew Stevenson,pitcher,6
47,Albert Suarez,Pedro Severino,pitcher,6
48,Albert Suarez,Wilmer Difo,pitcher,6
49,Alcides Escobar,Cody Allen,batter,3
50,Alcides Escobar,Matt Barnes,batter,3
51,Alcides Escobar,Tyler Clippard,batter,3
52,Alec Asher,Ian Kinsler,pitcher,1
53,Alec Asher,José Iglesias,pitcher,1
54,Alec Asher,Tyler Collins,pitcher,6
55,Aledmys Díaz,Dominic Leone,batter,3
56,Alex Avila,Roberto Osuna,batter,3
57,Alex Bregman,Kenley Jansen,batter,3
58,Alex Claudio,Adeiny Hechavarria,pitcher,2
59,Alex Claudio,Trevor Plouffe,pitcher,1
60,Alex Colome,Adam Jones,pitcher,6
61,Alex Colome,Cameron Maybin,pitcher,1
62,Alex Colome,Dexter Fowler,pitcher,6
63,Alex Colome,Hyun soo Kim,pitcher,6
64,Alex Colome,Kole Calhoun,pitcher,1
65,Alex Colome,Manny Machado,pitcher,6
