,winner,loser,who_won,score
0,Aaron Heilman,Cody Ross,pitcher,1
1,Aaron Heilman,Dan Uggla,pitcher,1
2,Aaron Heilman,Jeremy Hermida,pitcher,6
3,Aaron Hill,C.J. Wilson,batter,3
4,Aaron Hill,Clay Condrey,batter,3
5,Aaron Hill,Danys Baez,batter,3
6,Aaron Hill,George Sherrill,batter,12
7,Aaron Miles,Chris Perez,batter,2
8,Aaron Poreda,Stephen Drew,pitcher,1
9,Aaron Rowand,Francisco Cordero,batter,3
10,Adam Dunn,Dan Meyer,batter,2
11,Adam Dunn,Jorge Campillo,batter,2
12,Adam Jones,Eddie Guardado,batter,12
13,Adam Laroche,Guillermo Mota,batter,2
14,Adam Laroche,Joe Beimel,batter,6
15,Adam Laroche,Rafael Soriano,batter,3
16,Adam Laroche,Zack Segovia,batter,3
17,Adam Lind,Clay Condrey,batter,2
18,Adam Lind,Danys Baez,batter,6
19,Adam Lind,George Sherrill,batter,3
20,Adam Lind,Shawn Kelley,batter,12
21,Adam Russell,Alex Romero,pitcher,1
22,Adam Russell,Mark Reynolds,pitcher,1
23,Adrian Beltre,Darren O'Day,batter,6
24,Adrian Beltre,Gio Gonzalez,batter,3
25,Adrian Beltre,Jose Arredondo,batter,3
26,Adrian Gonzalez,Miguel Batista,batter,6
27,Alan Embree,Andre Ethier,pitcher,6
28,Alan Embree,Orlando Hudson,pitcher,1
29,Albert Pujols,Matt Capps,batter,12
30,Albert Pujols,Sean Green,batter,12
31,Alberto Arias,Derrek Lee,pitcher,1
32,Alberto Arias,Reed Johnson,pitcher,1
33,Alberto Arias,Ryan Theriot,pitcher,6
34,Alberto Castillo,John Mcdonald,pitcher,1
35,Alberto Castillo,Lyle Overbay,pitcher,1
36,Alcides Escobar,Todd Wellemeyer,batter,3
37,Alejandro De aza,Ramon Pena,batter,2
38,Alex Cora,Jack Taschner,batter,3
39,Alex Gonzalez,Franklin Morales,batter,2
40,Alex Gordon,Chris Perez,batter,2
41,Alex Rios,Clay Condrey,batter,2
42,Alex Rios,Joe Beimel,batter,2
43,Alex Rios,Mark Lowe,batter,3
44,Alex Romero,Francisco Cordero,batter,2
45,Alexei Ramírez,Craig Breslow,batter,12
46,Alexi Casilla,Joakim Soria,batter,3
47,Alfonso Soriano,Luis Vizcaino,batter,2
48,Alfonso Soriano,Nick Masset,batter,2
49,Alfredo Aceves,Brendan Harris,pitcher,1
50,Alfredo Aceves,Brian Buscher,pitcher,6
51,Alfredo Aceves,Carlos Gomez,pitcher,7
52,Alfredo Aceves,Dustin Pedroia,pitcher,1
53,Alfredo Aceves,Jason Varitek,pitcher,1
54,Alfredo Aceves,Josh Reddick,pitcher,1
55,Alfredo Aceves,Nick Punto,pitcher,1
56,Alfredo Aceves,Orlando Cabrera,pitcher,1
57,Alfredo Amezaga,Aaron Heilman,batter,6
58,Andre Ethier,Chad Durbin,batter,2
59,Andre Ethier,Dennys Reyes,batter,2
60,Andre Ethier,Luke Gregerson,batter,3
61,Andre Ethier,Rafael Soriano,batter,6
62,Andre Ethier,Scott Eyre,batter,3
63,Andres Torres,Edwin Moreno,batter,3
64,Andres Torres,Matt Capps,batter,2
65,Andrew Bailey,Denard Span,pitcher,6
66,Andrew Bailey,Erick Aybar,pitcher,1
67,Andrew Bailey,Gary Matthews,pitcher,1
68,Andrew Bailey,Joe Crede,pitcher,1
69,Andrew Bailey,Justin Morneau,pitcher,1
70,Andrew Bailey,Mike Napoli,pitcher,6
71,Andrew Mccutchen,Ryan Franklin,batter,2
72,Andrew Mccutchen,Sean Gallagher,batter,2
73,Andruw Jones,Denny Stark,batter,3
74,Angel Guzman,Alfredo Amezaga,pitcher,1
75,Angel Guzman,Ben Francisco,pitcher,1
76,Angel Guzman,Chipper Jones,pitcher,6
77,Angel Guzman,Cody Ross,pitcher,6
78,Angel Guzman,Garret Anderson,pitcher,1
79,Angel Guzman,Jimmy Rollins,pitcher,2
