,winner,loser,who_won,score
0,A. j. Ellis,Kameron Loe,batter,3
1,A. j. Pierzynski,Greg Holland,batter,2
2,Aaron Crow,Geovany Soto,pitcher,2
3,Aaron Loup,Alex Avila,pitcher,6
4,Aaron Loup,Brennan Boesch,pitcher,6
5,Aaron Loup,Prince Fielder,pitcher,2
6,Adam Dunn,Hisanori Takahashi,batter,3
7,Adam Dunn,Manny Parra,batter,2
8,Adam Jones,Cory Wade,batter,1
9,Adam Laroche,Chad Gaudin,batter,3
10,Adam Laroche,Sam Freeman,batter,2
11,Adam Laroche,Steve Cishek,batter,6
12,Adam Ottavino,Jesus Flores,pitcher,1
13,Adam Ottavino,Rick Ankiel,pitcher,6
14,Adam Ottavino,Tyler Moore,pitcher,6
15,Addison Reed,Adrian Beltre,pitcher,1
16,Addison Reed,Asdrubal Cabrera,pitcher,6
17,Addison Reed,Carlos Santana,pitcher,1
18,Addison Reed,Josh Hamilton,pitcher,1
19,Addison Reed,Michael Young,pitcher,1
20,Addison Reed,Travis Hafner,pitcher,6
21,Adeiny Hechavarria,Brian Duensing,batter,3
22,Adeiny Hechavarria,Jerry Blevins,batter,2
23,Adrian Beltre,Greg Holland,batter,3
24,Adrian Beltre,Kyle Waldrop,batter,3
25,Albert Pujols,Brad Brach,batter,2
26,Albert Pujols,Joe Nathan,batter,12
27,Alberto Callaspo,Matt Thornton,batter,6
28,Alcides Escobar,Grant Balfour,batter,3
29,Alcides Escobar,Jesse Crain,batter,3
30,Alejandro De aza,Manny Parra,batter,6
31,Alejandro De aza,Mike Adams,batter,2
32,Alex Avila,Chris Perez,batter,2
33,Alex Burnett,Jeff Keppinger,pitcher,1
34,Alex Gordon,Dana Eveland,batter,3
35,Alex Gordon,Glen Perkins,batter,6
36,Alex Gordon,Jason Motte,batter,2
37,Alex Liddi,Luis Perez,batter,3
38,Alex Presley,Joe Blanton,batter,3
39,Alex Rios,Chris Perez,batter,9
40,Alex Rios,David Carpenter,batter,12
41,Alexi Amarista,Hisanori Takahashi,batter,6
42,Alexi Casilla,Brandon Lyon,batter,1
43,Alexi Casilla,Francisley Bueno,batter,6
44,Alexi Ogando,Jason Kipnis,pitcher,6
45,Alexi Ogando,Lou Marson,pitcher,6
46,Alexi Ogando,Michael Brantley,pitcher,1
47,Alfonso Soriano,Fernando Salas,batter,3
48,Alfredo Aceves,Adam Jones,pitcher,7
49,Alfredo Aceves,Casper Wells,pitcher,2
