,winner,loser,who_won,score
0,A. j. Ellis,Fernando Abad,batter,2
1,A. j. Ellis,Luke Gregerson,batter,3
2,AJ Ramos,Alexi Amarista,pitcher,1
3,AJ Ramos,B. j. Upton,pitcher,6
4,AJ Ramos,Charlie Blackmon,pitcher,1
5,AJ Ramos,Dj Lemahieu,pitcher,1
6,AJ Ramos,Jedd Gyorko,pitcher,6
7,AJ Ramos,Troy Tulowitzki,pitcher,6
8,Aaron Altherr,Jonathan Papelbon,batter,1
9,Aaron Barrett,Jon Jay,pitcher,1
10,Aaron Barrett,Kolten Wong,pitcher,1
11,Aaron Barrett,Yadier Molina,pitcher,6
12,Aaron Hicks,Angel Nesbitt,batter,3
13,Aaron Hicks,Jose A. Valdez,batter,2
14,Aaron Hill,Carson Smith,batter,2
15,Aaron Loup,Brett Gardner,pitcher,1
16,Aaron Loup,Carlos Beltran,pitcher,6
17,Aaron Loup,Curtis Granderson,pitcher,1
18,Aaron Loup,David Ortiz,pitcher,6
19,Aaron Loup,Dilson Herrera,pitcher,6
20,Aaron Loup,Kevin Plawecki,pitcher,1
21,Aaron Loup,Robinson Cano,pitcher,1
22,Aaron Loup,Xander Bogaerts,pitcher,1
23,Aaron Thompson,Eric Hosmer,pitcher,6
24,Aaron Thompson,Jarrod Dyson,pitcher,1
25,Aaron Thompson,Miguel Montero,pitcher,1
26,Adam Eaton,Brad Boxberger,batter,3
27,Adam Eaton,Drew Pomeranz,batter,1
28,Adam Jones,Koji Uehara,batter,9
29,Adam Laroche,Roberto Osuna,batter,3
30,Adam Ottavino,Brandon Belt,pitcher,1
31,Adam Ottavino,Casey Mcgehee,pitcher,2
32,Adam Warren,Steven Souza,pitcher,6
33,Addison Reed,Addison Russell,pitcher,1
34,Addison Reed,Cameron Maybin,pitcher,6
35,Addison Reed,Daniel Castro,pitcher,1
36,Addison Reed,Freddie Freeman,pitcher,1
37,Addison Russell,Hansel Robles,batter,2
38,Adeiny Hechavarria,Boone Logan,batter,12
39,Adeiny Hechavarria,Oliver Drake,batter,3
40,Adrian Gonzalez,David Hernandez,batter,2
41,Adrian Gonzalez,Drew Rucinski,batter,2
42,Aj Pollock,Brandon Maurer,batter,3
43,Aj Pollock,Hector Rondon,batter,6
44,Aj Pollock,J.P. Howell,batter,2
45,Aj Pollock,Santiago Casilla,batter,12
46,Al Alburquerque,Evan Gattis,pitcher,1
47,Al Alburquerque,Ivan De jesus,pitcher,1
48,Al Alburquerque,Jason Castro,pitcher,1
49,Al Alburquerque,Todd Frazier,pitcher,6
50,Albert Pujols,Jake Petricka,batter,3
51,Alcides Escobar,Neftali Feliz,batter,1
52,Alcides Escobar,Will Harris,batter,3
53,Alejandro De aza,Jumbo Diaz,batter,6
54,Alex Avila,Miguel Almonte,batter,2
55,Alex Claudio,Adam Laroche,pitcher,6
56,Alex Claudio,Alexei Ramírez,pitcher,2
57,Alex Claudio,José Abreu,pitcher,6
58,Alex Gordon,Angel Nesbitt,batter,1
59,Alex Gordon,Brian Duensing,batter,1
60,Alex Gordon,David Rollins,batter,3
61,Alex Gordon,Stolmy Pimentel,batter,12
62,Alex Guerrero,Tyler Olson,batter,3
63,Alex Rios,Pedro Strop,batter,2
64,Alex Rodriguez,Brad Boxberger,batter,2
65,Alex Rodriguez,Tyler Clippard,batter,2
66,Alex Wilson,Carlos Sanchez,pitcher,1
67,Alex Wilson,George Springer,pitcher,6
68,Alex Wilson,Geovany Soto,pitcher,1
69,Alex Wilson,Gordon Beckham,pitcher,1
70,Alex Wilson,Jose Altuve,pitcher,1
71,Alex Wilson,Luis Valbuena,pitcher,1
72,Alexi Ogando,Alex Rodriguez,pitcher,6
73,Alexi Ogando,Chase Headley,pitcher,1
74,Alexi Ogando,Cliff Pennington,pitcher,6
75,Alexi Ogando,Dustin Ackley,pitcher,1
76,Alexi Ogando,Jose Bautista,pitcher,1
77,Andre Ethier,Andrew Chafin,batter,6
78,Andre Ethier,Dominic Leone,batter,6
79,Andre Ethier,Drew Rucinski,batter,12
80,Andre Ethier,Santiago Casilla,batter,1
81,Andres Blanco,Kyle Barraclough,batter,2
82,Andrew Chafin,Austin Jackson,pitcher,1
83,Andrew Chafin,Drew Stubbs,pitcher,6
84,Andrew Chafin,Francisco Cervelli,pitcher,6
85,Andrew Chafin,Juan Centeno,pitcher,1
86,Andrew Chafin,Luis Sardinas,pitcher,1
87,Andrew Chafin,Martin Maldonado,pitcher,6
88,Andrew Chafin,Neil Walker,pitcher,1
89,Andrew Chafin,Nelson Cruz,pitcher,1
90,Andrew Chafin,Sean Rodriguez,pitcher,1
91,Andrew Chafin,Seth Smith,pitcher,6
92,Andrew Mccutchen,Bruce Rondon,batter,2
93,Andrew Mccutchen,J.R. Graham,batter,3
94,Andrew Mccutchen,James Russell,batter,2
95,Andrew Mccutchen,Jason Grilli,batter,6
96,Andrew Mccutchen,Sam LeCure,batter,3
97,Andrew Mccutchen,Will Smith,batter,3
98,Andrew Miller,Aaron Hicks,pitcher,6
99,Andrew Miller,Abraham Almonte,pitcher,6
100,Andrew Miller,Ben Revere,pitcher,1
101,Andrew Miller,Bobby Wilson,pitcher,1
102,Andrew Miller,Brandon Guyer,pitcher,6
103,Andrew Miller,Bryce Harper,pitcher,6
104,Andrew Miller,Dioner Navarro,pitcher,1
105,Andrew Miller,Dustin Pedroia,pitcher,1
106,Andrew Miller,Eduardo Nunez,pitcher,6
107,Andrew Miller,Ian Desmond,pitcher,6
108,Andrew Miller,Jose Bautista,pitcher,7
109,Andrew Miller,Josh Donaldson,pitcher,6
110,Andrew Miller,Josh Rutledge,pitcher,6
111,Andrew Miller,Justin Smoak,pitcher,6
112,Andrew Miller,Kurt Suzuki,pitcher,1
113,Andrew Miller,Mike Napoli,pitcher,6
114,Andrew Miller,Mookie Betts,pitcher,1
115,Andrew Miller,Pablo Sandoval,pitcher,1
116,Andrew Miller,Sandy Leon,pitcher,6
117,Andrew Miller,Tim Beckham,pitcher,6
118,Andrew Miller,Zach Walters,pitcher,6
119,Andrew Romine,David Robertson,batter,3
120,Andrew Romine,Greg Holland,batter,3
121,Andrew Susac,Adam Ottavino,batter,2
122,Angel Nesbitt,Alcides Escobar,pitcher,1
123,Angel Nesbitt,Danny Santana,pitcher,1
124,Angel Nesbitt,Salvador Perez,pitcher,1
125,Angel Pagan,Andrew Chafin,batter,3
126,Angel Pagan,Juan Nicasio,batter,3
127,Angel Pagan,Sam Dyson,batter,3
128,Anthony Gose,Carson Smith,batter,8
129,Anthony Gose,David Robertson,batter,2
130,Anthony Gose,Greg Holland,batter,2
131,Anthony Gose,Ryan Pressly,batter,6
132,Anthony Gose,Zach Duke,batter,2
