,winner,loser,who_won,score
0,A. j. Ellis,Barry Zito,batter,2
1,A. j. Ellis,Bronson Arroyo,batter,2
2,A. j. Ellis,Bud Norris,batter,2
3,A. j. Ellis,Tom Gorzelanny,batter,2
4,A. j. Ellis,Ubaldo Jimenez,batter,3
5,A. j. Pierzynski,Anthony Lerew,batter,6
6,A. j. Pierzynski,Brett Cecil,batter,3
7,A. j. Pierzynski,Brian Bannister,batter,6
8,A. j. Pierzynski,Brian Duensing,batter,3
9,A. j. Pierzynski,Brian Matusz,batter,3
10,A. j. Pierzynski,Bruce Chen,batter,3
11,A. j. Pierzynski,Carl Pavano,batter,3
12,A. j. Pierzynski,Ervin Santana,batter,3
13,A. j. Pierzynski,Francisco Liriano,batter,2
14,A. j. Pierzynski,Gil Meche,batter,3
15,A. j. Pierzynski,Ivan Nova,batter,3
16,A. j. Pierzynski,J.D. Martin,batter,3
17,A. j. Pierzynski,Javier Vazquez,batter,3
18,A. j. Pierzynski,Joe Saunders,batter,6
19,A. j. Pierzynski,Josh Beckett,batter,3
20,A. j. Pierzynski,Justin Masterson,batter,6
21,A. j. Pierzynski,Justin Verlander,batter,3
22,A. j. Pierzynski,Kevin Millwood,batter,3
23,A. j. Pierzynski,Max Scherzer,batter,3
24,A. j. Pierzynski,Rich Harden,batter,2
25,A. j. Pierzynski,Ted Lilly,batter,1
26,A. j. Pierzynski,Tommy Hanson,batter,3
27,A. j. Pierzynski,Tommy Hunter,batter,3
28,A. j. Pierzynski,Zack Greinke,batter,6
29,A.J. Burnett,Aaron Hill,pitcher,1
30,A.J. Burnett,Adam Jones,pitcher,2
31,A.J. Burnett,Adam Lind,pitcher,12
32,A.J. Burnett,Adrian Beltre,pitcher,6
33,A.J. Burnett,Alex Gonzalez,pitcher,1
34,A.J. Burnett,Alex Gordon,pitcher,1
35,A.J. Burnett,Alex Rios,pitcher,1
36,A.J. Burnett,Andy Marte,pitcher,1
37,A.J. Burnett,Austin Kearns,pitcher,1
38,A.J. Burnett,B. j. Upton,pitcher,2
39,A.J. Burnett,Bobby Wilson,pitcher,6
40,A.J. Burnett,Brayan Pena,pitcher,2
41,A.J. Burnett,Carl Crawford,pitcher,1
42,A.J. Burnett,Cesar Izturis,pitcher,7
43,A.J. Burnett,Chase Utley,pitcher,1
44,A.J. Burnett,Chone Figgins,pitcher,2
45,A.J. Burnett,Chris Davis,pitcher,6
46,A.J. Burnett,Chris Young,pitcher,1
47,A.J. Burnett,Corey Patterson,pitcher,2
48,A.J. Burnett,Darnell Mcdonald,pitcher,6
49,A.J. Burnett,David Murphy,pitcher,6
50,A.J. Burnett,David Ortiz,pitcher,1
51,A.J. Burnett,Delmon Young,pitcher,1
52,A.J. Burnett,Denard Span,pitcher,4
53,A.J. Burnett,Dioner Navarro,pitcher,7
54,A.J. Burnett,Edwin Encarnacion,pitcher,2
55,A.J. Burnett,Eric Patterson,pitcher,1
56,A.J. Burnett,Erick Aybar,pitcher,1
57,A.J. Burnett,Hank Blalock,pitcher,6
58,A.J. Burnett,Howie Kendrick,pitcher,1
59,A.J. Burnett,Ian Kinsler,pitcher,7
60,A.J. Burnett,J. d. Drew,pitcher,6
61,A.J. Burnett,Jack Cust,pitcher,6
62,A.J. Burnett,Jarrett Hoffpauir,pitcher,6
63,A.J. Burnett,Jason Bartlett,pitcher,6
64,A.J. Burnett,Jason Donald,pitcher,2
65,A.J. Burnett,Jason Kubel,pitcher,6
66,A.J. Burnett,Jayson Werth,pitcher,1
67,A.J. Burnett,Jeff Larish,pitcher,6
68,A.J. Burnett,Jhonny Peralta,pitcher,6
69,A.J. Burnett,Joaquin Arias,pitcher,1
70,A.J. Burnett,John Buck,pitcher,1
71,A.J. Burnett,John Jaso,pitcher,2
72,A.J. Burnett,John Mcdonald,pitcher,1
73,A.J. Burnett,Jose Guillen,pitcher,1
74,A.J. Burnett,Jose Molina,pitcher,2
75,A.J. Burnett,Juan Pierre,pitcher,1
76,A.J. Burnett,Julio Borbon,pitcher,6
77,A.J. Burnett,Kelly Johnson,pitcher,1
78,A.J. Burnett,Kevin Cash,pitcher,6
79,A.J. Burnett,Kevin Kouzmanoff,pitcher,1
80,A.J. Burnett,Kurt Suzuki,pitcher,1
81,A.J. Burnett,Luis Valbuena,pitcher,1
82,A.J. Burnett,Luke Scott,pitcher,7
83,A.J. Burnett,Lyle Overbay,pitcher,1
84,A.J. Burnett,Marco Scutaro,pitcher,1
85,A.J. Burnett,Mark Ellis,pitcher,6
86,A.J. Burnett,Matt Tuiasosopo,pitcher,6
87,A.J. Burnett,Matt Wieters,pitcher,6
88,A.J. Burnett,Matthew Joyce,pitcher,1
89,A.J. Burnett,Miguel Tejada,pitcher,2
90,A.J. Burnett,Mike Aviles,pitcher,1
91,A.J. Burnett,Mike Cameron,pitcher,6
92,A.J. Burnett,Mitch Moreland,pitcher,6
93,A.J. Burnett,Nelson Cruz,pitcher,8
94,A.J. Burnett,Omar Vizquel,pitcher,1
95,A.J. Burnett,Orlando Hudson,pitcher,6
