Player,ScaledRank
Gerrit Cole,9.336441453410695
Max Scherzer,9.306083077807898
Justin Verlander,9.078857495267108
Jacob deGrom,9.009403037971074
Patrick Corbin,8.798565599589402
Trevor Bauer,8.749670989168111
James Paxton,8.680607812485691
Carlos Carrasco,8.661099496237586
Aaron Nola,8.637991105686062
Luis Severino,8.56979548350747
Mike Foltynewicz,8.569390821239146
Chris Sale,8.551928825375711
Corey Kluber,8.521521181707632
German Marquez,8.48444794243489
Mike Clevinger,8.259030824227441
Walker Buehler,8.201253636622011
Zack Greinke,8.20103734032817
Jakob Junis,8.196158765633154
Dallas Keuchel,8.17515016708738
Kyle Gibson,8.172121185527091
Rick Porcello,8.047867688045022
David Price,8.046541379293343
Jose Berrios,8.044638107807257
Reynaldo Lopez,7.995777969588175
Rich Hill,7.982654688145289
Dylan Bundy,7.980643776907558
Charlie Morton,7.976391938833444
Matthew Boyd,7.941549179712305
Kyle Freeland,7.898284974631164
Clayton Kershaw,7.8934473910411995
Joey Lucchesi,7.890622941029226
Blake Snell,7.85472296536615
Tyler Anderson,7.840717873729796
Stephen Strasburg,7.823976167002944
Andrew Heaney,7.821419150637433
Zack Godley,7.738336476692303
Nick Pivetta,7.727131739214515
Miles Mikolas,7.702012099807437
J.A. Happ,7.697173281453227
Jose Quintana,7.679047788168931
Kyle Hendricks,7.673986350407615
Mike Leake,7.552662810889005
Jack Flaherty,7.536942811358901
Robbie Ray,7.528664240867959
Luis Castillo,7.524890891160081
James Shields,7.50665817670454
Masahiro Tanaka,7.47537158886972
Kenta Maeda,7.426386360077934
Jhoulys Chacin,7.421845922557515
Marco Gonzales,7.402763651007566
Madison Bumgarner,7.377014243428169
Mike Fiers,7.351271581475193
Steven Matz,7.302733888938763
Jake Odorizzi,7.288528404332575
Eduardo Rodriguez,7.286678673544448
Lance Lynn,7.201711830315352
Danny Duffy,7.192979285557888
Noah Syndergaard,7.1816772668507936
Jon Lester,7.1684389046742325
Lance McCullers Jr.,7.1622082210142715
Jon Gray,7.14439773211977
Sean Newcomb,7.101977515275057
Wade LeBlanc,7.089785991788785
Zack Wheeler,7.051659542396892
Freddy Peralta,6.949650496066953
Jose Urena,6.841255476493463
CC Sabathia,6.813340670755134
Julio Teheran,6.778588627423503
Mike Minor,6.763024538909118
Sandy Alcantara,6.759263060765131
Matt Harvey,6.741940792379554
Jordan Zimmermann,6.729332324939593
Derek Holland,6.667988582863574
Cole Hamels,6.636783260685289
Kevin Gausman,6.576847698176278
Ross Stripling,6.5504925253532384
Vince Velasquez,6.5003018870716875
Shane Bieber,6.450764586537881
Zach Eflin,6.419931708360566
Chris Archer,6.374178207049702
Dan Straily,6.3488249665256475
Chris Stratton,6.343425527925955
Anibal Sanchez,6.318144609599865
Jameson Taillon,6.296886292057774
Trevor Williams,6.28292153541542
Tyler Skaggs,6.273239119789448
Edwin Jackson,6.270531269198078
Sean Manaea,6.235246642613281
Felix Hernandez,6.224356359071096
Josh Hader,6.167325468839288
Shohei Ohtani,6.16300766572367
Tanner Roark,6.100643903036423
Andrew Cashner,6.087389476030436
Garrett Richards,6.0758467078273535
Nathan Eovaldi,6.023428743762596
Michael Fulmer,6.00844251079083
Gio Gonzalez,6.006448267545404
Alex Wood,6.0007986116309215
Hyun Jin Ryu,5.982559372883368
Trevor Richards,5.941839730180101
Sam Gaviglio,5.900969322789685
Felix Pena,5.873860596581282
Jake Arrieta,5.846595647198931
Matt Shoemaker,5.820499844810834
Lucas Giolito,5.781548415774915
Francisco Liriano,5.781164268495653
Wade Miley,5.6832411877327225
Carlos Rodon,5.676723761130744
Sonny Gray,5.650035310980734
Joe Musgrove,5.545204239058262
Wei-Yin Chen,5.520264554626168
Marco Estrada,5.5159753861292335
Jaime Barria,5.512231700560156
Aaron Sanchez,5.384802149757253
Nick Kingham,5.370199857384166
Yu Darvish,5.355559580859538
Carlos Martinez,5.354209860286495
Junior Guerra,5.340324146926858
Ivan Nova,5.330941076799926
Yonny Chirinos,5.248951123286406
Chase Anderson,5.248486676370856
Domingo German,5.231264667964686
Eric Lauer,5.229324701747578
Dylan Covey,5.160033687067807
Clay Buchholz,5.071817218713707
Bartolo Colon,5.0616495085875615
Ian Kennedy,5.0521478706213445
Homer Bailey,5.04853283922799
Tyson Ross,4.972273230216624
Clayton Richard,4.879232874779832
Alex Cobb,4.853618345985903
Trevor Cahill,4.818590472531545
Sean Reid-Foley,4.729248270496005
Ryan Borucki,4.703381410586456
Nick Tropeano,4.6185462307499074
Daniel Mengden,4.546120215839102
Luke Weaver,4.466950448085931
Tyler Mahle,4.434621650760075
Brad Keller,4.373749444382971
Jason Vargas,4.323081599440205
Anthony DeSclafani,4.282573697328964
Andrew Suarez,4.226558446338988
Brandon McCarthy,4.223930472838306
Chad Kuhl,4.203924486703377
Caleb Smith,4.201348155089856
Edwin Diaz,4.198268927912794
Ryan Yarbrough,4.144296791169324
Corey Knebel,4.087162662852471
Michael Wacha,4.025212635885244
Sal Romano,3.9290276966570272
Chad Bettis,3.9221298654998082
Brent Suter,3.9103677156801826
Dellin Betances,3.9001495489084728
Andrew Triggs,3.900023633085577
Jordan Lyles,3.818359976274133
David Hess,3.6696489103385503
Dereck Rodriguez,3.5569899149780113
Adam Wainwright,3.4480739878869664
Josh James,3.438683011519412
Yefry Ramirez,3.4232618417415495
Antonio Senzatela,3.307995796473791
Marcus Stroman,3.280648737211665
Pablo Lopez,3.2551660355222314
Framber Valdez,3.1608025136128988
Brett Anderson,3.1564634956276265
Matt Moore,3.135926818067464
Blaine Hardy,3.12314316982384
Jason Hammel,3.104353049556252
Aroldis Chapman,3.101972402848459
Adam Ottavino,3.0081419115739463
Brian Johnson,2.93836509549364
Erick Fedde,2.935659008864969
Thomas Pannone,2.8364131650471354
Doug Fister,2.7664637805562364
Adam Plutko,2.7553879888655266
