Player,ScaledRank
"Zapata, Juan",-2582.243533200894
"Cabrera, Oswaldo",-5326.491847345574
"Gillies, Keagan",-7152.879543198246
"Labas, A.J.",-9716.143125416302
"Saul, Eli",-9716.143125416302
"Hernandez, Aaron",-9716.143125416302
"Contreras, Efrain",-11164.083262591135
"Southard, Jared",-14445.520164256865
"Barnes, Zach",-14590.26278327537
"Strickland, Austin",-18934.413387574812
"Calderon, Yorlin",-21733.21988457556
"Kwiatkowski, Robert",-21810.328939316616
"Burrows, Beau",-25929.37471715324
"Otano, Peniel",-33832.99674135479
"Miller, Mitch",-36009.59326933652
"Matthews, John",-51240.574089946655
"Melean, Alejandro",-66784.54441345436
"Moreta, Dauri",-77394.27326924932
"Heatherly, Jacob",-91523.7678840054
"Kingham, Nolan",-100142.84441323008
"Kelly, Antoine",-110570.21855474234
"Chandler, Bubba",-125315.09978585305
"Wilcox, Kyle",-184882.00052814276
"White, Brendan",-225602.68675984218
"Hernandez, Cristian",-234675.23741554804
"Reyes, Pablo",-302802.81267352845
"Tucker, Cole",-303200.9249808351
"Henley, Blair",-307638.0413578915
"Ponce, Gabriel",-331249.37470407056
"Bowden, Ben",-371070.3297568033
"Hazelwood, Everhett",-377133.19356879767
"Wisdom, Patrick",-387460.49829673686
"Hedges, Austin",-439113.4705467092
"Smith, Pavin",-463289.0340124716
"Endersby, Jimmy",-465080.6121342057
"Yastrzemski, Mike",-477245.84869334707
"Bote, David",-493899.1497858823
"Stefanic, Michael",-496769.64880937716
"Hampson, Garrett",-501966.26064205833
"Gilbreath, Lucas",-507216.5555089875
"Clemens, Kody",-516608.26972640026
"Wolf, Jackson",-520626.8788349005
"Smith, Dominic",-529994.7100326905
"Vargas, Ildemaro",-537753.4602138979
"Meeker, James",-546920.7166609927
"Tellez, Rowdy",-548644.4079533665
"Trevino, Jose",-550411.098420619
"Martínez, Adrián",-556311.9943947634
"Hicks, Aaron",-562501.1623482199
"Knizner, Andrew",-566098.8200290727
"Kiner-Falefa, Isiah",-568495.2244698618
"Mercedes, Juan",-568755.8726016928
"McKinstry, Zach",-574716.3846401577
"Rojas, Josh",-578158.4966771187
